C3,F3,F4,F7,F8,Fp1,Fp2,O1,O2,P4,P7,P8,T7,T8,Cpz
-1.2220023563713767e-05,-1.0877096428885125e-05,1.7305256733379792e-05,-3.8159563700901344e-05,7.656995148863643e-05,-2.2217509467736818e-05,1.6075699022621848e-05,-1.4150896276987623e-05,-9.398635484103579e-06,-4.506497134570964e-06,-8.609489157151984e-06,-6.760092219337821e-07,-1.0268486221320927e-06,1.4603005183744244e-05,-2.7113392206956632e-06
-1.3813858458888717e-05,5.8659111346059944e-06,1.892322245566902e-05,-3.420262146391906e-06,2.666972068254836e-05,4.293603160476778e-05,4.6799194933555555e-05,-2.5053123408724787e-05,-1.5998260096239392e-05,-1.0878278317250079e-05,-2.207449961133534e-05,-1.6393235000577988e-05,-1.7149708583019674e-05,-7.857853688619798e-06,-8.555001841159537e-06
-2.697292688935704e-05,-3.936436860385584e-05,2.9266324418131262e-05,-0.00010134405420103576,0.00014857063069939613,-1.9996585251647048e-05,5.0913760787807405e-05,-9.969279744836967e-06,-1.3628550732391886e-06,-8.005099516594782e-07,-1.3471068086801097e-05,7.688478945055977e-06,-6.625482456001919e-05,4.147882827965077e-05,1.6184483371262104e-06
-1.975687155209016e-05,-6.613905497943051e-06,2.226491051260382e-05,-5.114407031214796e-05,7.65714212320745e-05,2.509224123059539e-05,5.440349741547834e-05,-2.083482286252547e-05,-4.949486992700258e-06,-1.676399506322923e-05,-2.0974754079361446e-05,-6.16466923020198e-06,-2.79236955975648e-05,1.2091722965124063e-05,-1.5297522622859105e-05
-2.544808501170337e-05,-7.192599980498926e-06,4.198643932795676e-05,-5.674179192283191e-05,0.00010682833271857817,6.942739310034085e-05,0.00010594131163088605,-3.90486418382352e-05,-2.9147023724362953e-05,-2.2165927020978415e-05,-4.496096471484634e-05,-2.2284658371063415e-05,-6.24865569989197e-05,1.6912204046093393e-06,-1.6398449588450603e-05
-6.766879778297152e-06,-1.9410298591537867e-05,1.555244489281904e-05,-7.187845039879903e-05,7.399707465083338e-05,-4.142438865528675e-05,5.1154383982066065e-06,6.899772529322945e-06,7.429498054989381e-06,7.470952673449549e-06,4.313106728659477e-06,6.572292704731808e-06,-1.4307555829873309e-05,2.0879438977772224e-05,5.557559234148357e-06
-5.126446012582164e-06,1.3186618161853403e-05,4.8005275857576635e-05,-4.681366408476606e-05,7.056406866468024e-05,-4.6259585815278115e-06,3.06220745187602e-05,-2.66912097686145e-05,-3.429194021009607e-05,-2.075064094242407e-05,-1.7246069091925165e-05,-1.5568174603686202e-05,1.4388533600140363e-06,1.525319248685264e-05,-7.95598202785186e-06
-1.5351997717516497e-06,-1.1289365829725284e-05,4.801851900992915e-06,-3.480949862932903e-05,1.4659693988505751e-05,1.046578381647123e-05,1.89733000297565e-05,-1.692191290203482e-06,2.893802047765348e-06,9.252651125279954e-07,6.187183316797018e-07,1.1209031072212383e-06,-6.432171176129486e-06,7.95043888501823e-07,5.040615747020638e-07
-1.3628892702399753e-05,-1.4665388789580902e-05,1.6083643004094483e-05,-2.0264676550141303e-06,3.2099385862238705e-05,2.0424115064088255e-05,4.224591430102009e-05,-1.4246242130866449e-05,-1.4950007880543126e-05,-7.217763936750998e-06,-2.080582362395944e-05,-8.293834127925948e-06,-1.05693925434025e-05,-3.1094668884179555e-07,-4.13829536682897e-06
-9.67576852417551e-06,-2.5886911316774786e-06,2.1250870712918868e-05,-8.199699914257508e-05,5.2039276852156036e-06,1.696333811196382e-05,2.8441167160053737e-05,1.555597918923013e-06,4.596650796884205e-06,-9.692839739727788e-07,-1.3419819879345596e-05,6.917136033735005e-06,2.284128640894778e-05,4.681989594246261e-06,-3.801399543590378e-06
-9.309099823440192e-06,-3.1295155622501625e-06,2.0437905277503887e-05,-2.6169625016336795e-05,5.972356257188949e-05,1.8858860130421817e-05,4.043081480631372e-05,-1.44176651701855e-05,-1.0012264056058484e-05,-9.49299305830209e-06,-2.250903708045371e-05,-1.3647825880980236e-05,-2.9659169740625657e-05,1.0626058610796463e-06,-2.166552803828381e-06
1.0129440397577127e-05,5.19629247719422e-06,2.3264252149601816e-05,-4.350234348748927e-05,3.865268990921322e-05,-1.914474523800891e-05,1.895501100079855e-06,-8.937558504840126e-06,-2.8917195322719635e-06,5.859793418494519e-06,-7.043837399578479e-06,1.9190065358998254e-07,-2.358431720494991e-05,7.36706169846002e-06,1.2547592177725164e-05
-7.5287368872523075e-06,-6.8224971982999705e-06,7.711467333137989e-06,-2.7442747523309663e-05,2.3821303329896182e-05,-6.64504841552116e-06,6.596334287678474e-06,8.773648119131394e-06,3.2361642752221087e-06,-1.0477647265361156e-06,5.124390327182482e-06,-3.5988477975479327e-07,-8.827701094560325e-06,5.386149496189319e-06,-1.9750696083065122e-06
-2.071031281047908e-05,-9.524317647446878e-06,6.902238510519965e-06,-2.537605723773595e-05,2.172824679291807e-05,2.0158081952104112e-05,3.2285760426020715e-05,-3.783511601795908e-06,-1.8699438442126848e-07,-3.234032419641153e-07,-5.320870286595891e-06,-4.410543397170841e-08,-1.4192251001077238e-05,5.054637313151034e-06,-6.667139359706198e-06
-2.763559405138949e-05,-2.8889349778182805e-05,7.655462013644865e-06,-6.187079634401016e-05,7.242818719532806e-05,2.2884103145770496e-05,6.447182022384368e-05,-1.0131926501344424e-05,-1.8669024939299561e-06,-2.658748030626157e-06,-9.228188559973205e-06,-2.394876901234966e-07,-2.8380223739077337e-05,1.1245665177739284e-05,-7.784019544487819e-06
-9.264023901778273e-06,-1.4809489101708095e-05,-3.846037543553393e-06,-3.3169001653732266e-05,1.925324249896221e-05,-7.545168045908213e-07,1.4691026080981828e-05,-8.392871677642688e-07,5.0297844609303866e-06,6.292678335739765e-06,-1.6289523045998067e-06,9.048958531820972e-06,-1.0115499662788352e-05,1.3708300457437872e-05,6.402820417861221e-06
-3.913254658982623e-06,-1.7086873526750423e-05,7.067112164804712e-06,-4.162889808867476e-05,5.2129699724901e-05,-1.919231999636395e-05,6.16380202700384e-06,4.318720357332495e-06,6.029691576259211e-06,5.0007101890514605e-06,-5.641795269184513e-06,8.309652457683114e-06,-2.074040639854502e-05,1.5760440618350913e-05,3.4237185388974467e-06
9.080545396500384e-06,3.130577169940807e-06,2.313666072950582e-05,-2.7607502261162153e-05,4.748449555336265e-05,-2.8545764507725835e-06,1.3704448065254837e-05,-1.5867902448007953e-05,-1.7391604160366114e-05,-2.417362679807411e-06,-1.618843597839259e-05,-1.0643659649645087e-05,-1.5844026165723335e-05,6.853622153357719e-06,5.424717755886377e-06
-2.0957273605404225e-06,-6.264741102768312e-06,7.992961400304921e-06,-3.449315317993751e-05,4.84383763250662e-05,-3.7059708120068535e-06,1.1667307262541726e-05,-1.8233379250887083e-05,-1.2919094842800405e-06,9.024256542033982e-07,-1.4545616750183399e-05,9.37699314818019e-06,-1.9757777636186802e-05,1.5089488215380698e-05,6.9207214892230695e-06
6.625842615903821e-06,2.533671704441076e-06,1.920928480103612e-05,-5.088589261958987e-05,3.888126047968399e-05,-1.0207983905274887e-05,1.6497265875159428e-05,-3.4742156458378304e-06,-3.308485247544013e-06,9.261418654205045e-08,-5.640013114316389e-06,-2.665031388460193e-06,-1.958717894012807e-05,5.3657709031540435e-06,6.563091574207647e-06
-2.3201809767670056e-05,-1.2805418009520508e-05,2.546135237935232e-05,-4.7366131184389815e-05,6.147318526927847e-05,3.2987702297759824e-05,6.154706261440879e-05,-1.4941629615350394e-05,-1.6626115211693104e-05,-2.0532828330033226e-05,-8.09161883807974e-06,-1.1285723758192034e-05,-2.4259146812255494e-05,1.2200924174976535e-05,-1.455980964237824e-05
-1.6243691788986325e-05,-1.6686110484442906e-05,3.870014097628882e-05,-0.00010698118239815813,0.00015932613678160124,9.65389517659787e-07,8.502595665049739e-05,-3.423163707338972e-05,-2.0003792315037572e-05,-9.717883358462132e-06,-4.4379179598763585e-05,-9.164418543150532e-06,-5.565704032051144e-05,3.3332752991555026e-05,-4.2854480852838606e-06
-1.6340273759851698e-05,-6.605959242733661e-06,1.3051786709183943e-05,-2.4967421268229373e-05,4.414207160152728e-05,1.4376117178471759e-05,3.370471495145466e-05,-1.3411264944807044e-05,-1.2218151823617518e-05,-9.943150871549733e-06,-5.536616754397983e-06,-3.9984033719520085e-06,-1.3229572687123436e-05,1.0607300282572396e-05,-9.631175998947583e-06
-9.84040502771677e-06,-4.746192644233815e-06,8.420937774644699e-06,-3.2125102734426036e-05,2.51464140887947e-05,2.1305390419001924e-05,3.455689875409007e-05,-7.925254067231435e-06,-5.7801967727755255e-06,-1.631125940093625e-06,-8.49772277433658e-06,-2.70694886239653e-06,-1.8591661500977352e-05,3.458026412772597e-06,-1.0430572388031578e-06
-1.8874191027862253e-05,-2.134963960997993e-05,2.6520223400439136e-05,-5.3555218983092345e-05,6.657563972112257e-05,5.925541699980386e-06,4.4166359657538123e-05,-1.739448453008663e-05,-2.745008714555297e-06,-7.338603609241545e-07,-2.4483580091327894e-05,7.320621079998091e-06,-2.996788953169016e-05,1.8341964278079104e-05,2.5351164367748424e-07
5.573317082507856e-06,7.130247468012385e-07,2.5827710487646982e-05,-6.482569733634591e-05,5.465082540467847e-05,1.8973748865391826e-06,2.9268956950545544e-05,-1.6049377791205188e-05,-9.429090141566121e-06,4.266317318979418e-06,-2.0730929918499896e-05,-3.189397887126688e-06,-2.9505690918085747e-05,9.544286129425927e-06,1.1988370488325018e-05
-3.611803913372569e-05,-4.061114486830775e-05,2.691895770112751e-05,-0.00011040877780033043,0.00014821309287071927,7.880106977609103e-06,8.274774882011116e-05,-8.254508429672569e-06,-6.430104804167058e-06,-1.0619950899126707e-05,-1.149669878941495e-05,4.365701897768304e-07,-5.069805956736673e-05,2.4054614414126263e-05,-1.561379440317978e-05
-1.0997951903846115e-05,-2.6955936846206896e-05,2.250456418551039e-05,-0.00012258526112418622,0.0001333036234427709,-1.4180769539962057e-05,4.824880647902319e-05,-5.305789272824768e-06,2.608295289974194e-06,-2.637100806168746e-06,-1.545617669762578e-05,7.525923592766048e-06,-4.7175473810057156e-05,2.9901785637775902e-05,1.201459326694021e-06
-1.4084155736782122e-05,-6.1032640132907545e-06,2.477868611094891e-05,-6.790950828872155e-05,5.931872146902606e-05,4.505294214141031e-05,7.258327150339028e-05,-1.0436736829433357e-05,-1.1297071978333406e-05,-1.4189929061103612e-05,-1.4290488252299838e-05,-1.3722074982069898e-05,-3.8393774957512505e-05,-1.0028616088675335e-06,-1.0303753072093969e-05
-3.318683957331814e-05,-2.2612506654695608e-05,4.7885718231555074e-05,-0.00010900013876380399,0.00014857734640827402,5.705234616470989e-05,0.0001328765538346488,-3.9693675716989674e-05,-2.9284844458743464e-05,-2.0626289369829465e-05,-4.799885027750861e-05,-1.95386664927355e-05,-6.631383257627022e-05,1.3620969184557907e-05,-1.1757289939851034e-05
-1.2407188023644267e-05,-1.7201163245772477e-05,1.4010037489242677e-05,-9.35746356844902e-05,7.92388673289679e-05,-3.154538944727392e-06,3.6164902439850266e-05,-5.060999342276773e-06,1.1210395314265043e-06,2.8077652132196818e-06,-7.554347462246369e-06,8.49986190587515e-06,-3.305073278170312e-05,2.6462481400812976e-05,3.6986498344049323e-06
-2.9236401815069257e-06,4.5499677980842534e-07,1.6401489801864955e-05,-4.3543948777369224e-05,5.142500822330476e-05,2.6962584342982154e-05,5.404022340371739e-05,-1.641189385281905e-05,-1.9148281808156753e-05,-1.3639441931445617e-05,-1.4230846772989025e-05,-1.3887343811802566e-05,-2.3160495771890055e-05,3.779508233492379e-06,-6.117925067883334e-06
-2.9436125259962864e-05,-2.6090483430607492e-05,3.563416134966246e-05,-8.731442176213022e-05,0.00017202553954120958,-5.136585059517529e-06,7.645651839993661e-05,-2.29493825827376e-05,-1.868982599262381e-05,-2.3304735805140808e-05,-2.9210490737341388e-05,-1.4472758721240098e-05,-3.979729820002831e-05,3.06262818412506e-05,-1.8340385850024177e-05
2.811633748933673e-06,3.5609500628197566e-06,2.601525932277582e-05,-4.403783168527298e-05,4.097178316442296e-05,1.9563045498216525e-05,4.468179395189509e-05,-1.32335294438235e-05,-1.8090887351718266e-05,-1.1773252481361851e-05,-1.2973355296708178e-05,-1.3349637356441235e-05,-2.464057342876913e-05,2.462017619109247e-06,-1.967416210391093e-06
-1.2047086102029425e-05,-1.1287585493846564e-05,2.4708894670766313e-05,-7.220012503239559e-05,7.743485321043408e-05,4.1294177890449646e-05,8.112448085739743e-05,-2.2140032456263725e-05,-1.2470881301851477e-05,-1.0102820752422303e-05,-3.182237924193032e-05,-1.4511192148347618e-05,-4.1104197265440234e-05,7.933199640319799e-06,-4.809308222775144e-06
-6.283445941335231e-06,-1.0147199645871297e-05,2.6748339223559014e-06,-2.7511094231158495e-05,4.4252701627556235e-05,-2.214124469901435e-05,-5.047717422712594e-06,7.274919695987592e-06,4.9568961912882514e-06,-1.4129955161479302e-06,4.252598046150524e-06,3.5050263704761164e-06,-3.8740217860322446e-06,1.3578768630395643e-05,-4.078033271071035e-06
-1.4102987961450708e-05,-3.7172540032770485e-05,3.728998035512632e-05,-0.00011656269998638891,0.00015316227654693648,-4.3520260078366846e-05,2.1280234705045586e-05,-1.3571085901276092e-05,5.254629513729014e-07,3.1554591828353296e-06,-2.0356858385639498e-05,6.833336328782025e-06,-3.5638540794025175e-05,5.0239639676874503e-05,8.438585609837901e-06
-6.495432444353355e-06,-1.103348949982319e-05,2.980516910611186e-06,-2.2805619664723054e-05,8.650989911984652e-06,-2.624011074203736e-06,5.811813025502488e-06,2.997564479301218e-06,6.897958883200772e-06,5.742921985074645e-06,7.567205102532171e-07,8.486643764626933e-06,-4.841363988816738e-06,4.4940934458281845e-06,9.80694039753871e-07
-1.857235656643752e-05,-2.2047093807486817e-05,6.204032843015739e-06,-5.34111986780772e-05,8.247448022302706e-05,4.5061635773890885e-06,4.567921860143542e-05,-8.211433993210449e-06,-6.2691722177987685e-06,-6.717806400047266e-06,-5.1902947006965405e-06,-8.934308652897016e-07,-1.926927961903857e-05,1.4110357597019174e-05,-1.2392188864396303e-05
-1.5799364518898074e-05,-2.740843274295912e-05,-6.688950634270441e-06,-4.900551630271366e-05,5.043549390393309e-05,-7.890163487900281e-06,1.0692476280382834e-05,7.773157790325058e-06,6.6747211349138524e-06,2.3780448543675448e-06,6.3162826791085536e-06,1.130731334342272e-05,-1.0456258223712211e-05,2.6217969207209535e-05,-4.546770469460171e-06
-1.053943833539961e-06,-1.5066809737618314e-06,2.8070780899724923e-06,-2.0764596229128074e-05,1.565156526339706e-05,-2.4604260033811443e-06,6.592657882720232e-06,-1.936323315021582e-07,-2.2031770186003996e-07,2.2923932760932075e-06,-1.1121233001176734e-06,4.960888873029035e-07,-1.107411844714079e-05,7.414143738060375e-06,3.1319118534156587e-06
-5.667120717589569e-06,-1.795652678993065e-05,1.5474175597773865e-05,-5.9027386669185944e-05,7.401239417959005e-05,-1.4902765087754233e-05,2.2952217932470376e-05,-9.956595931726042e-06,-1.1000885535850102e-06,6.685947596452024e-06,-1.323010837950278e-05,3.5141770240443293e-06,-2.47609050347819e-05,1.8539491065894254e-05,5.423094535217388e-06
-5.832451279275119e-06,-3.7636000342899933e-06,1.0537700291024521e-05,-2.7666905225487426e-05,2.665294596226886e-05,-5.614307156065479e-06,9.234672688762657e-06,-1.2853097359766252e-06,2.3635247998754494e-06,4.263462642484228e-06,-6.373469659592956e-06,2.4354257845971006e-06,-1.7695401766104624e-05,9.041976227308623e-06,3.7017366594227497e-06
-9.637820028274291e-06,-1.3861946172255557e-05,4.476292815525085e-06,-3.077628389291931e-05,4.69848164357245e-05,-2.961337213491788e-05,-5.109237463329919e-06,3.267583451815881e-06,5.417439751909114e-06,-2.1873685795981146e-06,3.983358510595281e-06,7.073395067891397e-06,3.790573828155175e-07,2.5404371172044193e-05,-5.800283361168113e-06
3.166332589898957e-06,7.031607538010576e-06,2.9507378712878563e-05,-3.12981503896026e-05,4.2556166590657085e-05,-6.013651727698743e-07,1.9952973161707632e-05,-1.991390013245109e-05,-9.833308467932511e-06,-7.862340680730995e-06,-1.8333393200009596e-05,-1.772405084921047e-06,-1.836873525462579e-05,5.118158696859609e-06,6.509853847092018e-07
2.329133167222608e-06,-5.9130416047992185e-06,9.547993613523431e-07,-2.345378561585676e-05,1.766862260410562e-05,-1.2570429134939332e-05,-3.4744238064376987e-06,-1.7976126400753856e-06,4.342711690696888e-06,5.751868684455985e-06,-2.86141664673778e-06,7.0714636422053445e-06,-8.705794698471436e-06,1.2796126611647196e-05,7.861777476136922e-06
-1.9550261640688404e-06,2.971753929159604e-06,1.3730203136219643e-05,-2.1712156012654305e-05,3.616323374444619e-05,2.127496236425941e-05,3.374579023329716e-05,-1.3380913514993154e-05,-1.385408359055873e-05,-1.132799661718309e-05,-1.285673056372616e-05,-1.0044206192105776e-05,-1.457464531995356e-05,-1.2845885066781193e-07,-8.051722488744417e-06
8.568395060137846e-06,1.3358085197978653e-06,7.419344910886139e-06,-3.0136368877720088e-05,8.660717867314816e-07,-3.0175697247614153e-06,3.1824929465074092e-06,3.3150790841318667e-06,2.7035002858610824e-06,3.3270716812694445e-06,7.443613867508247e-07,8.092329153441824e-07,-8.574061212129891e-06,1.109225195250474e-06,8.34741649669013e-06
-1.8125032511306927e-05,-1.501248698332347e-05,3.544457149473601e-05,-9.02513311302755e-05,9.328408123110421e-05,3.964300140069099e-05,9.640945063438267e-05,-2.1845987930646515e-05,-1.6616943412373075e-05,-1.2438970088624046e-05,-2.647258452270762e-05,-1.3093378584017046e-05,-4.1810952097876e-05,1.390337729390012e-06,-1.0503777957637794e-05
-1.7346083609481866e-05,-1.4744354302820284e-05,9.688212230685167e-06,-6.0075124110881006e-05,5.212760697759222e-05,1.236399111803621e-05,3.654288957477547e-05,-2.057720848824829e-06,-1.8207647372037172e-06,-1.3565750123234466e-06,-7.196731530711986e-06,4.1803086787695065e-06,-1.9667309970827773e-05,1.2945641174155753e-05,-3.583991201594472e-06
-7.325151500481297e-06,-8.476974016957683e-06,4.850307050219271e-06,-2.2815670490672346e-05,1.8206783352070488e-05,5.438869266072288e-07,1.5285750123439357e-05,3.2118259696289897e-06,2.3738812160445377e-06,2.1075875338283367e-06,-6.008001150803466e-06,1.1052989066229202e-06,-9.081650205189362e-06,3.559894139470998e-06,2.4622337377877557e-06
-1.0438507018761811e-05,1.1873918992932886e-05,3.2671995086275274e-05,-1.2891430742456578e-05,4.551046367851086e-05,4.0443662783218315e-05,6.789448889321648e-05,-2.594290117485798e-05,-2.0969617253285833e-05,-1.3888329249311937e-05,-3.250604936511081e-05,-2.263122973999998e-05,-3.187993252140586e-05,-2.050511920970166e-05,-6.741413699273835e-06
-1.4161316812533187e-05,-1.0965962701448007e-05,1.2280133887543343e-05,-3.0028679248061962e-05,4.513893418334192e-05,-3.4314532513235463e-06,2.5518225811538287e-05,-1.0482757716090418e-05,7.006999567238381e-07,2.8836740284532425e-06,-1.0369390111009125e-05,6.983100888646732e-07,-2.0991169549233746e-05,8.290250207210192e-06,4.920499122818001e-06
-5.186410817259457e-06,-2.5011395337060094e-06,1.7169323427879135e-05,-2.2070566501497524e-05,3.5227285934524843e-05,1.6288537153741345e-05,3.570846456568688e-05,-4.6441564336419106e-06,-1.1730763617379125e-05,-1.3491685194821912e-05,-2.3474258341593668e-06,-1.1052200989070116e-05,-2.0541827325359918e-05,-5.935547960689291e-06,-4.891888693236979e-06
2.8586055123014376e-06,1.1450720194261521e-07,1.5408463241328718e-05,-2.1498079149750993e-05,2.4348257284145802e-05,-5.235335265751928e-06,6.996158845140599e-06,-8.350053349204245e-06,-4.803781848750077e-06,2.1773867047159e-06,-8.339800842804834e-06,-1.5606437955284491e-06,-1.2918383163196268e-05,5.229649104876444e-06,5.573052476393059e-06
4.397249995236052e-06,-1.1798874879787036e-05,1.7085217223211657e-06,-3.643145890919186e-05,4.914225633001479e-05,-2.5867298973025754e-05,-3.559271135600284e-07,-3.956553882744629e-06,-4.2512147047091275e-06,1.0262020964546537e-05,-1.6585418052272871e-06,3.536992153385654e-06,-1.4490183872339912e-05,1.3332878552319016e-05,1.6430136156486697e-05
3.2039679354056716e-06,-3.787608875427395e-06,1.5237146158142423e-05,-3.935040149372071e-05,6.147608655737713e-05,-3.171870412188582e-05,-8.364215318579227e-06,-4.745308615383692e-06,-5.234915079199709e-07,3.292963810963556e-06,-6.902352652105037e-06,6.05977311352035e-06,-2.070194750558585e-05,1.981990681088064e-05,7.004181497904938e-06
1.2196683201182168e-06,-2.3607153707416728e-05,9.735158528201282e-07,-5.606742524832953e-05,4.786630961461924e-05,-8.631025957583915e-05,-5.4347533620102695e-05,1.6531647816009354e-05,2.3605325736753002e-05,1.995392130993423e-05,1.9013607925444376e-05,3.0965334190113936e-05,5.5831555982877035e-06,3.941146314900834e-05,1.5208426702884026e-05
7.457147148670629e-07,-2.1474590539583005e-05,1.2732526954550849e-05,-5.090357990411576e-05,8.694735151948407e-05,-6.913708421052434e-05,-3.5175971788703464e-05,4.221051767672179e-06,1.3317881894181482e-05,1.2566790701384889e-05,-2.733962901402265e-06,1.653961771808099e-05,-1.2498265277827159e-05,3.0351329769473523e-05,1.4501183613901958e-05
5.672158295055851e-06,-3.1220072514770436e-05,-4.26582573709311e-06,-5.7853014368447475e-05,7.786729702274897e-05,-0.0001226603812938265,-8.194319343601819e-05,2.515426547233801e-05,2.890551695600152e-05,2.0972702714061597e-05,2.3119351226341678e-05,3.6691242200959095e-05,5.489100203703856e-06,5.424436767498264e-05,1.982648336706916e-05
-1.5498244465561584e-05,-4.0975918864205596e-05,1.7016383935697377e-05,-0.0001082344265341817,0.00011599055324040819,-6.595380233420656e-05,-3.286192509222019e-06,6.2342678575078025e-06,1.4926671042303497e-05,1.7684778867987916e-05,6.458030838984996e-07,2.3621736545464955e-05,-2.927467653535132e-05,4.7046598183442256e-05,2.005646319958032e-05
-4.948173227603547e-06,6.374830263666809e-08,1.4702331100124866e-05,-3.351920167915523e-05,1.9077619072049856e-05,6.503651093225926e-07,1.4894691958033945e-05,-5.701328973373165e-06,3.4563640838314313e-07,2.667885837581707e-06,-5.338661139830947e-06,5.987362783343997e-06,-1.7996399037656374e-05,5.420530214905739e-06,3.693603957799496e-06
-1.926200059187977e-05,-1.6598410638835048e-05,6.955406206543557e-06,-2.604324254207313e-05,4.122663085581735e-05,4.6932218538131565e-06,2.4566391402913723e-05,-8.409909696638351e-06,4.165779046161333e-06,1.490583599661477e-06,-1.487320218984678e-05,7.77468159185446e-06,-1.228036308020819e-05,1.2774709830409847e-05,-6.1802647337572125e-06
-7.200318805189454e-06,-2.9026788979535922e-05,5.621555828838609e-06,-5.282808888296131e-05,5.3100036893738434e-05,-3.324085218991968e-05,-1.0039044354925863e-05,9.76327964963275e-06,1.2896520672711631e-05,1.0597322898320272e-05,6.71276302455226e-06,1.2020242877497367e-05,-1.0832596672116779e-05,2.5175038899760693e-05,7.280926638486562e-06
-4.182328666502144e-06,5.253504241409246e-06,1.9225466814987158e-05,-3.4778901863319334e-05,3.8378162344088196e-05,1.4724881111760624e-05,3.850917892123107e-05,-6.102363840909675e-06,-8.717911441635806e-06,-6.792599378968589e-06,-1.4836860827927012e-05,-1.1679088856908493e-05,-2.1464103610924212e-05,-6.072216137908981e-06,-1.4648194337496534e-06
-1.0473462680238299e-05,-2.087050597765483e-05,3.3500579093015403e-05,-0.00010017400927608833,0.0001418260289938189,-3.994641519966535e-05,2.5326229319944105e-05,-1.4546714282914763e-05,-4.175760068392265e-06,2.9226794140413404e-07,-1.539460140520532e-05,6.92732646712102e-06,-4.258967601344921e-05,3.508821100695059e-05,5.210508774666778e-06
-2.204266820626799e-06,-6.418650082196109e-05,-1.0085168469231576e-06,-0.0001406190549460007,0.00018614218424772844,-0.00020582132856361568,-0.00010964819011860527,3.537874908943195e-05,4.357689067546744e-05,4.098597310076002e-05,3.4639851492102025e-05,5.791810872324277e-05,-1.0023730283137411e-05,9.799448889680207e-05,3.687534263008274e-05
-1.37206907311338e-05,-2.172429549318622e-05,1.3641209761772188e-05,-7.756351715215715e-05,9.46279000118011e-05,-4.361205083114328e-05,3.7112137079020613e-06,1.904004420794081e-08,1.0670200481399661e-05,1.465457353333477e-05,-9.718598221297725e-06,1.6768719319770753e-05,-3.381760575393855e-05,3.172330414713542e-05,1.4340595441808546e-05
1.1488635664136382e-05,-1.0401361578260548e-05,3.95468566694035e-06,-3.810146517935209e-05,2.2870492102811113e-05,-5.3821517212782055e-05,-3.339101112942444e-05,5.375708497012965e-06,7.712085789535195e-06,1.0393048569312668e-05,1.1160967915202491e-05,1.5850228919589426e-05,3.963892595493235e-06,2.9195034130680142e-05,1.3750570360571146e-05
1.0703979562265431e-05,1.0467543688719161e-05,2.5922493477992248e-05,-3.4395903639961034e-05,2.984391198879166e-05,-2.2061501113057602e-05,-1.778433215804398e-06,-1.8002202523348387e-05,-7.503864708269248e-06,4.263645593027832e-06,-1.2432532457751222e-05,3.5989414186587965e-06,-1.3943604699306889e-05,9.679445838628453e-06,1.563807927595917e-05
-1.7801857552512956e-05,-3.106524985696524e-05,-1.024565426632762e-05,-4.7337885916931555e-05,6.776046757295262e-05,-3.750849919015309e-05,-8.516673460690072e-06,9.688058753454243e-06,1.4682513437946909e-05,5.579237040365115e-06,1.2941580735059688e-05,1.6932505559452693e-05,-1.8556111172074452e-06,3.100771891695331e-05,-4.260651962795237e-06
-2.313878485438181e-05,-2.6587895263219252e-05,1.889965915324865e-05,-7.876951622165507e-05,0.00012895470354123972,-1.6177638826775365e-05,3.811917304119561e-05,-7.128281083623733e-06,-2.9900172648922307e-06,-6.26654900770518e-06,-1.3349936125450768e-05,4.246466232871171e-06,-3.5316205185154104e-05,3.0062656151130795e-05,-1.0557836276348098e-05
-7.077800887600461e-07,-8.442821126664057e-07,8.275209978592102e-06,-1.1028823792003095e-05,7.73969804868102e-06,-1.0305933756171726e-05,-5.454727215692401e-06,-4.9413756642024964e-08,3.7452705328178126e-06,3.445639777055476e-06,-2.8027984626533e-06,5.1449133025016636e-06,-4.743844101540162e-06,5.043709279561881e-06,2.5431607468817674e-06
-6.590054454136407e-06,-7.623821147717535e-07,2.021750560743385e-05,-2.9530193387472536e-05,6.962467887206003e-05,-1.0291612625223934e-05,1.3130242678016657e-05,-1.4718800457558245e-05,-8.213345154217677e-06,-1.2017643712169956e-05,-1.298008146477514e-05,-2.069888864753011e-06,-1.7153108956335927e-05,1.965154933714075e-05,-8.296863029499946e-06
1.0423070307297166e-05,-3.761438165383879e-06,1.6084832623164402e-05,-3.8068405046942644e-05,4.5886769839853514e-05,-3.947664936276851e-05,-1.4561223906639498e-05,2.5701619961182587e-06,-4.574906597554218e-06,6.223672471605823e-06,-2.5056042431970127e-06,-1.2990668096790614e-06,-6.277918373598368e-06,1.5068797438289039e-05,1.4267909591580974e-05
-4.979219738743268e-07,-9.965909612219548e-06,9.414618034497835e-06,-4.259606043888198e-05,6.626144613619545e-05,-4.1035858430404915e-05,-1.4236390597943682e-05,2.060775841528084e-06,2.3881812012405135e-06,2.4354926608793903e-06,-3.7364634408731945e-07,5.292588866723236e-06,-1.1927508410281007e-05,2.6566060398636182e-05,6.2141314174368745e-06
1.1390511645004153e-08,-1.5469171330551035e-06,8.687485205882695e-06,-1.939218600455206e-05,1.4295841538114473e-05,-1.027821417665109e-05,-2.4371183826588094e-06,-2.2289327716862317e-06,4.914550117973704e-07,6.286449433900998e-06,-5.636868081637658e-06,7.6212356816540705e-06,-1.4622072740166914e-05,9.471324574406026e-06,9.277125627704663e-06
