C3,F3,F4,F7,F8,Fp1,Fp2,O1,O2,P4,P7,P8,T7,T8,Cpz
-7.181296268754522e-06,-2.667124044819502e-05,1.4593753121516784e-05,-9.547713125357404e-05,5.2059205700061284e-05,-3.555778857844416e-05,1.2176451036793878e-05,1.4345304862217745e-05,1.8533293314249022e-05,2.121235229424201e-05,5.071273335488513e-06,1.9068539586442057e-05,-3.6306078982306644e-05,1.7748727714206325e-05,2.6384639568277635e-05
-6.053851393517107e-07,-1.4678266779810656e-05,-1.2350865290500224e-06,-3.0355204216903076e-05,3.1859554042057425e-05,-3.516583319651545e-06,9.20539787330199e-06,-3.555682610567601e-06,-3.097085709669045e-06,5.885492100787815e-06,-2.8069698601029813e-06,1.5462780993402703e-06,-7.683218427700922e-06,7.163520365338627e-06,1.1873241874127416e-05
4.444013569582239e-06,-5.2613829097936105e-06,1.0697127436287701e-05,-5.944626673226594e-05,3.242091133870417e-05,-2.6078707833221415e-05,-1.7899801605381072e-06,4.223228643240873e-06,1.9935631826228928e-05,1.531339148641564e-05,-9.139474514086032e-06,1.4533319699694403e-05,-2.777218583105423e-05,1.360920232684748e-05,1.4311170218661573e-05
-2.108800435962621e-05,-2.1682214082829887e-05,2.041746233771846e-05,-4.252251528669149e-05,7.45382330933353e-05,1.3980379208078375e-05,4.6179400669643655e-05,-1.9944946870964486e-05,-3.270253728260286e-06,-1.1309635056022671e-05,-2.6104808966920245e-05,7.071603249642067e-06,-3.0441437047556974e-05,1.9895950572390575e-05,-5.719217824662337e-06
-5.689591091595503e-07,7.553239470325934e-06,1.7031280094670365e-05,-3.2690879834262887e-06,2.7788030429576338e-05,2.2714314127370017e-05,3.0163238989189267e-05,-2.027618120337138e-05,-2.4752044737397227e-05,-1.4172694818626042e-05,-1.3652505458594533e-05,-1.325391326645331e-05,-9.14993324840907e-06,-2.2595304471906275e-07,-5.928829978074646e-06
1.3812661563861184e-05,2.9815651032549795e-06,1.4150506103760563e-05,-2.1959798687021248e-05,1.1019714293070138e-05,-3.650384383035998e-05,-2.037964077317156e-05,7.240170134537038e-07,1.1985780474788044e-06,9.181070936392643e-06,-3.39412235916825e-06,5.161085027793888e-06,-4.101430022274144e-06,1.4136900858829904e-05,1.397273854308878e-05
-2.071614744636463e-05,-4.332705373144563e-06,6.007159981891164e-06,-1.1103290489700157e-05,3.164848385495134e-05,3.4094624425051734e-05,4.822247365154908e-05,-1.000365682557458e-05,-2.755759652472989e-06,-4.766495464991749e-06,-1.8398953670839546e-05,-9.405484661328956e-06,-2.8880297122668708e-05,-1.815747054934036e-06,-7.794204861966136e-06
-3.946748620364815e-06,-1.3393908375292085e-05,5.380633137974655e-05,-7.190894393716007e-05,4.129106309846975e-05,-3.213664604118094e-05,4.788918340636883e-05,3.4263030102010816e-06,-1.5843044820940122e-05,8.113951480481774e-06,7.697030014242046e-06,-3.543055208865553e-05,-1.5662069927202538e-05,1.1373476354492595e-05,1.4724582797498442e-05
1.3172066246625036e-05,-1.3685908925253898e-05,4.1574728584237164e-05,-9.727364522404969e-05,5.1719114708248526e-05,1.0431045666337013e-05,7.969945727381855e-05,-2.1005893358960748e-05,-1.6690464690327644e-05,7.328020728891715e-06,-3.0647752282675356e-05,-5.525031156139448e-06,-2.4446686438750476e-05,-1.1215305676159915e-05,1.656625681789592e-05
-7.718273991486058e-05,3.783818829106167e-05,9.983186555473367e-05,-8.54728295962559e-05,0.00015714876644778997,0.00011834885117423255,0.00020052717081853189,-0.00019903567772416864,-1.907352270791307e-05,-1.8092487152898684e-05,-0.0002582934612291865,5.2912699175067246e-05,-0.00010978231057379162,7.582419311802369e-05,2.4501284315192606e-05
7.906235850896337e-06,-9.171508281724527e-06,5.808276114294131e-06,-4.2348667193436995e-05,-3.864515747409314e-07,-4.233713934809202e-05,-1.4591800663765753e-05,1.9932018858526135e-05,1.6074595521331503e-05,1.4573886801372282e-05,1.4085131624597125e-05,1.3802422472508624e-05,-4.513129169936292e-06,8.200146567105548e-06,1.2965978385182098e-05
-3.426876560297387e-07,-7.678350812057033e-06,8.904003607312916e-06,-2.647716064529959e-05,7.243010259117e-06,-2.6994613790520816e-05,-5.12458950652217e-06,9.310100949733169e-06,4.36948235460477e-06,6.802971768138377e-06,1.0588405473299645e-05,6.3803017837926745e-06,-4.246684511599597e-06,8.705005107856323e-06,8.56080624345168e-06
-5.123118683059147e-06,-1.2071821402059868e-05,1.3832967397320317e-05,-4.713678663392784e-05,1.4803434169152752e-05,-3.331313200760633e-05,-2.7254878887106315e-06,7.881242481744266e-06,2.345282359783596e-05,2.7047099138144404e-05,-9.868539791568764e-06,1.3290386050357483e-05,-2.144519089597452e-05,1.0761489193100715e-05,2.0614639652194455e-05
-1.672650978434831e-05,-2.7012015834770864e-05,4.125059717807744e-06,-6.160538760013878e-05,4.007332790934015e-05,-4.919467210129369e-05,-2.1922642190475017e-06,1.1849272596009541e-05,1.640854316065088e-05,2.8115613531554118e-05,5.881061042600777e-06,2.7937472623307258e-05,-1.0108010201292927e-05,2.081326488223567e-05,1.163524461844645e-05
-9.132592424521135e-07,-1.7924630810739473e-05,-5.5638338380958885e-08,-3.2206855394179e-05,1.1745751180569641e-05,-1.687532608229958e-05,-6.206059879332315e-06,1.0503030011932424e-05,8.910845508580678e-06,4.552671043711598e-06,4.959812599736324e-06,1.1569860816962318e-05,-2.0368679543025792e-07,1.48458670423679e-05,7.297618822121876e-06
-1.6427761693194043e-05,-2.0274356302252272e-05,1.887058897409588e-05,-6.125268009782303e-05,5.874368980585132e-05,-4.5956767280586064e-08,3.95404007349498e-05,-1.6227331798290834e-06,-5.69642725167796e-06,-9.659638180892216e-06,4.922800599160837e-06,1.7795355233829468e-06,-2.2233237359614577e-05,1.9600222003646195e-05,-6.244451469683554e-06
-9.191965091304155e-06,-2.5446904146519955e-05,7.39557890483411e-07,-5.2362136557349004e-05,3.4890513234131504e-05,-2.742140532063786e-05,2.9438378987833858e-06,5.258714054434677e-06,1.561551152917673e-05,1.6791940879556932e-05,-1.9210920072509907e-06,1.8403026388114085e-05,-1.12487260821581e-05,2.587793642305769e-05,7.071189656926435e-06
-1.1568063200684264e-05,-1.5288895156118087e-05,-3.456181275396375e-06,-5.411330857896246e-05,3.6790777812711895e-05,-1.092036472982727e-05,1.5236674698826391e-05,5.158517524250783e-07,1.4521424418489914e-05,-1.7826505427365191e-06,1.569810615364986e-05,1.7982711142394692e-06,-9.05065462575294e-06,2.6260131562594324e-05,-4.641120369797136e-06
1.490208660470671e-05,-9.620074706617743e-06,7.577707492600894e-06,-3.187738820997765e-05,1.2542812328319997e-05,-3.048275721084792e-05,-1.4369208656717092e-05,4.9996488087344915e-06,9.210591088049114e-06,2.926046545326244e-05,-1.1309989076835336e-05,7.117063432815485e-06,-2.300765345353284e-05,6.262288479774725e-06,2.879440853575943e-05
-1.1965907106059603e-05,-1.0586380085442215e-05,-3.9341796309599886e-07,-2.2352534529090917e-05,1.3729768397752196e-05,-2.3698758013779297e-06,-6.868795026093721e-07,4.615549187292345e-06,4.1728671931196e-06,4.418546268425416e-06,4.965194420947228e-06,9.64850278251106e-06,-4.782475613751558e-06,9.744845556269865e-06,1.8422015273245052e-06
9.215364116244018e-07,-5.463267370942049e-06,1.575541955389781e-05,-2.8610620574909262e-05,1.9083244751527673e-05,-9.299750217905967e-06,6.561444024555385e-06,-5.438993866846431e-06,3.877268227370223e-06,1.0202770567957486e-05,-1.1782192359532928e-05,3.5359996104489255e-06,-1.5703395547461696e-05,6.152125934022479e-06,1.0208412049905746e-05
6.961734470678493e-06,-2.3013621103018522e-05,3.621200448833406e-05,-0.00010224981451756321,7.467996147170197e-05,-5.690513899025973e-05,5.524918833543779e-07,-7.784602075844305e-06,8.348271649083472e-06,2.6728137527243234e-05,-1.7512828890176024e-05,2.0179690181976184e-05,-3.8140009564813226e-05,3.749356255866587e-05,3.4450157727405895e-05
-7.005090992606711e-06,-7.2131515480577946e-06,1.1336237548675854e-05,-4.178480230621062e-05,2.376716656726785e-05,-2.4402485678365338e-05,-1.7754518921719864e-06,7.469289357686648e-06,8.335463462572079e-06,8.3777449617628e-06,-5.856700227013789e-07,1.2172010883659823e-05,-1.4778519926039735e-05,1.9192650142940693e-05,6.894601256135502e-06
-2.773855158011429e-05,-2.5689296307973564e-06,2.144680411220179e-05,-7.73338761064224e-05,8.853478720993735e-05,2.594011539258645e-05,7.13403605914209e-05,-1.1690002793329768e-05,-1.2234718724357663e-05,-9.42008364290814e-06,-1.7120151369454106e-05,-1.0879168257815763e-05,-4.09639033023268e-05,8.190546850528335e-06,-5.503223746927688e-06
-1.860281031440536e-05,-1.4319835372589296e-05,1.1143090432597091e-05,-3.646401728474302e-05,4.197634893898794e-05,3.5073026083409786e-05,5.729123222408816e-05,-6.055201083654538e-06,-1.4485211522696773e-05,-7.895445378380828e-06,-4.352266842033714e-06,-9.230007435689913e-06,-2.1733058929385152e-05,-3.302607865407481e-06,-9.04323678696528e-06
-2.0631446432162193e-05,-6.628046207879379e-06,1.3507828953152057e-05,-1.5952816170283768e-05,6.63838454784127e-05,8.731808247830486e-05,0.00010131958333658986,-3.733402706984634e-05,-3.976168483177389e-05,-2.24792274821084e-05,-3.987677575878479e-05,-2.6425926535011968e-05,-2.6664284632715862e-05,-9.119120477407705e-06,-2.3655988115933724e-05
3.488816219032742e-06,5.407483968156157e-06,1.5538508250756422e-05,-2.3686501663178205e-05,1.1213414154553902e-05,-1.2731031688417715e-05,8.801061568419755e-08,-2.9369016374403145e-06,5.095610049465904e-07,8.703394541953458e-06,-7.562092037005641e-06,-1.2706123015959747e-06,-1.425501113772043e-05,4.33433069702005e-06,1.3158628803466854e-05
-4.640122824639548e-06,-7.111093509593047e-06,7.472305696865078e-06,-3.230774336770992e-05,2.206420867878478e-05,-2.6730963327281643e-05,-1.4635679690400138e-06,7.543547212662816e-06,7.4642832714744145e-06,7.94136391846223e-06,-2.2745069827578845e-06,9.603620128473267e-06,-5.4660040404996835e-06,1.353098400613817e-05,4.373690558168164e-06
-9.210447899477003e-06,-3.397731052245945e-05,4.7700077629997395e-06,-6.746961298631504e-05,6.291744284681045e-05,-4.4240862735023256e-05,7.364769771811552e-08,1.704870874164044e-05,9.174388992505556e-06,1.028467499963881e-05,1.3963279343442991e-05,1.3577158824773505e-05,-1.3148896755410533e-05,2.7448294531495776e-05,8.789528237684863e-06
-7.5382595241535455e-06,-1.2771355613949709e-05,3.774672677536728e-06,-2.7363804292690475e-05,1.0017805834650062e-05,-2.5440367608098313e-06,7.263632141984999e-06,8.566721561464874e-06,1.0596967058518203e-05,9.463541118748253e-06,-2.7812029657070525e-06,8.945523859438254e-06,-1.526033884147182e-05,6.033485988155007e-06,3.5966459108749405e-06
6.1718133110844065e-06,-1.3695992038265103e-06,2.5273168716921646e-05,-4.8512700232095085e-05,1.583517155268055e-05,-1.631722329875629e-05,2.5675990400486626e-06,-2.9507857561839046e-06,4.985886221220426e-06,1.8768545487546362e-05,-1.163794058811618e-05,3.703508809849154e-06,-3.0149592930683866e-05,8.24154835754598e-06,2.5390602331754053e-05
1.190696821140591e-06,-4.121587153349537e-06,1.3605886124423705e-06,-9.96435119304806e-06,2.5689122594485525e-05,1.910962055262644e-06,1.5189384583891297e-05,-6.217213012860157e-06,-5.8300013279222185e-06,-4.912816166324774e-06,3.2817479223012924e-07,-2.6184752641711384e-06,-4.106083906663116e-06,-1.8157332988266717e-06,-6.082669642637484e-06
