Fp1,F7,T7,P7,O1,F3,C3,P3,Fp2,F8,T8,P8,O2,F4,C4,P4,TP9,TP10,Cpz
-27.422271728515625,-77.91112518310547,-52.231945514678955,-22.130111694335938,-9.19316577911377,-8.315166473388672,-3.8371896743774414,-2.200199246406555,21.996898651123047,69.02620697021484,27.991209030151367,8.269530773162842,1.4048962593078613,33.43023204803467,21.234467267990112,11.342609405517578,-38.2594690322876,11.845345616340637,34.95924949645996
-3.214490294456482,-6.8909592628479,-11.77379035949707,-14.299005508422852,-16.512693166732788,1.6207027435302734,-5.285075664520264,-13.906372547149658,2.533548593521118,47.3944411277771,4.0944414138793945,4.735613822937012,0.3966522216796875,7.688732862472534,4.150009334087372,7.766757965087891,-13.211552619934082,-1.0597782135009766,5.772817611694336
-40.50088024139404,-35.48354625701904,-3.5423825453035533,-3.7993288040161133,-0.46760082244873047,-16.72941493988037,-12.71464604139328,-2.602926254272461,-3.9684481620788574,33.539400577545166,16.115792989730835,13.384495735168457,6.224222183227539,9.121453285217285,5.105047702789307,7.789265155792236,-3.387883186340332,13.975520730018616,17.941860735416412
-21.168253421783447,-29.848625659942627,-8.076935052871704,-2.6824607849121094,1.8188676834106445,4.969337701797485,6.256741762161255,2.30718994140625,-1.1246919631958008,29.789393424987793,11.576664924621582,-4.45956563949585,-7.801027774810791,10.885684967041016,0.48256397247314453,-6.478813827037811,-2.054911106824875,3.1643338203430176,12.444504499435425
-19.665146589279175,-21.487968921661377,-11.597047924995422,-10.05292797088623,-6.364034652709961,-8.37345278263092,-1.796790599822998,-5.979663848876953,-4.625850200653076,12.627142906188965,15.218730926513672,9.616580963134766,4.927178382873535,9.466992378234863,9.646259307861328,12.560083985328674,-3.6591357067227364,3.9104485511779785,15.62860107421875
-61.89711093902588,-124.08837890625,-57.81295156478882,-21.266005039215088,-13.668068051338196,-38.60746765136719,-26.76389217376709,-5.625789642333984,29.528430938720703,121.95956897735596,46.37528705596924,31.24612808227539,5.422321319580078,36.78466176986694,12.790705680847168,15.441288471221924,-34.62759304046631,26.241127967834473,58.567748069763184
-3.2017196118831635,-20.446309089660645,-15.13566279411316,0.5857284069061279,1.0127248764038086,-10.903546333312988,-1.5180073976516724,14.124266147613525,11.874330937862396,28.189209938049316,-4.656113862991333,-12.921020746231079,-0.8562536239624023,11.063204050064087,1.350375235080719,-2.121408462524414,-4.138449430465698,-3.130173683166504,10.828827857971191
-1.5775388479232788,-75.1149115562439,-47.7196888923645,-26.085156679153442,-15.135601997375488,-5.423646926879883,-8.856413841247559,-26.412486910820007,49.231300354003906,104.51515704393387,18.368005752563477,-6.610537767410278,-18.58051799237728,41.201276779174805,7.752546191215515,-8.5611891746521,-18.424377918243408,4.332680940628052,33.10110664367676
16.390137434005737,-20.512553215026855,-12.202996253967285,-22.933967113494873,-17.172410249710083,13.123712539672852,6.127705454826355,-6.7941858768463135,32.827167987823486,41.128232419490814,3.7007366567850113,-12.275490760803223,-17.62150764465332,11.633978843688965,7.7836151123046875,-6.210399866104126,-19.680140018463135,-7.899507522583008,10.587876319885254
6.234271168708801,-24.11356544494629,-18.894479751586914,-9.638309001922607,-9.83740520477295,-11.439046680927277,-8.771138608455658,-3.034567356109619,24.9197998046875,39.221920013427734,9.079806327819824,-0.46854591369628906,-4.9240129590034485,8.5855712890625,-0.15985679626464844,0.554534375667572,-14.609306335449219,2.226642608642578,15.067688703536987
-37.98064136505127,-67.55707168579102,-16.750381469726562,9.305118560791016,2.9698734283447266,-46.45757746696472,-21.336949676275253,-5.747854232788086,10.68359375,65.00000381469727,38.349942564964294,14.194486498832703,4.7951167821884155,1.2761878967285156,-4.818672180175781,2.4796371459960938,-7.650407791137695,31.506932497024536,27.738659858703613
-112.34492874145508,-172.76722145080566,-64.90490341186523,-13.9927499294281,-7.590995788574219,-40.35039120912552,-15.053509950637817,-5.535400390625,6.88162899017334,141.8796157836914,58.59916687011719,28.357271194458008,12.751181364059448,49.650821685791016,43.695393562316895,27.16175925731659,-36.46978259086609,31.21163558959961,68.82140851020813
-20.241321563720703,-100.76234245300293,-45.79915642738342,3.70285701751709,9.708264350891113,-39.297088265419006,-26.29865312576294,8.493707902729511,41.08894729614258,103.22128200531006,22.174280166625977,7.607023596763611,10.362115859985352,4.764493942260742,-8.839974641799927,7.921309947967529,-16.051905632019043,15.408987998962402,22.837178230285645
-21.937195777893066,-36.83708190917969,-18.84054183959961,-6.146888732910156,-8.42378044128418,-1.9121711691841483,-6.088555812835693,-10.087160348892212,10.20046615600586,42.72114562988281,11.495353698730469,3.6411430835723877,-5.247032165527344,15.32026481628418,12.573280811309814,6.11333155632019,-8.984180450439453,4.870469331741333,17.569133758544922
-37.63447189331055,-34.10343074798584,-1.3918697834014893,18.565112590789795,1.7551631927490234,-10.762002944946289,-0.7352291941642761,2.814668446779251,-18.956641674041748,10.984945297241211,6.437107801437378,4.062850296497345,4.309338092803955,9.366511166095734,13.363222599029541,10.357342958450317,12.241943597793579,0.49951839447021484,8.825920104980469
-99.86370086669922,-190.7755069732666,-86.77251052856445,-27.069758772850037,-30.470023155212402,-40.1135950088501,-23.315524578094482,-8.153268814086914,30.065189003944397,184.08094596862793,78.93032741546631,27.55205202102661,-4.789681911468506,68.98455429077148,33.54420518875122,27.984378814697266,-59.145949363708496,31.24688148498535,88.08099460601807
-21.6578950881958,-130.14666366577148,-97.16177368164062,-72.62601089477539,-30.63881778717041,-22.820037841796875,-32.91916275024414,-40.38240909576416,63.32600784301758,159.26768493652344,69.88756942749023,15.302641868591309,-4.934051275253296,57.62483215332031,32.000715255737305,17.473546028137207,-64.38071823120117,29.059128761291504,73.72541427612305
-43.32004737854004,-70.39519119262695,-15.392266750335693,17.122953414916992,5.255342483520508,-4.621089458465576,-8.489900834858418,11.191633872687817,5.931721925735474,68.54144763946533,8.071257591247559,-5.86359965801239,-0.5095233917236328,12.43676233291626,1.024672508239746,-13.79358959197998,4.903862237930298,12.02431869506836,15.881238251924515
