F7,T7,P7,O1,TP9,Fz,Cz,Fp2,F8,T8,P8,O2,TP10,Pz,Cpz
-7.470508688811606e-05,-3.7500756661756895e-05,1.545406053082843e-05,0.0001247205163963372,-9.98350151348859e-06,-6.663367798864783e-06,-7.6041089869249845e-06,4.856643499806523e-06,3.210751856386196e-05,-1.4074507134864689e-05,3.840449016934144e-05,-7.553932118753437e-05,-7.822600309737027e-07,1.3893775758333504e-05,-2.5840927264653146e-06
-2.7441666134109255e-05,-1.269217136723455e-05,5.570673238253221e-07,-3.6250467019272037e-06,-4.657578642763838e-06,-3.847027073788922e-06,-7.585903858853271e-06,5.344500095816329e-07,2.5419014036742738e-05,1.0717843224483659e-05,1.4443498002947308e-05,-3.9399128581862897e-07,1.9519453417160548e-05,-5.733802481699968e-06,-5.2141376727377065e-06
-0.00012246733331267023,-3.722063206623716e-05,-1.4948873626963177e-05,-1.2479325050662737e-05,-2.2262106085690903e-05,6.913267952768365e-06,-1.7226739146281034e-08,4.098314229850075e-05,0.0001147020266216714,2.4289547241096443e-05,1.6401397374465887e-05,-5.097646351259755e-06,1.381118281074123e-05,-4.007450684184732e-06,1.400022938469192e-06
-8.171905801646062e-05,-2.202722680522129e-05,4.339129279884446e-06,1.2456217973522143e-05,-7.883655143814394e-06,-3.813624516624259e-06,-3.596135229599895e-07,8.268499186669942e-06,6.574965027539292e-05,6.118144483480137e-06,1.0789704447233817e-05,1.6615707863820717e-05,-9.002828164739185e-06,1.8062427216136712e-06,-1.337292701464321e-06
-0.00011728195386240259,-4.295041617297102e-05,-1.2493805911617528e-05,-7.83692985351081e-06,-1.9107857724520727e-05,2.9536749934777617e-08,2.588096322142519e-06,5.636555215460248e-05,0.00012111099863432173,1.9842649635393173e-05,8.402894309256226e-07,-1.4425509561988292e-05,3.0293167583295144e-06,2.404529908517361e-06,7.885501872806344e-06
-4.56078505521873e-05,-5.4768983318354e-05,-6.1899172578705475e-06,3.3538235584273934e-06,-1.2008172689093044e-05,-3.522228325891774e-06,1.6599874470557552e-06,7.5568959800875746e-06,2.7827476969832787e-05,2.6494687517697457e-05,2.1307908809831133e-05,3.630392711784225e-06,2.256655352539383e-05,2.3185947384263272e-06,5.380834409152158e-06
-3.546983589330921e-05,-1.6379413523281983e-05,6.798336471547373e-07,1.0339948630644358e-05,-1.1036599971703254e-06,-1.941402638294676e-05,-1.4798296206208761e-05,-2.0189381757518277e-06,3.40351567729158e-05,9.58023429120658e-06,7.735125677754695e-06,8.63542936713202e-06,2.0610010210475593e-05,-1.1031007147721539e-06,-1.3284678743730183e-06
-6.201010182849132e-05,-2.525864965718938e-05,-4.109147539566038e-06,2.549481393998576e-06,-7.4169955723846215e-06,2.6120039819943486e-07,7.520717190345749e-06,6.585871233255602e-06,3.427503634156892e-05,-2.3016382328933105e-06,6.816848099333583e-06,1.1693814940372249e-05,1.0943229881377192e-05,9.295859854319133e-06,1.1154476510455424e-05
-8.485332728014328e-05,-4.0477007132722065e-05,-1.5867496585997287e-05,2.9960229994685506e-06,-2.4496348487446085e-05,2.4484643290634267e-06,1.4097473467700183e-05,5.698986569768749e-06,6.227250196388923e-05,1.6199270987726777e-05,1.0240811548101192e-05,2.9683560569537804e-06,2.411412947367353e-05,1.1780684644691064e-05,1.2877481822215486e-05
-0.0001826371662900783,-5.458484884002246e-05,-9.426723863725783e-06,-1.2196987881907262e-05,-3.138874308206141e-05,3.4004842746071517e-06,-3.996401119366055e-06,5.66916187381139e-05,0.00015012788207968697,3.974086757807527e-05,1.0918123621195264e-05,5.397114364313893e-07,2.6264068452519496e-05,5.744452664657729e-06,8.036649887799285e-07
-2.270755430799909e-05,-9.441841029911302e-06,1.8901127987192012e-06,4.893495315627661e-06,-1.3226908777141944e-06,-2.7215617137699155e-06,-7.135569376259809e-06,1.727611743262969e-05,3.085556818405166e-05,2.2332915250444785e-07,-2.8886612426504144e-06,1.9838453226839192e-06,1.6115541257022414e-06,-4.7597941374988295e-06,-7.756345439702272e-06
-0.00015373767928394955,-4.20648339058971e-05,-1.139138748840196e-05,5.7233476127294125e-06,-2.146894075849559e-05,-1.6200297068280634e-05,8.62665774548077e-06,-1.1109103525086539e-05,9.675150965904322e-05,4.683909173763823e-05,3.392871076357551e-05,1.9430237443884835e-05,1.9724951016542036e-05,1.273006392921161e-05,1.2217670022351967e-05
-0.0001752529788063839,-4.151223492954159e-05,-7.302760423044674e-07,-1.9097387848887593e-07,-1.1368219134055835e-05,-9.926698567142012e-06,2.523302555346163e-06,4.2376568671897985e-06,0.00012354424325167201,3.962350183428498e-05,1.959602332135546e-05,5.055331257608486e-06,3.44420559486025e-05,2.8383856403024765e-06,7.120884447431308e-06
-0.00020060134920640849,-2.194242915720679e-05,8.940379757405026e-06,1.66389502282982e-05,3.0655287446279544e-06,-1.596402512404893e-05,1.3713045518670697e-05,-4.6929812015150674e-05,9.688773752714042e-05,4.019392645204789e-05,2.9937754334241617e-05,1.0364250556449406e-05,2.3625301764695905e-05,2.192150031987694e-05,2.0149240526734502e-05
-8.55219204822788e-05,-2.416968482066295e-05,5.608996616501827e-06,1.0879297747123928e-05,2.59313947026385e-06,-6.578042771820947e-06,6.056739039195236e-06,-7.481559549660233e-06,3.6609204471460544e-05,1.4993738659541123e-05,1.098998745874269e-05,1.1623042155406438e-05,5.654019901157881e-06,1.0253745585941942e-05,8.489296646985167e-06
-0.00011986275785602629,-4.624692337529268e-05,-4.504975663621735e-06,-9.052682798937894e-07,-1.4912567621649941e-05,2.338833439807786e-06,5.617066562990658e-07,1.7031018956004118e-05,9.243072418030351e-05,1.894057550089201e-05,1.3835186109645292e-05,1.5975983842508867e-05,1.7390313132636948e-05,4.183459623163799e-06,3.7446911846927833e-06
-0.00020980758927180432,-5.4344362069969065e-05,-1.5613582036166918e-05,-1.1156771961395862e-05,-2.632576308769785e-05,2.0320840121712536e-08,-9.397258509125095e-07,4.636519861378474e-05,0.00016392610996263102,4.823606104764622e-05,2.131056953658117e-05,-4.069721398991533e-06,4.510216081143881e-05,-3.3497477716082358e-06,6.468471838161349e-07
-5.0901202484965324e-05,-1.626794846742996e-05,-2.62405228568241e-06,5.666403012583032e-06,-4.32857646615048e-06,-6.01937222199922e-06,6.576524356205482e-07,7.708125167482649e-06,3.2377816751250066e-05,6.961496183066629e-06,9.00654777069576e-06,1.112792801905016e-05,1.9592516764532775e-06,1.5995158832993184e-06,3.0764130087845842e-06
-6.421167745429557e-05,-7.275638608916779e-06,-3.2431150884804083e-06,-4.184055796940811e-06,1.3352423593460117e-06,-4.697719305113424e-06,-1.1530617314292613e-05,1.3693003211301402e-05,5.60160606255522e-05,1.701474366200273e-05,7.720584562775912e-06,-5.706004117200791e-06,1.8082013411913067e-05,-5.391519607655937e-06,-7.6212999218228106e-06
-2.7840864277095534e-05,2.149769898096565e-06,-1.2217013818371925e-05,-8.54023892316036e-06,-1.998056632146472e-06,1.150055641119252e-05,-3.267148940722109e-06,2.7416950160841225e-05,5.344235432858113e-05,1.3223015685071005e-05,-6.366426532622427e-06,-1.9079581988989958e-05,-8.766783139435574e-06,-1.1156927939737216e-05,-8.499608100009937e-06
-0.00010325052517146105,-2.499644415365765e-05,4.785668465956405e-06,-1.1231661119381897e-05,9.234886420017574e-07,-7.886798243816884e-06,-6.811761295466567e-06,7.069439334372873e-06,7.592095971631352e-05,2.556506387918489e-05,6.711684591209632e-06,1.1258605354669271e-05,2.213853076682426e-05,1.1368069863237906e-07,-3.099346486123977e-07
-5.5009879361023195e-05,-1.3785485407424858e-05,-1.3995158951729536e-06,5.176678769203136e-06,-5.099096824778826e-06,8.66622985995491e-06,1.3121843267072109e-05,-8.218807920457039e-06,1.3169045359973097e-05,6.864906481496291e-06,7.404337111438508e-06,5.197999144002097e-06,5.3851563279749826e-06,7.851318741813884e-06,1.0675270459614694e-05
-0.00011246150825172663,-4.808016356605549e-05,2.559280574132572e-07,6.873682650621049e-06,-1.721532657938951e-05,6.647760756095522e-06,1.4142491181701189e-05,3.41603199558449e-05,8.402186176681425e-05,5.48932257515844e-06,1.6363483155146241e-06,-9.626387509342749e-08,9.210400094161741e-06,6.354194738378283e-06,9.060946013050852e-06
-2.2002512196195312e-05,-3.4338305340497755e-05,-1.9073258954449557e-05,-1.0541700248722918e-05,-2.641133869474288e-05,1.3468386846682279e-05,-1.2434530162863666e-05,6.968641810090048e-05,6.254352956602816e-05,5.379084200285433e-06,-3.2117823138833046e-06,-8.492353344990988e-06,2.352935553062707e-06,-7.810260910900979e-06,-9.114314707403537e-06
-6.665952241746709e-05,-1.8837821698980406e-05,-7.269631772999219e-06,-1.1066495559930445e-06,-9.712810879136669e-06,-8.060828349698568e-06,-3.4974582376889884e-06,2.046725057880394e-06,5.0103579269489273e-05,2.8555054996104445e-05,1.4453479707299266e-05,-3.0613500712206587e-07,2.35080296988599e-05,-1.6895612304779206e-06,-1.52644963691273e-06
-3.424989517952781e-05,-1.3558572391048074e-05,4.1981093090726063e-07,2.327012794012262e-06,-6.108203706389759e-06,-2.9809871193720028e-06,6.6844336288340855e-06,-6.352429409162141e-06,1.762493047863245e-05,1.0490113822925196e-05,5.8167105407846975e-06,4.309054020268377e-06,9.282532118959352e-06,2.7706537366611883e-06,3.5248353924544062e-06
-1.403966280122404e-05,1.4950910554034635e-06,1.9083649931417312e-06,3.6300389183452353e-06,3.963031986131682e-06,-9.634354668719425e-06,-8.659955796019858e-06,8.049016287259292e-06,1.3842190355717321e-05,-6.8806882609351305e-06,3.911617568519432e-06,4.089664003004145e-06,4.123793814869714e-06,-2.519745180507016e-06,-3.2784028007881716e-06
-7.279193596332334e-05,-2.1403578330136952e-05,-2.2771819203626364e-06,1.1363440535205882e-06,-1.1014531310138409e-05,-4.626894678949611e-06,1.1061248414989677e-05,-5.265070285531692e-06,4.2459924316062825e-05,1.2582207091327291e-05,6.361498662954546e-06,1.3171851151128067e-05,1.1126092431368306e-05,8.503346066390804e-06,1.097667859539797e-05
-1.571093389429734e-05,-1.3720809420192381e-05,-1.4632541478931671e-05,-4.227522367727943e-06,-1.9233696093579056e-05,1.7291320091317175e-06,-5.072198632660729e-06,2.1602570996037684e-05,3.0670503292640205e-05,1.731297015794553e-05,5.225655172580446e-06,-1.9098706616205163e-06,1.0302179362042807e-05,-5.9837896060344065e-06,-6.351650881697424e-06
-6.530068276333623e-05,-2.5276866836065892e-05,-9.475135357206455e-06,-7.764627298456617e-06,-1.5294124523279606e-05,3.5497126873451634e-06,5.231077238931903e-06,1.643854034227843e-05,7.190579799498664e-05,2.1215371816651896e-05,6.028920324752107e-06,-7.95226014815853e-06,1.8053979147225618e-06,3.865043254336342e-07,4.5023692791801295e-06
-9.553478594170883e-05,-3.41113291142392e-05,-2.048677924904041e-05,1.6122980923682917e-06,-2.4644156837894116e-05,3.175604433636181e-06,3.7678839817090193e-06,9.726379630592419e-06,9.008093002194073e-05,2.47356665568077e-05,3.0367345971171744e-05,2.0139550542808138e-06,4.420190634846222e-06,4.825401276775665e-06,5.1394067668297794e-08
-5.139406130183488e-05,-1.5068589618749684e-05,-9.75555690274632e-06,-4.826661211154715e-06,-9.32560919864045e-06,-6.04610704613151e-06,-4.8410261115350295e-06,7.90257968219521e-06,5.065674076831783e-05,2.8901404220960103e-05,9.81785706244409e-06,3.3988953873631544e-07,1.6185924323508516e-05,-7.1170043156598695e-06,-5.42978023077012e-06
-0.00013266015912449802,-5.477105059981113e-05,-1.8368895325693302e-05,-1.2754297131323256e-05,-3.8785068682045676e-05,1.2605122378772649e-05,1.3786592717224266e-05,4.101313970750198e-05,0.00010366110882387147,3.781912437261781e-05,1.776927888386126e-05,1.0099923883899464e-06,1.052701963999425e-05,7.72780936131312e-06,1.1420284181440366e-05
-8.477029496134492e-05,-2.3299072381632868e-05,6.304819407887408e-06,1.0847603789443383e-05,1.418534253616599e-06,-7.695664862694684e-06,-1.904198825286585e-07,-6.069112714612857e-07,5.164062258700142e-05,1.1421329872973729e-05,8.387234402107424e-06,4.9369585894964985e-06,9.353083441965282e-06,4.351317286932499e-06,7.900855734988e-06
-4.2437270167283714e-05,-1.1596707167882414e-05,-1.3018189974900451e-06,-3.569927287117025e-08,-2.370832135056844e-06,-4.993353286408819e-08,-3.501763899294019e-06,1.6531633320937544e-05,4.5550059439847246e-05,8.272384093288565e-06,-1.5776981854287442e-07,-4.916078296446358e-06,3.3604328564251773e-06,-3.4137326707650573e-06,-3.932901819325707e-06
-7.263771840371192e-05,-2.625869819894433e-05,-1.1736165106412955e-05,-1.2318331300775753e-05,-1.500866528658662e-05,1.6404151210736018e-06,-5.8631169395084726e-06,3.169086994603276e-05,8.509039616910741e-05,2.7752459573093802e-05,1.105999729134055e-06,-9.438392908123205e-06,1.8542991256254027e-05,-8.977293759926397e-06,-3.584749393326092e-06
-8.698356941749807e-05,-2.2476357116829604e-05,-1.1733980045391945e-06,-1.3485368981491774e-06,-7.044153335300507e-06,-2.009263084801205e-07,-3.9774995457264595e-06,3.2184529459300393e-06,6.192913679115009e-05,2.2949373715164256e-05,1.705305476207286e-05,6.787691603449275e-06,8.756532224651892e-06,-6.871932782814838e-07,3.197393198206555e-06
-3.2479716026045935e-05,-2.060459291897132e-05,-3.1740246413392015e-06,-3.823430120064586e-06,-9.817451541493938e-06,2.1973351067572366e-06,1.7318766367679927e-06,1.68805943303596e-05,3.350407359903329e-05,4.496523615671322e-06,4.723725396615919e-06,5.038418748881668e-08,3.972002559748944e-06,9.661645634650995e-07,1.376533646180178e-06
-6.187744293129072e-05,-2.0854944523307495e-05,-8.77145930644474e-06,-5.181795131647959e-06,-1.8210772850579815e-05,1.7791471691452898e-06,-3.623128662866293e-06,1.139880032496876e-05,6.19105758232763e-05,2.41054576690658e-05,1.463559874537168e-05,-2.1912564989179373e-06,1.837193917708646e-05,-5.838750439579599e-06,-5.65196364732401e-06
-5.9175734349992126e-05,-8.917312840139857e-06,-1.6775594815499062e-06,-2.854787453543395e-06,-7.929931825856329e-06,2.3988040993572213e-06,1.6313843389070826e-05,2.7187406885786913e-06,3.233811912650708e-05,1.7304411812801845e-05,1.9607764443207998e-06,-4.640964874624842e-06,4.547866410575807e-06,1.2480961686378578e-06,6.3656317195182055e-06
-0.00018239649398310576,-5.263308412395418e-05,-5.7932984418584965e-06,-5.668874791808776e-07,-1.7401617043333317e-05,-6.2845425077284744e-06,1.0787909559439868e-05,1.731416068651015e-05,0.00013599223757410073,4.3355292291380465e-05,2.433736312923429e-05,1.3820431682631806e-05,6.073224085412221e-06,5.149899607204134e-06,8.245397566497559e-06
-0.00010681967251002789,-4.498270936892368e-05,-8.848527045302035e-06,-1.1705533324857242e-06,-2.249999397463398e-05,1.3266074233797553e-05,6.603758265555371e-06,5.0318875082666636e-05,0.00010123126412509009,3.603468144319777e-06,3.7579789022856858e-06,2.5055674370833003e-06,-5.47782656212803e-06,3.6418740592125687e-06,4.870422799285734e-06
-4.612682823790237e-05,-1.4503548300126567e-05,-9.351135304314084e-06,-1.2292287124182621e-05,-8.657684702484403e-06,9.371093028676114e-06,3.544652145137661e-06,2.5838971851044334e-05,5.0003588000890886e-05,1.3801897011944675e-05,3.764276925721788e-07,-1.0243300266665756e-05,6.374531949404627e-06,-5.305151091761218e-06,-2.8312304607425176e-06
-0.00019785212862188928,-5.7992731854028534e-05,-1.5083932254356114e-05,-4.027945578854997e-06,-3.72171261915355e-05,1.9523966784618096e-05,1.9901492123608477e-05,4.2520595343376044e-05,0.00016441320622107014,3.157225137329078e-05,1.195439881485072e-05,-6.555794243467972e-06,1.6896301531232893e-05,-1.389847739119432e-06,1.3337290511117317e-05
-0.00010730305075412616,-4.319514482631348e-05,-8.04448563940241e-06,-1.0267283187204157e-05,-1.5694505236751866e-05,-5.958817837381503e-06,-3.001841378136305e-06,1.930245582570933e-05,6.179649881232763e-05,3.090423069807002e-05,6.173253723318339e-06,4.486420493776677e-06,8.209259976865724e-05,-6.8765173182328e-06,-4.413815190673631e-06
-0.0001374616549583152,-4.323474240663927e-05,-3.0205242183001246e-06,1.1100036090283538e-06,-1.2389350558805745e-05,-1.876185524452012e-05,-9.649998844452057e-06,4.8072251956909895e-06,9.889405555441044e-05,2.2461548724095337e-05,1.7569295323482947e-05,1.7399197531631216e-05,6.2068781517155e-05,7.194780167196768e-07,-5.114588930155151e-07
-0.00010696539175114594,-3.976349034928717e-05,-2.2419339074986055e-05,-2.6357247406849638e-05,-2.459117695252644e-05,-7.029991593299201e-07,-2.0261744793970138e-05,3.0776414860156365e-05,0.00010782373283291236,4.238086330587976e-05,1.5214183804346249e-05,-8.82042127159366e-06,8.779387644608505e-05,-2.00885906451731e-05,-1.401867120875977e-05
-8.957499085227028e-05,-2.8234123419679236e-05,-8.451153007627e-06,-7.150538692712871e-06,-2.5749866836122237e-05,5.645113503760513e-06,-3.9713534079055535e-06,4.9006714107235894e-05,0.00010872040729736909,2.1749619463662384e-05,1.3092801964376122e-05,-9.771942131919786e-06,-9.686842531664297e-06,-8.39889480630518e-06,-7.224948120665431e-06
-5.438400023649592e-05,-3.085275511693908e-05,-5.455607379190042e-06,3.409371402085526e-06,-1.571111901199629e-05,-5.521440471056849e-06,-9.650632492252953e-06,2.1531624042836484e-05,4.023436486022547e-05,1.5670035281800665e-05,1.5170676533671212e-05,1.532297983430908e-05,9.342613338958472e-06,5.333458759082532e-06,-4.439571966941003e-06
-3.527081025822554e-05,-8.162543508660747e-06,-3.7190495731920237e-06,-6.292871148616541e-06,-1.9712286416506686e-06,-5.563879312830977e-07,-2.867024340957869e-05,4.6985143399069784e-05,6.970133745198837e-05,-1.939436742759426e-06,-9.266700544685591e-07,-6.239139906938362e-07,4.214743967168033e-06,-1.4399580095414422e-05,-1.8368491964793066e-05
-0.00012263481403351761,-3.8298225263133645e-05,-8.465300197713077e-06,8.573627292207675e-05,-2.1773126263724407e-05,-7.946013738546753e-06,-1.6166836246611638e-05,3.266312751293299e-05,0.00010792887178467936,2.1382282284321263e-05,-2.0847451196459588e-06,-4.650120331461949e-06,-3.147742972942069e-07,-8.115355058180285e-06,-1.726124673950835e-05
-3.880235817632638e-05,-2.6380967028671876e-06,3.6325307064544177e-06,2.7669566406984814e-06,-5.076881279819645e-07,-1.1051470210077241e-06,5.203881755733164e-06,-7.594599992444273e-06,9.643299563322216e-06,3.6568956716109824e-06,5.001116164748964e-06,6.05489310601115e-06,4.474677552934736e-06,3.291489974799333e-06,6.922149964339042e-06
-5.6397504295091494e-05,-1.4944783742976142e-05,2.1213195395830553e-06,3.1969066185411066e-06,-3.2243715395452455e-06,-6.556155249803908e-06,1.7500216472399188e-05,-1.784263258741703e-05,9.508669791102875e-06,7.3892636009986745e-06,1.1780682598327985e-05,6.969058517825033e-06,9.696737834019586e-06,1.1712115338013973e-05,1.909048205561703e-05
-0.0002364673673582729,-5.871474422747269e-05,-3.0519795473082922e-06,7.877058237681922e-06,-1.5096554534466122e-05,-5.058396709500812e-06,1.6200745619698864e-05,-3.23066405485406e-05,0.00011660134896374075,6.259529573071632e-05,2.3150059178078664e-05,1.7109794498537667e-05,7.520248345826985e-05,1.4769886092835804e-05,1.7189015807161923e-05
-0.0002685945073608309,-5.143117414263543e-05,1.1084543302786187e-05,2.008558567467844e-05,4.517286811278609e-06,-3.174324865540257e-05,-4.370726969682437e-06,-6.876965926494449e-06,0.00019020616309717298,4.009655458503403e-05,2.119046303050709e-05,3.068374098802451e-05,4.067710733579588e-05,1.859797521319706e-06,2.61539548773726e-06
-9.886603265840677e-05,-3.115570234513143e-05,-2.7835585569846444e-07,7.461705308742239e-06,-5.917720045545138e-06,-3.248025223001605e-06,1.1974307540185691e-05,-1.6855483409017324e-05,3.986957926827017e-05,2.567442197687342e-05,1.8145683498005383e-05,1.1426433250250057e-05,2.0169896743027493e-05,1.1382403272364172e-05,1.0216889222647296e-05
-0.00010787607607198879,-3.697023930726573e-05,-9.026007319334894e-08,1.9625957747848588e-05,-1.2503064681368414e-05,-6.3116900719251134e-06,-6.058521648810711e-07,2.429184769425774e-05,8.703584171598777e-05,7.91281127021648e-06,1.8179201759949137e-05,7.0719835321142455e-06,-1.898389412957613e-05,1.1972139418503502e-05,7.25130530554452e-06
-4.2417690565343946e-05,-9.689336366136558e-06,6.790405677747913e-07,2.176137058995664e-06,-9.29265752347419e-07,-3.7545078157563694e-08,-2.0536358533718158e-06,9.321347533841617e-06,2.851084354915656e-05,7.59924114390742e-06,9.98146276742773e-07,-2.9445163818309084e-07,3.6137680581305176e-06,1.8848122635972686e-06,6.385844244505279e-07
-0.00010902072790486272,-3.6967888263461646e-05,-1.2738302473280783e-05,-1.0922294677584432e-05,-2.322107320651412e-05,6.453702155795327e-06,1.0993388627866807e-05,1.0621613455441548e-05,8.686703586135991e-05,2.2092723156674765e-05,1.0759944416349754e-05,9.50956723499985e-06,1.875010275398381e-05,8.845292086334666e-06,7.976913366292138e-06
-1.0742010317699169e-05,-9.619059028409538e-06,-9.688700956189678e-06,-6.706563908664975e-06,-1.1057427400373854e-05,2.671168886081432e-07,-7.109926855264348e-06,9.801401574804913e-06,2.3090005470294273e-05,1.3428108104562853e-05,8.724384315428324e-06,3.7181396237429e-06,3.0662586141261272e-06,-4.035470396956953e-06,-3.1362550885205565e-06
-4.973258228346822e-05,-3.105582834450615e-05,-1.5297173916906104e-05,-1.4431613635679241e-05,-2.2026433725841343e-05,2.4407720047747716e-05,-7.985319825820625e-06,6.332532211672515e-05,0.0001004295136226574,6.2198977275329526e-06,-7.995421242412704e-06,-1.8467828454049595e-05,-4.959092620993033e-06,-1.3929198757978156e-05,-8.501957381668035e-06
-6.795051376684569e-05,-2.27097661991138e-05,-1.2361315384623595e-06,8.168780937012343e-06,-5.521672392205801e-06,3.493044232527609e-06,2.613880724311457e-06,3.7152189179323614e-05,7.850866677472368e-05,-3.125892135358299e-06,-1.1387454833311494e-05,-6.939528361726843e-06,-1.3689642401004676e-05,2.2691523895446153e-06,3.548821041476913e-07
-2.035399211308686e-05,-7.587839263578644e-07,-9.888671002045157e-06,-1.3634978131449316e-05,-4.060353830936947e-06,1.647369390411768e-05,4.508763822741457e-06,1.6806538042146713e-05,4.482090298552066e-05,5.693647381121991e-06,-4.306612936488818e-06,-1.861990494944621e-05,1.4014440239407122e-06,-1.167090522358194e-05,-6.410791229427559e-06
-5.1734272346948273e-05,-2.1750790438090917e-05,1.2209209216962336e-06,-2.814529580064118e-06,-8.160266816048534e-06,2.0747642963669932e-06,4.316625336286961e-06,1.0588728400762193e-06,3.6489868762146216e-05,1.1595882369874744e-05,6.909562671353342e-06,-4.843627152695262e-07,5.957943358225748e-06,5.619539024337428e-06,9.70024245816603e-06
-0.00020512269020400709,-6.224495518836193e-05,-1.4011435723659815e-05,-1.318891111168341e-05,-2.244283973595884e-05,-6.318211035249988e-06,-7.957124580570962e-06,3.648687379609328e-05,0.00016876019935807562,2.584468347777147e-05,1.2586113371071406e-05,1.3464496532833437e-05,8.706017797521781e-05,-1.2566084933496313e-05,-3.5029734135605395e-07
-2.9382758839346934e-05,-2.522697286622133e-05,-1.5561389773210976e-05,-1.3605943422589917e-05,-1.8364283050686936e-05,1.194228951817422e-05,3.3432897339480405e-06,2.86147942460957e-05,5.0966819799214136e-05,1.2374646757962182e-05,3.901159288943745e-06,-8.76016338224872e-06,8.736429663258605e-06,-7.094421334841172e-06,-1.883492586784996e-06
-1.4275348803494126e-05,-1.4303147054306464e-05,-1.3146274341124808e-05,-7.503775577788474e-06,-2.2181422991707223e-05,2.642318804646493e-06,7.470871423720382e-07,1.612641381143476e-05,2.6493740961086587e-05,1.992570696529583e-05,3.6856596352663473e-06,-1.1703680684149731e-05,1.4300741895567626e-05,-3.4132663131458685e-06,2.6052443899970967e-06
-4.436345807334874e-05,-2.4876042971300194e-05,-9.847829005593667e-06,-9.130663784162607e-06,-1.7173410924442578e-05,1.1941709999518935e-05,5.3971623401594115e-06,2.8861695682280697e-05,3.693281814776128e-05,7.584687637063325e-06,1.3644387763633858e-05,2.4841806407494005e-06,1.5439072740264237e-06,-4.315505975682754e-06,1.3163576113583986e-06
-0.0001026490702713545,-4.441176861291751e-05,-1.7553826182847843e-05,-1.2388318282319233e-05,-3.320674386486644e-05,2.9596664717246313e-05,1.064309890352888e-05,7.013165577518521e-05,0.00011258719132456463,1.1117430403828621e-05,-3.37544952344615e-06,-1.6924829651543405e-05,-7.085514880600385e-06,1.2661496384680504e-07,3.392863391127321e-06
-0.00011604056999203749,-1.9309948129375698e-05,-2.622735337354243e-06,5.386569455367862e-06,-6.663939529971685e-06,2.7400797080190387e-06,-3.3309806894976646e-06,3.420504253881518e-05,0.00011010570960934274,-8.056395017774776e-07,-8.335573511430994e-06,1.5565483408863656e-06,-5.317851901054382e-07,1.8621294657350518e-06,1.7850932181318058e-06
-4.8046012125269044e-05,-2.7104222681373358e-05,-1.4466009247371403e-05,-8.581284077990858e-06,-1.7774602838471765e-05,1.6118839084811043e-05,9.458319709665375e-06,3.403169830562547e-05,5.130078807269456e-05,1.1961352356593125e-05,-5.967559900454944e-06,-1.3705308106182201e-05,4.442848876351491e-06,1.0466719686519355e-06,7.28448048903374e-06
-0.0001296301525144372,-3.688779179356061e-05,-1.0975269105983898e-05,-1.165942967418232e-05,-3.150651627947809e-05,1.2506041457527317e-05,-4.820333288080292e-07,5.047552622272633e-05,0.00014360330987983616,7.876937161199749e-06,9.4036481641524e-06,-1.1950127145610168e-06,1.2731085007544607e-05,-8.461004085802415e-06,-5.799341010970238e-06
-6.673891039099544e-05,-1.112737663788721e-06,1.7001179912767839e-06,3.075936547247693e-06,1.3798671716358513e-06,-2.12635311527265e-05,-3.5362639607683377e-06,-2.7949440664087888e-05,2.072864390356699e-05,3.370716149220243e-05,1.5400073152704863e-05,1.0318605518477852e-05,1.9427237930358388e-05,1.1594877832976636e-05,3.268363798270002e-06
-2.4042818949965294e-05,-2.1138097736184136e-05,-1.1970366358582396e-05,-1.3113685781718232e-05,-1.166775416550081e-05,6.3069287534744944e-06,-5.620556748908712e-07,3.064338307012804e-05,4.6724135245312937e-05,1.2126345609431155e-05,-3.220816324756015e-07,-7.2452462518413085e-06,6.281001333263703e-06,-7.246510563163611e-06,-4.7731759877933655e-06
-7.015436131041497e-05,-2.1088497760501923e-05,-1.5019773513813561e-06,-1.9724452613445465e-05,-1.2609858345058456e-05,-1.3468714314512908e-05,-1.3499657143256627e-05,5.578250238613691e-06,6.190343628986739e-05,1.3124466931913048e-05,6.8651179390144534e-06,7.186183417218217e-06,6.194200432219077e-05,-8.934766810853034e-07,-3.6584640099590615e-06
-7.017819143584347e-05,-2.4403533643635456e-05,-8.16094063793571e-06,4.478497430682182e-06,-5.859907332705916e-06,-9.429063993593445e-06,-9.848565696302103e-06,8.994453310151584e-06,5.958751307844068e-05,2.9852059469703818e-05,1.7008397207973758e-05,-3.3525387266308826e-06,2.957580545626115e-05,-7.958045898703858e-06,-1.0305942225841136e-05
-3.362509232829325e-05,-1.0859502708626678e-05,4.8926267481874675e-08,-1.8439995983499102e-06,1.2690070434473455e-06,-6.687751010758802e-07,-2.5182062586281972e-06,2.8911690606037155e-06,2.656131118783378e-05,1.2372537412375095e-05,-8.986881084638298e-06,2.2499298211187124e-06,1.5636831221854663e-05,-1.9824574337690137e-06,-5.447976718642167e-07
-5.611479537037667e-05,-1.8180884580942802e-05,-1.4117414707470743e-05,-1.5800433175172657e-05,-7.092222858773312e-06,-1.1083642220910406e-05,-1.3497230156644946e-05,4.771476938003616e-06,4.713572070613736e-05,2.9495728995243553e-05,9.356454029330052e-07,3.5314437809574883e-06,6.449873035307974e-05,-8.525603675479942e-06,-5.956517270533368e-06
