F7,T7,P7,O1,TP9,Fz,Cz,Fp2,F8,T8,P8,O2,TP10,Pz,Cpz
-4.575952698360197e-05,-2.627449538294968e-05,-6.101749931985978e-07,3.0888786568539217e-06,-9.933142905538261e-06,5.931056875851937e-06,1.042500116454903e-06,-1.2893629900645465e-05,2.1512300008907914e-05,2.702113397390349e-05,1.0871559425140731e-05,3.5478878999128938e-06,6.586733434232883e-06,1.0703790621846565e-05,5.165125230632839e-06
-3.156962338835001e-05,-2.2494477889267728e-06,-4.4137159420643e-06,-5.778638296760619e-06,1.3094922906020656e-06,-3.887192633555969e-06,-1.1031834219465964e-06,-7.32007822534797e-06,3.241099034312356e-05,1.3274286175146699e-05,4.0926759368176135e-06,1.5456062101293355e-06,1.1088653991464525e-05,-5.1410206651780754e-06,-2.258798758703051e-06
-3.218940946680959e-05,-3.884933448716765e-06,-5.043104465585202e-06,-8.70147232490126e-07,-7.90313229970252e-06,6.438974651246099e-06,6.813769843461159e-06,-1.6728358787077013e-06,1.9742084077734035e-05,4.122493919567205e-07,3.1267626354747335e-06,2.268207026645541e-06,2.411409241176443e-06,5.503510465132422e-06,4.846596596053132e-06
-3.774084416363621e-05,-1.689185182840447e-05,8.919146239350084e-07,5.1364602313697105e-06,-2.7920554828142485e-06,-1.612988171473262e-06,-3.484319677227177e-08,1.001042846837663e-06,1.8591976754578354e-05,9.626081919122953e-06,7.640842795808567e-06,3.5975068612970063e-06,1.2777536994690308e-05,3.0926321414881386e-07,-5.000442797609139e-07
-4.177690470896778e-05,-2.5083570108108688e-05,-1.2898692148155533e-05,-5.394739673647564e-06,-1.9451235061751504e-05,-2.586298251117114e-06,3.0123117085167905e-06,-1.7916695469466504e-06,3.68008368241135e-05,3.0518094717990607e-07,2.2643565444013802e-05,1.229495273946668e-05,2.496723573131021e-05,3.87061845685821e-06,5.088403440822731e-06
-4.883112615061691e-05,-2.9557908874267014e-05,-1.537748289592855e-05,-1.1683732736855745e-07,-1.4665481558040483e-05,-5.286241730573238e-06,2.9923739930382e-07,3.355416765771224e-06,3.120445914817083e-05,2.5181755063385936e-05,1.7332596328856198e-05,4.672136128647253e-06,3.592289522202918e-05,-2.643537300173193e-07,-3.869060492434073e-06
-5.493765320352395e-05,-1.5194535535556497e-05,1.594194827703177e-06,3.873369109896885e-06,-2.080028693285385e-06,-9.653204870119225e-06,9.875102477963082e-07,-4.163020690839403e-06,2.389942619629437e-05,1.9539021195669193e-05,1.129024576584925e-05,7.0729158778704004e-06,1.0050292985397391e-05,1.5467630873899907e-06,6.174701184136211e-06
-8.259917376562953e-05,-2.5681459192128386e-05,-9.181228961097077e-06,-5.628003009405802e-06,-1.2987014088139404e-05,9.981868061004207e-07,1.0349475360271754e-05,1.0301333077222807e-05,7.139218723750673e-05,1.6010733361326857e-05,1.0194711535405077e-05,-3.522118049659184e-06,8.527456884621643e-06,5.8188359446376126e-06,6.00607336309622e-06
-3.2722019341235864e-05,-1.3227863746578805e-05,1.0163583397115872e-06,-5.731834335165331e-06,-3.4633080758794677e-06,6.810839181525807e-06,5.464693003887078e-06,9.996626658903551e-06,2.9938890293124132e-05,2.711862862270209e-06,9.263307674700627e-06,-7.822087837894287e-06,-2.1017094695707783e-06,-5.591124136117287e-06,5.4573704346694285e-06
-2.6278908080712426e-05,-1.9762931060540723e-05,-8.099167217778813e-06,-4.363891093817074e-06,-8.809781206764455e-06,-7.14123075340467e-06,-1.4054799066798296e-06,6.573462087544613e-06,3.776743233174784e-05,2.5229741368093528e-05,8.088205504463986e-06,-2.104446139128413e-06,1.230038014909951e-05,-6.661216502834577e-06,-5.3321670350214845e-06
-3.3249673833779525e-05,-1.6084195294752135e-05,-2.7127998691867106e-06,-2.507712878241364e-06,-1.0260278941132128e-05,-7.787541562720435e-06,-3.7280866536093527e-06,-4.631192496162839e-06,2.5056071535800584e-05,2.3516822352576128e-05,1.0235727586405119e-05,-2.572314770077355e-07,1.5143034488573903e-05,6.615193029801958e-06,6.518623081319674e-07
-1.639979655010393e-05,-4.333330707595451e-06,5.861214049218688e-06,5.1825636546709575e-06,5.541943664866267e-06,-9.270811460737605e-06,-1.26189887481587e-05,1.3970065992907621e-05,3.5664658980749664e-05,2.564930582593661e-06,-1.0778049812643076e-05,-2.8524655135697685e-06,-1.5683035599067807e-06,-6.912296157679521e-07,-1.0272403415001463e-05
-0.00010602328592312915,-3.155796601106431e-05,-1.2434597920218948e-06,9.379128186992602e-06,-6.649058377661277e-06,-3.806762833846733e-07,1.6046134078351315e-05,-3.037622809642926e-05,4.570243470425339e-05,1.942651670105988e-05,2.1694508177461103e-05,1.0583362382021733e-05,1.9036665435123723e-05,1.7219702044712903e-05,1.7142225345878614e-05
-0.00010310222569387406,-1.6738471913413377e-05,-3.0858518584864214e-06,9.261245850211708e-06,-4.506113668867329e-06,-4.002329205832211e-05,-1.3172613023471058e-05,-4.8620617690176005e-05,2.906432382587809e-05,6.003163980494719e-05,4.125120540265925e-05,2.8208828780407202e-05,4.815774445887655e-05,1.037655070490473e-05,2.8976526209589792e-06
-0.00011374370205885498,-2.8261322768230457e-05,-1.0736902595454012e-05,-2.8619106728910992e-06,-2.2423902919399552e-05,5.675396096194163e-06,1.0517126611375716e-05,1.839880678744521e-05,9.785369820747292e-05,1.55257494043326e-05,5.79488005314488e-06,4.623033930784004e-06,9.109793609241024e-06,5.84978283768578e-06,4.679478479374666e-06
-0.00011004691259586252,-3.0728214369446505e-05,-7.71743810901171e-06,-1.0836936468194835e-06,-1.0991384442604613e-05,-4.846818796977459e-06,6.300640507106436e-06,5.3814956118003465e-06,8.280790279968642e-05,1.0652731361915357e-05,1.4919375644240063e-05,1.3449687230604468e-05,1.889800842036493e-05,6.9879888542345725e-06,6.016638053552015e-06
-4.256079773767851e-05,-1.5430313624165137e-05,-9.258405384571233e-06,-4.027311547361023e-06,-4.189089239048371e-06,-2.6388590868009487e-06,-7.611276942043332e-07,-2.516292170184897e-07,3.0993025575298816e-05,2.112777110596653e-05,5.825875632581301e-06,-1.4264165599797707e-06,1.9271863493486308e-05,2.8778537739526655e-06,4.47562342742458e-07
-5.0981678214157e-05,-2.0351116290839855e-05,1.6502523294548155e-06,9.241402949555777e-07,-6.026667051628465e-06,-5.4752114237999194e-06,-2.0402789687068434e-05,4.115820593142416e-05,8.405206881434424e-05,6.043279654477374e-06,-6.366696197801502e-06,-1.1283890444246936e-05,7.3414139478700235e-06,-6.85878654849148e-06,-1.3422522897599265e-05
-4.1320281525258906e-05,-1.921262963122672e-05,-8.736081326787826e-06,-6.579280125151854e-06,-1.0498784035917197e-05,-1.1086956192229991e-05,-1.6992302789731184e-05,3.817167453235015e-06,2.541575304348953e-05,3.3824433558038436e-05,1.2950734344485682e-05,-3.900265710399253e-06,4.783602889801841e-05,1.46937628642263e-06,-6.986916957885114e-06
-6.152191963337827e-05,-3.4970960768987425e-05,-8.696840509969661e-06,-1.3165126802050509e-06,-1.803015629775473e-05,4.804498985322425e-07,2.010504840654903e-05,-1.6616289713056176e-05,2.0257861251593567e-05,2.102018652294646e-05,2.1644849994117976e-05,7.731352525297552e-06,1.5508532214880688e-05,1.4648514479631558e-05,1.975588656932814e-05
-2.331977793801343e-05,-6.402434337360319e-06,-4.704742764261027e-06,-1.026234713208396e-06,-6.174669579195324e-06,4.051328232890228e-06,-5.47527179151075e-09,4.710773737315321e-06,1.7831750483310316e-05,3.974680112150963e-06,6.062062311684713e-06,1.997945219045505e-06,9.394207381774322e-06,-2.3696775315329432e-06,-4.019732841697987e-06
-2.6389025151729584e-05,-1.59565755808444e-05,-1.1458578910605866e-05,-6.012384190512421e-06,-1.9775438886426855e-06,8.467415966606495e-06,-1.5849488136154832e-05,2.9018601708230563e-05,5.1688160965568386e-05,1.5706621070421534e-05,-5.738772017593874e-06,-1.049126922225696e-06,4.850131517741829e-06,-9.105388471652986e-06,-1.619405452402134e-05
-3.699036824400537e-05,-2.0140088508924237e-05,-2.572106495790649e-06,-6.347459930111654e-06,-5.635308468754374e-06,3.95405595554621e-06,4.4114399315731134e-06,1.4690135230921442e-05,3.707597716129385e-05,1.6752340343373362e-05,6.247719284147024e-07,-1.1162745067849755e-05,5.091212187835481e-06,-1.6388075891882181e-06,1.8869450286729261e-06
-9.549084279569797e-05,-3.0415304536290932e-05,-4.9913173825189006e-06,3.368664692970924e-06,-1.3519364529201994e-05,-6.36445042800915e-06,1.040325059875613e-06,1.4926717994967476e-06,7.361915413639508e-05,8.69098275302349e-06,1.3363991456571966e-05,1.1150878890475724e-05,1.3391159882303327e-05,1.7724643839756027e-05,6.938810031442699e-06
-8.611164230387658e-05,-1.1815278412541375e-05,-4.5509932533605024e-07,-4.906360118184239e-08,3.079002226513694e-06,-3.1653962651034817e-06,1.1168941227879259e-05,-7.729693606961519e-06,5.871375105925836e-05,1.4347702517625294e-05,5.600688382401131e-06,-5.724368747905828e-06,7.7272216003621e-06,3.4072108974214643e-06,1.1006023896698025e-05
-5.8910445659421384e-05,-3.030865809705574e-05,-1.8766271523418254e-05,-8.237126166932285e-06,-2.9685697029435687e-05,-1.8087675925926305e-06,-7.58231374220486e-06,-6.968220986891538e-07,4.527360215433873e-05,3.584667774703121e-05,2.7484859856485855e-05,1.748857266647974e-05,3.068176556553226e-05,2.3575762497785036e-06,-3.136948635074077e-06
-8.24526450742269e-05,-2.3995204173843376e-05,-1.9976832845713943e-06,6.017541750225064e-06,-8.165195254150603e-06,-5.924449851590907e-06,-2.9541211574724002e-06,1.2429842627170729e-05,6.640124775003642e-05,1.5248711406457005e-05,1.2930974662594963e-05,-3.2228433610725915e-06,1.2010158229713852e-05,2.671525408004527e-06,1.0021428806794574e-06
-3.22717719427601e-05,-1.979442731681047e-05,-1.7476359516876983e-05,-8.671831551509968e-06,-2.5158008611469995e-05,7.473044036032661e-06,-1.0601811482047196e-06,2.0760325242008548e-05,4.378493804324535e-05,1.3398139344644733e-05,6.463387762778439e-06,1.4062252375879325e-06,1.4426901543629356e-05,-3.1993331504054368e-06,-8.104939297481906e-08
-0.00015019337206467753,-2.502050142538792e-05,1.0102368889874924e-05,1.4229604516913241e-05,8.470104148727842e-06,-2.4017122086661402e-05,5.815253643959295e-06,-4.0855639781511854e-05,8.93679070941289e-05,2.745403253356926e-05,2.4664859665790573e-05,1.671476223918944e-05,3.006296083185589e-05,3.970637976635771e-06,9.234142453351524e-06
-0.00016267347382381558,-2.905398105212953e-05,-3.963211838708958e-06,3.539435056154616e-08,-6.760408723494038e-06,-1.3053999282419682e-05,-3.753735315470408e-06,4.546376658254303e-06,0.00014212266432878096,2.926496881627827e-05,1.6073192909971112e-05,-5.537769766306155e-06,2.4062409465841483e-05,4.0320237530977465e-06,4.659540167040177e-06
-0.0001716726183076389,-5.9590891396510415e-05,-4.323997018218506e-06,2.785771698654571e-06,-1.848520969360834e-05,-1.2733203789139225e-05,-4.7411413106601685e-07,-9.69426218944136e-06,0.00011651946988422424,5.592349771177396e-05,3.073885000048904e-05,1.615827068235376e-05,4.150902350374963e-05,6.81302708471776e-06,6.5263880060228985e-06
-6.381200000760145e-05,-1.9734483430511318e-05,3.0168284865794703e-06,1.8579539755592123e-06,3.8368489185813814e-06,-5.5683540267637e-06,-1.106461240851786e-06,3.429777279961854e-07,5.539788071473595e-05,6.023580908731674e-06,4.7275234464905225e-06,4.259874003764708e-06,1.1565625300136162e-05,-9.770219548954628e-07,1.692314981482923e-07
-4.606950096786022e-05,1.2709842849289998e-06,-2.3457887436961755e-06,-3.0494320526486263e-06,-4.727053237729706e-06,-2.261494955746457e-07,-1.4537881725118496e-06,1.2771470210282132e-05,5.171585507923737e-05,4.860743501922116e-06,-2.5301728783233557e-06,-6.314911729532469e-06,-4.204107426630799e-06,-3.6393703339854255e-07,6.657892299699597e-07
-0.00013044645311310887,-3.943564843211789e-05,-4.701606940216152e-06,4.954415089741815e-06,-1.3011464488954516e-05,-1.6333227904397063e-05,-1.2418539199643419e-05,2.0624205717467703e-05,0.00010578792716842145,1.8167101984545297e-05,2.132647000507859e-05,1.5482798517041374e-05,2.223545016022399e-05,5.621996024274267e-06,2.146577230632829e-06
-0.00011226399010411114,-2.8935573936905712e-05,-8.364443147002021e-06,1.3506823961506598e-06,-1.5469862546524382e-05,-6.216246219992172e-07,3.0754365525353933e-06,1.2729808076983318e-05,9.167895223072264e-05,1.1729903235391248e-05,1.528804978079279e-05,-2.4412543240259765e-06,2.245000723632984e-05,-3.65742471331032e-06,1.3451337963488186e-05
-3.163637848047074e-05,-1.9532948499545455e-05,-8.72722171152418e-06,-5.026055077905767e-06,-1.3510914868675172e-05,4.642515250452561e-06,2.983706508530304e-07,2.0398589185788296e-05,3.41608356393408e-05,1.4393479204954929e-05,7.500764240830904e-06,-7.264530722750351e-06,6.413580194930546e-06,-3.0643996069557033e-06,9.543141459289473e-07
