F7,F8,Fp1,Fp2,FT10,FT9,O1,O2,P7,P8,T7,T8,TP10,TP9,Cpz
-5.8979192544938996e-05,0.00011263803753536195,3.13507252940326e-05,9.7451046713104e-05,4.920253013551701e-05,-6.117839075159281e-05,-2.965224621220841e-05,-1.647023054829333e-05,-3.229701906093396e-05,-9.537463483866304e-06,-1.973193502635695e-05,1.1157471817568876e-05,-2.038963430095464e-06,-4.03396479669027e-05,-3.157471292070113e-05
-7.046034261293244e-05,0.00014813069719821215,8.470973079965916e-05,0.0002023494762397604,4.553091275738552e-05,-8.732239439268596e-05,-6.32860046607675e-05,-4.107349377591163e-05,-6.398763071047142e-05,-1.1764210285036825e-05,-8.845492266118526e-05,3.170560012222268e-05,-1.8039645510725677e-05,-5.465384674607776e-05,-1.338393849437125e-05
-8.020232235139702e-05,0.00014854017899779137,7.559249297628412e-05,0.00020431809753063135,4.032885226479266e-05,-0.0001085021831386257,-5.317427940099151e-05,-4.251775544616976e-05,-5.0663647925830446e-05,-2.2367290966940345e-05,-3.86544734283234e-05,2.836328712874092e-05,-1.0562726401985856e-05,-5.8728455542222946e-05,-3.1769763154443353e-05
-4.7652908506279346e-05,4.7041937250469346e-05,-8.72817058734654e-05,-4.4637732571573e-05,4.841440750169568e-05,-1.404628477530423e-05,1.1297927812847774e-05,-6.763104465790093e-06,1.3736652817897266e-05,1.9248767785029486e-05,-6.282312867256223e-06,1.7159893559437478e-05,2.708107786020264e-05,2.0684424498540466e-05,1.9989552129118238e-06
-9.070536179933697e-05,0.00010165504409087589,-5.0361712055746466e-05,1.4765944797545671e-05,8.123207589960657e-05,-5.141785732121207e-05,-1.7815946193877608e-06,-7.502643711632118e-06,-1.4725974324392155e-05,5.554538802243769e-06,-4.68454400106566e-05,6.951332943572197e-05,1.57743434101576e-05,1.3546923582907766e-07,-2.529016728658462e-05
-8.992764196591452e-05,0.00010921340435743332,-4.756575799547136e-05,2.8810194635298103e-05,7.021258988970658e-05,-7.721977272012737e-05,1.0387224278929352e-05,5.5317914302577265e-05,-3.071757600991987e-05,4.783580789080588e-05,-3.7554236769210547e-06,6.584372658835491e-05,3.184457227689563e-05,-0.00016204946587095037,-8.229783816204872e-06
-3.809335385085433e-05,7.155431194405537e-05,6.595854938495904e-05,0.0001248665721504949,2.2914337023394182e-06,-5.222180152486544e-05,-2.218926601926796e-05,-1.3938530173618346e-05,-3.767105226870626e-05,-1.587755696164095e-05,-2.6444988179719076e-05,-9.4562037702417e-06,-1.573749614180997e-05,-3.9970670513866935e-05,6.9300476752687246e-06
-2.9170587367843837e-06,4.8263371354551055e-05,-2.593447788967751e-06,3.7874906411161646e-05,2.5904852009261958e-05,-2.1461653432197636e-05,-6.858664164610673e-06,-2.7432897695689462e-06,-3.9444025333068566e-05,-9.66311836236855e-06,-2.8994396416237578e-05,1.0889841405514744e-05,1.4749395631952211e-05,-2.3606991817359813e-05,6.002786392400594e-07
-2.7861265152751002e-05,3.5357130400370806e-05,-2.445532300043851e-05,-1.0123672836925834e-05,3.1743042768539453e-05,-2.8749258490279317e-05,1.4584267773898318e-05,1.8956779967993498e-07,4.721419827546924e-06,1.0888459655689076e-05,-8.209513725887518e-05,3.619828839873662e-05,2.141655295417877e-05,-1.2546575817395933e-05,3.073249081353424e-05
-7.209915020212065e-05,0.00010673542419681326,1.879228511825204e-05,7.169726268330123e-05,3.119237680948572e-05,-5.782893867944949e-05,-1.4243086297938135e-05,-3.4126169339288026e-06,-2.1921834559179842e-05,4.644698492484167e-07,-6.159988151921425e-05,3.359342139219734e-05,-2.7990136004518718e-06,-3.8112774745968636e-05,9.542050975142047e-06
-5.324876838130876e-06,4.2198078517685644e-05,9.769206371856853e-06,1.8063226889353245e-05,2.746610698523e-05,-2.1633590677083703e-05,-9.335402864962816e-06,-2.8476193620008416e-05,-1.894843444461003e-05,-2.905206201830879e-06,-3.9364470467262436e-05,3.6386870306159835e-05,1.4784836821490899e-05,-7.340533556998707e-06,-1.5339620176746394e-05
-3.597068916860735e-05,8.206494112528162e-05,3.7168980270507745e-05,0.00014749515321454965,-8.723163773538545e-07,-4.219999937049579e-05,-2.251092064398108e-05,-2.548114935052581e-05,-1.6459317066619406e-05,-1.6752061753777525e-05,-3.2170881240745075e-05,-3.837103122350527e-06,-2.1528487877731095e-05,-1.565596176078543e-05,-3.329018090880709e-05
-2.8195807317388244e-05,5.006487117498182e-05,-1.2614803836186184e-05,8.466129656881094e-06,3.324307610341748e-05,-2.591965312603861e-05,-1.1537956652318826e-06,6.536847649840638e-06,-3.911512976628728e-06,1.3253506040200591e-05,-6.593339958271827e-05,1.6524693819519598e-05,1.3457360182655975e-05,-1.1948568953812355e-05,8.13105270935921e-06
-2.0387545191624667e-05,9.331839100923389e-05,0.00014408988636205322,0.00023942066763993353,-2.7242611395195127e-05,-8.57437371450942e-05,-5.993910599499941e-05,-1.2108499731766642e-05,-7.248039401019923e-05,-2.1860309061594307e-05,-6.984446918067988e-05,-1.615802466403693e-05,-4.0985831219586544e-05,-4.024467671115417e-05,-9.833735930442344e-06
-3.157758374072728e-05,0.00013562519416154828,9.559028148942161e-05,0.0001739725048537366,1.6306046745739877e-05,-8.420697849942371e-05,-4.596002690959722e-05,-4.604670175467618e-05,-4.4902713625560864e-05,-1.7286298941598943e-05,-7.482708315365016e-05,1.1861463917739457e-05,-1.3748209767072694e-05,-5.9842672271770425e-05,-1.495721789979143e-05
-0.00011286886410744046,0.0002181665907983188,9.518565275357105e-05,0.00019386612257221714,8.14727336546639e-05,-0.00013559318176703528,-7.695716885791626e-05,-3.853765156236477e-05,-5.7514266700309236e-05,-1.0534829016251024e-05,-6.704135921609122e-05,2.7346292199581512e-05,-2.919449639193772e-05,-6.378634952852735e-05,-2.4009217668208294e-05
-5.470199175761081e-05,6.487214704975486e-05,2.764518285403028e-05,4.900088970316574e-05,3.3505672035971656e-05,-6.148284478513233e-05,-1.4827965060248971e-05,-9.953953849617392e-06,-2.50769589911215e-05,9.974124623113312e-06,-8.209291991079226e-06,3.2972679946396966e-05,-4.3034642658312805e-06,-4.577424715535017e-05,6.36001595921698e-06
-5.376899594011775e-05,9.820753621170297e-05,2.3617776605533436e-06,-1.747422356856987e-05,4.7611027184757404e-05,-8.935322694014758e-05,-4.599980456987396e-06,1.7502752598375082e-06,5.0705029934761114e-06,6.3430607042391784e-06,2.337948149033764e-05,3.62938471880625e-05,-4.288827767595649e-05,-2.8969100640097167e-05,1.6036293345678132e-05
-0.00014873116015223786,0.0001891779866127763,-7.578270742669702e-05,3.023608587682247e-05,0.00011074221220042091,-0.00013871354531147517,-2.399459617663524e-05,3.7301470001693815e-06,-1.937562228704337e-05,2.687092182895867e-05,-8.218982839025557e-05,6.593437183255446e-05,6.6119222992711e-05,1.1488898053357843e-05,-1.551239165564766e-05
-6.255451717152027e-05,6.709373155899812e-05,-3.969798854086548e-07,5.466634684125893e-05,3.85914800062892e-05,-7.762514201203885e-05,1.6687685274519026e-05,5.808800551676541e-06,-2.0204288830427686e-05,1.0108531569130719e-05,-3.382489376235753e-05,3.3315166547254194e-05,3.900808223988861e-06,-5.1930142944911495e-05,1.6363391750928713e-05
-0.000116593626444228,0.0002423677306069294,0.00013089556887280196,0.0002986162871820852,5.436090941657312e-05,-0.0001492526898800861,-6.821283022873104e-05,-6.925061418172618e-05,-5.5942700782907195e-05,-3.44223062711535e-05,-0.00015860898565733805,3.820462097792188e-05,-3.494526390568353e-05,-3.28175192407798e-05,-4.439859912963584e-05
-2.6279691155650653e-05,8.00183079263661e-05,-6.765098078176379e-06,4.89224839839153e-06,3.5647745448841306e-05,-3.3816548238974065e-05,-3.0273731681518257e-06,-3.042387106688693e-06,-8.18881562736351e-06,-9.304304512625095e-06,1.7568149814906064e-05,2.59697662841063e-05,-5.856799020875769e-05,-1.050761284204782e-05,-4.596397957357112e-06
-4.393460039864294e-05,5.201595922699198e-05,-1.9911685285478598e-05,-7.5949428719468415e-06,5.049005267210305e-05,-3.2745865610195324e-05,-5.11863618157804e-09,4.998946678824723e-07,-1.3705104265682166e-05,1.666773732722504e-05,-4.48524715466192e-05,2.6762709239847027e-05,1.9192099216525094e-05,-7.134993211366236e-06,4.256316969986074e-06
-0.00011444349820521893,0.00023465754929929972,0.00010689581176848151,0.00023697398319200147,0.0001226690219482407,-0.0001657941502344329,-5.7457775255898014e-05,-3.7738532228104305e-05,-6.0196471167728305e-05,-1.298639108426869e-05,-0.00012225055979797617,-3.7673180202091316e-06,2.5541248760418966e-06,-6.581774823644082e-05,-6.329803636617726e-05
-8.570548015995882e-05,7.68244567552756e-05,-0.00010218211173196323,-4.747571801999584e-05,7.744660615571775e-05,-8.150678331730887e-05,2.4928567654569633e-06,1.7918069715960883e-05,4.9246516482526204e-05,3.188516348018311e-05,-3.7473285374289844e-05,2.6734591301647015e-05,2.6230665753246285e-05,4.7738238208694384e-05,-2.1737732822657563e-06
-9.402384193890612e-06,5.4752455980633385e-05,5.016849172534421e-06,3.4253112971782684e-05,2.0141533241258003e-05,-2.7398908969189506e-05,-3.289324013167061e-06,-8.069316209002864e-06,-1.8685877876123413e-06,-3.366654800629476e-05,3.810722773778252e-05,-1.237346032212372e-05,-3.964318057114724e-05,-1.1914424248971045e-05,-4.6450459194602445e-06
-5.8956102293450385e-05,0.00016917418179218657,0.00011798154446296394,0.00021882069268031046,2.498514913895633e-05,-0.00010852430568775162,-3.488848051347304e-05,-5.4989430736895883e-05,-5.965221134829335e-05,-3.216522820537193e-05,-6.753280467819422e-05,2.53735688602319e-05,-5.7530092817614786e-05,-5.780544597655535e-05,-2.4291049157909583e-05
-5.9483512814040296e-05,0.00018777051263896283,0.00017537011444801465,0.0003035572590306401,2.4785654773040733e-05,-0.00012523605437309016,-3.7888068618485704e-05,-5.259773479338037e-05,-7.794230896251975e-05,-5.5735062232997734e-05,-9.718894943944179e-05,1.4987472241045907e-05,-7.875992605477222e-05,-8.670542320032837e-05,-3.49339866261289e-05
-7.165144603504814e-05,8.957646423368715e-05,-5.55755032110028e-05,-1.3539814972318709e-05,6.60602509015007e-05,-5.530807720788289e-05,-1.3142471289029345e-06,2.0574898371705785e-05,-1.4230450688046403e-05,1.866358070401475e-05,-3.103118979197461e-05,4.280822031432763e-05,3.433831443544477e-05,-5.7241904869442806e-06,-2.3646814952371642e-05
-3.6875353998766514e-05,5.212853375269333e-05,5.3168696467764676e-06,2.8840904633398168e-05,3.275680137448944e-05,-3.753202190637239e-05,-1.1493732017697766e-05,-3.5808934626402333e-06,-1.0454623406985775e-05,2.1287114577717148e-06,-9.233654054696672e-06,9.757146017363993e-06,1.0946274528578215e-05,-2.3774902373929763e-05,-8.930059266276658e-06
-5.9045556554337963e-05,0.00020063543570358888,0.00017292186021222733,0.0002975517995764676,2.2275522496784106e-05,-0.00014485154270005296,-5.650789171340875e-05,-8.093833093880676e-05,-7.26550464378306e-05,-5.093773143016733e-05,-0.00010847706926142564,1.9835119019262493e-05,-3.975409345002845e-05,-9.488699538451328e-05,-5.16550790052861e-06
-6.106117507442832e-05,0.0001568136995047098,9.056785347638652e-05,0.00021290155927999876,3.233471215935424e-05,-8.388498008571332e-05,-4.778551829076605e-05,-4.792506842932198e-05,-4.774750186697929e-05,-2.8359699172142427e-05,-7.446699783031363e-05,3.1142017178353854e-05,-3.291201335287042e-05,-5.293978756526485e-05,-4.667710481953691e-05
-6.139833749330137e-05,4.9170692363986745e-05,-8.495205474901013e-05,-6.320473312371178e-05,7.033785323073971e-05,-1.760225050873032e-05,1.2612172213266604e-05,3.249309884267859e-05,-1.9930203052354045e-06,3.785551871260395e-05,-3.5957409636466764e-05,4.7828530568949645e-05,3.4945398510899395e-05,-8.001442438398954e-06,-1.21340126497671e-05
-0.0001531202215119265,0.00014230313536245376,-0.00024463537192787044,-0.00016148587019415572,0.0001812018090276979,-0.0001034847707614972,2.0385235416142677e-05,4.5535972276411485e-05,8.73405224410817e-06,6.232590385479853e-05,2.5141052901744843e-06,9.798361361390562e-05,9.075755065168778e-05,4.901834472548217e-06,6.083035486881272e-06
-0.00010391676369181368,6.453706373577006e-05,-8.735817573324312e-05,-6.028616371622775e-05,5.926414451096207e-05,-6.197560287546366e-05,9.513627560409077e-05,5.447572038974613e-05,4.9844529712572694e-05,6.231721272342838e-05,-0.000121025659609586,4.1135368519462645e-05,4.9957383453147486e-05,-6.66232081130147e-05,2.4517823476344347e-05
-7.886467938078567e-05,6.972025585127994e-05,-5.343042721506208e-05,6.099726306274533e-07,3.537276643328369e-05,-3.163698784192093e-05,-1.5910176443867385e-05,-1.9917850295314565e-05,-3.250195732107386e-05,2.8521376407297794e-05,-9.708790457807481e-05,-2.4829203539411537e-05,4.8881642214837484e-05,0.0001729643699945882,-1.891203282866627e-06
-5.5435224567190744e-05,0.0001711925615381915,0.0001080026850104332,0.00022234774951357394,3.834406743408181e-05,-5.179828713153256e-05,-4.806867946172133e-05,-7.81467516048906e-05,-5.027157021686435e-05,-6.527435652969871e-05,-3.91802877857117e-05,7.704071322223172e-06,-4.7580611862940714e-05,-5.4915901273489e-05,-5.691945534636034e-05
-0.00010364244189986493,0.00012840710405725986,-0.00022539859855896793,-0.00017525499970361125,0.00014230055603547953,-7.681768693146296e-05,2.1634908989653923e-05,4.2082852019120764e-05,-8.915825674193911e-05,6.289931843639351e-05,4.830582838621922e-05,0.00014683782501379028,4.451480509715111e-05,-8.258044545073062e-06,4.154682392254472e-05
-3.605909842008259e-05,3.0400265586649766e-05,-2.7944433895754628e-05,3.060627932427451e-06,2.275084034408792e-05,-1.9578818410082022e-05,7.277982831510599e-06,3.0906226129445713e-06,-2.714841684792191e-06,6.021827744007169e-06,-1.7256312730751233e-05,2.003734789468581e-05,1.3610326732305111e-05,-1.831732333812397e-06,-8.646047717775218e-07
-2.3830699319660198e-05,3.1766798201715574e-05,-4.800703663931927e-06,2.3095155484043062e-05,3.0547442293027416e-05,-8.992615903480328e-06,-9.003593277157051e-06,1.5553661114608985e-07,-1.9209570382372476e-05,6.332684733934002e-06,-2.1610634121316252e-05,2.0767841306224e-05,1.0659749023034237e-05,-1.1607174201344606e-05,-2.4270217181765474e-05
-2.609723469504388e-05,3.200957132776239e-05,3.4643262551981024e-06,3.891158530677785e-05,6.924969966348726e-06,-1.8759770682663657e-05,-6.500292556665954e-06,-1.4884033816997544e-05,-3.029433401025017e-06,-9.888373824651353e-06,-2.72569104708964e-06,4.8855172281037085e-06,-9.401030183653347e-06,-1.993956175283529e-06,7.083843456712202e-06
-1.8295171685167588e-05,1.877417707873974e-05,-1.2939595762873068e-05,1.917938789119944e-06,9.765212780621368e-06,-1.5150577382883057e-05,2.9977350095578004e-06,6.769043011445319e-06,2.8559250040416373e-06,3.246470441808924e-06,-7.607856787217315e-06,5.232952389633283e-06,5.2971599870943464e-06,9.229406714439392e-07,-3.7863569559704047e-06
-2.7297841143081314e-05,1.7840347688036218e-05,-4.445205024694587e-05,-3.5535003917175345e-05,2.861311804736033e-05,-9.503741239313968e-06,7.408626402138907e-06,5.00623991683824e-06,8.261476239113108e-06,3.2024217944126576e-06,1.190338753076503e-05,1.780720049282536e-05,1.0369731057835452e-05,6.158926908028661e-06,2.1716186893172562e-07
-5.210214476392139e-05,2.141903928531974e-05,-6.699599452986149e-06,1.5003158296167385e-05,1.8397970279693254e-05,-4.072458250448108e-05,9.286340628023027e-06,1.5889886981312884e-05,-7.389003712887643e-06,1.7219137589563616e-05,-3.468525937933009e-05,2.03294921448105e-05,1.915445636768709e-05,-1.1521488886501174e-05,1.6422598491772078e-05
-3.9647378798690625e-05,4.038914039483643e-05,-2.3477482955058804e-05,1.2860863535024691e-05,3.613909393607173e-05,-2.7384709653688333e-05,-4.90309321321547e-06,2.6054613044834696e-06,-1.436371348972898e-06,8.544904403606779e-06,-1.4268421409724397e-05,1.968814149222453e-05,1.0981423542943958e-05,-6.80447556078434e-07,-1.941112577696913e-05
-2.0788533220184036e-05,3.735019072337309e-05,3.7841509765712544e-06,2.4947217298176838e-05,3.168461171298986e-05,-2.2497622012451757e-05,-1.6637348835502053e-05,-1.3309336281963624e-06,-2.77680537692504e-05,8.506652193318587e-06,-3.7590570173051674e-05,2.7155278075952083e-05,1.7278422092203982e-05,-1.4613128314522328e-05,-9.480334256295464e-06
-3.595315956772538e-05,4.936948334943736e-05,-1.3450060578179546e-05,2.323900298506487e-05,3.192513213434722e-05,-3.797675208261353e-05,-1.5922514648991637e-06,8.068304396147141e-06,-1.4380651919054799e-05,1.5617751614627196e-05,-2.712942659854889e-05,1.9448593320703367e-05,1.1837702118100424e-05,-1.6925110230658902e-05,-1.2098552360839676e-05
-4.759934972753399e-05,2.680274519661907e-05,-8.071381307672709e-05,-6.483685433522623e-05,4.5175098421168514e-05,-9.867557309917174e-06,1.7165672829833056e-05,1.5408146964546177e-05,1.84392256414867e-05,1.7804724848247133e-05,3.2621137506794184e-06,2.591961225562045e-05,2.3572129066451453e-05,1.5052073649712838e-05,-5.583963186950314e-06
-6.1026186813251115e-05,2.717073766689282e-05,-3.886392232743674e-05,3.815044692601077e-06,3.3685938205962884e-05,-4.209297094348585e-05,3.6755463952431455e-06,1.318087151958025e-05,6.161328656162368e-06,2.4491537260473706e-05,-1.1101310519734398e-06,2.25111102736264e-05,2.8877560453111073e-05,-1.6412004697485827e-06,-1.8835265109373722e-05
-8.125422755256295e-05,0.00010852677041839343,-9.109860457101604e-06,8.434744086116552e-05,5.264606897981139e-05,-9.089518289329135e-05,-6.9629945755878e-06,-4.030496256746119e-07,-2.0725128933918313e-05,7.246268637572939e-06,-4.4214945262410765e-05,2.8871629638160812e-05,6.5706132659215655e-06,-3.042194862246106e-05,-4.2214555833197664e-06
-0.00011560584971448407,0.00014265710342442617,-3.5067310818703845e-05,8.169099965016358e-05,8.717269520275295e-05,-0.00011083590288762935,-2.245282394142123e-05,-1.182287314804853e-05,-2.675536507013021e-05,1.386840631312225e-05,-4.640674524125643e-05,6.02039599471027e-05,1.9034489923797082e-05,-3.2201141948462464e-05,-3.4796430554706603e-06
-3.561376433935948e-05,7.423192619171459e-05,4.25733397833028e-05,0.00011048855049011763,2.1501138689927757e-05,-5.413798226072686e-05,-1.740660826499152e-05,-1.6601299439145123e-05,-3.120744258922059e-05,-1.120845740842924e-05,-3.6440032090467867e-05,7.947390486151562e-06,-8.537778846573474e-06,-3.066143244723207e-05,-1.4927546715171047e-05
-6.489413499366492e-05,7.051487045828253e-05,-6.001762812957168e-06,5.185446229916124e-05,4.104838262719568e-05,-6.50159072392853e-05,3.869357897201553e-06,5.53005429537734e-06,-1.1721088299054827e-05,1.0096074220200535e-05,-3.5550428947317414e-05,2.044256461886107e-05,1.231454768912954e-05,-1.4737805713593843e-05,-1.774918746377807e-05
