F7,F8,Fp1,Fp2,O1,O2,P7,P8,T7,T8,Cpz
-3.3269351661147084e-05,4.109498695470393e-05,-1.0763500540633686e-05,1.925117658174713e-05,-2.1294747057254426e-05,8.877243544702651e-07,-2.9410887691483367e-05,1.8406405843052198e-05,-3.730128810275346e-05,7.024813567113597e-05,-1.7848656625574222e-05
-2.0299551579228137e-05,3.042758999072248e-05,-8.31480167562404e-06,1.497917355663958e-05,-2.2046379854145925e-05,-3.891802862199256e-07,-1.864221530922805e-05,2.0479109025473008e-05,-2.19966577788e-05,2.8181084417155944e-05,-2.3781717573001515e-06
-2.0650891656259773e-05,2.6921213702735258e-05,-7.302161748157232e-06,-5.886435587854066e-07,-9.132793593380484e-06,-4.798493137059268e-06,-8.190177595679415e-06,1.113141138375795e-05,-7.260434962574891e-06,2.8756558208442584e-05,-8.885587476470391e-06
-5.911281186854467e-05,8.712497219676152e-05,-2.3791868443368003e-05,1.4138259473384096e-05,-3.221576480427757e-05,-5.220028356234252e-06,-4.072025876666885e-05,4.0090643778967205e-05,-4.5292127651919145e-05,9.888194836094044e-05,-3.388296136108693e-05
-1.9408138996368507e-05,3.80354485969292e-05,-6.895847945997957e-07,1.3570431519838166e-05,-2.8897438824060373e-05,-7.466452871085494e-06,-2.4525742446712684e-05,1.312680558385182e-05,-1.1839876151498174e-05,3.45116927746858e-05,-6.417143822545768e-06
-2.7917346514527708e-05,6.220658178790472e-05,5.800004146294668e-06,2.651343811521656e-05,-3.979427765443688e-05,-1.4800007647863822e-05,-4.604924833984114e-05,2.0554969069053186e-05,-4.6475246563204564e-05,7.957517300383188e-05,-1.9614040866144933e-05
-1.1755626246667816e-05,6.25337052042596e-05,1.538915603305213e-05,3.335059227538295e-05,-2.4724584363866597e-05,-2.8810092771891505e-05,-2.660227391970693e-05,-1.4544631085300352e-05,-2.12106801882328e-05,3.984439899795689e-05,-2.3469958250643685e-05
-3.574800939531997e-05,4.4621674533118494e-05,-2.040831805061316e-05,-6.8056906457059085e-06,-5.495372533914633e-06,-4.4802247884945245e-06,-1.040638471749844e-05,1.8443022781866603e-05,-1.8916256294687628e-05,5.9888395298912656e-05,-2.069283709715819e-05
-1.556711686134804e-05,2.9968464332341682e-05,3.6643868952523917e-06,1.5930315385048743e-05,-1.6824662452563643e-05,-2.740775016718544e-06,-2.4358113023481565e-05,1.5767389413667843e-05,-2.773478627204895e-05,3.551249028532766e-05,-1.3617592685477575e-05
-2.9730690243923164e-05,5.362994488677941e-05,-1.1991467772531905e-05,3.0750088626518846e-06,-1.662150598669143e-05,-1.8478610854799626e-06,-1.7092084362957394e-05,2.320077328477055e-05,-3.703844140545698e-05,2.871108790714061e-05,5.705236389985657e-06
-0.000102236061138683,0.00012963473272975534,-0.00012335557767073624,-7.34789646230638e-05,-1.0758710232039448e-05,2.9402453947113827e-06,1.8858310795621946e-05,2.2571003484017638e-05,-2.0732586563099176e-06,0.00013854294593329541,-6.446807674365118e-07
-7.099984577507712e-05,0.00016437172598671168,2.3747707018628716e-05,2.565502654761076e-05,-1.622250783839263e-05,-4.9956311158894096e-06,-3.0418603273574263e-05,9.808522008825094e-06,-4.2837013097596355e-05,-4.9299687816528603e-05,-8.809691053102142e-06
-3.869478859996889e-05,2.972064302753097e-05,-1.2710995633824496e-05,8.45916656544432e-06,-1.2411260286171455e-06,1.2934996220792527e-06,-6.731213943567127e-06,2.100098026858177e-05,-2.365792840919312e-05,2.3420173420163337e-05,-8.584065653849393e-07
-9.372094291393296e-05,0.00010580028720141854,-8.22933616291266e-05,-6.743661955965763e-06,1.450005584047176e-06,2.3096933773558703e-05,-3.009897227457259e-06,2.8080641641281545e-05,-2.222104993876428e-05,5.4174151046026964e-05,-4.6131052044984244e-06
-3.936139410143369e-05,6.345646147565276e-05,-3.101383845205419e-05,3.20698363793781e-05,-1.5199378140096087e-05,-1.142335668191663e-05,-2.8275035219849087e-06,-4.105459083802998e-09,-1.4473891496891156e-05,3.16969408231671e-05,-1.2919768778374419e-05
-4.244187039148528e-05,4.4052030716557056e-06,-2.1026226022513583e-05,2.6981715564033948e-05,-8.353558769158553e-07,3.6443451563172857e-06,-4.780304152518511e-06,-1.835132934502326e-08,-7.912167347967625e-06,4.111230873604654e-05,8.70692019816488e-07
-0.0001457967155147344,8.031711331568658e-05,-9.834644151851535e-05,3.72884824173525e-05,9.662124284659512e-06,2.9273098983040313e-05,1.600099858478643e-05,3.867565010295948e-05,-4.41867123299744e-05,6.727466097800061e-05,9.837732250161935e-06
-5.045420220994856e-05,6.156528797873762e-05,-3.173241566400975e-06,5.8251694099453744e-05,-1.552490766698611e-05,-1.9538860442480654e-05,-1.8706663922785083e-05,1.0553775609878357e-05,-3.258426659158431e-05,1.845032602432184e-05,-8.838933581500896e-06
-4.957025339535903e-05,9.832931800701772e-05,-4.046333333462826e-05,1.6973265246633673e-05,-1.518192220828496e-07,-8.819292361295084e-06,-1.1796206308645196e-05,-3.135975748591591e-05,-1.730838448565919e-05,4.6487369218084496e-05,-2.3209086066344753e-06
-0.0001157374222202634,5.3802792535861954e-05,-0.00023535786021966487,-0.00012913427326566307,5.907915442548983e-05,8.037055386012071e-05,4.90010734210955e-05,8.946021443989594e-05,1.2760916433762759e-05,0.00010204980662820162,3.370505146449432e-05
-0.00012266648991499096,0.0001376250511384569,-2.185008634114638e-05,7.09095511410851e-05,-1.7380170902470127e-06,8.179260476026684e-06,-1.950216210389044e-05,1.6956229956122115e-05,-2.9608794648083858e-05,-3.5112976547679864e-05,-3.1915560612105764e-06
-7.28021768736653e-05,3.8963480619713664e-07,-0.00010964932516799308,-5.3509505960391834e-05,3.931988794647623e-05,4.976434865966439e-05,3.797613317146897e-05,5.340037932910491e-05,9.321633115177974e-06,2.2819307559984736e-05,2.2969684323470574e-05
-0.00010851970000658184,2.431468044505891e-05,-0.00031160727667156607,-0.00021629660659527872,0.00011048131636925973,9.150341793429106e-05,8.876853826222941e-05,8.142866317939479e-05,6.453375499404501e-05,0.00011253584352743928,6.285737424605031e-05
-3.776598532567732e-05,4.572078432829585e-05,-6.355775258271024e-05,-2.633939584484324e-05,9.385548764839768e-06,-5.0028611440211535e-06,1.2140697435825132e-05,1.7828242562245578e-05,2.1425039449241012e-06,5.060395415057428e-05,-5.155745384399779e-06
-7.95567684690468e-05,0.00013742288501816802,-5.9483476434252225e-05,-4.500736395129934e-06,1.5528352378169075e-05,9.943183613358997e-06,2.7719070203602314e-06,-8.408369467360899e-07,-2.9193414775363635e-05,2.04701786969963e-05,-1.2561266885313671e-05
-8.725991301616887e-05,0.00010071046619941626,-0.00013375779053603765,-4.860180774812761e-05,3.819516132352874e-05,2.4668319383636117e-05,2.920368660852546e-05,2.235564352304209e-06,-7.370876119239256e-06,7.337708666455e-05,8.600101864431053e-06
-0.00012296269051148556,0.00010042167377832811,-0.00016852081898832694,-8.592406447860412e-05,4.3163136979273986e-05,3.1558573709844495e-05,1.7300478248216677e-05,2.7803806005977094e-05,6.519465387100354e-06,0.00010882903734454885,4.1811395817603625e-05
-7.263524867084925e-05,4.1411865822738037e-05,-4.8140438138943864e-05,3.302044569863938e-05,1.0759963515738491e-05,1.625938546112593e-05,2.6790748961502686e-06,1.489169835622306e-05,-2.9875407335566706e-05,1.475446333643049e-05,1.6874197172001004e-05
-9.853972005657852e-05,0.00021351335453800857,-7.640542753506452e-05,4.978512151865289e-06,-1.1870495654875413e-05,-2.7307469281367958e-06,-2.2194217308424413e-06,2.2398100554710254e-05,-2.7423398933024146e-05,4.7624052967876196e-07,-2.2177011487656273e-05
-0.00010215917654932127,8.311176065944892e-05,-0.00011584362437133677,-6.096855940995738e-06,1.930025428009685e-05,2.796120952552883e-05,1.558936992296367e-05,2.0898676666547544e-05,-1.7270728676521685e-05,6.049860894563608e-05,1.4010511222295463e-05
-3.9105261748773046e-05,3.206007204425987e-05,-1.7450006907893112e-05,-1.1845148037537001e-05,-1.5163192756517674e-05,2.7123023755848408e-06,-2.1908805592829594e-05,3.405115239729639e-05,-4.03084050049074e-06,5.692264255685586e-05,-1.6242914853137336e-05
-3.268272848799825e-05,1.7996450878854375e-05,-9.378325103170937e-06,2.6022065640063374e-06,1.7542179193696938e-06,-1.8441796783008613e-06,-1.8006721802521497e-07,1.2676494861807441e-05,-1.3367898077376594e-05,1.3654797612616676e-05,8.769031410338357e-06
-4.099727266293485e-05,6.402139479178004e-05,-4.3406794475231436e-05,-2.0594069610524457e-05,6.72801434120629e-07,2.9064735826977994e-06,-3.0208755106286844e-06,-1.2421605788404122e-06,-1.0674357781681465e-05,5.371008228394203e-05,-1.375223575905693e-06
-3.646337063401006e-05,1.9093626292487897e-05,4.371424438431859e-06,5.302149929775624e-06,6.842734705969633e-06,-3.74258615920553e-06,4.873075113209779e-06,2.0702077563328203e-07,-9.71658505477535e-06,1.7687438457869575e-05,-8.454928320134059e-06
-7.811948307789862e-05,6.753148954885546e-05,0.00010741442201833706,0.00020564516307786107,-4.100473233847879e-05,-4.623770541911654e-05,-4.996325378670008e-05,-2.494326236046618e-05,-8.65126548887929e-05,-2.9468546927091666e-05,-2.4341449716303032e-05
-8.868190116118058e-05,9.812517600948922e-05,-1.3930666682426818e-05,7.047740109555889e-05,-1.9035147545309883e-05,1.0566420314717107e-05,-2.2338870621751994e-05,-5.283733116812073e-06,-2.9502322831831407e-05,-1.7484471754869446e-06,1.3520857464754954e-06
-7.694545729464153e-05,4.891184107691515e-05,-1.2913092064081866e-05,5.488043871082482e-05,1.0850780427063e-05,1.4218365322449245e-05,1.621704905119259e-05,1.0093286618939601e-05,-7.804313099768478e-05,2.2730237105861306e-06,1.0456898053234909e-05
-4.240586167725269e-05,9.361491902382113e-05,-5.0048187404172495e-05,-3.517509685480036e-05,-1.068675965143484e-05,-6.515078894153703e-06,-2.61855950611789e-06,9.989253157982603e-07,-2.7511016014614142e-05,9.685010809334926e-05,-1.650339618208818e-05
-7.52502919425524e-05,4.24039717472624e-05,-6.027711469869246e-05,-1.0521783678996144e-05,2.425584534648806e-05,1.4072881583615526e-05,2.2103003175288904e-05,-4.494104359764606e-07,7.337304168686387e-06,3.595894122554455e-05,3.666459633677732e-07
-1.6717053767933976e-05,3.772973741433816e-05,2.3994711682462366e-05,4.7920160795911215e-05,-1.98096008716675e-05,-9.38061623401154e-06,-2.671215042937547e-05,1.3169573435334314e-05,-5.256612166704144e-05,2.975181723741116e-05,-2.7380457140679937e-05
-7.690062557230704e-05,8.28988440844114e-05,-2.851679346349556e-05,7.302345636617247e-05,-1.4940662367735058e-05,-1.2474876598389528e-05,-1.4658093647312853e-05,1.2834818505780277e-06,-3.479082351987017e-05,3.2294850825564936e-05,-7.218757218652172e-06
-6.77727202855749e-05,7.550520922450232e-05,-6.126535299699754e-05,2.3416905605699867e-05,-6.5978147176792845e-06,1.4591023500543088e-06,-3.369621299498249e-05,9.35753996600397e-06,3.5229641071055084e-06,4.720516881207004e-05,8.865205018082634e-06
-5.6025353842414916e-05,0.00010815972927957773,1.699360882412293e-05,0.0001630802762520034,-4.027946124551818e-05,-1.4480592653853819e-05,-0.0001341729869182018,-2.327605034224689e-05,-2.4340579329873435e-05,1.833228816394694e-05,-1.3990883417136502e-05
-2.972474612761289e-05,0.00015719796647317708,-1.1657310096779838e-05,6.0782767832279205e-06,-1.631300983717665e-05,-1.9485260509100044e-05,-2.203146868851036e-05,-3.737863153219223e-06,-0.00012693923781625926,5.4142049521033186e-05,1.2470598448999226e-05
-7.421209011226892e-05,3.5561064578359947e-05,-3.4050317481160164e-05,3.600966010708362e-06,9.36380911298329e-06,1.6340352203769726e-05,1.2002099538221955e-05,8.359828044035567e-06,1.704716578387888e-05,6.7058062995783985e-06,-7.186854418250732e-07
-0.00013660028707818128,0.000207506978767924,0.00011395468391128816,0.00028843523614341393,-7.415332584059797e-05,-5.8275501942262053e-05,-6.10845563642215e-05,-2.6775423975777812e-05,-0.00016877225789357908,1.9380559024284594e-05,-0.000103616104752291
-4.6299686800921336e-05,9.642374425311573e-05,2.2674124920740724e-05,1.7856582417152822e-05,-2.7169438908458687e-05,-2.253675484098494e-05,-4.944167267240118e-05,-3.8290951124508865e-05,5.5980563047342e-06,4.005904702353291e-05,1.1269512469880283e-06
-0.00013550825315178372,0.00011877454380737618,0.00010738693799794419,0.00015679624084441457,-4.480333495848754e-05,-6.6162392613478005e-06,-6.86101766405045e-05,-3.873712557833642e-05,-0.00010505346926947823,3.770353396248538e-05,-2.1332655023797997e-05
-0.0001936613698489964,0.00012873321975348517,-1.8211881979368627e-05,1.9149068975821137e-05,1.4171826478559524e-05,1.538179458293598e-05,-2.911125193350017e-06,3.010607360920403e-05,-1.8420832930132747e-05,3.0452928967861226e-05,-4.789697413798422e-06
-2.730210758272733e-05,1.8938049834105186e-05,-1.4805537830397952e-05,4.6646575810882496e-06,5.383994903240819e-07,9.595660827699248e-06,-7.286615982593503e-06,1.3938291658632807e-05,-1.4615281997976126e-05,1.7781872884370387e-05,-1.4473897635980393e-06
-1.6636887266940903e-05,2.3844847419240978e-05,1.3174485502531752e-07,1.4365270089911064e-05,-2.3116258034860948e-05,5.8416494539415e-06,-2.6123686438950244e-05,2.2553294911631383e-05,-2.903617041738471e-05,2.98582317554974e-05,-1.6820366113279306e-06
-1.959724386324524e-05,1.9245860130467918e-05,-9.62488002187456e-06,6.758101790182991e-06,-1.7412683064321755e-05,2.7453593247628305e-06,-1.70373778018984e-05,2.277332987432601e-05,-1.839781680246233e-05,1.9010341020475607e-05,1.153700986833428e-05
-2.5231787034840636e-05,1.3774356602880289e-05,-7.067101478241966e-06,2.9431886900965765e-06,-2.3048083903631778e-06,1.1212865729248733e-05,-3.273657938507313e-06,9.371515488965088e-06,-1.4976347529227496e-05,1.130675201466147e-05,4.245024797455699e-06
-2.8600854875548976e-05,2.526000935176853e-05,-1.2542308923002565e-05,7.0498949753527995e-06,9.947902981366497e-07,8.579547738918336e-06,-2.6101561161340214e-06,8.45613431010861e-06,-1.5762866951263277e-05,1.3242462046036962e-05,-4.066653559675615e-06
-1.3779451819573296e-05,4.300625732867047e-05,8.964599146565888e-06,2.3731593500997405e-05,-2.0636606222979026e-05,-1.1954972251260187e-05,-1.9428727171089122e-05,-6.243622010515537e-07,-1.657751272432506e-05,2.727977880567778e-05,-1.998059588004253e-05
-2.121734360116534e-05,4.3138469010273184e-05,4.034764288007864e-06,3.481508110780851e-05,-2.2887738396093482e-05,-1.81046793841233e-05,-1.7393626535522344e-05,-1.7841541648522252e-06,-1.1923288639081875e-05,4.1459408294031164e-05,-3.0136891496113094e-05
-4.2533655687293503e-05,5.093626759844483e-05,-1.5989560324669583e-05,1.1929705578950234e-05,3.0099749892542604e-07,8.510130498962098e-06,-1.734649799800536e-05,1.9417147086642217e-05,-4.049596645927522e-05,4.293057645554654e-05,-1.7659145669313148e-05
-2.9190571694925893e-05,0.00010511527943890542,3.408829343243269e-05,8.252388306573266e-05,-5.9533944295253605e-05,-3.441650285651576e-05,-6.391993883880787e-05,5.830410373164341e-06,-7.133700273698196e-05,9.204631896864157e-05,-6.120622310845647e-05
-3.252578608226031e-05,4.451685890671797e-05,-5.427791961665207e-06,2.2012343833921477e-05,-2.268986645503901e-05,3.2137961625267053e-06,-3.124948034383124e-05,2.887803657358745e-05,-3.715149978233967e-05,3.9242291677510366e-05,-8.818903495466657e-06
-6.663844931154017e-05,4.713275393442018e-05,-5.549283741856925e-06,2.576917722763028e-05,1.8877638012781972e-06,3.22504315590777e-05,-3.2382817607867764e-05,4.278493634046754e-05,-8.450360655842815e-05,6.261075941438321e-05,-2.3361664716503583e-05
-3.229214780731127e-05,7.083403124852339e-05,-1.409911328664748e-05,1.6136569684022106e-05,-2.270285290251195e-05,-2.425976981612621e-05,-2.411608147667721e-05,1.7102415313274832e-05,-3.283396119968529e-05,6.70324698148761e-05,-2.080155991279753e-05
-3.979939174314495e-05,4.3724312490667216e-05,-1.5073928807396442e-06,2.7771092845796375e-05,-7.823109172022669e-06,1.0620184184517711e-05,-2.029673214565264e-05,1.7440617284592008e-05,-5.915973542869324e-05,1.902369513118174e-05,1.0006456250266638e-05
-4.0383365558227524e-05,6.841969957349647e-05,-1.4933926649973728e-05,2.396581203356618e-05,-2.7561501156014856e-05,-8.302686183014885e-06,-3.038148770428961e-05,1.599395000084769e-05,-2.1989420929457992e-05,6.544628104165895e-05,-3.0273362426669337e-05
-6.596229832211975e-05,8.976852404884994e-05,-1.311616233579116e-05,3.787609875871567e-05,-1.687426720309304e-05,1.2391360542096663e-06,-4.2837798901018687e-05,3.507204201014247e-05,-8.438175427727401e-05,9.592072819941677e-05,-3.670424393931171e-05
-5.886602320970269e-05,4.6842650590406265e-05,-2.9873265702917706e-05,2.833923645084724e-06,-6.930280733286054e-06,-6.7077053245157e-08,-1.0062340606964426e-05,2.7958278224105015e-05,-2.331760288143414e-05,6.642250991717447e-05,-1.4940769233362516e-05
-5.681606489815749e-05,9.28336573906563e-05,-1.0838597518159077e-05,3.748387098312378e-05,-2.4825171749398578e-05,-8.035409109652392e-06,-4.36298114436795e-05,2.4126705625349132e-05,-7.508596718253102e-05,9.652943481341936e-05,-3.174264384142589e-05
-3.162366283504525e-05,2.1686097397832782e-05,6.2492840697814245e-06,2.241880747533287e-05,-6.155906703497749e-06,6.744876259290322e-06,-1.0524679510126589e-05,1.1488058135000756e-05,-4.0931116018327884e-05,1.8298472241440322e-05,2.3497700567531865e-06
-4.146721448705648e-05,9.241792940883897e-05,-6.336420483421534e-06,4.3206350710534025e-05,-2.8053979804099072e-05,-1.2114074706914835e-05,-3.8017906263121404e-05,1.2776555195159744e-05,-4.212657040625345e-05,6.804637541790726e-05,-4.8331045036320575e-05
-8.00189995970868e-05,4.9004142283592955e-05,-2.0279739146644715e-05,2.7982521714875475e-05,5.803787644254044e-06,1.6305851659126347e-05,-1.2334161965554813e-05,1.3913512475483003e-05,-1.996077389776474e-05,2.5378087229910307e-05,-5.79422401614238e-06
-8.874316063156584e-05,7.417761844408233e-05,1.1391639418434352e-06,6.202860913617769e-05,-2.378079267373323e-05,-1.388565704019129e-05,-3.1842449971009046e-05,7.267382898135111e-06,-5.950068589299917e-05,9.812388998398092e-05,-2.498391268090927e-05
-7.614442984049674e-05,1.703112866380252e-05,-0.00021794076747028157,-0.00014306544289865997,7.80994687374914e-05,7.255498712765984e-05,6.546919530592277e-05,6.161221836009645e-05,2.6981230803357903e-05,5.8979140703740995e-05,5.6423269143124344e-05
-1.7075777577701956e-05,5.01614058521227e-05,-3.916294599548564e-05,-2.3089253772923257e-05,-9.120931196093807e-06,-1.8316368368687108e-06,-7.588632456645428e-06,1.851824822551862e-05,2.665377269295277e-05,2.1165127691347152e-05,-1.862937460828107e-05
-2.41628622461576e-05,2.676353597053094e-05,-1.1729176080166326e-05,1.039697099258774e-05,-2.621207249831059e-05,-4.363156222098041e-06,-2.0095665718145028e-05,1.5320981674449285e-05,-1.762163046592491e-05,4.2451763420103816e-05,9.251308938473812e-06
-0.00010822617696248926,1.3765111361863092e-07,1.0325768926122691e-05,4.612207703758031e-06,1.6967680949164787e-05,2.497859406958014e-05,1.2098775414415286e-05,2.671593222203228e-05,3.5558828130888287e-06,2.128654159605503e-06,6.70502731736633e-06
-5.199408042244613e-05,1.3250358108507498e-05,1.3614934687211644e-05,1.111270057663205e-05,1.1911348337889649e-05,5.954508196737152e-06,9.216811122314539e-06,-5.174586476641707e-06,1.0101139196194708e-06,-1.7300462999969568e-05,8.398357749683782e-06
-5.8072728279512376e-06,5.0393876335874666e-05,3.2368664619752963e-06,1.1338991043885471e-05,-1.8269740394316614e-05,-1.2695060831902083e-05,-1.374170028611843e-05,-3.7577653984044446e-06,2.4176265753794723e-06,-6.735654096701182e-07,-1.2442254501365824e-05
-3.224489137210185e-05,7.246480709000025e-05,-2.2939040036362712e-05,7.044872631922772e-06,-2.428360858175438e-05,-1.2767824955517426e-05,-3.7027773942099884e-05,2.3491272258979734e-05,-4.90073325636331e-05,0.00010856796689040493,-3.329844776089885e-05
-4.762458411278203e-05,7.715939864283428e-05,-1.6104359019664116e-05,1.4074218825044227e-05,-2.5399001174264413e-05,-2.007966031669639e-06,-4.992335925635416e-05,4.034083031001501e-05,-7.234020813484676e-05,0.00011248451482970268,-3.065948021685472e-05
