Fp1,F7,T7,P7,O1,Fp2,F8,T8,P8,O2,Cpz
-1.0097237463924102e-05,-2.7031765512219863e-05,-3.1320723792305216e-07,-1.367163349641487e-06,-5.018375304643996e-06,1.769165555742802e-05,4.020887081424007e-05,8.599168722867034e-06,-4.104711479158141e-06,-2.5019753593369387e-06,-1.6065256886577117e-05
2.6540712497080676e-05,-3.902292883140035e-05,-3.2327070584869944e-05,-1.9872948655574874e-05,-1.107341540773632e-05,6.794542969146278e-05,5.6712569858063944e-05,-7.808241207385436e-06,-1.7982615531764168e-05,-1.1472159712866414e-05,-1.163933029602049e-05
-3.491987536108354e-05,-5.239712959337339e-05,-1.0169069071253034e-05,8.33756064366753e-06,9.112236057262635e-06,-1.2796585110663727e-05,2.3855233848735224e-05,2.1052179363323376e-05,1.2679460724029923e-05,1.401314648319385e-05,2.1232843209872954e-05
-5.312506982591003e-05,-0.00014141137990009156,-4.465932170205633e-05,-6.534402018587571e-06,9.408554433321115e-07,2.7117543140775524e-05,0.00012904876530228648,4.400163250650735e-05,1.992797433558735e-05,1.3533039691537851e-05,1.1160358553752303e-05
-1.3390411368163768e-05,-4.934403295919765e-05,-2.402811878710054e-05,-1.142512701335363e-06,4.102530510863289e-07,9.999923349823803e-06,3.0386374419322237e-05,1.4962039983856812e-05,9.079391020350158e-06,9.913816029438749e-06,1.3153272561794438e-05
1.0062802175525576e-05,-8.828551835904364e-05,-4.538743223747588e-05,-2.95045536518046e-05,-1.822916055971291e-05,7.849326539144386e-05,0.0001180556500912644,1.9539459572115447e-05,-4.566597681332496e-06,-1.36940411721298e-05,-2.6483878173166886e-05
-1.91973231267184e-06,-3.56475820808555e-05,-2.29434845095966e-05,-1.325167886534473e-05,-1.0362329703639261e-05,2.113707705575507e-05,3.866684005515708e-05,1.5288165286619915e-05,8.223664735851344e-06,4.576516403176356e-06,-3.767454472836107e-06
-2.6003235689131543e-06,-2.8398901804393972e-05,-1.2236716429470107e-05,2.4014916562009603e-06,2.1445889615279157e-06,1.375482497678604e-05,2.1145189748494886e-05,8.141800094563223e-06,4.861700290348381e-06,5.181806045584381e-06,-1.4395458038052311e-05
-1.972706741071306e-05,-3.58309771399945e-05,-1.5315727068809792e-05,-4.180827090749517e-06,4.537163476925343e-06,-1.8241989891976118e-06,2.016701182583347e-05,1.822062199607899e-05,1.2066033377777785e-05,9.429704732610844e-06,1.2458271157811396e-05
-8.24666494736448e-06,-4.9284992201137356e-05,-2.5250668159060297e-05,-4.427827661857009e-06,-1.8081263988278806e-06,2.8000467864330858e-05,6.644473069172818e-05,1.3380961718212347e-05,-3.314104105811566e-06,-3.5709076655621175e-06,-1.1922867088287603e-05
-1.8092436221195385e-05,-3.164498230034951e-05,-8.87684836925473e-06,-2.3706888896413147e-06,-1.2714008335024118e-07,-4.651476047001779e-06,2.5793701752263587e-05,1.5353962226072326e-05,7.631614607817028e-06,5.926316589466296e-06,1.105797946365783e-05
-4.301844001020072e-05,-3.5022840165765956e-05,-1.0143619419977767e-05,-4.178502074125845e-06,1.9781964510912076e-06,-2.6748510208562948e-05,3.709145403263392e-05,2.979520604640129e-05,2.1276391635183245e-05,1.9208961248295964e-05,9.761701676325174e-06
-2.4332150132977404e-05,-5.041599342803238e-05,-9.597628604751662e-06,5.2929863159079105e-08,9.170636985800229e-06,5.311048880685121e-07,3.1310381473304005e-05,9.025098734127823e-06,4.932332558382768e-06,7.5313264460419305e-06,2.1791961444250774e-05
-2.63467627519276e-05,-7.833968629711308e-05,-2.8877783734060358e-05,2.506703772997554e-06,8.11775635156664e-06,1.2876495475211414e-05,4.3520372855709866e-05,1.943508868862409e-05,1.5917199561954476e-05,1.2682223768933909e-05,1.8508395896787988e-05
1.3397524526226334e-05,-3.023101635335479e-05,-2.189985457334842e-05,-1.3274944649310783e-05,-1.3338283679331653e-05,3.2696589187253267e-05,5.520032027561683e-05,6.590844350284897e-06,-1.0046329407487065e-05,-1.355251697532367e-05,-5.5423333833459765e-06
1.6335718100890517e-05,-8.649415758554824e-05,-5.0350707169855013e-05,-2.894404678954743e-05,-2.4146182874051902e-05,7.219611688924488e-05,9.902290275931591e-05,2.1661287973984145e-05,-4.508976417127997e-06,-6.859815584903117e-06,-7.912135060905712e-06
-1.79549624590436e-05,-5.325819665813469e-05,-2.727749233599752e-06,5.839794539497234e-06,8.73951660196326e-06,4.541338057606481e-06,1.6280941053992137e-05,1.4295750474957458e-05,1.081822347259731e-05,8.779868380770495e-06,4.6454783841909375e-06
-1.1780404747696593e-05,-2.9523554076149594e-05,-1.9973482267232612e-05,-1.3923097412771313e-05,-4.873736543231644e-06,1.7056745491572656e-05,4.743226782011334e-05,3.081086083511764e-05,4.444113073986955e-06,-1.8984228518093005e-06,-1.7771289549273206e-05
-7.69468010730634e-05,-0.0001016555097521632,-1.6410145690315403e-05,1.6484284969919827e-05,2.027612072197371e-05,-2.9557114430645015e-05,9.000161935546203e-05,4.6373957616197004e-05,2.5815676508500474e-05,2.679684575923602e-05,-1.1789352356572635e-06
2.6386851459392346e-06,-7.212493437691592e-05,-4.08164594318805e-05,-9.638257324695587e-06,-4.289439857529942e-06,5.455824953060073e-05,7.471426579286344e-05,1.213913674291689e-05,-9.338104973721784e-07,-8.332727929882822e-06,-7.914712114143185e-06
-9.941356597664708e-05,-0.00011028977405658225,-1.1686219806961162e-05,1.755224957378232e-05,1.7169244529213756e-05,-3.34481355821481e-05,7.309274269573507e-05,5.409456480265362e-05,3.936598773179867e-05,3.195295494151651e-05,2.1609949271805817e-05
-3.7595618778141215e-05,-6.819242844358087e-05,-2.64531054199324e-05,-2.7770518897796137e-06,7.629103880191224e-06,4.380873690479348e-06,5.446600334835239e-05,3.429029311519116e-05,1.9048107787966728e-05,1.8057761053569266e-05,-2.853930254786974e-06
-1.6287183825625107e-05,-3.9215625292854384e-05,-1.6370758203265723e-05,-2.0367779143271036e-06,-5.564579623751342e-07,9.360519470646977e-08,2.2309576479528914e-05,1.797789809643291e-05,1.3985961231810506e-05,8.62879187479848e-06,1.1470969184301794e-05
-6.83805110384128e-05,-8.179739779734518e-05,-1.0610607432681718e-05,1.468850314267911e-06,1.1153260857099667e-05,-2.4509466584277106e-05,6.378621128533268e-05,4.712788299343629e-05,3.242250369339672e-05,2.2073131276556524e-05,7.266145075845998e-06
-5.137367224961054e-06,-2.7839669201057404e-05,-1.1444345545896795e-05,-3.586980483305524e-06,-3.742220940239349e-06,7.873038839534274e-06,2.4154126549547072e-05,1.1101587915618438e-05,5.060648391008726e-06,1.1811471267719753e-06,2.380033720328356e-06
-9.408620826434344e-06,-4.1825796870398335e-05,-2.5777007977012545e-05,-1.5177571185631678e-05,-9.003699233289808e-06,2.154408866772428e-05,5.9325895563233644e-05,2.7694015898305224e-05,5.35440631210804e-06,1.998741936404258e-07,-1.2925591363455169e-05
-2.4090687929856358e-05,-5.413204144133488e-05,-1.9647411590995034e-05,-1.1630567541942582e-05,-3.841311524865887e-06,2.0021991076646373e-05,5.3294095778255723e-05,2.672098344191909e-05,1.1923837973881746e-05,9.664147455623606e-06,-8.283032229883247e-06
1.1503354471642524e-05,-5.110474921821151e-05,-2.9112699849065393e-05,-1.61447233040235e-05,-1.0784928235807456e-05,4.203516255074646e-05,5.16702907589206e-05,1.0725913966780354e-05,1.3492026482708752e-06,-3.153867510263808e-06,-6.982949571465724e-06
-6.251096056075767e-05,-5.617345777864102e-05,5.633433829643764e-06,2.00516551558394e-05,2.559068161644973e-05,-4.8569723730906844e-05,1.914029780891724e-05,3.472239586699288e-05,2.514990046620369e-05,2.2785414330428466e-05,1.4180357538862154e-05
2.1299092622939497e-06,-4.238251676724758e-05,-3.3284280107181985e-05,-2.1571230035988265e-05,-1.4018731462783762e-05,4.107430322619621e-05,6.57380423945142e-05,1.866507500380976e-05,-6.940099410712719e-07,-3.020901885975036e-06,-1.2635657185455784e-05
-6.508555088657886e-06,-3.4156132642237935e-05,-1.27199491544161e-05,-3.7274676287779585e-06,-8.379283826798201e-07,6.614311132580042e-06,2.5703600840643048e-05,1.3015042895858642e-05,8.148216693371069e-06,3.306417511339532e-06,1.162439730251208e-06
7.979472775332397e-05,-3.3174654163303785e-05,-6.574960025318433e-05,-5.4395265578932595e-05,-4.463427137579856e-05,0.00012402467291394714,7.654600085515995e-05,-1.8962833358671105e-05,-2.9991888823133195e-05,-3.029371418961091e-05,-3.1631780075258575e-06
3.6201845432515256e-05,-7.955754699651152e-05,-6.869960452604573e-05,-3.780859736934872e-05,-3.502733488858212e-05,9.848420086200349e-05,0.00011444618576206267,1.2568347301566973e-05,-7.818101039447356e-06,-1.6268720173684414e-05,-1.6520674762432463e-05
-3.366536111570895e-05,-4.0439328586217016e-05,-7.1928807301446795e-06,9.334795322502032e-06,1.0513464076211676e-05,-1.2357304512988776e-05,2.0658289940911345e-05,1.0254130756948143e-05,1.3558219507103786e-05,1.473922202421818e-05,1.4596746041206643e-05
-3.729457966983318e-05,-4.973130819507787e-05,-1.1231753887841478e-05,6.924092303961515e-07,7.3901628638850525e-06,-2.654480340424925e-06,4.12305553254555e-05,2.0005951228085905e-05,1.4675339116365649e-05,1.260389581148047e-05,4.313815225032158e-06
-4.887587328994414e-05,-3.0288992434179818e-05,1.4357898180605844e-05,9.61228579399176e-07,9.409074664290529e-06,-3.3933782106032595e-05,2.0268555090297014e-05,2.6958445232594386e-05,1.516257225375739e-05,1.2983361102669733e-05,1.2997515113966074e-05
-8.13180668046698e-05,-4.4932079617865384e-05,2.0983028207410825e-05,3.0316390166262863e-05,3.195913222953095e-05,-6.488596409326419e-05,7.233900760184042e-06,3.082931107201148e-05,2.7873308340531366e-05,2.7100113584310748e-05,1.4840929338788555e-05
-5.016973318561213e-05,-7.980338159541134e-05,-1.7567446775501594e-05,6.894421858305577e-06,1.2292454186990653e-05,-1.4067146366869565e-05,6.563240458490327e-05,3.373352274138597e-05,2.0666600448748795e-05,1.698498545010807e-05,5.4033166634326335e-06
4.4815842557e-06,-1.9679631805047393e-05,-2.1789454876852687e-05,-1.3700603403776768e-05,-1.2271343166503357e-05,2.3294924176298082e-05,5.201300928092678e-05,1.3380934433371294e-05,-3.513629053486511e-06,-9.70857195170538e-06,-1.250721788892406e-05
-8.096084275166504e-05,-6.194613433763152e-05,5.563471688674326e-06,2.3779153707437217e-05,3.063547319470672e-05,-5.736279672419187e-05,3.3634219903433404e-05,3.6968431231798604e-05,3.066847057198174e-05,2.771199342532782e-05,1.1308562534395605e-05
1.52892098412849e-05,-4.1859027987811714e-05,-2.2421604853661847e-05,-2.4168428353732452e-05,-2.3076454453985207e-05,4.206217636237852e-05,5.659910129907075e-05,2.2065625671530142e-05,3.684815965243615e-06,-1.0447978638694622e-05,-1.772743689798517e-05
-1.2603512004716322e-05,-4.833037564822007e-05,-1.788505824151798e-05,-1.110652374336496e-05,-7.669836122659035e-06,1.4148590707918629e-05,4.947501020069467e-05,2.2543799275354104e-05,8.324878763232846e-06,1.907681507873349e-06,1.1953425200772472e-06
6.3738416429259814e-06,-3.773149728658609e-05,-2.3022759705781937e-05,-2.0857027720921906e-05,-1.5124315723369364e-05,3.7782408981001936e-05,5.99493096160586e-05,1.5117157317945384e-05,-8.555822660127888e-06,-9.78184667133064e-06,-4.149444635004329e-06
1.541382516734302e-06,-5.061501360614784e-05,-2.936447435786249e-05,-2.3462759372705477e-05,-1.1793790690717287e-05,4.5903007048764266e-05,8.091650306596421e-05,1.5060544683365151e-05,-6.893741556268651e-06,-8.010599231056403e-06,-1.3281058727443451e-05
-1.4175134765537223e-05,-3.4431100630172295e-05,-3.5232806112617254e-06,3.7621258002218383e-06,3.7059066926303785e-07,3.7268173684879002e-06,1.2256914942554431e-05,1.3674042008915421e-05,7.637767794221872e-06,4.559519993563299e-06,6.141738140286179e-06
1.1640360298770247e-05,-1.2028874152747449e-05,-1.5590655948471976e-05,-1.6764965948823374e-05,-1.3053863540335442e-05,2.9451464797602966e-05,4.2232588384649716e-05,4.338125336289522e-06,-8.88217198280472e-06,-7.437726310399739e-06,-1.3904280422138982e-05
-2.7998856239719316e-05,-0.00011916466246475466,-5.258928194962209e-05,-1.1155132597195916e-05,7.697599357925355e-07,6.128520544734783e-05,9.659147644924815e-05,2.1869601823709672e-05,1.1248733244428877e-05,1.0374262274126522e-05,8.768888619670179e-06
1.131490330408269e-05,-1.5216818155749934e-05,-1.997113372453896e-06,-3.9669334910286125e-06,-5.101795977680013e-06,1.8251505935040768e-05,2.4590273369540228e-05,-2.5001679659908405e-07,-6.989195298956474e-06,-7.23354060028214e-06,-1.3401268660118149e-05
-7.705933967372403e-06,-3.462691529421136e-05,-1.386622375321167e-05,2.0403949747560546e-06,7.189109965111129e-07,5.071458872407675e-06,1.2788790627382696e-05,1.3926928318142018e-05,7.1139863848657114e-06,4.3922059376200195e-06,1.014639565255493e-05
-3.244819072278915e-05,-6.508809565275442e-05,-2.4611239496152848e-05,-7.694151008763583e-06,3.666091743070865e-06,3.648425490609952e-07,5.914000030315947e-05,3.143641424685484e-05,1.9252507286182663e-05,1.413101304592601e-05,1.8508118273530272e-06
-2.2257750970311463e-05,-3.287860090495087e-05,-4.980370249541011e-07,-9.549489732307848e-07,1.7245010894839652e-06,1.8903551790572237e-06,3.285618140580482e-05,1.8248001424581162e-05,7.1355566433339845e-06,3.336525878694374e-06,-8.601783520134632e-06
-5.5783129937481135e-06,-9.261927743864362e-05,-5.155952021596022e-05,-2.0545052393572405e-05,-8.012129455892136e-06,6.247644159884658e-05,9.609346534489305e-05,1.8713066310738213e-05,7.313560217880877e-06,1.8101111436408246e-06,-8.092354960353987e-06
-9.749412129167467e-06,-2.3744836425976246e-05,-1.0303681847290136e-05,-6.1468017520383e-06,-2.745160600170493e-06,1.163954584626481e-05,2.898920592997456e-05,8.931254342314787e-06,6.043497705832124e-06,4.00933095079381e-06,-6.922936336195562e-06
-8.431912647210993e-06,-2.686782318050973e-05,-1.936565968208015e-05,-1.319832688295719e-05,-5.073912006992032e-06,1.1410298611735925e-05,3.6451445339480415e-05,1.637541527088615e-05,4.231777438690187e-06,1.1986658137175255e-06,3.270033630542457e-06
-1.4610850485041738e-06,-6.215408666321309e-05,-2.9209722015366424e-05,-1.883811182779027e-05,-1.4866753190290183e-05,4.845224611926824e-05,8.425604346484761e-05,2.0011481865367386e-05,-3.7460819442003412e-06,-5.68131463296595e-06,-1.676261990724015e-05
-4.936938239552546e-06,-4.7108231228776276e-05,-2.8707383535220288e-05,-1.1026981383110979e-05,-3.884683792421129e-06,2.307863678652211e-05,5.1687113227671944e-05,2.2900145268067718e-05,1.0783578090922674e-05,-7.2220291258418e-07,-1.2063049780408619e-05
-1.2822054486605339e-05,-4.666764198191231e-05,-1.184784605356981e-05,-8.165788585756673e-06,-1.3233631761977449e-05,2.1475057565112365e-05,5.053363838669611e-05,2.4465118258376606e-05,9.490796401223633e-06,-4.646665274776751e-06,-8.580980363603885e-06
2.734326699282974e-06,-1.9355101358087268e-05,-1.0594358400339843e-05,-1.2598820376297226e-05,-1.2377145139907952e-05,3.060069684579503e-05,4.679670928453561e-05,1.06724519355339e-05,-6.322566150629427e-06,-8.312685167766176e-06,-2.124350612575654e-05
4.892405286227586e-06,-1.0909665434155613e-05,-1.5121245269256178e-05,-1.0864815067179734e-05,-8.717517630429938e-06,1.9110840185021516e-05,2.89935360342497e-05,4.438280484464485e-06,-1.8369646568316966e-06,-3.5389412005315535e-06,-6.445912845265411e-06
8.125294698402286e-06,-1.3880806363886222e-05,-2.3640192239327007e-05,-2.2471305328508606e-05,-1.795777563984302e-05,2.51297011573115e-05,5.4197523240873124e-05,2.1263648704916704e-05,-1.6895064618438482e-06,-8.087215064733755e-06,-2.0989367612855858e-05
-7.22699969628593e-05,-0.00011853758405777626,-3.543032562447479e-05,-2.8455406209104694e-07,1.2285134175726853e-05,-3.724096131918486e-06,9.381613926962018e-05,4.823818562726956e-05,3.0392845019378e-05,2.8020287572871894e-05,1.7493966879555956e-05
-1.0743407983682118e-05,-7.095246292010415e-05,-3.203896903869463e-05,-2.0076610326213995e-05,-1.4307747278508032e-05,5.1821569286403246e-05,9.043978661793517e-05,2.2931955754756927e-05,-1.671094651101157e-06,-3.684384864754975e-06,-1.1718639598257141e-05
-3.45455264323391e-05,-5.248814159131143e-05,-6.301018402155023e-06,6.79503136780113e-06,2.2848580556456e-06,-8.810890903987456e-06,4.741385873785475e-05,3.244824952730596e-05,1.1459877896413673e-05,5.67060305911582e-06,-3.926907083950937e-06
-8.909351890906692e-05,-0.00013145519187673926,-2.4857980861270335e-05,7.986796163095278e-06,2.1145840037206654e-05,-8.215228490371373e-06,0.00011859044025186449,6.069074515835382e-05,2.9796809940307867e-05,2.327157199033536e-05,-7.860283176341909e-06
-2.4612141714897007e-05,-4.670912312576547e-05,-1.548858494970773e-05,2.480986040609423e-06,5.227255314821377e-06,4.559909939416684e-06,3.672745879157446e-05,1.977167630684562e-05,1.5693582099629566e-05,8.916595106711611e-06,-6.567612217622809e-06
-8.553010820833151e-05,-0.00012913764476252254,-3.016913524334086e-05,1.3311528164194897e-06,1.3910541383665986e-05,4.101873855688609e-06,0.0001000988959276583,4.987841566617135e-05,3.2546577685366174e-05,3.316366746730637e-05,9.80576533038402e-06
-1.2098044408048736e-05,-8.886969669674727e-05,-5.251852712717664e-05,-2.9644608048329246e-05,-1.7640952137298882e-05,5.4207645007409155e-05,0.0001352322069578804,2.7817077807412716e-05,-4.346514742792351e-06,-1.1229287565583945e-05,-9.09307345864363e-07
-1.387402880936861e-05,-3.7141340726520866e-05,-2.171193966660212e-05,-8.009314115042798e-06,1.3931639841757715e-07,7.63868956710212e-06,2.04979060072219e-05,1.8111124518327415e-05,1.810224785003811e-05,6.137586751719937e-06,1.0109747563546989e-05
