Fp1,F7,T7,P7,O1,F3,C3,P3,FT9,Fp2,F8,T8,P8,O2,F4,C4,P4,FT10,TP9,TP10,Cpz
-2.029721872531809e-05,-3.720381846505916e-05,-1.639335960135213e-05,-9.523459588933747e-06,-4.599638032232178e-06,-2.0545006009342615e-05,-1.326484994024213e-05,-8.978839900919411e-06,-2.533567931095604e-05,2.3286517773613014e-05,5.165023594599916e-05,3.3672177778498735e-05,1.4430364927875416e-05,2.890670657507144e-06,2.942789933513268e-06,-6.302178917394485e-06,1.3936805771663785e-06,4.126872954657301e-05,-9.747346325639228e-06,1.4405035926756682e-05,-1.3748805827162869e-05
-1.3066641258774325e-05,-1.949491343111731e-05,-1.2582902172653121e-05,-4.6840198137942934e-06,-1.0370238214818528e-06,-2.971773938043043e-06,-1.2963100743945688e-06,3.799428668571636e-06,-1.9991389081042144e-05,3.775812047024374e-06,2.379343641223386e-05,4.579407686833292e-06,5.57358384867257e-06,6.362264457493438e-07,1.0411844868940534e-05,7.387252026092028e-06,9.296047664975049e-06,1.1665357305901125e-05,-1.0522072898311308e-05,6.433347152778879e-07,4.085317868884886e-06
-5.31142795807682e-05,-9.506733408670698e-05,-3.3452571187808644e-05,-5.791014700662345e-06,9.774294085218571e-07,-3.2676612136128824e-05,-1.6768632548291862e-05,-8.42777274101536e-06,-6.447044734159135e-05,3.5489194033289095e-05,0.00011956088982856272,3.175029905833071e-05,1.0241757536277873e-05,7.402436494885478e-07,2.521674389299733e-05,6.5980929520037535e-06,-6.861448582640151e-07,7.90592166595161e-05,-9.1165788944636e-06,2.0352795445433003e-05,-1.0415276619823999e-05
-3.2336925869458355e-05,-4.925137181999162e-05,-2.7009682526113465e-05,-9.353477935292176e-06,5.252684331935598e-07,-1.4491481124423444e-05,-7.616949915245641e-07,4.894500619911923e-06,-4.472341970540583e-05,1.2114742276025936e-05,4.2369556467747316e-05,2.0638051864807494e-05,1.2484316357586067e-05,3.696012299769791e-06,2.1329343326215167e-05,1.9909248749172548e-05,1.3612276916319388e-05,2.2017589799361303e-05,-1.5281417006463016e-05,1.2773359230777714e-05,6.845214556960855e-06
-5.089329033580725e-05,-8.033281710595475e-05,-3.664325504360022e-05,-2.0425062757567503e-05,-4.020922460767906e-06,-2.8391872547217645e-05,-9.882455117349309e-06,-3.5800076148007065e-06,-6.312309596978594e-05,2.4128961740643717e-05,9.047020489560964e-05,3.528032470967446e-05,2.0252698959666304e-05,1.3847706213709898e-05,2.4590015868852788e-05,1.824944263262296e-05,2.1704092887375737e-05,5.2626626484197914e-05,-2.088823271151341e-05,1.9007210426025267e-05,-1.9762705960602034e-06
7.4935160228051245e-06,-3.709134756491039e-05,-2.9592791122468043e-05,-1.6116697224788368e-05,-1.634585078136297e-05,-5.698075256077573e-06,-6.856277650513221e-06,-1.3917637005533834e-05,-4.916122588838334e-05,6.461438533733599e-05,7.931982963782502e-05,2.1539099179790355e-05,-6.544662028318271e-06,-1.725400761642959e-05,3.519249366945587e-05,6.849617761872651e-06,-8.163473694366985e-06,2.4617502276669256e-05,-2.4724871764192358e-05,-4.810890459339134e-06,-3.3486367101431824e-06
-5.2241692173993215e-05,-0.00011593747149163391,-5.9966580010950565e-05,-1.3740928807237651e-05,2.353509444219526e-06,-3.8856410355947446e-05,-2.5215720597770996e-05,-1.2240214573466801e-05,-9.195135135087185e-05,4.6174009185051546e-05,0.00013482631766237319,6.274390943872277e-05,1.3857491524049692e-05,-3.498465957818553e-06,4.529234684014227e-05,1.4161264004997065e-05,-7.28058193999459e-06,9.797060374694411e-05,-1.6228198887802137e-05,2.9907918360549957e-05,-1.0129745874110085e-05
-1.4338494111143518e-05,-4.327671763348917e-05,-2.472087226124131e-05,-8.107832400128245e-06,-3.2852731237653643e-06,-2.4757823211984942e-05,-1.917484860314289e-05,-8.87859437170846e-06,-3.1296197448682506e-05,3.7570158383459784e-05,7.091770930856e-05,2.4500006020389264e-05,6.730329687343328e-06,-2.386294340794848e-06,1.7019768165482674e-05,-4.1612952372815926e-06,-1.1125993182758975e-05,4.866768972533464e-05,-9.093361313716741e-06,1.271909582101216e-05,-1.3521154187401407e-05
-7.566913154732902e-05,-0.0001009854968287982,-3.731428205355769e-05,-1.4109744824963855e-05,-3.873149758248928e-06,-3.483938780846074e-05,-1.8184236978413537e-05,-9.008108236230328e-06,-6.372288225975353e-05,2.450515967211686e-05,0.00011907940643141046,2.9114296012267005e-05,3.166087299177889e-05,2.9172168751756544e-06,3.828345870715566e-05,1.782550953066675e-05,1.615661858522799e-05,6.884133108542301e-05,-1.8644894112185284e-05,3.546989773894893e-05,-7.502456583097228e-06
-6.0445050621638075e-05,-8.221547977882437e-05,-3.1837253118283115e-05,-1.3191322977945674e-05,-7.890155984568992e-06,-3.148043924738886e-05,-1.52396032717661e-05,-8.907953997550067e-06,-5.2865740144625306e-05,1.9676853980854503e-05,9.564381798554678e-05,3.415506398596335e-05,2.1760126855951967e-05,1.1147482382511953e-05,2.604735163913574e-05,9.393509799338062e-06,9.308340281677374e-06,6.530100108648185e-05,-9.282676614930097e-06,2.7899726774194278e-05,-6.977601742619299e-06
-4.047213428748364e-05,-4.887457885160984e-05,-1.5911977243376896e-05,-2.0658880890422893e-06,5.1411227559583494e-06,-1.838498610595707e-05,-5.2913104866547656e-06,2.2045230707590235e-07,-2.382919137744466e-05,6.182860488479491e-06,5.422332287707832e-05,1.5436547982972115e-05,6.351744559651706e-06,7.706898941250984e-06,-3.950033715227619e-06,-9.760866959140913e-07,2.076857072097482e-06,4.841945656153257e-05,1.6963656435109442e-06,1.735372234179522e-05,-5.05316514676224e-06
-2.0143150322837755e-05,-2.3575481463922188e-05,-3.738024133781437e-06,-6.623526473958918e-06,3.9101538362729116e-06,-1.928263782247086e-05,-1.3684041277883807e-05,-1.0740410289145075e-05,-1.8144983187085018e-06,7.307252190003055e-06,3.239268153265584e-05,9.40653080760967e-06,6.049155672371853e-06,9.177189667752828e-06,3.321382791909855e-06,-4.308843017497566e-06,3.5155539990228135e-07,3.34973337885458e-05,8.721326594240963e-08,1.2701281093541184e-05,-1.4291113075159956e-05
-5.8515648561296985e-05,-4.164537494943943e-05,-1.3174864079701365e-05,-5.621224204332975e-06,1.607202193554258e-07,-2.302964639966376e-05,-1.6745025277487002e-06,2.5307903115390218e-06,-1.5907364286249503e-05,-1.8204611478722654e-05,4.564764822134748e-05,2.4125547497533262e-05,1.1156496839248575e-05,6.696350283164065e-06,7.862306503625405e-06,1.2123438580147194e-05,1.1216021675863885e-05,4.779638402396813e-05,-6.327927849270054e-06,1.3031627531745471e-05,1.753833203110844e-06
-8.107192252282402e-05,-6.170667560567722e-05,-1.2267029887880199e-05,4.775105708176852e-06,9.043966656463454e-06,-2.3658958525629714e-05,-3.745464709936641e-06,3.809585564340523e-06,-2.4838719582476187e-05,-2.8713204756058985e-05,4.819736841454869e-05,4.1436005517425656e-05,1.4040153530459065e-05,2.253504192140099e-06,1.079458127151156e-05,9.56031544774305e-06,-2.4838527679094113e-08,6.0000919347658055e-05,6.219388183126284e-06,2.6374321237199183e-05,-4.783955773746129e-07
-0.00010345526607125066,-0.00013300353748491034,-3.933006223633129e-05,-3.994076450908324e-06,3.261037065271921e-06,-5.935744320595404e-05,-2.1225158377546904e-05,5.959941518085543e-07,-7.30634956198628e-05,1.2559633432829287e-05,0.00014083775749895722,5.354869063012302e-05,2.5861662834358867e-05,1.531728048576042e-05,2.0876555936411023e-05,1.3329324247024488e-05,1.5320073543989565e-05,0.00010765933075163048,-2.881542059185449e-06,3.82101734430762e-05,-1.1066929346270626e-05
-0.00012212890578666702,-0.00015686942060710862,-5.9381320170359686e-05,-1.0778347132145427e-05,1.3328975910553709e-05,-7.93812214396894e-05,-3.873334117088234e-05,-7.798077149345772e-06,-9.105254503083415e-05,3.2127056783792796e-05,0.00017451402527512982,6.697680692013819e-05,4.665555570682045e-05,4.472306500247214e-05,1.7122387816925766e-05,2.688539325390593e-06,2.0393480554048438e-05,0.00013250554911792278,-1.0273216275891173e-05,5.53725658392068e-05,-3.001161167048849e-05
-6.387408166119712e-05,-7.885524246376008e-05,-3.249380506531452e-05,-8.779103382039466e-06,-2.311893240403151e-06,-2.932798804522463e-05,-1.1637662225894019e-05,-9.417152824653385e-06,-4.9759014473238494e-05,1.1837999409181066e-05,8.989310481410939e-05,3.536429721862078e-05,2.205084501838428e-05,1.1894258477695985e-05,1.6096412764454726e-05,9.247451643545901e-06,2.3250940444086154e-06,6.573271457455121e-05,-3.4468457670300268e-06,3.108938744844636e-05,-5.6287771030838485e-06
-2.378911267442163e-05,-3.268899718023022e-05,-1.1648934446384374e-05,-5.970437086944003e-06,-1.1148586054332554e-06,-1.0639173069648677e-05,-3.7157524275244214e-06,-2.6025822990050074e-06,-1.5132360658753896e-05,7.932486823847285e-06,3.749868119484745e-05,7.6204588026485e-06,3.931896912945376e-06,3.928240630557411e-06,5.050445025744921e-06,1.0743919727218554e-06,2.554164666435099e-06,3.476418623904465e-05,-4.213937927488587e-06,9.082665087589703e-06,-1.921470811794279e-06
-3.6802515751332976e-05,-4.0301688386534806e-05,-9.34396621232736e-06,-8.073234197603085e-06,-7.706038445576269e-06,-1.5401832115458092e-05,-3.818469735961116e-06,-2.026765479001824e-06,-1.9789488703736424e-05,6.027731160429539e-06,4.770694522449048e-05,2.5747399831743678e-05,7.814205218892312e-06,-3.958803631576302e-06,1.3100391470288741e-05,6.224344474503596e-06,5.154147373787055e-06,3.6539577195071615e-05,-6.77339460253279e-06,6.429055247281212e-06,-7.476025416508492e-07
-4.331921991251875e-05,-3.835869028989691e-05,-1.1160596045556304e-05,-1.2013986179226777e-05,-7.052884939184878e-06,-1.8583466498967027e-05,-1.569597702655301e-05,-1.3304287222126732e-05,-1.5468995115952566e-05,1.6216617950703949e-06,5.9991018133587204e-05,3.732570576175931e-05,6.010942229295324e-06,3.447221388341859e-07,1.944583482327289e-05,5.226794428381254e-06,-3.7181789593887515e-06,4.547259413811844e-05,-4.2974243115168065e-06,1.5620758404111257e-05,-8.086324783107557e-06
-0.00012366247210593428,-0.0001522993807157036,-5.355662142392248e-05,1.5800007986399578e-05,2.8242905500519555e-05,-5.327289272827329e-05,-4.366637767816428e-06,2.0462946849875152e-05,-0.00010971554365823977,1.4996955542301293e-05,0.00012751033682434354,3.368585521457135e-05,2.3120360765460646e-05,2.2790993625676492e-05,3.92935553463758e-05,2.736693568294868e-05,2.219785301349475e-05,8.369477563974215e-05,2.699730316635396e-06,2.767972227957216e-05,7.330628477575374e-06
-8.042681656661443e-05,-9.71115441643633e-05,-4.066095698362915e-05,-6.540597269122372e-06,2.0249221961421426e-06,-4.35564015788259e-05,-1.4502528074444854e-05,2.016838074325733e-06,-6.17220512140193e-05,1.4824176105321385e-05,0.00011494259524624795,4.399216595629696e-05,1.3351324923860375e-05,1.3878929621569114e-05,2.9514502671190712e-05,2.4225619199569337e-05,1.611426705494523e-05,7.053230729070492e-05,-1.572004634908808e-05,1.8594654648040887e-05,-3.7713563756369695e-06
-3.454585385043174e-05,-3.0332659662235528e-05,-1.4144989108899608e-05,-1.280840479012113e-06,5.18115939485142e-07,-1.6527365005458705e-05,-4.294427299100789e-06,-8.623364919913001e-07,-1.8376849766355008e-05,-2.083530489471741e-06,3.76197713194415e-05,1.5851248065246182e-05,1.055500842994661e-05,3.809189365711063e-06,8.3537370301201e-06,2.877849510696251e-06,6.656178811681457e-06,2.8990814826101996e-05,-1.4798200140830886e-06,8.594122846261598e-06,1.0262624527968e-07
-6.997894251981052e-05,-9.062430012818368e-05,-3.1099009447643766e-05,-1.5223668015096337e-07,6.268716106205829e-06,-3.400803257136431e-05,-9.2824668627145e-06,-1.1360389180481434e-06,-6.100529053298942e-05,1.0646252349033603e-05,0.00010447083150211256,3.0478070584649686e-05,1.3367037468015042e-05,1.4594485605812224e-05,2.6633541892806534e-05,1.1170235950430651e-05,6.13847925023947e-06,6.633714019699255e-05,-6.457433983086958e-06,1.8748235788734746e-05,-5.109274979986367e-06
-9.023941584018758e-05,-0.00010419527825433761,-2.0298526351325563e-05,6.439716344175395e-06,2.308505827386398e-05,-6.250006117625162e-05,-3.053648651984986e-05,-2.0871765116226015e-06,-3.7008967865403974e-05,-8.095126759144478e-06,8.095790144579951e-05,5.297960160532966e-05,4.335894846008159e-05,3.68230994354235e-05,-1.3254858913569478e-05,-8.447020604762656e-06,9.851447202890995e-06,8.715094736544415e-05,1.4787462987442268e-05,5.1456621804391034e-05,-3.0227875868149567e-05
-5.3015644880360924e-05,-0.0001757025188027228,-2.780405066005187e-05,-7.370557227659447e-06,-5.737164201491396e-07,-3.292590372439008e-05,-1.187152420811799e-05,7.189948973973515e-07,-4.801833756573615e-05,1.5255045582307503e-05,0.00010350916812740252,5.1069294386252295e-05,2.4767416789472918e-05,2.097549440804869e-07,1.9972084828623338e-05,1.8167655071010813e-05,1.3362817298911978e-05,8.335033817274962e-05,-9.736841548146913e-06,3.865906091959914e-05,-2.022537955781445e-06
0.00010795818707265425,-2.0335024601081386e-05,-4.872244971920736e-05,-3.986039519077167e-05,-3.554168051778106e-05,1.8551497419139196e-05,-8.277523647848284e-06,-1.7218412722286303e-05,-8.597186263159529e-05,0.00014114896293904167,9.601462625141721e-05,-9.417456681148906e-06,-2.3493136268371018e-05,-3.6012921555084176e-05,6.205112731549889e-05,1.7138633211288834e-05,-9.822222978073114e-06,-1.464602746636956e-05,-5.5167696245916886e-05,-4.179449160801596e-05,3.4182672834504046e-06
