Fp1,F7,T7,P7,O1,Fp2,F8,T8,P8,O2,PO7,PO8,Cpz
-1.7631053924560547,-6.648634910583496,0.164764404296875,-12.638538360595703,-9.574411392211914,-5.98504638671875,63.54966068267822,-6.336061477661133,2.8642688989639282,-10.471063375473022,-5.3229217529296875,-6.072683334350586,-1.7662246227264404
-1357.6390991210938,-1359.5277709960938,-1348.0048217773438,-1380.9710693359375,-1382.5692138671875,-1364.9215087890625,16388.44873046875,-1344.1661376953125,-1378.1058959960938,-1382.0162963867188,-1361.255126953125,-1363.1820678710938,-1366.0895385742188
-1310.51318359375,-1307.4598388671875,-1289.7189331054688,-1280.4062805175781,-1282.1550903320312,-1306.4225463867188,15597.12890625,-1306.5118408203125,-1298.0789794921875,-1292.5256958007812,-1319.8744506835938,-1314.3155517578125,-1289.1466674804688
-19.605806350708008,-64.31622123718262,-81.25352668762207,-18.301006317138672,-11.484657287597656,-12.481765747070312,369.5457763671875,-27.866058349609375,13.284210205078125,-14.322559356689453,-52.330403566360474,-56.97492432594299,-23.893030166625977
3.9643592834472656,-11.564706802368164,-44.1635856628418,-20.268917083740234,-21.70223903656006,14.033031463623047,149.97649765014648,-29.29180908203125,-12.05730128288269,-16.723124146461487,-2.0536880493164062,0.6577625274658203,-10.806283354759216
7.30339241027832,-160.9877471923828,-29.20705509185791,-22.77010154724121,-23.440763473510742,28.681140899658203,191.98606395721436,35.69401741027832,-4.787812232971191,-12.843658447265625,-8.236623764038086,-7.331247806549072,5.940396308898926
20.385801315307617,-9.772043228149414,-7.953450679779053,-19.083831787109375,-22.634979963302612,31.773842334747314,37.00653839111328,8.361366748809814,-7.577382564544678,-16.078574180603027,-0.7799553871154785,-4.674714088439941,-8.972617387771606
-51.534217834472656,-90.0252685546875,-39.114524841308594,-14.580419540405273,1.6728038787841797,1.0241851806640625,42.557132720947266,49.923431396484375,34.75641751289368,23.593923270702362,11.628276824951172,12.900863647460938,17.1973876953125
-93.00847244262695,-112.68318557739258,-31.290987491607666,5.160988807678223,14.156956672668457,-23.73966884613037,38.81952142715454,45.40111446380615,33.29293775558472,28.314685821533203,32.22122669219971,33.9009895324707,29.453893661499023
18.300182580947876,-48.143985748291016,-33.091423988342285,-4.735031962394714,-0.8696932718157768,36.73274230957031,54.71805381774902,15.211823463439941,1.5953888893127441,4.452734053134918,-14.985427856445312,-17.971959114074707,-11.213403224945068
38.1020884513855,-177.10990524291992,-61.98586130142212,-51.141782999038696,-32.36866092681885,98.13084983825684,163.77613258361816,49.99278116226196,8.809905529022217,-16.017505645751953,-1.705622673034668,-3.1857542991638184,-15.296669960021973
-20.493263244628906,-78.4627857208252,5.090585947036743,6.836833953857422,4.171730041503906,-3.3880386352539062,43.2708854675293,3.5912914276123047,1.553121566772461,0.9419975280761719,9.86645445227623,14.074228048324585,12.946952819824219
30.131741523742676,-39.90764808654785,-2.2659579925239086,-13.132063865661621,-7.399613618850708,35.47419261932373,21.601932048797607,1.72318696975708,-1.1722667217254639,-7.460992217063904,-5.556349277496338,-6.649499177932739,-5.386663198471069
-9.991175889968872,-23.365800380706787,-1.377664566040039,-6.06291389465332,-9.961337819695473,-9.078866004943848,32.75975227355957,10.312259912490845,1.5917062759399414,-2.5401158332824707,6.813226699829102,10.143842697143555,0.7570838928222656
-17.646323323249817,-56.380595207214355,4.698437452316284,10.244159698486328,8.06777548789978,-8.195321559906006,36.3576545715332,15.094700574874878,16.07612156867981,15.100279331207275,-8.674542427062988,-7.943688869476318,-6.798654317855835
0.0982058048248291,-39.20889472961426,-10.927201479673386,-5.4220051765441895,-14.41032886505127,6.386965036392212,42.4083366394043,21.816935062408447,4.052614688873291,-3.3928037583827972,1.9185298830270767,1.1821174621582031,-4.502471089363098
1.6803627014160156,-39.16214370727539,2.8453269004821777,11.733470916748047,8.736729621887207,5.14649772644043,29.413719177246094,14.74466323852539,5.6320474445819855,5.938701391220093,-21.82726812362671,-20.037200450897217,-4.844910621643066
8.234040141105652,-121.84302759170532,-19.590306758880615,-39.358309268951416,-28.639473915100098,39.92775821685791,124.16467666625977,65.54225945472717,4.478508472442627,-17.893080711364746,-2.8894691467285156,-1.318495750427246,-10.8150834441185
