C3,C4,O1,O2,F3,F4,F7,F8,Fz,Fp1,Fp2,P3,P4,Pz,T7,T8,P7,P8,Cpz
-1.199676717078546e-06,3.0731457627553027e-06,6.667363550150185e-07,4.372130661067786e-06,-2.5710849058668828e-06,-8.818101377983112e-07,-1.6404484838972166e-05,7.608218766108621e-06,2.722743374761194e-06,-1.0096123560288106e-05,1.6500937363161938e-06,1.251974026672542e-07,5.718539910049003e-06,2.392798478467739e-06,-6.799492211939651e-06,7.0658099957654485e-06,-3.4975223570654634e-06,2.658189316662174e-06,3.396590727788862e-06
-1.0222199307463598e-05,1.9062754859078268e-06,5.783155756944325e-06,8.385641763197782e-06,-1.1691144777614682e-05,1.0735586158716615e-05,-4.174316109128995e-05,4.562467074720189e-05,-5.378228706831578e-07,-1.902652449814468e-05,1.6512704860360827e-05,-2.65149719780311e-06,-2.7758650276155095e-06,4.112295982849901e-06,-9.343898909719428e-06,8.281734949378006e-06,-1.4679726518807001e-06,-1.1197939784324262e-06,-7.621829354320653e-07
1.6812005299016164e-07,7.422819635394262e-06,-6.2303511185746174e-06,3.7987968610764256e-06,-1.3103400306135882e-05,8.509889710239804e-06,-5.054012217442505e-05,4.247509605193045e-05,-1.8434123489896592e-06,-2.5849498342722654e-05,1.951135831745887e-05,1.9606878254307958e-06,3.486080458969809e-06,6.9393179273902206e-06,-1.5674697806389304e-05,1.6888297750483616e-05,-8.652894393890165e-06,5.310594545449021e-06,5.423316054020688e-06
-3.075791937590111e-06,-8.011793397599831e-07,-1.0284647942171432e-06,1.6624721865809988e-07,-1.7733282220433466e-06,2.504196345398668e-06,-6.380972081387881e-06,1.1545813322300091e-05,-7.541457307524979e-07,-1.6112107914523222e-07,7.005088264122605e-06,-2.318763563380344e-06,-3.1418156822837773e-06,-1.1222650755371433e-06,-4.954902124154614e-07,1.5364944374596234e-06,-1.7486606793681858e-06,1.8402661225991324e-06,-1.7961074263439514e-06
-3.3982243508035026e-06,-1.0829162420122884e-06,1.148116098192986e-06,1.6800959201646037e-07,-3.7348147543525556e-06,8.714523573871702e-07,-1.0438112212796113e-05,1.0357901373936329e-05,-8.101023922790773e-07,2.8736119475070154e-06,6.798609092584229e-06,-1.4328600173030281e-07,1.1928945014005876e-06,5.657723249896662e-07,-5.11567122885026e-06,1.8368482983532886e-06,-2.8177544209029293e-06,3.1710817438579397e-06,-1.4434148170039407e-06
-7.634184839844238e-06,-1.6857788978086319e-06,-3.1309597034123726e-05,-2.9347892450459767e-05,8.958914804679807e-06,2.4437656975351274e-05,-1.0605388411022432e-05,4.664151856559329e-05,1.8476929426469724e-05,6.549892805196578e-05,9.249701361113694e-05,-2.1128906155354343e-05,-1.7841374756244477e-05,-1.5195761079667136e-05,-3.597914155761828e-05,-1.4448432040126136e-05,-3.297851435490884e-05,-2.8424787615222158e-05,-9.931201020663138e-06
-2.1252526494208723e-06,1.3509597238225979e-05,9.287324246542994e-06,1.1890390851476695e-05,-2.1525507008846034e-05,2.570776723587187e-05,-7.551753060397459e-05,6.26542532700114e-05,-2.687328560568858e-06,-6.263899172154197e-05,-1.3330897218111204e-05,3.5095753787572903e-06,8.296350287650966e-06,7.605056680404232e-06,-1.5990842257451732e-05,2.8444488634704612e-05,8.272791092167608e-07,1.4182865925249644e-05,7.901401204435388e-06
-4.814469320990611e-07,2.978855718538398e-06,-8.50378592076595e-06,-2.1325558066109807e-06,-2.408834916423075e-06,1.0215717793471413e-05,-1.830450855777599e-05,2.0173863958916627e-05,4.144867489230819e-06,-6.9824454840272665e-06,1.850814078352414e-05,-1.8582170184799907e-06,1.3936291907157283e-06,-2.900717163356603e-06,-1.3623761674352863e-05,5.2404120651772246e-06,-8.67878225108143e-06,2.132640474883374e-06,1.0869314337469405e-06
-3.409659257158637e-07,8.987958608486224e-07,-1.0491580724192318e-06,-1.3608459994429722e-06,-3.645152901299298e-06,4.1843140934361145e-06,-1.0459436452947557e-05,1.2600019545061514e-05,1.922221144923242e-06,-4.941726729157381e-06,8.490593245369382e-06,-2.998121090058703e-06,-1.0351441233069636e-06,-1.0489399357993534e-06,-4.28098974225577e-06,4.153457666689064e-06,-2.9654367850184826e-06,2.5862000256893225e-06,-7.096850822563283e-07
9.945197234628722e-07,3.3307837838947307e-06,3.951636244892143e-06,4.274681487004273e-06,-9.984198186430149e-06,6.305809620243963e-06,-1.900245206343243e-05,1.4785764506086707e-05,-5.288573674988584e-06,-2.711981323955115e-05,-7.933773304102942e-06,2.1827872842550278e-08,5.346727903088322e-06,3.304780420876341e-06,9.387040336150676e-07,1.3255827070679516e-05,9.220875654136762e-07,9.886893167276867e-06,2.0087686607439537e-06
-4.08181631428306e-06,8.928873285185546e-07,-2.0742809283547103e-06,-2.0824808260044847e-06,-5.726755716750631e-06,2.24089740186173e-06,-1.0118481441168115e-05,1.9095901734544896e-05,-2.7521953143150313e-06,-6.45069962956768e-06,1.1006090062437579e-05,-1.4150650713418145e-06,2.122736759702093e-07,-2.08258097700309e-06,-4.095758413313888e-06,6.521592695207801e-06,-5.009714953985167e-07,2.50138350565976e-06,-1.0899418327880994e-06
-9.225676393498361e-06,4.785090993664198e-06,8.057973900577053e-06,7.697231467318488e-06,-2.1996442342242517e-05,9.550247341394424e-06,-5.995313392759272e-05,5.0628225835680496e-05,-7.63347770771361e-07,-3.4471272556402255e-05,1.3291147752170218e-05,5.979291927360464e-06,7.041839126031846e-06,3.959461935210129e-06,-1.6603524272795767e-05,2.273479060477257e-05,-2.8800013751606457e-06,1.061011835190584e-05,1.557980795041658e-06
-7.882323643570999e-06,4.832257815223784e-06,-1.4805986211285926e-05,-9.551559287501732e-06,-5.2995869737060275e-06,1.547628153275582e-05,-3.27649377140915e-05,5.1519991757231764e-05,6.094387117627775e-06,3.5408629628363997e-07,3.7103916838532314e-05,-9.764195510797435e-06,-3.0864971449773293e-06,-6.671361461485503e-06,-1.668587174208369e-05,9.097248025113913e-06,-1.230709244737227e-05,-1.2326909200055525e-06,-4.426066652740701e-06
-1.3846175534126814e-05,7.422907629006659e-06,-1.4837336038908688e-05,-1.4693021512357518e-05,-1.2252567557879956e-05,3.7376739101091516e-05,-6.9409184561664e-05,9.15955142772873e-05,8.77772845342406e-06,6.809184014855418e-06,6.436488183680922e-05,-1.670852202551032e-05,-9.461869922233745e-06,-8.966776022134582e-06,-3.82087364414474e-05,1.37259764017017e-05,-1.9208042431273498e-05,-4.536414962785784e-06,-7.944286153360736e-06
-8.455598276668752e-06,8.522783900843933e-07,7.605026439705398e-07,3.4536525674866425e-06,-8.452147085336037e-06,2.202111318183597e-06,-1.1234162229811773e-05,1.8105660274159163e-05,-3.1692768516222714e-06,-5.512989446287975e-06,9.876195690594614e-06,-3.90460400012671e-06,-8.776623872108757e-07,-5.845927262271289e-07,-4.087958473064646e-06,9.083482837013435e-06,-1.5914620234980248e-06,6.048903742339462e-06,-2.5123332534349174e-06
4.0157306102628354e-07,8.348177743755514e-06,1.0286290944350185e-05,1.5112602795852581e-05,-1.691992292762734e-05,4.393627477838891e-06,-3.357071182108484e-05,1.8644685042090714e-05,-1.0340801964048296e-05,-4.685316525865346e-05,-2.072271945507964e-05,6.749605745426379e-06,9.314452654507477e-06,8.074667675828096e-06,3.0136382065393263e-06,1.903826887428295e-05,6.441337063733954e-06,1.4115413250692654e-05,4.4729813453159295e-06
5.376481340135797e-07,8.6232741978165e-06,5.433289970824262e-06,5.303707894199761e-06,-1.2171577054687077e-05,5.536671210393251e-06,-3.313046727271285e-05,1.7719636161928065e-05,-9.025161489262246e-07,-3.495981218293309e-05,-6.681606464553624e-06,2.7317237254465e-06,6.360616680467501e-06,4.955918939231196e-06,-1.8274976198995319e-06,1.5593938769598026e-05,2.3128291104512755e-06,1.1810601449724345e-05,2.753620719886385e-06
-4.076098093719338e-06,1.8790005924529396e-06,4.497338295550435e-06,5.1080246521451045e-06,-7.653017689790431e-06,2.2135936887934804e-06,-1.0056001201519393e-05,6.256996584852459e-06,-5.673311648024537e-06,-6.988931772866636e-06,-1.6956855688476935e-06,-2.110430955326592e-06,5.238357744019595e-06,1.8755429209704744e-06,-3.5249836400907952e-06,7.486195954697905e-06,8.305414667120203e-07,5.8502741921984125e-06,5.425954441307113e-07
-1.6130666153912898e-06,1.1834702036139788e-06,-7.348954795816098e-06,-3.842610624360532e-06,-5.454635356727522e-07,5.026432404520165e-06,-2.930603841377888e-06,1.2245347534189932e-05,-6.859390850877389e-07,4.3488398659974337e-07,1.0096561254613334e-05,-1.7113543435698375e-06,-1.4450154139922233e-06,1.381054062221665e-07,-4.477410925574077e-06,2.0586685423040763e-06,-4.608194331012783e-06,-1.1820798135886434e-06,-7.927774277050048e-07
-3.5776541835730313e-06,-9.690597835287917e-08,-1.2173058166808914e-05,-1.2330860045040026e-05,1.3023325209360337e-06,8.486599654133897e-06,-1.0950688192679081e-05,2.788700112432707e-05,9.346224260298186e-06,1.6287054677377455e-05,3.4571075048006605e-05,-4.996639745513676e-06,-6.900329225345558e-06,-6.4847616840779665e-06,-1.1883312026839121e-05,1.1821039151982404e-06,-1.455540814276901e-05,-1.0619783779475256e-05,-4.49298693183664e-06
-8.796622523732367e-07,1.0670073606888764e-06,-4.3790788595288177e-07,-1.3352582755032927e-06,-3.1957379746927472e-06,2.3892698663985357e-07,-4.622788765118457e-06,8.872052603692282e-06,2.210862248830381e-06,2.3558288830827223e-07,4.684956365963444e-06,2.6869975044974126e-07,-2.8514568839455023e-07,-3.0076095640652056e-06,-2.4922290040585438e-06,1.0736089279816952e-06,-1.9660715224745218e-06,-2.3131752868721378e-07,-1.9796937067440012e-07
-4.554402948997449e-06,1.2397018281262717e-05,-9.45657052398019e-06,-5.044336376158753e-06,-9.525465429760516e-06,2.4891664907045197e-05,-5.1154820539522916e-05,5.448165029520169e-05,1.0988953590640449e-05,-2.8587946871994063e-05,1.4440802260651253e-05,-6.312443474598695e-06,3.451714292168617e-07,-4.5751964705686987e-07,-1.5679429452575278e-05,1.763102955010254e-05,-6.921729664099985e-06,3.7898098526056856e-07,2.1393909435118985e-06
3.730395974343992e-06,6.7564059804681165e-06,1.6713346440155874e-06,4.074996468261816e-06,-2.87735656456789e-06,5.721831257687882e-07,-1.549100943520898e-05,1.2065775081282482e-06,-1.193495450024784e-06,-1.4420136267290218e-05,-8.686315709383052e-06,5.385689064496546e-06,5.726764584323973e-06,6.041730557626579e-06,-5.180216930966708e-06,1.4601055227103643e-06,4.0002578316489235e-07,3.7839754085666755e-06,7.038344421061993e-06
3.6233548144082306e-06,3.95759968796483e-06,-2.891569863550103e-06,-1.950810656126123e-06,-2.9218654162832536e-07,4.837167580262758e-06,-1.2757946024066769e-05,7.413472303596791e-06,3.583125817385735e-06,-5.208372385823168e-06,1.2074615369783714e-06,1.3485155818671046e-06,-1.3409635357675143e-06,1.6720877553666469e-06,-2.3498150767409243e-06,9.315222087025177e-07,-2.080675585602876e-06,-2.6690888716984773e-06,2.967123691632878e-06
6.763150395272532e-07,3.829175625469361e-06,-3.5168289969078614e-06,-4.741152679343941e-06,2.095522972922481e-06,6.650137720498606e-06,-8.05604901188417e-06,4.882480425294489e-06,4.9283739826933015e-06,-2.640185357449809e-06,-9.719274203234818e-07,-6.524132913909853e-07,5.59138243261259e-07,-1.1978440852544736e-06,-2.4491251124914015e-06,2.9422280931612477e-06,-3.0964187089921325e-06,1.1845020253531402e-06,-4.259300112607889e-07
-1.8876298781833611e-06,8.618086326350749e-06,9.138614586845506e-06,1.2698688351520104e-05,-1.6021810893107613e-05,1.146364331816585e-05,-4.801000090992602e-05,2.38675838772906e-05,-8.911801046451728e-06,-4.291483128326945e-05,-7.36014385438466e-06,6.352659625008528e-06,1.3620138815895189e-05,8.439452813036041e-06,-1.2168790817668196e-05,1.8492349227017257e-05,6.740763183188392e-06,1.1915579761989648e-05,5.92744959249103e-06
-4.219472430122551e-06,-2.347475174246938e-06,1.1927163541258778e-06,2.6573579816613346e-06,-6.435126124415547e-06,-2.2858885131427087e-06,-1.5363640613941243e-05,1.604617318662349e-05,-2.8632002795347944e-06,-7.81333255872596e-06,8.700071930434206e-06,-1.4403758541448042e-07,4.511324732447974e-06,5.178103492653463e-07,-5.428911208582576e-06,7.051816737657646e-06,2.805848907883046e-06,4.897575308859814e-06,-1.4796091818425339e-06
-1.3705158607990597e-06,4.284969691070728e-06,-3.6236190226190956e-06,-1.6599191212662845e-06,-5.570895893924899e-06,8.88600118287286e-06,-2.1198259673838038e-05,2.0030564428452635e-05,3.599244600138718e-06,-1.2267303645785432e-05,1.069523682417639e-05,5.892429726372939e-07,2.7073720048065297e-06,2.526030584704131e-08,-9.602769623029417e-06,5.597780443622469e-06,-4.295231178730319e-06,5.925686537011643e-07,2.5802714844758157e-06
-3.923096301150508e-07,1.2273487755010137e-06,-2.073452378681395e-06,2.9025209187238943e-06,-5.053945869804011e-06,2.859449068637332e-06,-1.3875516174266522e-05,1.3802034345644643e-05,5.918359420320485e-07,-4.6857276174705476e-06,5.9668168432835955e-06,2.2544145394931547e-06,1.838773187046172e-06,-7.627668310306035e-07,-6.336679348351026e-06,3.869830152325449e-06,-3.3798353342717746e-06,1.2967848306288943e-06,-4.9572918214835227e-08
1.6461224845443212e-06,-9.548299431116902e-07,5.321456342244346e-06,4.042538648718619e-06,-4.736695771612176e-06,-2.657143795659067e-06,-1.0203196779912105e-05,-1.2785994840669446e-06,-3.1913073144096415e-06,-1.1299639481876511e-05,-4.5764186324959155e-06,4.375812750367913e-06,3.552929229044821e-06,3.2432478587196556e-06,2.0715615391964093e-06,1.7328726471532718e-06,6.052608590323416e-06,3.763963604797027e-06,3.094718408647168e-06
6.851439138699789e-06,9.610272627469385e-06,2.320702833458199e-05,2.2785782675782684e-05,-1.3154035514162388e-05,-9.302778607889195e-06,-3.103106428170577e-05,-6.500298468381516e-06,-1.2116019206587225e-05,-7.295282011909876e-05,-6.106761702540098e-05,1.686410405454808e-05,2.003032022912521e-05,1.4463375464401906e-05,1.4854827895760536e-05,1.8988670490216464e-05,2.0212947219988564e-05,2.583572677394841e-05,1.2420144003044697e-05
-4.46669764642138e-06,1.974091276224499e-06,7.910937256383477e-06,9.102498552238103e-06,-1.1059342568842112e-05,2.42921350945835e-06,-2.267803210997954e-05,1.0322488378733397e-05,-5.218606816015381e-06,-1.8008163351623807e-05,-5.173720637685619e-06,4.54843711850117e-06,7.129547611839371e-06,4.914947112411028e-06,-4.273130002729886e-06,7.923100952211826e-06,5.163154128240421e-06,5.714873623219319e-06,3.744404239114374e-06
-3.239300156110403e-06,5.677043986906938e-06,-9.255045370082371e-07,-8.096844794636127e-08,-8.471106809793127e-06,1.2529023933893768e-05,-3.570494050109119e-05,3.294121688668383e-05,5.574568263000401e-06,-1.0914568520092871e-05,1.746550333336927e-05,-3.5947023206972517e-06,6.904213023517514e-07,1.392876839645396e-06,-1.3804613899992546e-05,5.246975661066244e-06,-3.6507167351373937e-06,-2.5359281607961748e-06,1.404719341735472e-06
-2.6396310204290785e-06,1.9599217040422445e-06,3.3827936931629665e-06,2.8530115514513454e-06,-3.3708237197060953e-06,3.373627805558499e-06,-1.174371891465853e-05,9.806200523598818e-06,1.0756830306490883e-06,-6.964413614696241e-06,4.727653504232876e-06,-1.129788756770722e-06,-7.734165592410136e-07,-1.412887996821155e-06,-3.5075763662462123e-06,4.835529466618027e-06,-6.720174496877007e-07,2.036953446804546e-06,-1.8370999441685854e-06
-5.792101546830963e-06,-2.8627232495637145e-07,-4.775270099344198e-06,-6.947359224795946e-06,-4.9713981979948585e-06,6.4182004280155525e-06,-8.453022928733844e-06,2.914486026384111e-05,-2.0334059627202805e-06,-1.860710654000286e-06,1.8659325178305153e-05,-3.609069835874834e-06,-3.58460056304466e-06,-4.436128392626415e-06,-4.514270131039666e-06,8.56047904562729e-06,-4.386721229820978e-06,-1.903725433294312e-06,-5.228807367529953e-06
1.0783151083160192e-06,-2.5575716335879406e-06,6.899256391079689e-06,6.6426692910681595e-06,-4.51991490990622e-06,-6.871378218420432e-06,-8.736944437259808e-06,7.949902283144183e-07,-5.5278537729464006e-06,-4.757192982651759e-06,-1.0015694897447247e-05,5.658887289428094e-06,2.682582817215007e-06,6.014347604832437e-06,4.042739419674035e-06,7.547987479483709e-07,5.3203666539047845e-06,1.053198502631858e-06,2.0443972061912064e-06
4.959563284501201e-07,4.75621641271573e-06,5.061505817138823e-06,5.060660441813525e-06,-5.749795491283294e-06,3.754229886965277e-07,-2.287289180458174e-05,5.6533044698880985e-06,-3.8005075566616142e-06,-2.2206487301446032e-05,-8.33006197353825e-07,2.455749381624628e-06,6.056136157894798e-06,4.4213647925062105e-06,-2.158850747946417e-06,8.377793733416183e-06,4.456697297428036e-06,7.350072792178253e-06,3.1006584322312847e-06
-1.5397642982861726e-06,3.4011956699941948e-06,1.581840479047969e-06,5.162875822861679e-06,-5.623263859888539e-06,8.233204198404565e-06,-2.361849738008459e-05,1.632774819881888e-05,1.7124284568126313e-06,-1.334072385361651e-05,2.0841007426497526e-06,-2.0552687374220113e-07,3.4053309718728997e-06,2.9021784939686768e-06,-1.246998999704374e-05,6.180509672049084e-06,-3.6977153285988607e-06,7.673945560782158e-06,1.8301235513717984e-06
-3.2794287108117715e-07,6.621669143669351e-06,-2.249887870675593e-06,-1.2811151464120485e-06,-3.247688255214598e-06,6.959331585676409e-06,-1.56562546180794e-05,5.618003342533484e-06,1.5550247098872205e-06,-1.1857455319841392e-05,-9.279792720917612e-07,2.854463758694692e-06,4.850741788686719e-06,3.5889788705389947e-06,-5.075369699625298e-06,4.384566636872478e-06,-4.774610715685412e-06,6.9697684921266045e-06,1.9957577706009033e-06
-3.219414793420583e-06,4.449801735972869e-06,5.959808277111733e-06,4.567389680687484e-06,-1.2563711379698361e-05,9.02921601664275e-06,-3.7821808575699833e-05,2.635104738146765e-05,-1.8069985117108445e-06,-2.0627910089388024e-05,6.071744792279787e-06,1.8506607375456952e-06,5.0159906095359474e-06,4.615922875927936e-06,-1.0238160939479712e-05,8.71044846917357e-06,2.9274292501213495e-06,4.000011472271581e-06,2.7285308306090883e-06
-1.6432543816335965e-05,1.022829847840967e-05,-8.376316600333666e-06,-1.1699007700372022e-06,-2.731160566327162e-05,3.9634585846215487e-05,-0.00010513467350392602,0.00012146563312853687,6.4624586144645946e-06,-8.011396857909858e-06,7.691221981076524e-05,-1.594418472450343e-05,-3.29559225065168e-06,-8.193013371737834e-06,-5.261713340587448e-05,2.0847931864409475e-05,-2.5251839360862505e-05,2.105939984176075e-06,-5.91886214351689e-06
-1.3512018540495774e-05,8.429800686826638e-06,-1.2943200999870896e-06,3.864411610265961e-06,-2.4586834115325473e-05,1.935597992996918e-05,-7.077049849613104e-05,7.01807457517134e-05,-5.3542186151389615e-06,-2.125846594935865e-05,4.272055321052903e-05,-6.22050561105425e-06,5.215876626607496e-06,2.3635152217593713e-06,-2.799390313157346e-05,2.0789251720998436e-05,-1.0868047411349835e-05,8.565815278416267e-06,3.7286122278601397e-07
-2.0685472009063233e-05,2.2642916519544087e-05,-7.189469442892005e-06,7.20064184633884e-06,-4.381616417958867e-05,5.052439519204199e-05,-0.00014308524259831756,0.0001561464050610084,-9.9451085588953e-07,-7.49802293285029e-05,5.636955029331148e-05,-8.817416301099001e-06,8.1798584687931e-06,-5.838564902660437e-07,-5.077188143332023e-05,4.848780736210756e-05,-1.844951520979521e-05,1.5972048458934296e-05,3.850134248750692e-06
-1.3535110269913275e-05,-3.977396772825159e-06,-2.0818854864046443e-05,-1.687787789705908e-05,-5.204621629673056e-06,2.520443854336918e-05,-3.2025956897996366e-05,6.651345756836236e-05,6.597025389964983e-06,2.914318974944763e-05,7.901880053395871e-05,-1.7296120859100483e-05,-1.5511861420236528e-05,-1.3903773833590094e-05,-2.5758247829799075e-05,5.280811819829978e-06,-2.0141943423368502e-05,-1.1183721653651446e-05,-1.5522238868470595e-05
-1.6703655091987457e-05,-1.711327968223486e-08,-6.002783152325719e-06,1.4092237279328401e-06,-1.919908663694514e-05,9.967138339561643e-06,-4.140628311688488e-05,5.803351632494014e-05,-4.54090002222074e-06,-4.340933173807571e-06,4.381809230835643e-05,-5.021733841203968e-06,3.876280061376747e-07,-6.431627753045177e-06,-1.8995367099705618e-05,2.2291071218205616e-05,-9.905720617098268e-06,7.227095181860932e-06,-1.0568563538981834e-05
-2.7186360966879874e-06,2.2698384896102652e-06,3.5212406146456487e-06,5.7716579249245115e-06,-7.113943411241053e-06,2.694005161174573e-07,-1.5426141885654943e-05,4.242714567226358e-06,-3.778383444341671e-06,-1.2191538189654239e-05,-6.094242053222843e-07,3.963561539421789e-06,5.563546665143804e-06,4.972719239049184e-06,-5.603146064458997e-06,6.198293476700201e-06,9.69271241046954e-07,6.89673447595851e-06,2.8022359401802532e-06
-1.0030972816821304e-05,1.2466900898289168e-06,2.830327730407589e-06,7.44595945434412e-06,-1.501960741734365e-05,1.9384124243515544e-06,-3.539259478202439e-05,4.000351555077941e-05,-6.346081136143766e-06,-1.6980580767267384e-05,8.581502925153472e-06,-4.856944997300161e-07,4.161925517109921e-06,5.898108099700039e-07,-7.163533609855222e-06,1.8093135167873697e-05,-3.7929785321466625e-06,1.4042291695659515e-05,-3.721527946254355e-06
-1.7931653360392374e-05,-6.567997843376361e-07,-1.030070325214183e-05,-8.964457038018736e-06,-1.1361049473634921e-05,2.8481067602115218e-05,-3.0340546800289303e-05,6.485610720119439e-05,-1.4783054211875424e-06,1.9762024749070406e-05,6.959668098716065e-05,-1.6645061464259925e-05,-8.025596343941288e-06,-1.1921948953386163e-05,-3.102342589045293e-05,8.120907295960933e-06,-2.25003122977796e-05,-8.668798500366393e-06,-1.0998130164807662e-05
-1.2254789226062712e-05,2.412219396319415e-05,1.2158716344856657e-05,2.3094975631465786e-05,-4.707738025899744e-05,3.8834925362607464e-05,-0.0001476292818551883,0.00012379234976833686,-7.5511688919505104e-06,-0.00010661519718269119,1.1006108252331614e-05,-1.380361027258914e-06,1.734969555400312e-05,7.913562512840144e-06,-3.277130326750921e-05,5.600606255029561e-05,-6.61378180666361e-07,3.478886674201931e-05,6.873401616758201e-06
-2.5083784294110956e-06,4.685389285441488e-07,7.456480489054229e-06,3.1568488338962197e-06,-1.0095256584463641e-05,2.268216121592559e-06,-3.321687108837068e-05,2.1802548872074112e-05,-4.791447736351984e-06,-2.2113643353804946e-05,-3.421931978664361e-06,5.337177299225004e-06,5.421011337602977e-06,3.1130666684475727e-06,-1.4823190213064663e-06,9.999941539717838e-06,4.834992523683468e-06,1.1663560144370422e-05,2.1074683900224045e-06
-2.328434447917971e-06,-6.371074050548486e-07,-5.267503183858935e-06,-3.981387635576539e-06,-1.3674089132109657e-06,5.595662969426485e-06,-6.3833940657787025e-06,1.5886076653259806e-05,2.637506895553088e-06,5.858146323589608e-06,1.9743990151255275e-05,-5.311552286002552e-06,-4.9417558329878375e-06,-5.912123015150428e-06,-1.6852281987667084e-06,3.2468415156472474e-07,-4.945203272654908e-06,-2.6596972020342946e-06,-4.625271458280622e-06
-4.993615632997717e-06,2.4969567675725557e-06,-5.383260941016488e-06,-2.116858468070859e-06,-6.949735507078003e-06,9.483526810072362e-06,-2.164282886951696e-05,2.8523012133518932e-05,1.5871279401835636e-06,-7.764663678244688e-06,1.4888405303281615e-05,-4.063232836415409e-06,2.232668521173764e-07,-1.7894108168547973e-06,-9.67963033815522e-06,1.2765580549967126e-05,-5.037227097659525e-06,2.21398340727319e-06,-2.761391442618333e-06
4.20370270148851e-07,2.541883134199452e-06,-6.469035270129098e-06,-8.011383556549845e-06,1.217324097524397e-06,8.38489290799771e-06,-3.8555135688511655e-06,1.0949464012810495e-05,6.176805300128763e-06,2.5241333787562326e-06,1.1373653819646279e-05,-3.882260443788255e-06,-6.423998456739355e-06,-2.6544764750724426e-06,-3.1909200970403617e-06,1.4306803564068105e-06,-4.62330808659317e-06,-4.375297066872008e-06,-1.533014824417478e-06
-7.948307370497787e-06,4.078722668054979e-06,-5.4280396852846025e-06,-2.2743697627447546e-06,-1.2829412298742682e-05,1.1009422905772226e-05,-4.190390245639719e-05,6.590255543414969e-05,6.236729177544476e-07,-2.837109423126094e-05,1.7892320101964287e-05,-5.039622465119464e-06,-7.064063538564369e-07,-3.1181535860014264e-06,-9.16998624234111e-06,1.7810942154028453e-05,-4.8394758778158575e-06,7.2006432674243115e-06,-2.889517162429911e-06
1.4087152919728396e-06,5.028141231377958e-06,-5.206541800362174e-06,3.1557647162117064e-08,-5.946039891568944e-07,9.22223398447386e-06,-1.5079414879437536e-05,1.1572701623663306e-05,7.2515369993197965e-06,-8.805591278360225e-06,6.621587090194225e-06,-4.327595888753422e-06,-8.144706953316927e-08,-3.932777872250881e-07,-4.723673555417918e-06,2.4083992684609257e-06,-5.555639290832914e-06,-2.735969246714376e-07,1.4965080481488258e-06
8.100249715425889e-08,2.063710439870192e-06,-1.5171189033935661e-06,4.3831823859363794e-07,-2.8891372494399548e-06,3.081694785578293e-06,-1.1840658430628537e-05,9.707273761705437e-06,1.7114290358222206e-06,-4.011315354546241e-06,-2.578599378466606e-07,1.4353690858115442e-06,4.1045200305234175e-07,4.5264914660947397e-07,-2.205869350291323e-06,1.112451400331338e-06,-8.582394457334885e-07,1.4075123999646166e-06,1.6783350247351336e-06
1.9096536334473058e-06,4.55145095656917e-06,-7.284663979589823e-06,-4.9944455895456485e-06,3.5402443927523564e-06,9.539234952171682e-06,-6.722579200868495e-06,1.0534431567066349e-05,1.1115445886389352e-05,-1.9304661691421643e-07,7.163440159274614e-06,-4.332660068939731e-06,-1.0733047020039521e-06,-1.695335413387511e-06,-8.622838095107e-06,1.283396954931959e-06,-9.934166996572458e-06,-6.636562829953618e-06,1.852303739724448e-06
-4.1144884477262167e-07,3.5354975977952563e-06,1.0401981853647158e-06,-1.3143562682671472e-07,-4.813550276594469e-06,6.827099014117266e-06,-1.7820843822846655e-05,1.1128712685604114e-05,2.2305030142888427e-06,-1.0861313057830557e-05,2.1875875972909853e-06,-1.307344064116478e-07,1.8851947061193641e-06,1.1580850696191192e-06,-5.262154445517808e-06,4.872325007454492e-06,1.5431178326252848e-06,5.352658263291232e-07,2.4878922459947717e-06
-2.408154955446662e-06,8.947716878537904e-06,-1.0107678463100456e-06,2.4536157070542686e-06,-7.644888228242053e-06,1.240732058249705e-05,-2.7599523491517175e-05,1.5024901358628995e-05,1.5407142655021744e-06,-1.5880908904364333e-05,6.831851351307705e-06,-1.2282208672331763e-07,7.357975555066787e-06,3.763730774153373e-06,-1.7443790056859143e-05,1.0492816727492027e-05,-1.05521048681112e-05,8.341472039319342e-06,5.500841780303745e-06
-9.053936082636937e-06,4.006516064691823e-06,2.6956961391988443e-06,7.284381354111247e-06,-1.6732355561543955e-05,8.265609039881383e-06,-3.243854280299274e-05,2.755083824013127e-05,-4.17505725636147e-06,-1.8389135220786557e-05,1.091454214474652e-05,-1.2418913684086874e-06,8.966951099864673e-06,6.007167485222453e-06,-1.2344183005552622e-05,1.0849323189177085e-05,-4.425488782544562e-06,1.0314096016372787e-05,1.9454701032373123e-06
-9.24289724935079e-06,1.7536535324325087e-05,5.126687028678134e-06,1.6109074067571783e-05,-2.1875265247217612e-05,2.157790663659398e-05,-7.191940039774636e-05,5.442464589577867e-05,1.6846547623572405e-06,-5.3445141020347364e-05,9.886042562357034e-07,-3.940879651054274e-06,1.4098818155616755e-05,1.024287808348845e-05,-2.880954070860753e-05,2.796640342239698e-05,-9.621912727908466e-06,2.0326292542449664e-05,8.772537270829162e-06
