F7,T7,P7,O1,F3,C3,P3,FT9,Fz,Cz,Fp2,F8,T8,P8,O2,F4,C4,P4,FT10,PO7,PO8,Cpz
-3.7619103295583045e-05,-1.483042410654889e-05,-6.986390076235693e-06,3.036401352574103e-06,-1.5703367807873292e-05,-1.4778573245166626e-06,7.259526455527521e-07,-2.8495141577877803e-05,1.623459411348449e-07,-1.84851438689293e-06,-1.107569778469042e-05,3.0717379559064284e-05,6.072096823572792e-06,6.974436473683454e-06,1.0930538337561302e-05,7.926064085950202e-06,7.048285397104337e-06,2.22015969484346e-05,1.219150271936087e-05,-7.880782959546195e-07,1.7953812658788593e-06,9.042590818353347e-06
-5.4536179050046485e-05,-2.492333896952914e-05,-3.619343146965548e-06,4.913007401796676e-06,-1.5152319519984303e-05,-1.0319896546207019e-05,4.5711999518971425e-06,-4.555687337415293e-05,-1.0483247478987323e-06,2.464034196236753e-06,7.443066465384618e-06,3.9002011362754274e-05,1.3470075828081463e-05,1.1067303034906217e-05,8.70848248268885e-06,1.158361465058988e-05,1.2344822152954293e-05,1.340585322395782e-05,1.288063867832534e-05,4.493898359214654e-06,5.205999968893593e-06,3.602267497626599e-06
-2.0082745322724804e-05,-1.4711093172081746e-05,-1.238415143234306e-05,-7.047325652820291e-06,1.6193207557080314e-06,3.5217190088587813e-06,-6.99808333592955e-06,-2.8470531105995178e-05,3.667750547720061e-06,3.561664129847486e-06,1.1409878425183706e-05,2.8067945095244795e-05,5.125582902110182e-06,-1.4536568073708622e-06,-4.234678442571749e-06,1.5180856280494481e-05,7.514352546422742e-06,6.762109023839002e-07,6.576716259587556e-06,4.591910396811727e-06,4.893626282864716e-06,-1.0252640549879288e-06
-8.379804057767615e-05,-3.652726445579901e-05,-1.9649831756396452e-05,-1.3507104601018227e-05,-1.8408986761642154e-05,-5.139803988640779e-06,-3.496481554066122e-06,-6.43207040411653e-05,3.782348642289435e-06,5.331079591996968e-06,1.8422854736854788e-05,8.06201460363809e-05,2.4878603653633036e-05,8.119519634419703e-06,-6.2114033880789066e-06,2.6382158580418036e-05,1.683090931692277e-05,9.12196787794528e-06,3.974416176788509e-05,7.676685754631762e-06,4.715821091849648e-06,5.433361820905702e-06
-8.028163301787572e-05,-2.1838274278707104e-05,2.3447391868103296e-06,1.5000041003077058e-05,-3.587791377412941e-05,-2.4559486433872735e-05,-1.0662024578778073e-06,-4.350497601990355e-05,-1.060676368069835e-05,-1.3982220025354763e-05,-1.2809651934730937e-05,7.98560458861175e-05,4.389893456391292e-05,2.7171857027497026e-05,1.6688050436641788e-05,8.669929229654372e-06,1.8351220887780073e-05,1.3151783946341311e-05,5.141157021171239e-05,-1.5504961083934177e-05,-1.4059831300983205e-05,-2.4522628336853813e-06
-0.00011383647461116198,-4.112922192689439e-05,-7.28471650290885e-06,6.256625511014136e-07,-3.8312091874104226e-05,-1.669763878453523e-05,3.4492592391188737e-06,-7.20220705261454e-05,3.2174740454138373e-06,5.808757805425557e-06,2.9016740938914154e-06,8.892762707546353e-05,3.316006768727675e-05,1.2949667961947853e-05,6.4541392248429474e-06,3.0940457122596854e-05,2.0436065597095876e-05,1.3659561773238238e-05,5.266426819616754e-05,2.3636838761831314e-06,6.4341195411543595e-06,5.289730097501888e-06
-6.134082104836125e-05,-2.3838433662604075e-05,-3.4804043025360443e-06,1.6723665794415865e-06,-7.128007155188243e-06,4.155218448431697e-06,7.439989531121682e-06,-6.610847935917263e-05,8.472836270811968e-06,8.662175360996116e-06,2.1424777514766902e-05,4.9253494580625556e-05,3.565433871699497e-06,-5.353419965103967e-07,1.7561259255671757e-06,2.0156103346380405e-05,4.146865251186682e-06,1.0128914595952665e-06,9.684426913736388e-07,1.1914747574337525e-05,9.019574463309254e-06,8.810445251583587e-06
-6.031047450960614e-05,-3.149158328596968e-05,-1.014307690638816e-05,-4.4801770400226815e-06,-9.243258318747394e-06,-2.118224074365571e-06,-3.076792836509412e-06,-5.399821748142131e-05,8.984085070551373e-06,6.602294206459192e-06,1.2231786968186498e-05,5.461231012304779e-05,1.4774727787880693e-05,2.410944944131188e-06,-1.800150585040683e-06,2.484764627297409e-05,7.055380820020218e-06,2.1481461089933873e-06,2.314648008905351e-05,8.15388204955525e-06,8.256741693912772e-06,3.4375295854260912e-06
-3.418249252717942e-05,-2.870697471735184e-05,1.5291755062207812e-06,4.534505023912061e-06,-6.979582394706085e-06,5.562660589930601e-07,9.644661986385472e-06,-2.645503491294221e-05,5.950882041361183e-06,8.994991048894008e-06,-1.040373263094807e-06,1.3646822480950505e-05,-2.516080712666735e-06,-4.780365998158231e-06,2.8425074560800567e-07,1.0605057923385175e-05,8.696075155967264e-06,8.081859505182365e-06,-1.183070708066225e-08,1.1953427701882902e-05,7.221287432912504e-06,1.2973475350008812e-05
-3.783746979024727e-05,-1.8211051155958558e-05,-3.4273222695446748e-06,1.0085814210469835e-05,-1.672190910539939e-05,-5.367335575101606e-06,5.2514061508190935e-06,-2.668669549166225e-05,-7.975386097314185e-06,-6.256107553781476e-06,-9.336754828837002e-06,2.7204798243474215e-05,1.1662442375381943e-05,2.0030299708651e-05,1.9932343093387317e-05,3.3873311622301117e-07,1.174166209239047e-05,2.463369855831843e-05,1.3445827789837494e-05,-8.310673422329273e-06,-7.460631877620472e-06,3.264313335193947e-06
-6.2784658439341e-05,-2.930348000518279e-05,-1.4568421647709329e-05,-2.3757238523103297e-06,-2.270867844345048e-05,-1.8921577520814026e-05,-1.53919349941134e-05,-4.3766584212789894e-05,-4.6265131459222175e-06,-7.354523859248729e-06,1.1469404853414744e-05,8.126319880830124e-05,3.3109067203440645e-05,1.977093688765308e-05,8.570400495955255e-06,2.1584114620054606e-05,1.2605253232322866e-05,1.0422323384773335e-05,5.167232029634761e-05,-4.883711426373338e-06,-6.617073267989326e-06,-1.716414226393681e-05
-2.6914456157101085e-05,-1.6610322859378357e-05,9.305233106715605e-06,1.2036817736316152e-05,-1.893014677989413e-05,-3.369161731825443e-06,9.740114180090131e-06,-2.0918455447827e-05,-1.0555152357483166e-05,-1.0401795407233294e-05,-5.731225201088819e-06,2.400913399469573e-05,2.6337009330745786e-05,1.3775171282759402e-05,8.447412938039633e-06,-2.1683890736312605e-06,6.7110192958352854e-06,9.038086545842816e-07,2.3397441509587225e-05,-9.638970141168102e-06,-1.1562051440705545e-05,2.136964184273893e-06
-2.292922226843075e-05,-3.0017728022357915e-05,-1.3643320926348679e-06,1.6621857866994105e-05,-1.4910770005371887e-05,-1.2174647054052912e-05,-4.494861798320926e-07,-1.991316912608454e-05,-8.987098681245698e-06,-9.67942605711869e-06,5.328522547642933e-06,2.564439421348652e-05,1.990440659938031e-05,1.5285050267266342e-05,1.8142289263778366e-05,3.6812310781897395e-06,3.884955106059351e-06,7.665963948966237e-06,3.241295416955836e-05,-1.1192704278073506e-05,-1.0186241979681654e-05,-6.766798151147668e-06
-0.0001193612661154475,-5.53148038306972e-05,-1.235180002367997e-05,-3.1089030017028563e-06,-3.919911887351191e-05,-1.7014496279443847e-05,-9.015047112370667e-06,-0.00010081038999487646,6.722527814417845e-07,2.105508770000597e-06,7.870973604440223e-06,0.00010340427979826927,5.373763451643754e-05,3.0376122140296502e-05,1.693633635113656e-05,3.5582977943704464e-05,2.770864875856205e-05,2.3781222580510075e-05,5.73995948798256e-05,2.9278932061060914e-06,-1.9017590204839507e-06,-4.425853376233135e-06
-2.2627442376688123e-05,-3.0740984811927774e-05,-2.230826885352144e-05,-1.359218686047825e-05,-2.805012627504766e-06,-1.1379581728476751e-05,-1.245327712240396e-05,-2.339829006814398e-05,1.044375085257343e-05,1.1542340871528722e-05,1.4183276562107494e-05,2.6178306143265218e-05,1.5013330994406715e-05,1.5118421288207173e-06,-6.353804337777547e-06,1.6789312468290518e-05,1.123959155790999e-05,1.361039267067099e-06,1.8455306417308748e-05,1.1606820407905616e-05,6.600850383620127e-06,7.330852866971327e-07
-4.167880069871899e-05,-1.5613052710250486e-05,-2.2063893538870616e-06,-3.709032625920372e-06,-1.9796582307662902e-05,-1.1109031220257748e-05,-7.0195028456510045e-06,-2.845704057108378e-05,-2.5330382413812913e-07,-3.60250396624906e-07,-5.885663085791748e-06,3.678686107377871e-05,2.499974539205141e-05,1.1506741884659277e-05,4.8880888243729714e-06,1.5944321603456046e-05,1.8977715853907284e-05,8.968551355792442e-06,2.2886368014951586e-05,-1.132189254349214e-06,-3.5763629284701892e-06,-4.16119405599602e-06
-2.197917456214782e-05,-1.3203825801610947e-05,-7.665692123737244e-06,-6.495225761682377e-06,-1.2839416854149022e-05,-8.884115686669247e-06,-6.200011739565525e-06,-1.240453730133595e-05,-4.370146939436381e-06,-5.314003828971181e-06,1.2984379736735718e-05,3.404495964787202e-05,2.3095933329386753e-05,8.67439666762948e-06,-8.032102414290421e-07,8.49494156085484e-06,1.0655964729266998e-05,5.261472324491479e-07,2.1953273318331412e-05,-7.523512977058999e-06,-6.036200147718773e-06,-6.710923116770573e-06
-4.765793710248545e-05,-2.1781128452857956e-05,-8.962412721302826e-06,-1.3066296560282353e-06,-1.521221975053777e-05,-7.575753897981485e-06,-7.3990905207210744e-06,-2.9747596499873907e-05,-9.778132152860053e-07,3.3507785701658577e-07,1.054115273291245e-06,4.0881318227548036e-05,1.8560914213594515e-05,1.5492838883801596e-05,1.3935214496996196e-05,9.891389254335081e-06,1.2184859315311769e-05,7.684187721679336e-06,2.3441111807187553e-05,-1.6473736650368664e-06,3.954855856136419e-07,-1.5885602806520183e-06
-4.5617496652994305e-05,-3.374237303432892e-05,-1.605803254278726e-05,-1.0257929410784072e-05,-8.881341273081489e-06,-9.273954901800607e-06,-8.9709436110752e-06,-5.139459244674072e-05,7.484020215997589e-06,5.445918503710345e-06,3.512532157401438e-05,6.720159944961779e-05,1.6151923773577437e-05,-2.474569555488415e-06,-1.156427265414095e-05,2.976852465508273e-05,6.225409379112534e-06,-4.448372237675358e-06,2.3065626010065898e-05,7.2931743488879874e-06,5.758496968155669e-06,-8.361415666513494e-07
-3.187912443536334e-05,-1.4282447409641463e-05,-2.1062114683445543e-06,8.112127488857368e-06,-2.0358329379632778e-05,-1.9846896975650452e-05,-2.7256025987298926e-06,-1.5928029824863188e-05,-1.0392673402748187e-05,-9.472854173964151e-06,1.011899860259291e-05,2.9104041459504515e-05,1.9753304172809294e-05,1.846119585025008e-05,1.5384639482363127e-05,2.8744871087837964e-06,8.370751857000869e-06,1.8127888324670494e-05,2.2064494260121137e-05,-8.832612476084023e-06,-1.1588623692659894e-05,-4.958528279530583e-06
-4.974856346962042e-05,-2.0194809621898457e-05,2.8821673545564863e-06,7.783189062138263e-06,-1.971594974747859e-05,-9.604620345271542e-06,1.2307527867960744e-06,-2.3446140403393656e-05,-2.8410669727918503e-06,-5.726444442188949e-06,1.5551786418654956e-06,3.3794582122936845e-05,1.9522179172781762e-05,1.5181058188318275e-05,9.011929705593502e-06,7.738931344647426e-06,3.22168580169091e-06,7.130670724109223e-06,2.8910893888678402e-05,-4.188372074054314e-06,-2.944585219211149e-06,4.4733945969710476e-07
-7.22557397239143e-05,-2.4195828245865414e-05,-1.2291268241426678e-05,-1.3453440715238685e-05,-1.766441027939436e-05,-7.988116976775927e-06,-7.958639343996765e-06,-4.062713014718611e-05,2.4098530957417097e-06,4.538156417766004e-06,1.9354997675691266e-05,8.809289101918694e-05,2.8595194635272492e-05,-5.881566892185219e-06,-1.7174936601804802e-05,3.2904457839322276e-05,9.964446121557557e-06,-1.798938865249511e-05,5.3449673941941e-05,3.2553077460306667e-06,9.933839919540333e-07,-6.077899882939164e-06
-5.622096796287224e-05,-2.392359328950988e-05,-7.1813405213561055e-06,6.862627230930229e-07,-1.8095299310516566e-05,-9.186318493448198e-06,7.548932217105175e-06,-3.700673005369026e-05,3.872413117278484e-06,3.321026952107786e-06,9.528224381938344e-06,4.855440420215018e-05,1.2687044318226981e-05,1.1933500445593381e-06,9.456078942093882e-07,1.496609775131219e-05,5.794431217509555e-06,2.3502871613345633e-06,2.3841465917939786e-05,5.539906467788569e-06,1.7355398540530587e-06,9.04925354916486e-06
-5.214870543568395e-05,-1.0127516361535527e-05,6.356171979859937e-07,4.121316123928409e-06,-1.6182748368009925e-05,-6.280937213887228e-06,-4.6262256319096196e-06,-2.8419188765838044e-05,-5.344588316802401e-06,-3.815758816472226e-06,-6.55013536743354e-07,4.749428001105116e-05,2.2673576040688204e-05,1.1197285857633688e-05,1.3142380339559168e-07,1.401211557094939e-05,1.0861457326427626e-05,4.237951088725822e-06,3.007745817740215e-05,-5.229494803415946e-06,-6.634233955082891e-06,-5.9780653032248665e-06
