Cz,F7,F8,Fp1,Fp2,O1,O2,P7,P8,T7,T8,Cpz
1.895723494271806e-05,-9.682467498350888e-05,8.764430549490498e-05,-4.944117972627282e-05,7.957248271850403e-06,9.131622391578276e-06,1.9698632513609482e-05,-6.7527186615734536e-06,2.2047858919904684e-05,-2.7212333407078404e-05,2.937777117040241e-05,-1.4583767097064992e-05
-1.4313111478259088e-05,-4.882418443230563e-05,6.577171006938443e-05,2.482003765180707e-06,3.285992352175526e-05,4.7971116146072745e-06,-1.5227909898385406e-05,-1.1943097696587301e-05,1.6723720364097971e-06,-2.0188980215607444e-05,2.7892877824342577e-05,-2.497871537343599e-05
3.6546677620208357e-05,-5.384619453252526e-05,5.0459805606806185e-05,-1.0506753824301995e-05,2.530310030124383e-05,-1.2613179023901466e-05,-1.3035823940299451e-05,-1.8130160697182873e-05,-3.706750248966273e-06,-2.3487262296839617e-05,2.297030823683599e-05,4.6231889427872375e-08
3.9911395106173586e-05,-0.0001034042397805024,8.466633698844817e-05,-5.123318214828032e-05,3.180591284035472e-05,-7.662542884645518e-07,1.6023123180275434e-05,-1.870853520813398e-05,2.093573357342393e-05,-4.408374661579728e-05,3.205832945241127e-05,-7.20486968930345e-06
2.162089617741003e-05,-6.224012849997962e-05,4.8671859417481755e-05,-2.610890442156233e-05,2.4133414626703598e-05,-2.0297848095651716e-06,2.9033162718405947e-07,-1.0201315490121488e-05,1.145843444305683e-05,-2.0608444401659654e-05,2.1067051648060442e-05,-6.053411880202475e-06
1.2240461728652008e-05,-5.314354166330304e-05,5.7661996834212914e-05,-2.6960035029333085e-05,2.1752175598521717e-05,-4.679298683640809e-06,6.657172388457866e-06,-1.0607577223709086e-05,1.2485166280384874e-05,-1.8504651052353438e-05,1.1598656556088827e-05,-8.50052401801804e-06
3.726828708749963e-06,-6.384043808793649e-05,5.583112960039216e-05,-3.4227371543238405e-05,2.7046674858866027e-05,3.2700686460884754e-06,5.2583482101908885e-06,-5.211957841311232e-06,1.4379433196154423e-05,-1.786655207069998e-05,2.597280308691552e-05,-1.4338968867377844e-05
6.585199116670992e-06,-7.790792915329803e-05,8.709735084266867e-05,-5.265078470984008e-05,6.856894287921023e-06,6.2962205902294954e-06,2.4242635618065833e-05,-1.1297067430859897e-05,3.089180063398089e-05,-3.7732124837930314e-05,3.9554296563437674e-05,-2.193649424953037e-05
9.605490959074814e-06,-5.620068986900151e-05,5.022290497436188e-05,-5.0494781589804916e-05,-4.0839040593709797e-07,2.817617314576637e-06,1.0796656709999297e-05,-8.328864680606785e-06,2.5771148330022697e-05,-1.7037307770806365e-05,4.036998325318564e-05,-7.113770152500365e-06
1.08016997728555e-05,-0.0001291269509238191,0.0001373298691760283,-6.267195522013935e-05,6.413479059119709e-05,-1.1565120985324029e-05,7.2533130150986835e-06,-2.10533967219817e-05,3.2913971892867266e-05,-5.251269067230169e-05,5.3509018471231684e-05,-2.9012551976848044e-05
9.023411394082359e-06,-5.203504190376407e-05,5.377103661885485e-05,5.489032844252506e-06,3.462822598976345e-05,-1.03076135928859e-05,-8.909229791242979e-06,-1.8006889604293974e-05,6.865407158329617e-07,-2.2642178123533085e-05,1.3322321137820836e-05,-5.019617674406618e-06
1.2829970046368544e-06,-8.491572202729003e-05,9.214821977820975e-05,-3.846171080112981e-05,3.3032997635018546e-05,-2.632479805697585e-06,2.999066509801196e-06,-1.7975971786654554e-06,1.6665483599354047e-05,-2.8017306590299995e-05,2.7772492614985822e-05,-1.8076437299896497e-05
2.5450309294683393e-05,-5.858279519088683e-05,4.776618970936397e-05,-3.541672444384858e-05,2.0309758269831946e-05,-4.822689675165748e-06,-4.342319471106748e-06,-2.65350809058873e-06,1.0241278573630552e-05,-1.648406532694935e-05,2.2239024019654607e-05,-3.7044555938337e-06
7.885993454692652e-06,-6.961248345760396e-05,7.419496796501335e-05,-5.784665154351387e-05,1.3711064639210235e-06,-2.5620560109018697e-06,6.3853804022073746e-06,-5.516186121212741e-07,2.4017846499191364e-05,-8.852321116137318e-06,3.275439576100325e-05,-7.184555443018326e-06
-5.646157887895242e-06,-5.503284228325356e-05,8.876685569703113e-05,-1.6191406757570803e-06,5.582515768765006e-05,-2.3068152586347423e-05,-1.7776903632693575e-05,-1.3683682965393018e-05,7.397982244583545e-07,-2.532814960432006e-05,1.5765913303766865e-05,-1.894269507829449e-05
1.0916526662185788e-05,-4.69297228846699e-05,6.441116420319304e-05,-2.105840849253582e-05,6.140159166534431e-05,2.70675775482232e-05,2.24937966777361e-05,-1.9736414287763182e-05,1.0320171895727981e-05,-4.367288602225017e-05,-5.2189829148119316e-05,-1.3023559745306557e-05
-2.162295004382031e-06,-4.261721460352419e-05,6.627929178648628e-05,2.4006412786548026e-06,3.69298522855388e-05,-1.42026067351253e-05,-1.1527271226441371e-05,-1.6627275272185216e-05,3.828659828286618e-06,-2.089097415591823e-05,1.1288687346677762e-05,-1.2699497347057331e-05
-1.4680502317787614e-05,-6.061413841962349e-05,0.00010164387003896991,1.3952986591903027e-05,7.564254408976012e-05,-2.276466102557606e-05,-1.5065209481690545e-05,-2.9842975322935672e-05,3.3751803130144253e-06,-3.8892134398338385e-05,1.839313881646376e-05,-3.1148106700129574e-05
1.4256466329243267e-05,-4.434042421053164e-05,6.220726572792046e-05,-1.194310789287556e-05,3.605638045200976e-05,-2.0873001631116495e-05,3.2207271942752413e-06,-1.9801956113951746e-05,3.888347691827221e-06,-2.714271295189974e-05,9.738263997860486e-06,-5.266244215818006e-06
-4.801258455700008e-06,-9.953452172339894e-05,0.00014551346612279303,-2.337243631700403e-05,7.592892870889045e-05,-1.6642352420603856e-05,-1.1220181022508768e-05,-3.063390249735676e-05,1.6659284369779925e-05,-4.376485594548285e-05,3.0173461709637195e-05,-3.8305637644953094e-05
6.169557991597685e-06,-7.491618453059345e-05,7.48222300899215e-05,-5.098401379655115e-05,1.1009765330527443e-05,4.937942549076979e-06,2.1221345605226816e-05,-3.6110286600887775e-06,2.0578883777488954e-05,-2.364889132877579e-05,2.8627387109736446e-05,-1.420699777554546e-05
1.2556167575894506e-05,-8.615344449935947e-05,0.00010568196557869669,-8.685612101544393e-06,6.753803518222412e-05,-1.4629312772740377e-05,-1.3984566976432689e-05,-2.493138049430854e-05,9.122168421527022e-06,-4.821536822419148e-05,2.7418495847086888e-05,-2.5717145945236553e-05
9.762088666320778e-06,-6.28080494493588e-05,7.920069174360833e-05,-2.314618632226484e-05,3.580096017685719e-05,-5.523838808585424e-06,-6.038853598511196e-06,-1.6200899608520558e-05,1.0523453056521248e-05,-2.9497515384946382e-05,1.9446020019131538e-05,-1.1517865914356662e-05
-6.6481975409260485e-06,-5.026560441478978e-05,5.86081616802403e-05,-2.7158417651662603e-05,2.370215247537999e-05,2.562413214945991e-08,9.388263464416013e-06,9.192730999529886e-06,1.025301116897026e-06,-1.6019987015170045e-05,1.0264442607876845e-05,-1.2114467835999676e-05
-3.4762315124226006e-06,-4.511824772635009e-05,6.130348265287466e-05,3.223835847165901e-07,4.0280670873471536e-05,-1.2873498462795396e-05,4.49699473392684e-06,-1.5898766378086293e-05,5.8840848851104965e-06,-3.060599829041166e-05,1.7732859760144493e-05,-2.204773090852541e-05
-2.560234861448407e-06,-3.8480095099657774e-05,6.61154026602162e-05,3.6824640119448304e-06,4.666110999096418e-05,-1.2364069107206888e-05,2.7115241749697816e-06,-2.1644857952196617e-05,6.299383130681235e-07,-3.413163585719303e-05,9.804299224924762e-06,-2.0423849491635337e-05
-5.187831220609951e-06,-4.067927397954918e-05,6.886575010867091e-05,-2.8646268219745252e-06,4.551277379505336e-05,-1.0136732271348592e-05,-1.1249373983446276e-05,-1.1006024578819051e-05,-4.660128070099745e-07,-2.217060227849288e-05,9.639678410167107e-06,-2.02577239178936e-05
2.1007260784244863e-06,-4.902325190414558e-05,7.283122113221907e-05,4.8032516701823624e-06,5.046360445248865e-05,-2.1593356905214023e-05,-3.0155325703162816e-06,-2.4944291908468585e-05,3.4746827708431738e-06,-3.8101278278190875e-05,1.1623537432114972e-05,-8.61931175677455e-06
-1.0023459253716283e-05,-7.463923202521983e-05,9.727828171435249e-05,-2.272748406539904e-05,4.5234407707539503e-05,-1.7827005649451166e-06,-2.0723158229429828e-06,-1.5275562873284798e-05,1.3177379059925443e-05,-2.9544842618633993e-05,2.6557238300028985e-05,-2.61817081081972e-05
1.9550687284208834e-05,-6.0017171108484035e-05,6.10629983839317e-05,-2.9769246793875936e-05,2.125539685948752e-05,-1.069553627530695e-05,6.347649218696461e-06,-1.5269904110937205e-05,1.6108764157252153e-05,-3.0778137897868874e-05,2.754756496869959e-05,-5.343067641661037e-06
1.304522777445527e-05,-5.0028540499624796e-05,5.487141606863588e-05,-4.164773599768523e-06,5.301832243276294e-05,-9.37137366463503e-06,1.3137469068169594e-07,-2.0432682504178956e-05,3.2579769140284043e-06,-3.416460549487965e-05,8.804733511169616e-06,-1.496707682235865e-05
3.866974202537676e-05,-0.00011770074343075976,0.00010615784503897885,-9.21408245631028e-05,1.4517596127916477e-05,6.394993761205114e-07,1.4734804153704317e-05,-1.0382663276686799e-05,2.5405168344150297e-05,-4.131549576413818e-05,6.827925062680151e-05,-6.864183887955733e-06
6.035232217982411e-06,-6.069793289498193e-05,7.778870258334791e-05,-2.636010344758688e-05,1.7899587419378804e-05,-8.60084946907591e-06,-4.0525020494897035e-06,-1.6044640233303653e-05,1.5455327684321674e-05,-2.8766012491132642e-05,4.7936566261341795e-05,-2.0593376575561706e-05
7.279131750692613e-07,-5.860234523424879e-05,7.501452364522265e-05,-1.3293204574438278e-05,3.6215449654264376e-05,-1.3108435268804897e-05,-1.072003215085715e-05,-1.5771685951904146e-05,6.595864761038683e-06,-2.131531527993502e-05,2.6284795239917003e-05,-1.2027524917357368e-05
4.974152943759691e-06,-0.00011009414083673619,0.00010722368824644946,-2.9728572371823248e-05,5.7069411923293956e-05,-8.356535090570105e-06,1.089264435449877e-05,-2.2785033706895774e-05,2.6864582650887314e-05,-6.01251103944378e-05,5.386060001910664e-05,-2.979568853334058e-05
4.719538083008956e-06,-8.574112416681601e-05,9.01190574040811e-05,-5.315950693329796e-05,1.9514435962264542e-05,-4.979049208486686e-07,9.195248821924906e-06,-1.3906078265790711e-05,3.3061057365557645e-05,-3.483819091343321e-05,5.8521163737168536e-05,-2.6987694127456052e-05
-4.78155016025994e-06,-6.284467053774279e-05,6.605431222794778e-05,-2.831775327649666e-05,1.710548667688272e-05,-1.2959712876181584e-06,2.1455295609484892e-05,-1.1833211829070933e-05,2.7245138880971354e-05,-3.272488811489893e-05,3.413618821923592e-05,-2.4198373012040975e-05
-2.8504073270596564e-06,-6.212923108250834e-05,4.602238550432958e-05,-4.9211587793251965e-05,3.861590357701061e-06,7.667862234939093e-06,1.9388603050174424e-05,9.733759725349955e-06,2.8578051569638774e-05,-8.467634188491502e-06,3.120048768323613e-05,-2.3793882178324566e-05
1.1591691922774316e-05,-3.979816574428696e-05,6.446589941333514e-05,-2.375554231548449e-05,1.3358712749322876e-05,-1.1608896784309763e-05,-1.9909211914637126e-06,-1.6314517210958e-05,7.196853630375699e-06,-2.0203067293778076e-05,2.094919068440504e-05,-3.8912367017474025e-06
4.070647491971613e-06,-5.547681462303444e-05,6.088488635214162e-05,-3.761768948606914e-05,9.95874017917231e-06,-1.7515062609163579e-06,1.2220889402669854e-06,-5.8378618632559665e-06,1.4815082067798357e-05,-1.9947485725424485e-05,3.783540535096108e-05,-8.155495834216708e-06
8.608026746514952e-06,-8.782023724052124e-05,8.889478704077192e-05,-4.494288805290125e-05,2.5428200501664833e-05,-1.242465259565506e-07,5.90889152363161e-06,-1.27129733300535e-05,2.0782023057108745e-05,-3.2439883398183156e-05,5.1546041504479945e-05,-2.3127742679207586e-05
4.308200544755891e-06,-6.193031549628358e-05,7.861434278311208e-05,-2.1537201973842457e-05,2.6529453407420078e-05,-8.557059572922299e-06,1.7522597772767767e-06,-1.9645671727630543e-05,9.890186902339337e-06,-2.4682368803041754e-05,3.523674968164414e-05,-1.9978577029178268e-05
4.2197232232865645e-06,-5.510418941412354e-05,5.9918663509961334e-05,-2.413561151115573e-05,9.898362804960925e-06,-1.3781209418084472e-06,3.7516005590987334e-06,-3.2928546715993434e-06,9.17340275918832e-06,-1.886949576146435e-05,2.948258406831883e-05,-1.366406115543839e-05
6.623583885811968e-06,-6.237836532818619e-05,7.530967923230492e-05,-1.3802700721043948e-05,3.3241773962799925e-05,-8.472564559269813e-06,-1.9625681062507283e-06,-2.4316715098393615e-05,1.3205043842390296e-05,-3.818487675744109e-05,3.6951487345504574e-05,-1.6213778508245014e-05
-1.6312934349116404e-05,-6.461807788582519e-05,0.00010435474541736767,2.982087153213797e-05,9.55311297730077e-05,-3.590778487705393e-05,-2.9836622161383275e-05,-3.581872442737222e-05,-3.985908733739052e-06,-4.320739935792517e-05,3.3990906331382575e-05,-3.401019603188615e-05
1.5317696806960157e-05,-5.1334376621525735e-05,6.813810250605457e-05,-1.3835586742061423e-05,2.1217832454567542e-05,-1.5520675106017734e-05,8.070882131505641e-07,-1.8410443090033368e-05,4.5238942334435706e-06,-3.132818619633326e-05,3.072840672757593e-05,-1.0303754606866278e-05
6.056709025870077e-06,-6.0428035794757307e-05,4.516989065450616e-05,-3.853874159176485e-05,1.9723011519090505e-05,2.1921078314335318e-05,7.86099167271459e-06,1.4584393284167163e-06,8.734192306292243e-06,-1.8366188669460826e-05,1.3899091300118016e-05,-7.490439998036891e-06
4.650983100873418e-06,-6.240429615900212e-05,4.12590668474877e-05,-3.6736945276061306e-05,7.3294377784804965e-06,8.688115030963672e-06,1.7660005141806323e-05,5.784899371974461e-06,2.1564272174146026e-05,-2.0274322878321982e-05,2.525884929127642e-05,-1.278006175198243e-05
-2.363741231192762e-06,-4.265402276359964e-05,6.428624965337804e-05,-7.957258048918447e-06,2.669334890015307e-05,-1.6246702216449194e-05,6.06705725658685e-07,-1.3715248769585742e-05,2.4001489009606303e-06,-2.325604276620652e-05,2.6694474854593864e-05,-1.4487909993476933e-05
1.3908602795709157e-05,-9.450352081330493e-05,0.00011357219227647875,-5.088145610443462e-05,1.9314060864417115e-05,-9.315802799392259e-06,6.450878913710767e-06,-1.663033373233702e-05,2.7810388019133825e-05,-3.767116504604928e-05,5.420358593255514e-05,-2.625743036333006e-05
-8.667118208904867e-06,-8.082218755589565e-05,0.00011182793923580903,-4.6415621909545735e-05,5.859510929440148e-05,-1.5035274827823741e-05,-5.523800041373761e-06,-2.0816201072193508e-05,2.3502029762312304e-05,-2.419763177385903e-05,4.9476351705379784e-05,-4.192359710941673e-05
-2.487726078470587e-06,-7.789209848851897e-05,0.00010062946239486337,-5.614663677988574e-05,2.945510618701519e-05,1.4559975625161314e-07,7.182804893091088e-06,-1.2325627722020727e-05,2.202280438723392e-05,-2.8329871611276758e-05,4.4119513404439203e-05,-2.637332295307715e-05
1.2970509459364621e-05,-6.616702648898354e-05,7.611243199789897e-05,-3.83140272788296e-05,9.646360012993682e-06,-4.931553121423349e-08,1.937841261678841e-06,-8.369158422283363e-06,1.4055891824682476e-05,-2.221531337909255e-05,3.372034245785471e-05,-1.3328536624612752e-05
6.625229434575886e-05,4.419733886606991e-05,0.00017200697038788348,5.2717296057380736e-05,-0.0007775145350024104,5.9854835853911936e-05,6.147247040644288e-05,6.18183403275907e-05,7.944236131152138e-05,5.392062303144485e-05,7.512644515372813e-05,5.0705537432804704e-05
1.6389325196541904e-05,-4.981717393093277e-05,6.138744174677413e-05,-1.2860533388447948e-05,7.042408833513036e-05,-2.6251442250213586e-05,-1.3062906873528846e-05,-2.9449868634401355e-05,3.0666187740280293e-06,-2.6804769277077867e-05,3.361510971444659e-05,-2.663589758356011e-05
-0.0015429158229380846,-0.0015272405580617487,0.016913748811930418,-0.0015407984610646963,-0.0015214339946396649,-0.001538383192382753,-0.001524594088550657,-0.0015412869397550821,-0.0015656754840165377,-0.0015217394102364779,-0.0015506758936680853,-0.001539004617370665
1.9674907434819033e-05,-7.272311086126138e-05,7.002648271736689e-05,-3.54109286035964e-05,1.3220096207078313e-05,-2.9903706035838695e-06,3.536562189765391e-06,-3.774947799684014e-06,7.699818297624006e-06,-2.6656961381377187e-05,3.1228769330482464e-05,-3.830314994957007e-06
3.293545887572691e-06,-7.739919237792492e-05,9.478820084041217e-05,1.2694207498498145e-05,5.6630276958458126e-05,-1.7917611671691702e-05,-6.986008429521462e-06,-3.391230620763963e-05,8.85965800989652e-06,-5.509430957317818e-05,3.399992419872433e-05,-1.8956386497848143e-05
-1.8581736611622546e-06,-6.627500442846213e-05,7.020289967840654e-05,-4.087368324690033e-05,1.5594880551361712e-05,6.510967409667501e-06,7.158000698836986e-06,5.432752914202865e-08,1.4614072370022768e-05,-2.296156708325725e-05,3.289379310444929e-05,-1.5060513078424265e-05
9.479258096689591e-06,-7.341834270846448e-05,5.961312217550585e-05,-3.3511217225168366e-05,1.3641177019962925e-05,4.069902502124023e-06,1.2996000691600784e-05,-1.4515403563564178e-06,1.0294091680407291e-05,-2.1591229597106576e-05,2.8445388807085692e-05,-8.566612109461857e-06
2.2837010078546882e-06,-7.242870182722072e-05,7.64420998393689e-05,-4.3020324483222794e-05,1.938097489073698e-05,7.795143346811528e-06,1.052247398547479e-05,-1.0318873023607011e-05,2.26029795840077e-05,-3.2113662200572435e-05,3.682266878968221e-05,-1.7968483547292635e-05
3.477954578556819e-06,-6.447317969104915e-05,8.256016553787049e-05,7.47922246091548e-06,4.2272075233995565e-05,-1.3766626125288894e-05,-9.398964394335962e-06,-2.2489900857181055e-05,-3.709045358846197e-06,-3.4442414516888675e-05,3.0108533792372327e-05,-1.7617818912185612e-05
1.4249107437080966e-05,-7.866178566473536e-05,6.601127279282082e-05,-2.440949128867942e-05,1.621221690584207e-05,3.7156797816351173e-06,9.905052138492465e-06,-6.814025255152956e-06,1.230167299581808e-05,-2.9689577331737382e-05,2.6113877083844272e-05,-8.934001016314141e-06
-4.003843741884339e-06,-8.473014531773515e-05,0.0001030368366627954,-1.581104277192935e-05,4.773556247528177e-05,-1.2863298252341338e-05,2.2651968265563482e-06,-2.1164067220524885e-05,1.670045003265841e-05,-4.4952916141483e-05,4.071049625054002e-05,-2.692323141673114e-05
-9.492153367318679e-06,-0.00010091831973113585,0.00012885605156043312,-3.7616076497215545e-05,3.7755286484753015e-05,-3.376234076313267e-06,2.9967770558414486e-06,-1.895010746011394e-05,1.3679091352969408e-05,-3.547175037965644e-05,5.089556884740887e-05,-2.8358143822515558e-05
2.432400151519687e-05,-9.508685616310686e-05,9.41027064982336e-05,-4.869383565164753e-05,1.58471893882961e-05,-7.855925900912553e-06,1.4441459370573284e-05,-2.011585741001909e-05,2.7686275643645786e-05,-4.439598706085235e-05,4.918207741866354e-05,-9.435252195544308e-06
5.027676735380737e-06,-6.174080044729635e-05,8.491601693094708e-05,-8.286138836410828e-06,4.2010252855106955e-05,-1.8905849174188916e-05,-9.917135002979194e-06,-2.893050395869068e-05,2.666602426870668e-06,-3.689531104100752e-05,3.870873388223117e-05,-8.65354832058074e-06
6.724843728989072e-06,-9.894826871459372e-05,0.0001248192238563206,-1.7820602806750685e-05,5.758004044764675e-05,-1.4137267044134205e-05,-4.202793661534088e-06,-2.528509867261164e-05,5.4675587648489454e-06,-5.0537826609797776e-05,4.392341543280054e-05,-2.7583220798987895e-05
-1.5064839317346923e-05,-9.035119364853017e-05,0.00011571425511647249,-3.229999947507167e-05,2.550351518948446e-05,-3.952756742364727e-06,5.162365141586633e-06,-1.0219546993539552e-05,1.4667718460259493e-05,-2.9860308131901547e-05,5.244493416967089e-05,-3.174414177919971e-05
5.265024128675577e-06,-6.610080345126335e-05,7.184373498603236e-05,-4.286885632609483e-05,5.118807848703e-06,5.328390216163825e-06,6.78586411595461e-06,-2.3939765014802106e-06,1.4505659237329382e-05,-2.0744836547237355e-05,2.91880623990437e-05,-5.927069864242185e-06
2.086047550164949e-05,-8.382600753975566e-05,0.00010830929568328429,-2.985027549584629e-05,5.771038502278003e-05,-1.5949583485053154e-05,-6.442127187256119e-06,-2.5210594230884453e-05,2.1109362933202647e-06,-3.921818915841868e-05,2.5375346012879163e-05,-1.386965823257924e-05
-2.4554674382670783e-06,-9.318818774772808e-05,8.087216701824218e-05,-4.521458049566718e-05,3.6094024835620075e-05,9.303589280307278e-06,1.7595542885828763e-05,-2.4593427951913327e-06,2.0555860373860924e-05,-3.0173913728503976e-05,3.1241219403455034e-05,-2.217091014244943e-05
2.18646137000178e-05,-7.448390533681959e-05,6.402026156138163e-05,-3.6702276247524424e-05,1.3754490737483138e-05,-3.6688020372821484e-06,9.971449344448047e-06,-6.969178457438829e-06,1.9477634623399354e-05,-3.320981795695843e-05,3.4977906125277514e-05,-9.032377647599787e-06
3.721522261912469e-06,-7.501356822103844e-05,7.39890310796909e-05,-2.8316128918959294e-05,2.789713744277833e-05,3.000953995524469e-06,4.639801318262471e-06,-6.1205062706903846e-06,3.626611942308955e-06,-2.644090432113444e-05,2.8952555567229865e-05,-9.936505421137554e-06
-8.577405992582499e-06,-7.93522922322154e-05,9.856449560174951e-05,-1.754676668497268e-05,5.352291191229597e-05,-1.1068225603594328e-05,-8.934978040997521e-06,-3.1085363843885716e-05,1.850904254752095e-05,-3.7314977362257196e-05,5.0071765144821256e-05,-2.6788207833305933e-05
-1.0916927863036108e-05,-2.4136272941177594e-05,0.00021159405878279358,-2.3446308205166133e-05,-1.548078989799251e-05,-2.564960004747263e-05,-1.04414081079085e-05,-2.5499763523839647e-05,-1.2207681038489682e-05,-2.6939305939777114e-05,-9.74837814737839e-06,-2.712762579903938e-05
2.1664435166712792e-05,-0.0002483170756022446,1.5577757721985108e-05,2.5182040388926907e-05,1.83693045983091e-05,1.6857310129125835e-05,1.725020592857618e-05,3.9890680000098655e-05,5.736874300055206e-06,4.082018131157383e-05,1.7206467873620568e-05,2.9761823498120066e-05
1.2653461908485042e-05,-0.000133049115902395,0.0001256225577890291,-4.1380556467629503e-05,7.00350547049311e-05,-1.3058785953035112e-05,9.973820908726339e-06,-1.8286196336703142e-05,2.155933702852053e-05,-5.850152956554666e-05,5.5924460639289464e-05,-3.1492502330365824e-05
6.934707130312745e-06,-8.206121492548846e-05,9.127670637099072e-05,-9.203039780913969e-06,7.769823423586786e-05,-1.5294011348032654e-05,-1.9750393107642594e-06,-3.0085981961747166e-05,7.731345363026776e-06,-5.076843808637932e-05,3.699981243698858e-05,-3.1253081033355556e-05
1.203887268275139e-05,-7.717543212493183e-05,7.200555251074547e-05,-1.2804902326024603e-05,4.2474334804865066e-05,-8.636870461486978e-06,1.4798063148191432e-06,-1.4545003523380728e-05,1.0667992228263756e-05,-3.792636448451958e-05,2.6359122330177343e-05,-1.3937104995420668e-05
5.960510883085135e-06,-7.522252099079196e-05,7.6330282837489e-05,-3.1782480618858244e-05,3.5455618217383744e-05,-7.5061872735204815e-06,1.6476784821861656e-05,-1.9417698695178842e-05,2.808960562106222e-05,-3.95398898831445e-05,3.833361733995844e-05,-2.7177642891729192e-05
1.590713338828209e-06,-0.0001050929809025547,0.00010327014211952701,-1.9882350898114964e-05,5.667917139362544e-05,-4.612678367266199e-06,4.10159736929927e-06,-8.959015417531191e-06,1.240595338458661e-05,-4.7734692827816616e-05,3.3691690987325273e-05,-2.545754659877275e-05
-8.61219677972258e-06,-9.456789484829642e-05,8.578612619203341e-05,-2.860500171664171e-05,3.3936223189812154e-05,6.257385393837467e-06,1.2685939225320908e-05,-6.379506430675974e-06,2.4909444277909643e-05,-4.1469427742413245e-05,4.870201701123733e-05,-3.264311271777842e-05
4.689138677349547e-06,-9.783846462596557e-05,9.944196858668874e-05,-2.1262238448116477e-05,4.713864353789177e-05,-9.602403679309646e-06,4.973817340214737e-07,-1.6782954190830424e-05,2.2044178876967635e-05,-4.7605950555862364e-05,4.749834010908671e-05,-2.821763996507798e-05
1.5298487596737687e-06,-0.00011933174846490147,0.00011905974497494753,-6.747885890945327e-05,2.7515510737430304e-05,4.07456263928907e-06,7.452755198755767e-06,-3.948862286051735e-06,2.4713984203117434e-05,-3.2568124879617244e-05,6.472873110396904e-05,-2.5747549841526052e-05
3.674713661894202e-05,-8.388730930164456e-05,7.938500857562758e-05,-1.129556838463941e-05,5.584588143392466e-05,-1.0398003723821603e-05,-6.6500842876848765e-06,-1.991985300264787e-05,5.3756557463202626e-06,-4.565712492876628e-05,2.7812864573206753e-05,-2.7358597435522825e-05
5.046154115007084e-06,-8.252131374320015e-05,8.555181602787343e-05,-2.423880960122915e-05,4.39666858937926e-05,-7.349308361881413e-07,2.1738169380114414e-06,-1.7480184055784775e-05,8.782905297266552e-06,-3.888877108693123e-05,3.8921897612453904e-05,-2.057927122223191e-05
2.090191628667526e-07,-8.993058509076945e-05,0.00010452963397256099,-1.2769252407451859e-05,6.030167878634529e-05,-7.5070543061883654e-06,5.665542630595155e-06,-1.9421374474859476e-05,1.1640953289315803e-05,-4.975038245902397e-05,2.9988893857080257e-05,-3.295706665085163e-05
3.3863163935166085e-06,-0.00014034422906661348,0.00013493565597855195,-4.660290477431772e-05,7.006105602158641e-05,-1.2483383216022048e-06,1.2702344747594907e-05,-1.6456442608614452e-05,2.0847048290306702e-05,-5.867213980081942e-05,5.511532569357769e-05,-3.372368654552815e-05
6.853994591438095e-06,-0.00014523644131259061,0.00015128010272746906,-5.53891618437774e-05,7.088310042036028e-05,-8.679458460392198e-06,2.2909930521564092e-06,-2.9219772841315717e-05,2.605533290989115e-05,-5.560239446822379e-05,6.964546207655076e-05,-3.288176139903953e-05
1.2181676538602915e-05,-0.00010589790110770991,0.00011912975696759531,-4.216231172904372e-05,5.015107672079466e-05,-1.2471724403440021e-05,-5.254129973764066e-06,-2.093400712510629e-05,1.3102319144309149e-05,-3.9325024204117653e-05,5.055593737779418e-05,-1.9075670024903957e-05
1.1286384278719197e-05,-0.00014073184775043046,0.00014038162044016644,-6.062851753085852e-05,5.392750426835846e-05,-4.6306422518682666e-07,1.5389626923933974e-05,-1.4615357940783724e-05,2.1783929696539417e-05,-6.027585331480623e-05,5.865949583494512e-05,-2.4713910647733428e-05
-4.208175141684478e-06,-7.076583278831095e-05,0.00010558242684055585,-3.295635906397365e-06,5.342742952052504e-05,-2.1377526422838855e-05,-1.1463124337751651e-05,-2.3002105248970395e-05,1.2322283282628632e-06,-3.757172044061008e-05,3.3370668461429887e-05,-2.1928635078438674e-05
1.0741969163063914e-05,-0.00010298468987457454,0.00013987444253871217,-1.5097230175342702e-05,6.285204653977416e-05,-1.7305846540693892e-05,-1.785450967872748e-05,-3.138358715659706e-05,-6.923626415300532e-06,-5.332436012395192e-05,5.450889148050919e-05,-2.3103501916921232e-05
-3.833043308532069e-06,-8.590032848587725e-05,9.420955757377669e-05,-1.0467736046848586e-06,4.907421680400148e-05,1.5108993380863467e-06,-1.03708134702174e-06,-1.6435170891782036e-05,5.26247970356053e-06,-4.553407597995829e-05,2.529533276174334e-05,-2.1566011582763167e-05
-0.00018685771647142246,-0.0001752128118823748,0.00042114913958357647,-0.0002232414117315784,-0.0001849258715083124,-0.00021677107361028902,-0.0002955824966193177,-0.0001799612455215538,-0.0001744130568113178,-0.00017244572518393397,0.0015688581988797523,-0.00018059594731312245
1.573407007526839e-05,-0.00011994190299446927,0.00012098059778509196,-2.8870421374449506e-05,6.7519115759751e-05,-1.2659294725381187e-05,-5.561162652156781e-06,-2.168745540132022e-05,2.9827870093868114e-06,-4.9502956244396046e-05,4.968367557012243e-05,-1.8677049411053304e-05
1.2577148027048679e-05,-0.00011240319690841716,0.00010871578251681058,-5.188751083551324e-05,4.969439567048539e-05,1.2528809065770474e-06,3.8381263038900215e-06,3.7560032524197595e-06,2.923061401816085e-06,-3.8833899907331215e-05,3.915414163202513e-05,-1.878693456092151e-05
