Fp1,F7,T7,P7,O1,F3,C3,P3,Fp2,F8,T8,P8,O2,F4,P4,Cpz
-1.8839809854398482e-06,-2.3189133401047002e-05,-5.330041858542245e-06,-3.081654313064064e-06,-2.1124481008882867e-06,6.076592399040237e-06,5.748503554059425e-06,4.868508767685853e-06,-1.5152445485000499e-06,8.048206836974714e-06,2.511475031496957e-06,-1.040777988237096e-07,-1.5367389778475626e-06,7.877796065258735e-06,4.380019788641221e-06,-7.577816631965106e-07
0.00010931550968962256,-3.093032694323483e-05,-5.736366983910557e-05,-4.3412515879026614e-05,-3.269328317401232e-05,5.219552690505225e-06,-2.41721074871748e-05,-3.036565613001585e-05,0.0001166656529676402,4.6674205805175006e-05,2.6002229560617707e-06,-1.2937743576912908e-05,-2.3082547158992384e-05,1.4631165413447889e-05,-1.2687381513387663e-05,-2.7461076570034493e-05
-1.2411219358909875e-05,-0.00011001897109963465,-2.8710625429084757e-05,-8.850703125062864e-06,-3.20589606417343e-07,-1.3798414784105262e-05,-9.242414634513807e-06,1.6035082808230072e-06,1.8291757442057133e-06,6.353407843562309e-05,2.989045742651797e-05,1.9594236619013827e-05,1.1856188393721823e-05,2.9235700367280515e-05,1.9792356397374533e-05,6.01723058935022e-06
0.00012140440958319232,-4.527098462858703e-05,-4.822273604077054e-05,-3.8943961044424213e-05,-3.76973866877961e-05,5.224008873483399e-06,-2.1421398741949815e-05,-2.342623793083476e-05,0.00011578037083381787,6.077848320273915e-05,1.2619052540685516e-06,-2.3479422452510335e-05,-3.298494266346097e-05,1.7872626358439447e-05,-1.6512430192960892e-05,-3.436230599618284e-05
1.4934616046957672e-05,-2.73752575594699e-05,-3.4353197406744584e-06,-3.6954852475901134e-06,-2.139609023288358e-06,-5.124385552335298e-06,-8.066325108302408e-06,-4.733095465780934e-06,1.7020352970575914e-05,1.7711494365357794e-05,8.15100690942927e-06,-4.500543582253158e-08,-4.96052234666422e-06,6.822685918450588e-06,-1.7985886415772256e-06,-3.2665675462340005e-06
-1.4345258023240604e-05,-2.767391174529621e-05,-7.129041478037834e-06,-4.528697900241241e-06,-6.251084869290935e-06,3.787673108490708e-06,7.483487479476025e-06,5.026172857469646e-06,-6.629030394833535e-06,1.8582758912089048e-05,1.220760577780311e-05,4.001509978479589e-06,-8.122328836179804e-07,1.3621574453281937e-05,7.4098873028560774e-06,-4.751413598569343e-06
8.679307939019054e-07,-9.326747203886043e-06,-2.4433029466308653e-07,-2.169184881495312e-06,-4.402240847412031e-06,-2.0697105753697542e-06,-1.5275745681719854e-06,2.579954525572248e-07,1.1297743185423315e-06,7.89356909081107e-06,4.604048626788426e-06,1.5610982018188224e-06,-1.953902938112151e-06,4.6721195303689456e-06,2.3784714358043857e-06,-1.6713138393242843e-06
0.00011102918870165013,-7.914587877166923e-05,-6.986384778429056e-05,-5.2454065553320106e-05,-3.323860767068254e-05,8.576637810620014e-06,-2.244431675535452e-05,-2.1882692067265452e-05,0.00011563947668946639,5.856763743850024e-05,8.804536037132493e-06,-8.300702575070318e-06,-1.8798324617819162e-05,3.0422604595514713e-05,-2.6217867343802936e-06,-2.4289859084092313e-05
1.9156492953698034e-05,-2.6783942303154618e-05,-1.8982598248840077e-05,-1.463485779140683e-05,-7.6387693752622e-06,3.1325641316470865e-06,-3.21715856443916e-06,-3.762299456866458e-06,2.392388967109582e-05,2.05160399673332e-05,7.360799372690963e-06,-9.56765646265012e-07,-5.622052412945777e-06,1.0204702618921146e-05,2.185975063184742e-06,-4.882020718355307e-06
3.7561658245977014e-06,-4.548043489194242e-05,-1.487341870642922e-05,-9.112684011824967e-07,-8.298537181872234e-07,-8.422806786256842e-06,-8.760349714975746e-06,-5.812963991047582e-06,1.1637787793006282e-05,2.5070724859688198e-05,1.4902418570272857e-05,1.0302320106347906e-05,5.833746854477795e-06,1.0375247256888542e-05,2.858999778254656e-06,3.5368543649383355e-07
1.4827717905063764e-05,-4.152385190536734e-05,-1.8296083908353467e-05,-1.3917646128902561e-05,-1.2703776519629173e-05,-3.5766752262134105e-06,-8.076041922322474e-06,-6.810869308537804e-06,3.707045379996998e-05,3.9104247377963475e-05,1.291368562306161e-05,2.6022776182799134e-06,-7.976939514264814e-06,1.5259189922289806e-05,1.5719210750830825e-06,-1.0467611218700767e-05
-2.475022574799368e-05,-8.556294051231816e-05,-2.899868945860362e-05,-5.6483222579117864e-06,3.059286427742336e-06,-1.002735893962381e-05,-8.382116902794223e-06,8.649012670502998e-07,-9.602135833119974e-06,5.811055234516971e-05,2.897017475333996e-05,1.8843593352357857e-05,1.3337553696146642e-05,2.4271406800835393e-05,1.6860145478858612e-05,8.654175417177612e-06
-1.2472645721572917e-05,-2.5795684450713452e-05,-5.678896854988125e-06,2.00648651116353e-06,2.801043933686742e-06,-6.764880936316331e-06,-1.3149910955689847e-06,4.305616243982513e-06,-4.955343683832325e-06,1.1952454997299355e-05,7.306160796360928e-06,6.926348419256101e-06,6.5200278527299815e-06,5.082140660306322e-06,6.2506460380973294e-06,3.831520075436856e-06
-4.266267478669761e-05,-6.454204356032278e-05,-5.0995425340261136e-06,8.671039466889852e-06,1.363831256639969e-05,-1.3304388858159655e-05,-2.034988199284271e-06,9.85352818361207e-06,-2.6725491807155777e-05,3.258702781749889e-05,2.3006509650258522e-05,1.8239392019836487e-05,1.2980196061107563e-05,1.1693176475091605e-05,1.1968129612682787e-05,1.1731816016435914e-05
0.00010428947507534758,-5.527862231247127e-05,-4.0029876430480726e-05,-3.119352595604141e-05,-3.155964589041105e-05,1.200700580739067e-06,-2.6825745351288788e-05,-2.8590220722435333e-05,0.00011908618830602791,5.873493046237854e-05,6.059973429728416e-06,-1.6197928971450892e-05,-2.7840378379551112e-05,1.5724687727924902e-05,-1.8918002751888707e-05,-2.866201009510405e-05
8.418548532063141e-06,-3.1003993171907496e-05,-6.214125733094988e-06,-2.831227448041318e-06,3.14972987780493e-06,-1.3309081623447128e-05,-7.376730991381919e-06,-4.1196608435711823e-07,8.351180440513417e-06,2.1994702365191188e-05,1.0064670505016693e-05,1.8334219475946156e-06,-2.2650312985206256e-06,9.781562539501465e-06,-7.846119842724875e-07,6.02952695771819e-07
2.19170942727942e-06,-2.9155713491491042e-05,-1.554798706138172e-05,-1.1621489875324187e-05,-3.5384430248086574e-06,-2.318346162155649e-06,-2.343074811506085e-06,-5.550095920625608e-06,1.2456097465474159e-05,1.9431749478826532e-05,1.1637365332717309e-05,6.1820138625989784e-06,1.000154270514031e-06,1.2397637419780949e-05,6.636823655981061e-06,-1.8583982637210283e-06
-2.7681895517162047e-05,-5.368299298424972e-05,-1.4437218965213106e-05,9.313589544035494e-07,7.777230621286435e-06,-1.4489653494820232e-05,-7.878876544964442e-06,6.02472027821932e-07,-8.365928806597367e-06,3.72452377632726e-05,2.2577571144211106e-05,1.6842763216118328e-05,1.1918649192921293e-05,1.2832803349738242e-05,6.861882013708964e-06,8.946595244196942e-06
0.00010145069063582923,-4.809894016943872e-05,-4.43567187176086e-05,-4.0266168980451766e-05,-4.0911550968303345e-05,5.7211925650335616e-06,-2.3479790797864553e-05,-2.6132883249374572e-05,0.00011863478721352294,6.041093547537457e-05,4.89700266825821e-06,-1.549036643666568e-05,-2.9873936455260264e-05,2.2704869934386807e-05,-1.1240514822929981e-05,-3.396861211513169e-05
-7.067514729897084e-06,-5.6116588893928565e-05,-2.9212303161330055e-05,-3.079042741660487e-06,8.095015459730348e-06,-8.088936908734468e-06,-8.371226385861519e-06,-5.824364393447468e-06,5.643296390189789e-06,3.732260847755242e-05,1.7512450540380087e-05,1.0726845175668132e-05,9.243840395356528e-06,1.4964149158913642e-05,5.670174900274105e-06,8.581597285228781e-06
-3.114986020591459e-05,-7.313194146263413e-05,-1.1833729786303593e-05,1.3642250678458367e-05,1.3704448974749539e-05,-1.1796999388025142e-05,-3.3074823591050517e-06,9.351703056381666e-06,-1.047934756570612e-05,3.3716401958372444e-05,1.857537881733151e-05,1.0887525945690868e-05,9.11347729015688e-06,1.2996638815820916e-05,1.16511855594581e-05,8.060355867200997e-06
-1.5616093605785863e-05,-5.173054705664981e-05,-1.0737467363242104e-05,-7.820219089182956e-06,4.551505412564438e-06,-8.922439974412555e-06,-2.588844949968916e-06,3.085049911533133e-06,-4.357821808298468e-06,2.335745648451848e-05,1.7022789052134613e-05,1.0556269103290106e-05,9.962693411580403e-06,1.2639010492421221e-05,1.3115096408000682e-05,7.483565923394053e-06
6.75934936680278e-05,-1.6971773675322765e-05,-3.440985642555461e-05,-3.1539574592898134e-05,-2.8312914764683228e-05,1.4948211173759773e-05,-5.7751806252781535e-06,-1.7341856164421188e-05,6.86011176185275e-05,3.0234743462642655e-05,1.7770616977941245e-07,-1.4267168353399029e-05,-2.0835400846408447e-05,1.7357268916384783e-05,-5.197167865844676e-06,-2.4261645648948615e-05
1.7723232303978875e-06,-2.536338706704555e-05,-6.800130222472944e-06,-1.531517426656137e-06,-1.902016379062843e-06,-5.248022290516019e-06,-5.4087158787297085e-06,-1.0399242000858067e-06,8.850894118950237e-06,1.4139380255073775e-05,8.541573606635211e-06,4.5940513473397004e-06,1.3051507607997337e-06,8.651386451674625e-06,2.9335117233131314e-06,-3.4945574043376837e-06
8.627754141343758e-06,-0.00015594782280459185,-8.403521587752039e-05,7.972044386406196e-06,1.0798199696182564e-05,5.558372913583298e-05,7.094016564224148e-05,2.3712656229690765e-05,1.1450538295321167e-08,1.1296725688225706e-06,1.5348425677075284e-06,7.689825793022464e-06,1.3602527360490058e-05,1.025553058298101e-05,1.5508304841205245e-05,1.2616333151527215e-05
-3.303206040072837e-05,-2.7667713766277302e-05,-3.0038236218388192e-06,5.3179771839495515e-06,1.03461129583593e-05,-4.454107283891062e-06,3.839040573438979e-06,9.76995147539128e-06,-2.6964817152475007e-05,8.122498798002198e-06,1.146432191490021e-05,1.0117542160514859e-05,8.796557722234866e-06,7.531479923272855e-06,1.030885755426425e-05,9.508181392448023e-06
-1.1728532626875676e-05,-4.5743548071186524e-05,-1.7224670955329202e-05,-3.182029502113437e-06,8.126684917897364e-06,-9.179123935609823e-06,-6.552710487994773e-06,-1.4160941645968705e-06,2.9701050152652897e-07,2.200311803335353e-05,1.3076114555587992e-05,1.2627722185243329e-05,1.1544791391315812e-05,8.216171863750787e-06,8.746563480599434e-06,1.0388528608018532e-05
-1.7055161151802167e-05,-4.273682998245931e-05,-1.839501408085198e-05,5.762080945714843e-07,8.59482332771222e-06,-7.900279797468102e-06,-4.901816282654181e-06,5.646267482006806e-06,-1.574362613609992e-07,2.015861900872551e-05,1.0034583283413667e-05,8.690126605870319e-06,9.451768619328504e-06,8.05831541583757e-06,1.0275460226694122e-05,9.660367595643038e-06
8.361363506992348e-05,-3.853346379401046e-05,-4.0953990264824824e-05,-3.2616684620734304e-05,-2.7616617444436997e-05,6.8064939569012495e-06,-1.646957980483421e-05,-2.3262252398126293e-05,9.169282566290349e-05,4.657283579945215e-05,4.433598277842066e-06,-1.1348621683282545e-05,-2.2228266971069388e-05,1.7585036175660207e-05,-1.2068408068444114e-05,-2.5606536837585736e-05
1.2306527423788793e-06,-3.4527009120211005e-05,-1.6933754977799254e-05,-7.173181018060859e-06,1.093419996323064e-06,1.7416591049368435e-06,-3.421712335693883e-07,-1.538323118666085e-06,8.311862529808423e-06,2.3468184735975228e-05,8.618197398391203e-06,2.2136902479985565e-06,-1.7425384157832013e-06,1.244372469955124e-05,3.346021969719004e-06,-2.1043592823843937e-07
-1.5533077203144785e-05,-2.7827362828247715e-05,-1.0292321462657128e-05,1.0062813089461997e-06,4.742522079936862e-06,-3.0036335374461487e-06,-2.8240237952559255e-06,-1.897688775898132e-06,-5.944248187006451e-06,9.376117304782383e-06,8.577473863624618e-06,1.0467234460520558e-05,9.697424957266776e-06,7.52025061956374e-06,7.501565050915815e-06,8.433488801529165e-06
