Fp1,F7,T7,P7,O1,C3,Fp2,F8,T8,P8,O2,C4,P4,Cpz
3.1136297366174404e-05,-6.137887612567283e-05,-3.15607940137852e-05,-1.488458292442374e-05,-4.615989382728003e-06,-1.753042215568712e-05,3.748400558833964e-05,3.555024886736646e-05,1.36176313390024e-05,6.146738201096014e-06,-7.051748980302364e-07,6.396706339728553e-06,5.367003836909134e-06,-5.022799996368121e-06
5.830891223013168e-05,-0.00011560102439034381,-5.953468553343555e-05,-3.099803751638319e-05,-1.511651635155431e-05,-3.243110450057429e-05,7.337620627367869e-05,8.312360068885027e-05,2.84610653125128e-05,6.330214546323987e-06,-1.0439563084219117e-05,1.7098111129598692e-05,9.900609256874304e-07,-3.567238934465422e-06
-6.43973305614054e-06,-2.7093370590591803e-05,-1.4873060536046978e-05,-2.793608928186586e-06,2.861225993910921e-06,-6.773605718990439e-06,-1.8747859940049239e-06,2.606696762086358e-05,1.3542724900617031e-05,7.143216862459667e-06,2.6421612346894108e-06,4.438590451627533e-06,3.5833722478173513e-06,-4.300957954228579e-07
-4.5570168367703445e-06,-9.131807019002736e-06,-9.87731255008839e-07,-4.011082637589425e-06,-1.567503431942896e-06,2.988089136124472e-06,-3.378089786565397e-06,1.3856841178494506e-05,4.304407411837019e-06,-2.3971697373781353e-06,-3.346211542520905e-06,4.598000487021636e-06,9.99535131995799e-07,2.6297370823158417e-06
1.2006541965092765e-05,-1.779176000127336e-05,-1.332941292275791e-05,-1.051887829817133e-05,-4.929312751755788e-06,-1.3468212614498043e-05,1.6362404039682588e-05,3.2681401762602036e-05,1.5050593901833054e-05,-1.3017797755310312e-06,-6.121558129734694e-06,3.333819904582924e-06,-4.5832655359845376e-06,-7.390582823063596e-06
5.55226688447874e-06,-1.5359623830590863e-05,-6.06954017712269e-06,-6.262499482545536e-06,-4.6036340108912555e-06,-6.428620963561116e-06,1.0774763723020442e-05,2.552094156271778e-05,8.065016345426557e-06,-1.7577635844645556e-06,-4.931194325763499e-06,1.5566261026833672e-06,-1.633276951906737e-06,-4.423462769409525e-06
8.022371730476152e-06,-1.6675166079949122e-05,-1.2412753676471766e-05,-6.400212555490725e-06,-1.2453245403776236e-06,-7.845191703381715e-06,1.2374141078907996e-05,1.9944065570598468e-05,3.789775803397788e-06,1.3747885532211512e-06,-1.1496142633404816e-06,1.6199223864532541e-06,9.178775144391693e-07,-2.3146818648456247e-06
1.1480715329525992e-05,-4.207121855870355e-05,-1.55607867782237e-05,-6.736718205502257e-07,-6.697746357531287e-08,-8.890315712051233e-06,1.889902887342032e-05,2.6486269234737847e-05,6.010641300235875e-06,-2.7132978175359312e-06,1.7478510017099325e-07,3.4834142255135703e-06,8.320266715600155e-07,2.6093862288689706e-06
1.83022307282954e-05,-1.7387388652423397e-05,-1.6000777350200224e-05,-1.3374537502386374e-05,-1.079018579730473e-05,-1.0856085282284766e-05,2.569888783909846e-05,3.265442865085788e-05,7.0963087637210265e-06,-2.8699778340524063e-06,-5.286768328005564e-06,6.673585630778689e-07,-4.061595404891705e-06,-3.7919003261777107e-06
-3.829819888778729e-06,-4.220974187774118e-05,-1.7759770230441063e-05,-2.3951511138875503e-06,-1.175969373434782e-06,-4.975150204700185e-06,6.52463450023788e-06,3.932546951546101e-05,1.4110525626165327e-05,4.126499788981164e-06,-1.5256206680192008e-06,9.382555163028883e-06,7.792318683641497e-07,-3.7769132177345455e-07
1.5599889138684375e-05,-4.7809498937567696e-05,-2.1350214410631452e-05,-1.0270557140756864e-05,-6.020079126756173e-06,-1.0546655175858177e-05,2.3142363261285936e-05,3.695761188282631e-05,1.333560430794023e-05,-9.041459634318016e-07,-1.8135028199139924e-06,9.647140359447803e-06,1.2545606296043843e-06,-1.2225159480294678e-06
1.6258516552625224e-05,-1.2814551610063063e-05,-1.0033598300651647e-05,-1.0387881957285572e-05,-5.470132009577355e-06,-3.3463129511801526e-06,1.7575104720890522e-05,1.678989610809367e-05,7.3691035140655e-07,-1.637650711927563e-06,-5.44956731118873e-06,9.260265869670548e-07,-7.272173832006956e-07,-2.41953779323012e-06
3.6697838368127123e-06,-1.3973858585814014e-05,-9.015713658300228e-06,-1.083970209947438e-05,-5.352095740818186e-06,-1.1795446880569216e-05,1.2567323210532777e-05,4.106806045456324e-05,1.0874433883145684e-05,1.2831324056605808e-06,-3.264665309643533e-06,-1.735275873215869e-06,-2.2164654183143284e-06,-1.1269513834122336e-05
3.49351722661595e-05,-9.64931341513875e-05,-4.365442509879358e-05,-2.24741238525894e-05,-7.985034244484268e-06,-2.8244148097655852e-05,4.7699388460387127e-05,7.400905815302394e-05,3.08874709844531e-05,1.2826553984268685e-05,-9.029470220411895e-07,1.0088175258715637e-05,1.1716157359842327e-06,-1.1863619420182658e-05
-1.547027932247147e-05,-5.4097341489978135e-05,-2.9707542125834152e-05,-1.0853221283468883e-05,-2.54770384344738e-07,-9.005236279335804e-06,-2.8450558602344245e-06,2.769014099612832e-05,2.3828119310564944e-05,1.730957205836603e-05,7.040264449642564e-06,1.75047246102622e-05,1.5214977338473545e-05,1.3645641956827603e-05
2.005780697800219e-05,-3.020883013959974e-05,-1.5278743376256898e-05,-9.256749763153493e-06,-3.2616399039397947e-06,-3.45613261742983e-06,2.5144927349174395e-05,1.5682435332564637e-05,4.4022272049915045e-07,-6.496416062873323e-07,-1.6459789549116977e-06,4.062819698447129e-06,-1.2511553677541087e-06,-3.7933568819426e-07
1.1149707233926165e-05,-3.4212562241009437e-05,-1.960165036507533e-05,-9.704446028990787e-06,-2.645478602403273e-06,-1.586830330779776e-05,2.0051918909302913e-05,3.9497804436905426e-05,1.2466856219361944e-05,3.092177394137252e-06,2.0828290985264175e-06,2.011843207583297e-07,-2.114727976731956e-06,-4.3953092472293065e-06
1.1447372344264295e-05,-4.287796309654368e-05,-2.3870747554610716e-05,-1.0361744237741277e-05,-7.637383077963023e-06,-1.4104498859524028e-05,2.3835392312321346e-05,4.942490318171622e-05,1.4888915302435635e-05,5.47848321730271e-06,-3.7632380553986877e-06,3.334029088364332e-06,1.1117936082882807e-06,-6.905315672156576e-06
1.0392679541837424e-05,-3.0426846933551133e-05,-7.255754098878242e-06,-2.4263554223580286e-06,-1.609829269000329e-06,-1.5029561836854555e-05,1.4576482499251142e-05,2.5984623789554462e-05,9.103021511691622e-06,7.926363650767598e-06,-3.5585799196269363e-07,-4.628436727216467e-07,1.391872501699254e-07,-1.0555304470472038e-05
1.5702555174357258e-05,-1.3641303667100146e-05,-1.0693609510781243e-05,-8.700096259417478e-06,-5.633183718600776e-06,-7.024988008197397e-06,2.1248089979053475e-05,2.3002474335953593e-05,4.190727850073017e-06,-1.697541847534012e-06,-4.7242347136489116e-06,-1.2617211666565709e-06,-4.666577297030017e-06,-6.100594873714726e-06
1.3513203157344833e-05,-2.8398146753261244e-05,-1.8201506179593707e-05,-1.161439968200284e-05,-8.06149637355702e-06,-1.8129339309780335e-06,1.8950428056996316e-05,2.6809389055415522e-05,6.124432729848195e-06,-1.4077171499593533e-06,-7.4971069352613995e-06,9.702360785013298e-06,-2.2701300466110297e-06,4.163620644703769e-06
3.068872274525347e-06,-3.342681611684384e-05,-1.851976458056015e-05,-5.999133009026991e-06,-2.4717654127925925e-06,-5.751631761086173e-06,1.2436823453754187e-05,2.575196685938863e-05,5.1410945616225945e-06,2.496001798135694e-06,6.717154903412847e-07,7.846115167353673e-06,2.52591735261376e-06,6.230602366485982e-06
-1.6429380821136874e-05,-4.926098517898936e-05,-2.786455297609791e-05,-5.945526027062442e-06,6.1465777889679885e-06,-1.4544640634994721e-05,-2.685786967049353e-06,4.260870809957851e-05,2.210450475104153e-05,1.7041716318999534e-05,9.64272953751788e-06,5.118286253491533e-06,1.0337557114326046e-05,3.7307922866602894e-06
4.740576741824043e-06,-0.00012360713094494713,-5.0863669628142816e-05,-1.8569303264825976e-05,-1.5551909200439695e-06,-2.847615701284667e-05,3.168512830598047e-05,8.289899233204778e-05,3.9284403101191856e-05,1.4278945570822543e-05,1.1019286375812953e-05,2.2914544388186187e-05,1.217255294250208e-05,4.077026005688822e-06
-2.3667560526519082e-05,-4.213973807054572e-05,-1.9513430970619083e-05,-5.773003067588434e-06,-1.5151940715441015e-06,-5.050643267168198e-06,-1.564670128573198e-05,5.237212099018507e-05,2.1657062461599708e-05,9.471386874793097e-06,1.0937326777593626e-06,1.6428592971351463e-05,7.304760856641224e-06,4.978613276307442e-06
-3.966571966884658e-06,-2.4328882318513934e-05,-1.4636892501584953e-05,-4.124968654650729e-06,-3.0048840926610865e-06,-2.267910349473823e-05,8.234678261942463e-06,3.0611248803325e-05,2.0835857867496088e-05,1.3697202575713163e-05,1.2285327102290466e-06,5.09680330651463e-06,2.995265276695136e-06,-9.958284408639884e-06
-8.62747106111783e-06,-4.73805824867668e-05,-1.5662493069612538e-05,3.124303930235328e-06,9.435819265490863e-06,-7.337571787502384e-06,-2.8263630156288855e-06,1.1831545634777285e-05,9.825848337641219e-06,9.799829257417514e-06,1.272236568183871e-05,7.799780860295868e-06,1.1001259281329112e-05,6.2937302800492034e-06
1.4282739812188083e-05,-2.4444254449917935e-05,-7.591233497805661e-06,-4.410662086229422e-06,-4.154365285558015e-06,-1.0314479368389584e-06,1.810666981327813e-05,2.4021104309213115e-05,4.023855126433773e-06,-7.544778327428503e-06,-6.760671340089175e-06,6.263610430323752e-07,-5.092765832159785e-06,-3.0553110264008865e-08
-4.981523034075508e-06,-1.6714355297153816e-05,-8.364253517356701e-06,-6.815362212364562e-06,-4.755702320835553e-06,-4.818266461370513e-06,1.3370661235967418e-06,3.5729062801692635e-05,1.3231996490503661e-05,-3.0348865323048813e-06,-5.1851989155693445e-06,7.2558764259156305e-06,-1.1609751595642592e-06,-1.7234738152183127e-06
4.660881313611753e-05,-4.7316211748693604e-05,-1.8607135643833317e-05,-9.789923751668539e-06,-8.745450031710789e-06,-9.058015848495415e-06,4.322284439695068e-05,3.045557286895928e-05,6.720523799685907e-06,-8.537358098692494e-06,-1.0143385452465736e-05,8.465087830700213e-07,-6.98384894803894e-06,-8.672935109643731e-06
3.7279462503647665e-06,-1.609789251233451e-06,-3.0840814537747008e-06,-7.108956197043881e-06,-6.090702868277731e-06,-4.456985720935336e-06,5.193740832964977e-06,1.558551775815431e-05,3.428170430197497e-06,-2.079297644286271e-06,-4.937072731081571e-06,2.6343498689129774e-06,1.2581447492721054e-06,-2.460983523633331e-06
-1.4058030046726344e-05,-2.2122860173112713e-05,-2.039463515757234e-05,-1.533132933673187e-05,-4.8637202780810185e-06,-2.517890607123263e-06,-9.911217830449459e-06,1.2334080338405329e-05,2.1838665816176217e-05,1.2407859230734175e-05,-1.638744379306445e-06,2.4406840566371102e-05,9.98860059553408e-06,9.862380352387845e-06
