Fp1,F7,T7,P7,O1,C3,Fp2,F8,T8,P8,O2,C4,P4,Cpz
-2.611343461467186e-05,-4.940768121741712e-05,-1.5951538443914615e-05,-4.2720597548395745e-06,-3.414260163481231e-06,-8.756988790992182e-06,-1.054911899700528e-05,6.265309457376134e-05,2.2742234250472393e-05,8.605236416769912e-06,4.1925886762328446e-07,1.6624982833945978e-05,5.1100150812999345e-06,2.310258992110903e-06
1.7681648841971764e-05,-4.1705967305460945e-05,-2.8130134978709975e-05,-1.927120862887932e-05,-1.2415780929586617e-05,-1.2573006642924156e-05,3.23808080793242e-05,4.6316594307427295e-05,1.0686120106129238e-05,9.260286333301337e-07,-4.635665959540347e-06,1.1725332683454326e-05,1.8034269260169822e-06,-2.788198941061637e-06
1.242752233565625e-05,-2.8149314857728314e-05,-2.140185642929282e-05,-1.4320999525807565e-05,-9.631395641918061e-06,-1.4555841062247055e-05,2.6659550712793134e-05,4.513437124842312e-05,9.606795629224507e-06,-1.901859604913625e-06,-4.804554109227865e-06,4.971897851646645e-06,-8.129453874516912e-07,-3.2213698074601282e-06
2.1748028302681632e-05,-7.199506285360258e-05,-2.9235492775114835e-05,-1.613759832252981e-05,-5.176961167308036e-06,-2.4273578674183227e-05,3.271368404966779e-05,5.132701699039899e-05,1.9561549606805784e-05,7.835489441276877e-06,7.192282282630913e-06,8.241642092343682e-06,5.453029913837781e-06,-7.25402423995547e-06
-2.8649019441218115e-05,-4.9962205594056286e-05,-2.091819396810024e-05,3.82472876481188e-07,-3.076636403420707e-06,-1.079708567885973e-05,-8.157495813065907e-06,6.928327275090851e-05,2.4232952682723408e-05,1.0689451983125764e-05,3.5151240354025504e-06,1.035472256205594e-05,4.456786371065391e-06,-1.3541443877329584e-06
5.177109414944425e-06,-1.981533660000423e-05,-1.5838691069802735e-05,-1.152679675442414e-05,-6.765412535969517e-06,-1.041036261995032e-05,1.2121816325816326e-05,3.785854960369761e-05,1.1752463251468726e-05,-4.7287526854233874e-06,1.0070316420751624e-06,4.267159795290354e-06,-1.256719087905367e-06,-1.842059873524704e-06
-3.7594309105770662e-06,-8.716418506082846e-06,-9.055495638676803e-06,-4.400981310936913e-06,-2.809319084917661e-06,-2.0759584572260792e-05,-5.40343307875446e-07,1.7051882366558857e-05,1.8771854229271412e-05,2.3033151592244394e-05,6.00470366407535e-06,-4.1391299419046845e-06,1.4306612570180732e-06,-1.2111547903259634e-05
9.866984783002408e-06,-5.925699952058494e-06,-7.062088116072118e-06,-6.874602377138217e-06,-6.070449444450787e-06,-3.7225256619422e-06,8.041714863793459e-06,1.9812851405731635e-05,2.5800795810937416e-06,-4.567245355246996e-06,-6.4233942111968645e-06,5.058819624537136e-06,-2.985449086168046e-06,-1.7289989955315832e-06
3.5811240195471328e-06,-7.934052518976387e-05,-4.080236885783961e-05,-2.6520070264268725e-05,-1.5219370197883109e-05,-1.982113917620154e-05,2.514526295271935e-05,0.00010240443953080103,3.6401408578967676e-05,6.444613518397091e-06,-1.1374048881407361e-05,1.9015879956896242e-05,2.8513595111689938e-06,-2.7665751076710876e-06
3.2311634186044103e-06,-8.031415973164258e-06,-8.289497145597124e-06,-9.819450497161597e-06,-7.57596023959195e-06,-1.2190878805995453e-05,9.263279480364872e-06,1.951480226125568e-05,1.6840397165651666e-05,7.66899358950468e-06,-2.313151526323054e-06,2.3616041744389804e-06,-2.1227548359092907e-06,-8.537132544006454e-06
5.333810804586392e-06,-2.161763495678315e-05,-2.8648825718846638e-05,-2.1790427126688883e-05,-2.1496452973224223e-07,-3.682291480799904e-05,1.0723224932007724e-05,1.9744948076549917e-05,2.3498241034758394e-05,2.3476262867916375e-05,1.3702062460652087e-05,6.015579401719151e-06,1.713880305942439e-05,-1.0538168055518327e-05
7.35742588631183e-07,-2.7578948902373668e-05,-3.226072931283852e-05,-2.2184854969964363e-05,-1.1085361393270432e-06,-3.112828107987298e-05,1.2979947655367141e-05,2.7027912437915802e-05,2.8509024559753016e-05,1.776212411641609e-05,1.0432720273456653e-05,1.1864415455420385e-05,1.0091900094266748e-05,-5.14243555471694e-06
7.75786247686483e-07,-1.2866496490460122e-05,-6.864695393460352e-06,-1.2395771591400262e-06,1.9993285604869016e-07,-4.846566525884555e-06,3.825530257017817e-06,1.6721034171496285e-05,4.551600682134449e-06,5.699619123333832e-07,1.1181698909012994e-06,-1.7549189124110853e-07,-1.858147840039237e-07,-1.583375990321656e-06
8.251076678789104e-06,-2.6250153950968524e-05,-2.2322689801512752e-05,-1.4951757748349337e-05,-1.1461912663435214e-05,-3.555613943717617e-06,1.7053896840479865e-05,3.5310121120346594e-05,1.079133744497085e-05,1.3328758541319985e-06,-7.538547492913494e-06,9.748716138346936e-06,7.306762199732475e-07,2.8619784870898e-06
9.506005881121382e-06,-2.0915473214699887e-05,-1.5850772797421087e-05,-6.17757086729398e-06,-6.985216714383569e-06,-9.065577387445956e-06,1.6685842638253234e-05,2.1930640286882408e-05,8.375230208912399e-06,3.1029026104079094e-06,-1.3474618754116818e-06,5.54210419068113e-06,2.4631162887089886e-07,-5.046964474786364e-06
-6.676982593489811e-07,-2.2021246877557132e-05,-1.4019964510225691e-05,-6.6515258367871866e-06,6.176941951707704e-06,-9.172163572657155e-06,5.350177161744796e-06,1.2581107512232848e-05,7.74016410787226e-06,4.996472625862225e-06,5.623950528388377e-06,1.855476057244232e-06,6.570259074578644e-06,1.6380515717173694e-06
-1.2847325479015126e-05,-6.0729372989953845e-05,-2.2715570139553165e-05,1.509922071818437e-06,8.298121429106686e-06,-1.5549244267276663e-05,3.924596200022279e-06,4.001513570983661e-05,1.5944217921060044e-05,1.4579404250980588e-05,1.0916273822658695e-05,6.681043487333227e-06,9.084580483431637e-06,8.882211659511086e-07
1.6375522818634636e-05,-2.37274871324189e-05,-2.391719590377761e-05,-2.0525333638943266e-05,-1.2624032071251179e-05,-1.2819391713492223e-05,2.7259053240413778e-05,3.597268914745655e-05,1.6899692127481103e-05,3.413250169614912e-06,-9.38803759709117e-06,8.626147860013589e-06,-3.57785484084161e-06,-1.9670223991852254e-06
5.492240234161727e-06,-8.160006473190151e-05,-4.022598932351684e-05,-1.8023745724349283e-05,-2.2993981474428438e-06,-2.159589280381624e-05,2.306024543941021e-05,6.58295612083748e-05,3.077449946431443e-05,1.1986695199084352e-05,7.689723588555353e-06,1.2179290081348881e-05,8.015920229809126e-06,-1.2830842024413869e-06
-4.008568254221245e-06,-2.4367685909965076e-05,-9.227043392456835e-06,-3.854969008898479e-06,2.9986272238602396e-06,-9.813761607802007e-06,4.609663392329821e-06,1.6118322946567787e-05,8.674558955590328e-06,5.592623210759484e-06,3.062901441808208e-06,4.610346309164015e-06,4.563587367556465e-06,1.0413965583211393e-06
7.094835382304154e-06,-6.259089786908589e-05,-3.193801148881903e-05,-1.2766341114911484e-05,-6.558238965226337e-07,-1.264234469999792e-05,1.895818695629714e-05,4.857480416831095e-05,1.7239316321138176e-05,6.33808031125227e-06,6.999589459155686e-07,1.0753120250228676e-05,6.91720015311148e-06,4.017917262899573e-06
3.2722868127166294e-05,-1.3720066817768384e-05,-1.1594254829105921e-05,-1.746477028063964e-05,-1.4960473436076427e-05,-1.3461643447953975e-05,3.840099543594988e-05,3.7998998777766246e-05,9.660246178100351e-06,-6.718333679600619e-06,-1.5433423868671525e-05,-1.8294455799150455e-06,-1.0332328429285553e-05,-1.3268369457364315e-05
6.008413038216531e-07,-4.680861093220301e-05,-2.0862813471467234e-05,-7.971807463036384e-06,1.3489143384504132e-06,-5.7359702623216435e-06,1.1380769137758762e-05,2.620442319312133e-05,7.599689524795394e-06,3.5637413020594977e-06,6.470256721513579e-06,9.62646026891889e-06,6.978339797569788e-06,7.605766768392641e-06
2.5086994355660863e-05,-3.5645973184728064e-05,-2.0114741346333176e-05,-8.504711331625003e-06,-7.5365259135651286e-06,-1.5398330560856266e-05,2.767190380836837e-05,2.5624465706641786e-05,8.72570535648265e-06,3.449912583164405e-06,-3.089526217081584e-06,3.8647576729999855e-06,7.489379640901461e-07,-4.88286855215847e-06
1.5066369087435305e-05,-2.5356381229357794e-05,-1.2635042367037386e-05,-6.744497113686521e-06,-5.3144385674386285e-06,-8.1623911682982e-06,2.2218595404410735e-05,2.6333233108744025e-05,8.143032573570963e-06,-4.336599886300974e-06,-5.4383513088396285e-06,2.8216536520631053e-06,-3.1694128210801864e-06,-3.4257700463058427e-06
6.58034514344763e-06,-2.8812982236559037e-05,-1.1106643796665594e-05,-5.009963842894649e-06,-5.080786905864443e-06,-7.511589501518756e-06,1.2634642189368606e-05,3.350565384607762e-05,1.2182186310383258e-05,-7.56125928091933e-07,-2.557318225626659e-06,1.0235598892904818e-06,-1.8460204955772497e-06,-3.2449543141410686e-06
-1.2188917025923729e-05,-2.6519290258875117e-05,-1.0695806395233376e-05,-3.431211212046037e-06,-8.772121873334982e-07,-1.0819435942721611e-05,-5.645226337946951e-06,3.6554280086420476e-05,1.7583513908903114e-05,4.938091478834394e-06,9.016912372317165e-07,6.190443855302874e-06,4.51188680017367e-06,-5.028031182519044e-07
-4.592974619299639e-06,-3.1304030471801525e-05,-2.3572093141410733e-05,-9.67804385254567e-06,-5.749247065978125e-06,-5.29276178440341e-06,5.049498895459692e-06,2.0720837710541673e-05,1.6187523215194233e-05,1.0058808584290091e-05,2.381169508680614e-06,1.5098898529686267e-05,6.040215453140263e-06,4.65220000478439e-06
-3.5194789234083146e-06,-3.0516144761350006e-05,-1.686736641204334e-05,-3.6425871030587587e-06,2.632308454764143e-06,-8.961609864854836e-06,3.9431415643775836e-06,2.2774801550440316e-05,1.3852258462065947e-05,6.1722519149043364e-06,3.6644487408921123e-06,7.212050263660785e-06,3.8872358345543034e-06,-6.313091489573708e-07
-1.0397664254924166e-05,-2.4114118787110783e-05,-1.3121856227371609e-05,-6.4950222622428555e-06,2.145829512301134e-06,-5.953217169007985e-06,-1.2370556419227796e-06,1.8400860426481813e-05,1.1651157706182858e-05,7.593087502755225e-06,9.467221957493166e-06,2.6266455961376778e-06,7.087395545113395e-06,2.3467357550543966e-06
-1.3708631740882993e-06,-1.800281620489841e-05,-1.4752893122249588e-05,-1.451755059633797e-05,-7.4766658144653775e-06,-1.483514097344596e-05,8.132651601044927e-06,4.221131166559644e-05,2.1103233393660048e-05,6.800778919568984e-06,-3.594895360947703e-06,5.812762225332335e-06,-2.833421604009345e-07,-9.22656761304097e-06
-6.744160782545805e-05,-7.622246084793005e-05,-2.354314347030595e-05,2.7977660010947147e-06,9.870888106888742e-06,-1.622509898879798e-05,-3.5832512367051095e-05,9.361785123473965e-05,3.727304647327401e-05,2.1667438886652235e-05,1.3036508789809886e-05,2.0971127014490776e-05,1.7424586076231208e-05,2.6056131900986657e-06
-2.8954571462236345e-05,-8.203955803764984e-05,-3.0455448722932488e-05,-1.1840913884952897e-06,6.398768618964823e-06,-5.830268491990864e-06,-9.162144124275073e-06,6.835011299699545e-05,2.4765591660980135e-05,1.0020539775723591e-05,5.038218660047278e-06,2.022881199081894e-05,1.3788987416774035e-05,9.035045877681114e-06
-9.308994776802137e-06,-0.0001230534257956606,-6.01453377839789e-05,-2.3318939383898396e-05,-8.770191072926536e-06,-3.7346767840062967e-05,3.3773083487176336e-05,0.00014270425367612916,4.967991139892547e-05,1.718233852443518e-05,3.4750155464280397e-07,2.0551273678393045e-05,9.353932455269387e-06,-1.1648631584648683e-05
-2.8113484859204618e-05,-6.0303305872366764e-05,-2.0699307015092927e-05,-9.340982387584518e-06,-7.198258572316263e-06,-1.536468062113272e-05,-1.1228639777982607e-06,8.68712877490907e-05,3.6764215565199265e-05,1.1759002518374473e-05,-5.474271915772988e-07,1.139482446887996e-05,2.127596872014692e-06,-6.226617188076489e-06
-1.6150462272435107e-05,-1.605754096090095e-05,-4.127776264795102e-06,3.15218585456023e-06,2.433311976801633e-06,-4.822249820790603e-06,-6.424472644539492e-06,2.014082929235883e-05,8.852962309902068e-06,7.3210148912039585e-06,4.341970225141267e-06,8.630449883639812e-07,1.843175596150104e-06,-1.3659944215760333e-06
9.98744951630215e-06,-9.021343885251554e-06,-7.2523439484939445e-06,-1.1051273759221658e-05,-4.244335400471755e-06,-1.851468596214545e-06,1.4429886505240574e-05,1.973956750589423e-05,1.11860572360456e-06,-6.8171086127222225e-06,-1.3534991012420505e-06,1.1372969765943708e-07,-2.8797913671496644e-06,-9.1807407898159e-07
-1.0956327287203749e-05,-6.031153384356003e-05,-2.777574354695389e-05,-1.285982671106467e-05,-7.531006758654257e-06,-1.321890727012942e-05,1.1651475688267965e-05,7.318745429074625e-05,2.482672448422818e-05,5.880482376596774e-06,-1.4420602383324876e-06,1.380604675205177e-05,5.255817995930556e-06,-5.126003088662401e-07
-6.9279249146347865e-06,-1.8416213606542442e-05,-4.684377017838415e-06,-5.174139658947752e-07,2.1236178326944355e-06,-6.336517799354624e-07,-4.575880666379817e-06,9.899573342408985e-06,8.466939107165672e-06,2.9253722004796145e-06,1.5777128510308103e-06,6.021345825502067e-06,3.087011805291695e-06,1.653888375585666e-06
-4.069013812113553e-06,-7.100774018908851e-05,-3.2054657822300214e-05,-8.881219628165127e-06,5.528533165488625e-06,-2.2019544303475413e-05,1.3222257166489726e-05,5.059645309302141e-05,2.5735045710462146e-05,1.718905787129188e-05,8.961014259512012e-06,1.3365216432248417e-05,8.699365480424603e-06,-5.2647667416749755e-06
2.4528795620426536e-05,-3.330585968797095e-05,-2.169488652725704e-05,-1.0717579243646469e-05,-1.0917296549450839e-05,-1.4467090295511298e-05,3.090420796070248e-05,3.046497658942826e-05,8.904037258616881e-06,1.8901567955253995e-06,-6.912662001923309e-06,4.262900887397336e-06,-2.1944827039988013e-06,-7.45213583286386e-07
2.0458493963815272e-05,-6.384301187978281e-05,-3.1705866604170296e-05,-8.578464075981174e-06,-1.3230815056886058e-06,-9.644017609389266e-06,2.933170890173642e-05,3.7832327507203445e-05,9.472963938605972e-06,6.516379244203563e-06,-2.2155018086778e-07,8.028041918350937e-06,2.0177001260890393e-06,1.6583749129495118e-06
8.63759089497762e-06,-1.735597760443852e-05,-9.82355891210318e-06,-6.817373957801465e-06,-1.6551683756915736e-07,-4.4394569158612285e-06,1.0831391762167186e-05,1.137814160756534e-05,4.733822379421326e-06,-1.5806926967343315e-07,-3.0980836527305655e-06,3.8340310766216135e-06,1.4482714050245704e-06,9.94788933894597e-07
-9.119519518208108e-06,-3.874015692417743e-05,-3.16435648528568e-05,-7.622181556143914e-06,6.40756178427182e-06,-1.0234829687760794e-05,-1.0505164027563296e-07,1.5384669495688286e-05,1.375370675305021e-05,1.792228977137711e-05,1.2111383512092289e-05,1.3818283662203612e-05,1.2985380180907669e-05,5.082027541902789e-06
2.8737335924233776e-06,-4.335809717304073e-05,-3.0455909836746287e-05,-7.008898137428332e-06,5.253648396319477e-06,-7.007057092778268e-06,1.4223576613403566e-05,2.5570094749127747e-05,9.160620265902253e-06,6.907244369358523e-06,6.026239816492307e-06,7.657557262064074e-06,5.397047289079637e-06,4.760199203701632e-06
1.5006353351054713e-06,-4.5821379899280146e-06,4.099983925698325e-07,-5.75958119952702e-06,-9.58868895395426e-06,-2.2731555873178877e-06,3.1334275263361633e-06,1.8073251339956187e-05,6.193870149218128e-06,-1.039284541093366e-06,-3.60736203219858e-06,2.2503813852381427e-06,-2.051184310403187e-06,-2.6601692297845148e-06
1.4524860262099537e-05,-4.815512329514604e-05,-2.397979096713243e-05,-9.730022384246695e-06,-1.0612326150294393e-05,-1.7128213585237972e-05,3.086008655373007e-05,7.557965381010945e-05,1.817122938518878e-05,-4.606667971529532e-06,-9.38605916189772e-06,2.467841113684699e-07,-7.627581680935691e-06,-8.156828698702157e-06
1.3317766843101708e-05,-2.0016145299450727e-05,-1.069445943358005e-05,-7.177944326031138e-06,-7.454184981270373e-06,-1.0150374691875186e-05,1.8324749817111297e-05,2.0784527578143752e-05,1.0756390111055225e-05,1.94872905012744e-06,-5.938037702435395e-06,4.645314447770943e-06,-2.2601381786668817e-06,-6.086195185162069e-06
1.0500125426915474e-06,-2.0588377992680762e-05,-1.0099305143285164e-05,-4.948683454131242e-06,-7.246121640491765e-07,-6.086671191951609e-06,8.677901860210113e-06,2.273466679980629e-05,7.698230547248386e-06,3.901710215359344e-06,-9.412869985681027e-07,3.737759470823221e-06,-1.9778190107899718e-07,-4.213564352539834e-06
2.0265828425181098e-05,-2.0566634930219152e-05,-1.5229944892780622e-05,-9.225888788932934e-06,-9.69662437455554e-06,-8.016761512408266e-06,2.5802283744269516e-05,3.290327572358365e-05,6.107005447120173e-06,-3.967569000451476e-06,-7.964095402712701e-06,1.982972207770217e-06,-5.415740787384493e-06,-6.978105830057757e-06
-6.331289455374645e-06,-4.715173508884618e-05,-4.829720455745701e-05,-2.0051865249115508e-05,8.499173418385908e-07,-1.6561253687541466e-05,7.286656000360381e-06,3.0267388865468092e-05,2.4515373070244095e-05,2.0675351152021904e-05,1.0877466721126439e-05,2.2069093574828003e-05,1.3754874089499936e-05,8.097229510894977e-06
1.4433731195140354e-05,-2.065284479613183e-05,-2.2318514083963237e-05,-1.574642783452873e-05,-4.010806151200086e-06,-4.142231864534551e-05,2.615594621602213e-05,3.0123279429972172e-05,1.8380773326498456e-05,1.6713051991246175e-05,5.758626429042124e-06,1.127789801103063e-06,4.453478595678462e-06,-1.2995763199796784e-05
-1.2186546882730909e-05,-4.102801813132828e-05,-3.604265612011659e-05,-2.2543551267517614e-05,-8.95295181635447e-06,-3.489725713734515e-06,-6.002368536428548e-06,4.514736428973265e-05,2.7723625862563495e-05,3.933148946089204e-06,-5.3976912113284925e-06,3.102469258919882e-05,1.1339895081619034e-05,1.6474781659781e-05
-2.399751019765972e-05,-4.429327827892848e-05,-2.7263270624189317e-05,5.688661190106359e-06,1.143291910921107e-05,-5.3574268576994655e-06,-1.4695704521727748e-05,1.7993572328123264e-05,2.210198044849676e-05,1.424357100177076e-05,2.8784920687030535e-06,1.9633700958365807e-05,9.75068792286038e-06,1.1883605566254118e-05
9.49020432017278e-06,-0.00011077925228164531,-6.0880271121277474e-05,-2.5953548174584284e-05,-9.300758392782882e-06,-2.9514704237953993e-05,3.532361324687372e-05,9.440581834496697e-05,3.9608539736946113e-05,1.3895303197841713e-05,8.233519565692404e-06,2.4454673166474095e-05,1.3535403866171691e-05,-2.5185430558849475e-06
-3.949659185309429e-05,-7.453963553416543e-05,-2.1822108124069928e-05,1.9987330688309157e-06,-7.48380261939019e-06,-1.89994866559573e-05,-1.4648456271970645e-05,8.995137977763079e-05,4.1575919567549136e-05,2.806590055115521e-05,-2.702407243759808e-06,1.3735560514760436e-05,5.351884510673699e-06,-9.868927008938044e-07
-4.101789272681344e-05,-6.213476717675803e-05,-4.271046236681286e-05,-3.1233673325914424e-05,3.4792738006217405e-06,-7.0626119850203395e-06,-1.6647394659230486e-05,8.014681588974781e-05,3.625059071055148e-05,2.2122924292489188e-05,2.804522637234186e-06,2.8579524951055646e-05,1.1547425856406335e-05,1.5875723534009012e-05
-3.0389532184926793e-05,-4.71768817078555e-05,1.544893348182086e-05,1.1495590115373489e-06,-6.352502168738283e-06,-3.0198361400834983e-05,-4.120750190850231e-06,0.00014322994320536964,4.883254769083578e-05,-4.311431439418811e-06,-9.789841442398028e-06,-4.45264658992528e-05,-9.153535756922793e-06,-2.264168188048643e-05
-4.307023664296139e-05,-3.2520888453291263e-05,-7.459781045326963e-06,2.003067891109822e-06,6.333026249194518e-06,-2.363120984227862e-06,-3.38313842576099e-05,4.685322164732497e-05,3.083324736508075e-05,9.931291970133316e-06,1.1868178262375295e-07,1.3772566944680875e-05,4.711794872491737e-06,4.6885156734788325e-06
3.524528437992558e-06,-1.1682571084747906e-05,-1.0591641284918296e-05,-1.0280951300956076e-05,-6.003944093890823e-06,1.7578729512024438e-06,5.726771632907912e-06,2.1543311731875292e-05,6.458021744037978e-07,-6.7517471507017035e-06,-6.037833713889995e-06,1.1527970627867035e-05,2.284323045387282e-06,4.338108439583266e-06
-6.192482942424249e-06,-1.7217681943293428e-05,-1.0196834864473203e-05,-2.8102409146413265e-06,2.7039425276598195e-07,-3.699289436553954e-06,-6.468580977525562e-07,1.4972707958804676e-05,5.834089733980363e-06,5.258935743768234e-06,-5.602405508398078e-07,5.785023347470997e-06,5.71884893929564e-06,3.48362891600118e-06
-2.391130237811012e-06,-4.6074812416918576e-05,-2.0218670442773146e-05,-4.779512664754293e-06,3.8859838014104753e-07,-4.4473681555246e-06,7.830608410586137e-06,3.7023446253670045e-05,1.0152693903364707e-05,1.6597714420640841e-06,3.791008424514075e-06,9.523528888166766e-06,4.901280135527486e-06,2.6405576818433474e-06
-1.5646015526726842e-05,-2.302128905284917e-05,-1.226691301781102e-05,1.5828718460397795e-06,4.7827097660047e-06,-5.405663102919789e-06,-8.241444447776303e-06,1.089547458832385e-05,1.4966230992286e-05,8.341282182300347e-06,9.593577942723641e-06,1.932920213221223e-06,8.117775905702729e-06,4.368482450445299e-06
1.7045599179255078e-05,-2.439195850456599e-05,-1.4756427049178455e-05,-8.25882852950599e-06,-4.185126599054456e-06,-5.166399603240279e-06,2.5299554181401618e-05,2.505137626940268e-05,2.8503473004093394e-07,-4.35535423548572e-06,-5.610557309410069e-06,3.385251602594508e-06,-2.026993797699106e-06,-2.3151691266320995e-06
5.470093401527265e-05,-0.0001432426961400779,-8.501738739141729e-05,-4.3822107727464754e-05,-2.589709833955567e-05,-4.40153244198882e-05,9.97780198304099e-05,0.0001607380272616865,3.659186404547654e-05,-1.8715268197411206e-06,-1.8621010895003565e-05,2.3959032660059165e-05,-1.996020841943391e-06,-1.1284713309578365e-05
-1.4374058082466945e-05,-5.446645081974566e-05,-2.9520851967390627e-05,-2.528683398850262e-05,-8.999877536552958e-06,-1.4772301256016362e-05,6.018166459398344e-06,8.002083268365823e-05,2.5055857804545667e-05,5.458389864543278e-06,9.921950550051406e-08,1.8079135770676658e-05,7.910088925200398e-06,4.778692073159618e-06
-1.0578280353001901e-05,-1.7125823887909064e-05,-1.935688914045386e-06,6.760103360647918e-06,1.5710288607806433e-06,-9.089196169043134e-07,-3.3757921187316242e-06,2.6121927476197015e-05,4.015647391497623e-06,-1.2589036941790255e-06,3.0761384550714865e-07,-4.029338853683839e-06,-7.139248054954805e-07,1.1503506129884045e-06
5.5683440223219804e-06,-1.490279464633204e-05,-1.074464489647653e-05,-9.121507673626184e-06,-2.5873152935673716e-06,-5.532281647901982e-06,1.7122900317190215e-05,2.4642056814627722e-05,4.572520992951468e-06,5.473048076964915e-07,-3.872601155308075e-06,3.791105882555712e-07,-2.401392464435048e-06,-3.6697024370369036e-06
-2.526918606804429e-05,-4.8388090363005176e-05,-1.679050546954386e-05,4.211213308735751e-06,8.829239391161536e-06,-7.911721240816405e-06,-1.2325624993536621e-05,3.682859187392751e-05,1.2962209211764275e-05,8.908752761271899e-06,1.1661070118407224e-05,1.2459349818527699e-05,7.766892679228476e-06,7.0578068545046335e-06
1.2805482128896983e-05,-6.64964491079445e-05,-2.743158802331891e-05,-5.019222044211347e-06,-1.4666883032532496e-06,-2.0460777705011424e-05,3.2183526855078526e-05,7.416756670863833e-05,1.4664291029475862e-05,-5.918354872846976e-07,3.953934992750874e-07,2.2704377897753147e-06,-2.6286975298717152e-06,-1.239144103237777e-05
-9.20673960536078e-06,-3.638558155216742e-05,-1.0694770026020706e-05,-6.82580594002502e-06,-5.260592615741189e-06,-6.391225269908318e-06,3.12876272801077e-06,4.699998135038186e-05,1.5938025171635672e-05,3.9204501263157e-06,-2.1004902919230517e-06,7.132801556508639e-06,1.3209883036324754e-06,-1.5758018889755476e-06
1.7080624729715055e-05,-5.484232224262087e-05,-3.236105095538733e-05,-1.3278086498758057e-05,-2.0964622855501602e-06,-2.2816270757175516e-05,2.4925942852860317e-05,4.5197711060041e-05,1.9830247765639797e-05,9.191360732074827e-06,2.692012742500083e-06,8.72924056238844e-06,4.681318273469515e-06,-6.934264035862725e-06
1.7368770386383403e-05,-3.208830730727641e-05,-1.842474330260302e-05,-1.022686910800985e-05,-1.713175151962787e-06,-9.466310984862503e-06,2.0796113858523313e-05,1.9814995539491065e-05,3.721428583958186e-06,3.4071570098603843e-06,-6.389855116140097e-07,3.1387526178150438e-06,3.7229409173278327e-06,5.882284312974662e-07
6.390011117218819e-05,-0.00014227841165848076,-7.877838197600795e-05,-4.523351731222647e-05,-3.0797299586993176e-05,-5.0613420171430334e-05,0.0001113650118327314,0.0001766941240930464,4.057472506246995e-05,-1.4773381735722069e-06,-2.0252665535736014e-05,1.1513975550769828e-05,-1.0872576467590989e-05,-2.3744340069242753e-05
-2.068518369924277e-06,-4.257047476130538e-05,-2.6889556465903297e-05,-2.0976462110411376e-05,-1.2886495824204758e-05,-2.1662392100552097e-05,1.2526681530289352e-05,5.958293695584871e-05,3.064173142774962e-05,1.3574915101344232e-05,-1.6852573025971651e-06,1.6220928955590352e-05,3.334217353767599e-06,-7.142258482417674e-06
-1.4687157090520486e-05,-7.66004086472094e-05,-3.116581228823634e-05,-1.4725631672263262e-05,-4.499705482885474e-06,-1.7454967064622906e-05,4.932117008138448e-06,6.895020669617224e-05,3.5542214391171e-05,1.5194112961580686e-05,8.752795110922307e-08,2.1516831338885822e-05,1.087844236735691e-05,2.0322313503129408e-06
7.36422600766673e-06,-5.705868716177065e-05,-3.011319768120302e-05,-3.911751335294866e-06,5.347755632101325e-06,-1.3589209629571997e-05,2.097953108659567e-05,3.221175393264275e-05,1.447621252737008e-05,1.0948075669148238e-05,5.690398552360421e-06,3.6970354813092854e-06,5.881615379621508e-06,-1.9237552351114573e-06
9.781026165001094e-06,-4.2263469367753714e-05,-2.7970447263214737e-05,-2.0366119770187652e-05,-8.796538622846128e-06,-2.8584136089193635e-06,2.0863452618868905e-05,4.32358338002814e-05,1.1268190064583905e-05,9.899358701659366e-07,-9.330323791800765e-06,1.8786988675856264e-05,1.975015038624406e-06,4.68486541471691e-06
-2.4552709874114953e-05,-3.8990572647890076e-05,-1.0101980478793848e-05,3.4765698728733696e-06,6.3191564549924806e-06,2.5042345441761427e-06,-1.2261953543202253e-05,1.7644114450376946e-05,1.0282663993166352e-05,6.991616601226269e-06,6.635585350522888e-06,1.3090467746224022e-05,9.133480261880322e-06,9.829323232679599e-06
-4.427196813594492e-06,-3.1554297493130434e-05,-1.1170412562933052e-05,-1.624409243561331e-06,3.456925696809776e-07,-6.573149676114554e-06,6.233154522305995e-06,3.2916625059442595e-05,1.0294535968569107e-05,1.693119884293992e-06,8.711549526196904e-08,5.549041532049159e-06,-2.614303866721457e-07,-1.508386958448682e-06
1.334043190581724e-06,-5.4704352805856615e-05,-3.093338909820886e-05,-1.8789975001709536e-05,-1.0957935046462808e-05,-1.796105698304018e-05,2.2749472918803804e-05,6.926066816959064e-05,2.844275331881363e-05,7.792607220835635e-06,-5.1460990562191e-06,1.1243733752053231e-05,4.74640796710446e-06,-7.07687831891235e-06
-1.9720355339813977e-06,-6.256655797187705e-05,-2.961583822980174e-05,-1.535099818283925e-05,-1.7759667798600276e-06,-1.1637263241937035e-05,2.1742123180956696e-05,5.4424332120106556e-05,1.4030404145159991e-05,8.796166227398317e-06,3.0949370852795255e-06,1.0878751254495e-05,5.62669129067217e-06,4.325252575654304e-06
1.3084318197797984e-06,-5.145897466718452e-05,-3.254649482187233e-05,-1.5528270978393266e-05,-1.0270023722114274e-05,-1.4312097846413963e-05,1.3013553143537138e-05,5.033258003095398e-05,1.85372383612048e-05,1.0083161214424763e-05,5.4795978030597325e-06,1.4741886388947023e-05,8.12416976714303e-06,2.4952469175332226e-06
