Fp1,F7,T7,P7,O1,F3,C3,P3,Fp2,F8,T8,P8,O2,F4,C4,P4,Cpz
3.810142516158521e-06,-4.915826866636053e-05,-2.052688432740979e-05,-1.3058199328952469e-05,-8.967992215502818e-06,-1.1951535270782188e-05,-8.663484095450258e-06,-6.614699827878212e-06,5.1361837904551066e-05,5.031105683883652e-05,8.565961252315901e-06,-1.4640090739703737e-07,-4.223358985200321e-06,1.3095163012621924e-05,4.718202035292052e-06,-1.9797216737060808e-06,-6.57182008012569e-06
1.3896914424549323e-05,-2.2370967599272262e-05,-7.187123173935106e-06,-4.198979695502203e-06,-9.94988477032166e-06,2.0070142454642337e-06,-4.124391125515103e-06,-9.07998924049025e-06,4.08914193030796e-05,3.822443977696821e-05,1.374605290038744e-06,-1.2130775076002465e-05,-1.2733449693769217e-05,1.0915825896518072e-05,-5.415390859297986e-06,-1.0738733521975519e-05,-9.38053494792257e-06
1.6051735656219535e-05,-2.1993979316903278e-05,-1.280209471588023e-05,-9.221633490597014e-06,-1.543126154501806e-05,-1.9943213374062907e-06,-6.342223173305683e-06,-1.0616163436338866e-05,4.944625925418222e-05,4.506413142735255e-05,4.722319488337234e-06,-1.126026199926855e-05,-1.6139856938934827e-05,1.141775010182755e-05,-9.297668839280959e-07,-1.0227385701000458e-05,-9.74324757407885e-06
-2.4046584258030634e-05,-3.467360420472687e-05,-1.0582516551949084e-05,-2.3839291998228873e-06,7.9560279573343e-06,-1.7863751054392196e-05,-1.4267241454035684e-05,-2.669974037416978e-06,1.1376181191735668e-05,3.2330713111150544e-05,1.6932458493101876e-05,8.213204637286253e-06,1.1385480775061296e-05,8.391031087739975e-06,3.3662226996966638e-06,5.081676818008418e-06,1.454603079764638e-06
-1.0943836969090626e-05,-2.178550130338408e-05,-3.373063009348698e-06,-2.3862939997343346e-06,-4.511610313784331e-06,-4.086697117600124e-06,-2.0125498849665746e-06,-3.1844374461797997e-06,1.1545539564394858e-05,2.241840775241144e-05,1.1068258572777268e-05,2.4678993213456124e-06,-3.843135345960036e-06,8.6263239040818e-06,3.4203553695988376e-06,-1.2696664271061309e-06,-2.149991360056447e-06
-1.0034353181254119e-05,-2.416498500679154e-05,-4.266104042471852e-06,2.5428694243601058e-06,-4.648822311992262e-06,-7.596820751132327e-06,-2.0668294382630847e-06,-2.6393704501970205e-06,9.285997293773107e-06,3.412356181797804e-05,1.063995887307101e-05,1.5507434909523e-06,-5.119433922118333e-06,7.2725986512978125e-06,1.0710093647503527e-06,-2.2426369241657085e-06,-3.7073795908781904e-06
-1.9383940525585786e-05,-2.044733628281392e-05,-5.740033543588652e-06,-1.7984348232857883e-06,2.042348569375463e-06,-5.9125286497874185e-06,2.966862666653469e-07,2.913464413722977e-06,-5.007566869608127e-06,1.2033018720103428e-05,6.7481905716704205e-06,5.207719368627295e-06,6.050100637366995e-06,4.182198608759791e-06,5.181205892768048e-06,6.825050149927847e-06,6.809858746237296e-06
-1.3503913578460924e-05,-1.4045913758309325e-05,-9.13339954422554e-06,-4.566763891489245e-06,-1.8056825865642168e-06,-8.168140084308106e-06,-5.460055035655387e-06,-1.811210722735268e-06,-6.287500582402572e-07,1.6137891179823782e-05,1.914151380333351e-05,5.9987265785821364e-06,1.0204978480032878e-06,5.582988251262577e-06,6.12341455052956e-06,4.246821845299564e-06,8.719748620933387e-07
-6.633884549955837e-05,-0.00011280605758656748,-2.7778074581874534e-05,-9.479261279921047e-06,-8.087881724350154e-07,-2.9143942811060697e-05,-1.266572144231759e-05,3.6504320632957388e-06,5.8456778788240626e-05,0.00011534328587003984,2.5778554366695516e-05,4.3215445657551754e-06,5.159481588634662e-07,2.7608003620116506e-05,1.2817308515877812e-05,6.0562489068161085e-06,4.472590035220492e-06
-4.83784847347124e-05,-0.00015014372183941305,-4.662970559365931e-05,-1.7124270129897923e-05,-5.663150659529492e-06,-4.1675644752103835e-05,-2.6107707526534796e-05,-9.766105449671159e-06,0.0001145957930930308,0.0001626676321393461,3.387745096006256e-05,1.1615898074524011e-06,-6.433241424019798e-06,3.4789669825840974e-05,9.776926617632853e-06,-5.047792228651815e-07,-4.4422531004784105e-06
-7.655902663827874e-06,-2.0867122657364234e-05,-1.087171767721884e-05,-4.510691496761865e-06,3.251429461670341e-06,-1.1238353636144893e-05,-7.687477591389325e-06,-1.3138651411281899e-06,8.96571873454377e-06,1.413636164215859e-05,9.355185852655268e-06,7.2959537646966055e-06,6.966150522202952e-06,5.666891070177371e-06,4.81033180221857e-06,3.6657729651778936e-06,3.1337549444288015e-08
6.6993497966905124e-06,-1.879416868177941e-05,-1.0833537771759438e-05,-1.3488259469340846e-05,-1.115186853439809e-05,-3.838134034594987e-06,-9.105633679951097e-06,-1.2139010834744113e-05,4.489383854888729e-05,3.5852667679137085e-05,6.619579721700575e-06,-2.335846147616394e-06,-6.085207587602781e-06,1.1686790458043106e-05,-1.9604570695719303e-06,-5.154776431481878e-06,-1.086532574845478e-05
-5.268074414743751e-05,-6.4292285060219e-05,-1.3154625321476487e-05,2.5937567329492595e-06,7.028885192994494e-06,-2.184721620324126e-05,-9.094942811316287e-06,1.1667725630104542e-07,1.5197442735370714e-05,5.9253678045934066e-05,2.0195781416987302e-05,1.2760320714733098e-05,1.0702277677410166e-05,1.2459457792601825e-05,9.45994611356582e-06,7.220236511784606e-06,4.081351107743103e-06
-4.5430435420712456e-05,-3.6748959246324375e-05,-2.535018211347051e-06,5.996154186505009e-07,1.4694815035909414e-06,-1.234726732946001e-05,-9.151303856924642e-07,9.462260095460806e-07,-1.3331923980786087e-05,3.142948844470084e-05,2.1169258616282605e-05,1.0908626791206188e-05,7.333629582717549e-06,1.3051809219177812e-05,1.1904860912181903e-05,8.525817065674346e-06,3.969918907387182e-06
-2.534646773710847e-05,-3.496613499009982e-05,-8.830838851281442e-06,-3.9193277601157206e-07,6.000684152240865e-06,-1.613762833585497e-05,-6.379467322403798e-06,2.638138539623469e-06,8.359399203072826e-06,2.4913850211305544e-05,1.1972868378506973e-05,8.263284144049976e-06,8.98260623216629e-06,4.640280167222954e-06,6.5802396420622244e-06,5.613122084469069e-06,4.088012701686239e-06
-6.7268738348502666e-06,-3.7971882193232886e-05,-1.5174809050222393e-05,-1.1016162716259714e-05,-8.363796723642736e-06,-1.3434178072202485e-05,-1.5317052657337626e-05,-1.0132233171589178e-05,4.511060683398682e-05,5.8356026784167625e-05,1.777791885615443e-05,-2.0623679120035376e-06,-5.869686901860405e-06,1.2683779459621292e-05,3.924575139535591e-06,-4.8837999884199235e-06,-6.9000602707092185e-06
-2.9570846891147085e-05,-6.539830428664573e-05,-1.9640291952782718e-05,-1.2554858955127202e-05,-9.55340260588855e-06,-2.2320512471196707e-05,-1.6352903230654192e-05,-9.61234763963148e-06,5.3065548854647204e-05,9.419145862921141e-05,2.4637770366098266e-05,-1.3161721312826558e-06,-5.474101271829568e-06,2.1673210085282335e-05,6.993159615831246e-06,-1.3624558050651103e-06,-7.404949201372801e-06
2.525221134419553e-06,-3.702445246744901e-05,-1.5226012692437507e-05,-1.1267614354437683e-05,-1.1812982080527945e-05,-6.422633305191994e-06,-4.700888894149102e-06,-6.843024948466336e-06,5.0727550842566416e-05,5.3366864449344575e-05,7.602418918395415e-06,-1.2778222071574419e-05,-1.4004767763253767e-05,1.55268771777628e-05,3.262652171542868e-06,-5.1887877816625405e-06,-7.742202797089703e-06
-2.80462741102383e-05,-0.00014925168943591416,-6.031718112353701e-05,-3.418234518903773e-05,-1.3211094028520165e-05,-4.421856374392519e-05,-3.3902304494404234e-05,-1.537279558760929e-05,0.0001356935317744501,0.00017180766735691577,3.4671272260311525e-05,-2.640303364387364e-06,-9.45938381846645e-06,4.352767064119689e-05,1.5020469390947255e-05,-3.7241279642330483e-06,-6.394549131982785e-06
-4.288449417799711e-08,-2.4104586124451544e-05,-1.2981237887288444e-05,-9.826442692428827e-06,-6.273532562772743e-06,-5.075155513623031e-06,-8.388089554500766e-06,-4.664689186029136e-06,3.367427416378632e-05,4.213856550450146e-05,4.728954081656411e-06,-5.222133040660992e-06,-6.622802175115794e-06,1.2028007404296659e-05,-2.7302357921143994e-06,-3.017507424374344e-06,-3.6205092328600585e-06
4.5967535697855055e-06,-1.2505516679084394e-05,-2.470917024766095e-06,-4.906248250335921e-06,-9.05680462892633e-06,-4.213158717902843e-06,-5.452244295156561e-06,-7.327596449613338e-06,2.0171111827949062e-05,2.468413936185243e-05,5.297855750541203e-06,2.548840711824596e-07,-2.715845766942948e-06,5.135584501658741e-06,-1.4901647773513105e-06,-3.4727409001789056e-06,-6.5290914790239185e-06
-2.609121747809695e-05,-4.043811350129545e-05,-1.148823957919376e-05,-4.139903467148542e-06,3.901299351127818e-06,-1.380510366288945e-05,-8.675242042954778e-06,1.2559166862047277e-07,8.143771992763504e-06,2.9042574169579893e-05,1.4713445807501557e-05,1.010954247249174e-05,9.321442917098466e-06,8.146167147060623e-06,8.654159728394006e-06,7.94098718870373e-06,4.5388287617242895e-06
-1.918913039844483e-05,-1.8931779777631164e-05,5.895153663004749e-07,4.117854587093461e-06,1.813159542507492e-06,-8.226403224398382e-06,-2.8035728973918594e-06,1.985978371976671e-06,5.38445237907581e-06,3.533344715833664e-05,6.6164593590656295e-06,-4.531078399594435e-06,-4.633702928913408e-06,7.182868102972861e-06,4.972143869963475e-07,-3.3639236676208384e-06,-1.8413561519992072e-06
