Fp1,F7,T7,P7,O1,F3,C3,P3,Fp2,F8,T8,P8,O2,F4,C4,P4,Cpz
-1.9195507775293663e-05,-4.0125854866346344e-05,-1.1312457900203299e-05,-7.842421837267466e-06,-4.13700399803929e-06,-1.5148582406254718e-05,-9.445817340747453e-06,-6.102015959186247e-06,3.1671253964304924e-05,5.3358784498414025e-05,1.5607641216774937e-05,1.9417643670749385e-06,-1.2650525604840368e-06,1.4443349527937244e-05,3.3139062907139305e-06,3.736849976121448e-07,-6.135665898909792e-06
-9.162653054772818e-05,-6.169577613945876e-05,1.677471118455287e-06,1.1886665333804558e-05,1.2266804105820484e-05,-2.0263937585696112e-05,-4.794268960495174e-06,3.639652277342975e-06,-2.149664169337484e-05,5.6017246890860406e-05,3.0569013233616715e-05,1.5722365901638113e-05,1.3421616813502624e-05,1.9115163922833744e-05,1.7820967656234643e-05,1.208022013088339e-05,5.659965154336533e-06
2.8090449632145464e-05,-3.384109731996432e-05,-2.3357042664429173e-05,-1.713962183202966e-05,-9.765356480784249e-06,-1.5385920050903223e-05,-2.162838347885554e-05,-1.546903979487979e-05,8.199573676392902e-05,5.164850517758168e-05,3.634766471805051e-06,-4.908424671157263e-06,-5.435901584860403e-06,8.750885172048584e-06,-6.688724170089699e-06,-7.68237077863887e-06,-1.2818458344554529e-05
-4.4105863707954995e-06,-3.89071430504373e-05,-1.1423350315453717e-05,-6.626676395171671e-06,-6.5009780882974155e-06,-4.795829227077775e-06,-7.230160917970352e-06,-6.176049282657914e-06,4.4190368043928174e-05,4.352876248958637e-05,7.916292361187516e-06,-6.1889759308542125e-06,-7.849563189665787e-06,1.3905935020375182e-05,2.1676214601029642e-07,-5.190178853808902e-06,-4.458635885384865e-06
-1.0338355536987365e-05,-2.433274812574382e-05,-7.976847768986772e-06,-6.295577804849017e-06,-3.895851591551036e-06,-8.125286058202619e-06,-5.9557676763688505e-06,-9.669588507676963e-07,1.3456199667416513e-05,3.045548510272056e-05,6.524373645788728e-06,-2.1353915542476898e-06,-1.746609314068337e-06,1.0990222108375747e-05,5.287990461511072e-06,3.055706883969833e-06,1.999415417230921e-06
-1.0201298209722154e-05,-3.404222320568806e-05,-7.205459951364901e-06,-8.077558959485032e-07,2.433146164548816e-06,-7.051723059703363e-06,-1.7666402527538594e-06,1.8399487089482136e-06,1.658737164689228e-05,1.0898083928623237e-05,3.80794619303515e-06,8.207049177144654e-06,6.280998604779597e-06,5.946835699432995e-07,2.6984057512891013e-06,4.597520387505938e-06,3.129946264834871e-06
2.9344008908083197e-05,-2.9411190553219058e-05,-7.076513611536939e-06,3.7481186154764146e-08,-7.268617309819092e-06,-1.3061121535429265e-05,-1.4751615708519239e-05,-9.07511719105969e-06,7.00720920576714e-05,3.198051672370639e-05,-3.830404693871969e-06,-7.818556014171918e-06,-7.794093676238845e-06,-1.73270109371515e-06,-9.37329923544894e-06,-1.0472836606822966e-05,-9.768035170054645e-06
2.904382029100816e-05,-6.371227937052026e-05,-3.677134827739792e-05,-2.3664020773139782e-05,-1.5032061583042378e-05,-1.3971636690257583e-05,-1.7540392946102656e-05,-1.3718286481889663e-05,0.00011661725511658005,7.650400948477909e-05,7.93191020420636e-07,-1.3481418136507273e-05,-1.58531643137394e-05,1.843258269218495e-05,-3.3920997282166354e-06,-1.0547525562287774e-05,-1.3706625850318233e-05
-2.0449532257771352e-05,-4.353111853561131e-05,-1.4885758218952105e-05,-6.751271342864129e-06,-6.05068669301545e-06,-9.675473165771109e-06,-6.462948022090131e-06,-3.6641702294559764e-06,3.349184021317342e-05,4.413907163325348e-05,1.1915931054318207e-05,3.757520516955992e-07,-4.090216975782823e-06,1.9750394102402424e-05,8.025741664141606e-06,1.076773514796514e-08,-2.1483249383891234e-06
-1.3402506510828971e-05,-3.2134943694472895e-05,-1.0683380992304592e-05,-9.897876225295477e-07,2.547016933363011e-06,-1.1600163475122827e-05,-2.8555455173773225e-06,9.236682387836481e-07,2.808144677146629e-05,2.755349078142899e-05,1.1422780517023057e-06,3.892912445735419e-07,2.2050360826142423e-06,3.871191438520327e-06,1.223124399984954e-06,6.687810127914418e-07,3.061004463233985e-06
-3.3987938877544366e-05,-6.002380177960731e-05,-1.1654887543954828e-05,-5.72310921143071e-06,-1.3154340194887482e-06,-1.7767232748155948e-05,-1.1133874068036675e-05,-2.6317085257687722e-06,3.4176154713350115e-05,5.8264755352865905e-05,1.7466139297539485e-05,4.678044660977321e-06,2.7441790280136047e-06,1.3543510704039363e-05,6.719923248965642e-06,4.7119285682128975e-06,1.93335199583089e-06
-7.343051038333215e-06,-2.28270744173642e-05,-1.1976922451140126e-05,-5.745858288719319e-06,6.793370630475692e-07,-6.524861419165973e-06,-4.999122211302165e-06,-4.068101588927675e-07,2.574634095253714e-05,1.403006490363623e-05,5.650914090438164e-06,3.6765359112678198e-06,7.657736205146648e-07,1.606648424967716e-06,2.691730514925439e-06,3.3240247603316675e-06,1.652329956414178e-06
-1.0201794793829322e-05,-1.6012078276617103e-05,-6.69984092382947e-06,-6.513436801469652e-06,-6.636359557887772e-06,-6.493346518254839e-07,3.6174230899632676e-07,-3.797161753027467e-06,1.4076616935199127e-05,2.6059951778734103e-05,4.904228262603283e-06,-1.5741616152809002e-06,-1.4947545423638076e-06,7.530064294769545e-06,3.2739808375481516e-06,-2.1476807887665927e-08,-2.6061861717607826e-06
-2.0761256564583164e-05,-1.974806605176127e-05,-4.7887868674934e-06,2.3964068986970233e-06,4.037774658627313e-06,-6.153626145533053e-06,5.281883659336017e-07,4.902845887500007e-06,-4.081286533619277e-06,8.958668104241951e-06,5.476390924741281e-06,3.212733759028197e-06,3.905805897375103e-06,5.411975280367187e-06,7.0590631366940215e-06,4.73235718345677e-06,4.910812208436255e-06
-1.1902882761205547e-05,-5.886733833904145e-05,-2.4197905077016912e-05,-1.2012317597509536e-05,-7.718824519997725e-06,-1.455737265132484e-05,-1.010946107271593e-05,-3.059876263478145e-06,6.60271689412184e-05,5.5298405641224235e-05,7.918668188722222e-06,-3.788344429267454e-06,-6.907742374551162e-06,1.5789354449680104e-05,5.729164186618618e-06,-7.606007557114935e-08,2.435365786368493e-06
3.441215449129231e-05,-4.218467074679211e-05,-2.2025853468221612e-05,-1.2952384167874698e-05,-6.214899940459873e-06,-4.873361831414513e-06,-7.767908755340613e-06,-6.044997462595347e-06,6.449973079725169e-05,2.371101436438039e-05,-4.046736648888327e-06,-5.394311983764055e-06,-6.284511187004682e-06,5.68310497328639e-06,-1.5308833098970354e-06,-3.86503188565257e-06,-5.120447895023972e-06
-2.622960664666607e-05,-6.605924863833934e-05,-2.3637140657228883e-05,-1.6059527752076974e-05,-9.244677244168997e-06,-2.319355104418719e-05,-1.6315274933731416e-05,-6.994269597271341e-06,6.707664579153061e-05,7.797211219440214e-05,2.1273257971188286e-05,2.5177980660373578e-06,-3.69254394172458e-07,1.7084472347050905e-05,6.675789791188436e-06,-1.0691501302062534e-06,-3.428377112868475e-06
-2.3155227609095164e-05,-5.6921517170849256e-05,-1.1271505172771867e-05,-1.1095544749650799e-06,-3.386104708624771e-06,-1.2780304814441479e-05,-4.849292736253119e-06,8.460337994620204e-07,3.773521484617959e-05,4.0864853872335516e-05,9.39572191782645e-06,-4.719649950857274e-07,-2.8130493774369825e-06,1.4522703850161633e-05,7.83290261097136e-06,1.6529284039279446e-06,3.908160579157993e-06
-0.00012941565546498168,-9.825319284573197e-05,-5.9438020798552316e-06,4.670387284022581e-06,1.8700906359470082e-05,-3.0319207667162118e-05,-1.8617315618030261e-06,1.5538448678853456e-05,-4.7298924073402304e-05,8.723881364858244e-05,4.6747049054829404e-05,2.399308925760124e-05,2.1187458969507134e-05,2.9880947636229394e-05,2.3665598519073683e-05,2.284170307120803e-05,1.862811404862441e-05
-7.908944098744541e-06,-6.7155633587390184e-06,-5.607185812550597e-06,-4.504124262894038e-06,-6.597408173547592e-06,-2.379591023782268e-06,-4.30729096478899e-06,-1.3980934454593807e-06,7.745938091829885e-06,1.8482904124539346e-05,1.0645951988408342e-05,2.0648440113291144e-07,-5.13453869643854e-06,7.428847311530262e-06,2.827622665790841e-06,-6.5156928030774e-07,-2.1334344637580216e-06
-5.5252154197660275e-05,-7.708760495006572e-05,-2.1772527702523803e-05,-4.220300091617446e-06,4.1432713260292076e-07,-2.523244825169968e-05,-1.155405607278226e-05,1.034253273246577e-06,3.009539796039462e-05,6.133625970505818e-05,2.687888763830415e-05,1.3479826293405495e-05,6.798014965170296e-06,2.1117481082910672e-05,1.5899059235380264e-05,1.139005121331138e-05,6.675536951661343e-06
-2.949877489299979e-05,-0.00014286873920354992,-4.8546717152930796e-05,-2.4496615878888406e-05,-9.283140911975352e-06,-3.642275532911299e-05,-2.624871558509767e-05,-1.3311026123119518e-05,0.00013461321941576898,0.00013125143232173286,2.78660764365668e-05,6.150641638669185e-06,-1.5157775123952888e-06,3.3392136174370535e-05,7.871833076933399e-06,5.591959961748216e-07,-9.512273038581043e-06
3.6650235415436327e-06,-1.6412569493695628e-05,-1.772067480487749e-05,-1.4663009665127902e-05,-8.250197424786165e-06,-1.6695653357601259e-06,-8.107701660264865e-06,-6.339276751532452e-06,2.2724645532434806e-05,1.6403601875936147e-05,1.203575437358495e-05,1.783371772035025e-06,-6.940281309653074e-07,1.1652643479465041e-05,4.154741873207968e-06,2.4902037694118917e-06,-1.05295839603059e-06
-6.621801730943844e-05,-3.460963944235118e-05,2.9129982408448996e-06,9.053306484929635e-06,1.8094929600920295e-05,-7.4664142175606685e-06,4.906739491161716e-06,7.857724312998471e-06,-2.8966938771191053e-05,1.1515993946886738e-05,1.2501819128374336e-05,1.7965059214475332e-05,1.9322313619341003e-05,4.988938485439576e-06,8.498016541125253e-06,1.0666573984963179e-05,8.97659856491373e-06
1.7439394468965475e-05,-2.1398197532107588e-05,-1.2550782230391633e-05,-1.4165857237458113e-05,-6.471169399446808e-06,-1.0585852692202025e-05,-1.56062119458511e-05,-1.175230431726959e-05,5.294531183608342e-05,3.344357816104093e-05,9.086094451049576e-06,1.429779814543508e-07,-6.102169606947427e-06,6.0558350014616735e-06,-4.012937154129759e-06,-7.154333388825762e-06,-9.313378996012034e-06
8.999954388855258e-06,-2.6384023840364534e-05,-9.67544065133552e-06,-5.310370397637598e-06,-5.023166522732936e-06,-6.76694025969482e-06,-5.607099183180253e-06,-3.1202991976897465e-06,3.3949633689189795e-05,2.3817654152935575e-05,3.97740222979337e-08,-2.6624161364452448e-06,-1.0751405170594808e-06,8.544361662643496e-07,-1.8238519032820477e-06,-8.36201365927991e-07,6.234977263375185e-07
-2.3153550500865094e-05,-2.1728716092184186e-05,-2.592114469734952e-07,3.2776742955320515e-06,8.989268280856777e-06,-1.0193924026680179e-05,-7.100222319422755e-06,3.923048097931314e-06,-8.236049325205386e-06,1.541578967589885e-05,9.918342129822122e-06,6.071917596273124e-06,7.241877483465942e-06,3.900687715940876e-06,4.709431493665761e-06,4.732132765639108e-06,2.49150070885662e-06
4.172445369476918e-05,-9.879848039417993e-05,-4.232120591041166e-05,-2.8712501261907164e-05,-3.1730001865071245e-05,-2.1093042732900358e-05,-2.484119431755971e-05,-2.632520136103267e-05,0.00014713488053530455,0.00011385212201275863,2.133773796231253e-05,-1.5416467476825346e-05,-2.672457594599109e-05,2.9100741812726483e-05,3.396062311367132e-07,-1.4021728020452429e-05,-2.3505151375502464e-05
3.009428473887965e-05,-7.80529881012626e-05,-4.0479647736901825e-05,-2.8870445930806454e-05,-2.2568630470232165e-05,-1.3755652616964653e-05,-1.725043443912e-05,-1.5243513871610048e-05,0.00010875105363084003,8.248862650361843e-05,7.432469828927424e-06,-7.017119060037658e-06,-1.5739991340524284e-05,2.4946229132183362e-05,5.249287369224476e-06,-4.844211616727989e-06,-1.5139323295443319e-05
-3.7622170566464774e-05,-3.20172011925024e-05,-4.797482233698247e-06,4.770224734329531e-06,1.4421803825825918e-05,-1.2189640187898476e-05,-2.773830260593968e-06,8.30085514280654e-06,-1.5345246083597885e-05,1.48571180034196e-05,4.080108737980481e-06,1.1892466687868364e-05,1.568294010212412e-05,1.8482082850823645e-06,6.8498375185299665e-06,1.0231736951027415e-05,1.1810268006229308e-05
-2.1189407561905682e-05,-4.702685691881925e-05,-1.600030554982368e-05,-9.94233073470241e-06,-2.3781769868946867e-06,-8.576087566325441e-06,-3.147207280562725e-06,-1.109249694764003e-06,2.936851569756982e-05,4.140539385844022e-05,9.124049029196613e-06,4.043129592901096e-06,9.966493053070735e-07,1.355728818452917e-05,5.20771664014319e-06,3.9016103983158246e-06,1.765260094543919e-06
4.400139005156234e-06,-6.524498894577846e-05,-2.3258184228325263e-05,-1.1127242032671347e-05,-4.950243919665809e-06,-1.6154781405930407e-05,-1.5357692063844297e-05,-8.409094334638212e-06,6.950018723728135e-05,6.057349673938006e-05,1.1838132195407525e-05,-2.0853794922004454e-06,-4.084559339645466e-06,1.2830216292059049e-05,3.2915886549744755e-07,-4.782126325153513e-06,-4.017044830106897e-06
8.803501373222389e-06,-3.191868609064841e-05,-1.9568029927086172e-05,-1.1449916200945154e-05,-5.725727078242926e-06,-1.0922538876911858e-05,-1.2052817055518972e-05,-8.23538698568882e-06,4.6129870497679804e-05,4.274035291018663e-05,5.8750310927280225e-06,9.77670424617827e-07,-3.1566218581247085e-06,8.241640443884535e-06,-6.282485855990672e-07,-3.3483274819445796e-06,-5.761767283729569e-06
4.062558537043515e-05,-6.259733163460623e-05,-3.12448437398416e-05,-2.3896513994259294e-05,-1.624963488211506e-05,-8.43238035486138e-06,-1.6525839100722806e-05,-1.6309581269524642e-05,0.00010120798469870351,6.794052023906261e-05,6.760491618074127e-06,-1.3306581877259305e-05,-1.4643897884525359e-05,1.573202780491556e-05,-6.875979579490377e-06,-1.1545003872015513e-05,-1.0639026186254341e-05
-5.871345638297498e-05,-8.55943508213386e-05,-8.658435035613365e-06,9.651535947341472e-06,6.818943802500144e-06,-2.6065416932397056e-05,-7.7483693985414e-06,4.787537363881711e-06,-2.5425615604035556e-06,5.4180076404009014e-05,2.672387290658662e-05,2.1197982277953997e-05,1.3660228432854638e-05,1.9712254470505286e-05,1.401761232955323e-05,1.1763281690946314e-05,6.809261321905069e-06
5.784787413176673e-05,-9.057464194484055e-05,-5.716353189200163e-05,-4.290963352104882e-05,-2.4959536858659703e-05,-1.7659052900853567e-05,-2.541856088100758e-05,-2.036200521615683e-05,0.00014634707622462884,9.623354708310217e-05,-3.516177457640879e-06,-1.2267532838450279e-05,-1.3493387726271067e-05,2.401456094958121e-05,-2.2827375687484164e-06,-6.869870730952243e-06,-6.966389889839775e-06
-5.845488158229273e-05,-8.69322830112651e-05,-1.936159242177382e-05,-8.811940460873302e-06,-3.9917986214277335e-06,-2.0854047761531547e-05,-7.869251021475065e-06,-3.772140189539641e-06,3.078239387832582e-05,8.817220077617094e-05,2.9830587891410687e-05,7.025127274573606e-06,5.3855728765483946e-09,3.20786575684906e-05,1.527037693449529e-05,5.2926600346836494e-06,1.5905552572803572e-06
-2.1330692106857896e-05,-9.88416541076731e-05,-3.071474748139735e-05,-9.853031315287808e-06,5.457884526549606e-07,-2.4452948309772182e-05,-1.9317553324071923e-05,-4.747279945149785e-06,6.93621677783085e-05,7.350336090894416e-05,1.869372408691561e-05,8.304378070533858e-06,6.399938541790107e-06,1.8301285308552906e-05,6.487258815468522e-06,5.625006338050298e-06,2.034998487943085e-06
2.5352373313580756e-05,-2.075657539535314e-05,-1.5053119568619877e-05,-6.645675057370681e-06,-4.244750925863627e-06,-1.8520076991990209e-06,-6.5991562223644e-06,-7.688066034461372e-06,3.605266829254106e-05,1.6319121641572565e-05,-7.579556040582247e-07,-1.2861198683822295e-06,-4.725163535113097e-06,3.477165591903031e-06,-1.8725613983860967e-06,-3.980299652539543e-06,-5.739884272770723e-06
2.6514272576605435e-05,-7.395729676318297e-05,-3.7505044474528404e-05,-2.0034315866723773e-05,-1.012691245705355e-05,-1.5130265182961011e-05,-1.5226035884552402e-05,-1.0186578037973959e-05,9.651097388996277e-05,6.715649033139925e-05,6.092552894187975e-06,-1.0113094731423189e-05,-1.0063557510875398e-05,1.9108897731712204e-05,-1.0637750165187754e-06,-5.050430445407983e-06,-6.925887646502815e-06
1.5059747056511696e-05,-2.364326974202413e-05,-1.0284490485901188e-05,-7.144525625335518e-06,2.285818482050672e-06,-4.598873601935338e-06,-4.99635461892467e-06,-2.9515608730434906e-06,3.102192931692116e-05,1.7813175873016007e-05,3.361636800036649e-07,-4.343015916674631e-06,-3.42650218954077e-06,6.478381237684516e-06,-1.8088123852066929e-06,-3.4392189718346344e-06,-6.358588052535197e-06
9.763363777892664e-06,-3.059689151996281e-05,-2.4729434699111152e-05,-1.0002666726904863e-05,2.2481144696939737e-06,-1.403223495799466e-05,-1.4869212691337452e-05,-3.624869805207709e-06,3.7160828469495755e-05,2.4985583877423778e-05,1.0367175036662957e-05,4.381274948173086e-06,5.1915271797042806e-06,5.579994422078016e-06,2.489773578417953e-07,4.867108600592474e-07,-2.558237611083314e-06
4.050372717756545e-05,-6.535894863191061e-05,-3.7401840927486774e-05,-2.8958214898011647e-05,-2.099944788369612e-05,-1.567316121509066e-05,-1.962656642717775e-05,-1.672645839789766e-05,0.00012268257705727592,7.683091826038435e-05,2.08965502679348e-06,-1.2696000908363203e-05,-1.3809891328264712e-05,1.6217483960190293e-05,-5.302593763190089e-06,-9.582737220625859e-06,-1.2188513210276142e-05
2.313867616976495e-05,-3.283028763689799e-05,-1.6982796751108253e-05,-1.4471000781668408e-05,-9.289556487601658e-06,-1.0457717962708557e-05,-1.527738959339331e-05,-9.937500522028131e-06,6.0061611861783604e-05,4.649297943615238e-05,3.473280685284408e-06,-5.979397656119545e-06,-5.94902746797743e-06,7.130376047825848e-06,-3.732089950858608e-06,-5.218241767579457e-06,-1.0171918802370783e-05
-4.1351547679369105e-06,-2.275204133184161e-05,-7.817111509211827e-06,-2.5124018065980636e-07,9.648012792240479e-06,-9.759626891536755e-06,-5.262178092380054e-06,4.256922949252839e-06,5.041865733801387e-06,5.862335115125461e-06,2.4347876887986786e-06,4.653842097468441e-06,7.348944276230895e-06,-1.7231532183359377e-06,3.475362063909415e-06,4.396883468871238e-06,4.581550456350669e-06
4.374743639345979e-06,-1.7874908280646196e-05,-1.033758985613531e-05,-5.651559376929072e-06,-2.044046084392903e-06,-4.617760851033381e-06,-4.223407586323447e-06,-3.150522701389491e-06,1.95432830878417e-05,1.722362776490627e-05,1.691978070539335e-06,2.2054431383367046e-06,1.8134517318912913e-06,3.945641765312757e-06,2.1354957198127522e-06,4.029933506899397e-07,-5.436863830254879e-06
3.9815286527300486e-05,-4.202060335956048e-05,-2.404077031314955e-05,-1.3131579180480912e-05,-1.9316429188620532e-05,-1.177630429083365e-05,-1.4245609747831622e-05,-1.5237266779877245e-05,9.257629244530108e-05,5.37177111255005e-05,-3.326704245409928e-07,-1.0510219908610452e-05,-1.5405321846628794e-05,1.1155645097460365e-05,-5.293771550896054e-06,-1.0970995049319754e-05,-1.4983398159529315e-05
1.7032212781487033e-05,-2.015032441704534e-05,-6.616461178055033e-06,5.203273758525029e-07,-8.207836344809039e-06,-8.376588084502146e-06,-5.989548299112357e-06,-5.207652066019364e-06,3.3353149774484336e-05,1.793014962458983e-05,5.663502939512455e-06,-1.9431006421655184e-06,-6.788076916564023e-06,2.241299625893589e-06,-1.8827449537184293e-06,-4.600540705723688e-06,-6.977764314797241e-06
1.9339485334057827e-05,-4.323081884649582e-05,-2.5687075321911834e-05,-1.5209986031550216e-05,-1.00150036814739e-05,-1.736252488626633e-05,-1.614506163605256e-05,-8.879716915544122e-06,6.939127888472285e-05,4.961068589182105e-05,4.233778668094601e-06,-7.742864909232594e-07,-3.587996161513729e-06,6.940995945114992e-06,-1.410683353242348e-06,-2.1646112600137712e-06,-5.0484577513998374e-06
2.4598726326985343e-05,-1.5003491625975585e-05,-8.637249976573003e-06,-9.115184639085783e-06,-8.060344498517225e-06,-4.49907099664415e-06,-8.171035801751714e-06,-9.130019407166401e-06,3.843700869765598e-05,2.194228545704391e-05,-1.1771725780818088e-06,-2.862674932657683e-06,-5.3858514093008125e-06,1.9302202645121724e-06,-4.7715490154587314e-06,-4.823804204079352e-06,-5.2707907798321685e-06
-5.608373612631112e-06,-3.8961870814091526e-05,-1.8312525867258955e-05,-1.1486124094517436e-05,-1.001620967144845e-05,-2.598758385374822e-06,3.0732189770787954e-07,-2.777876034087967e-06,3.818496406893246e-05,2.8108675905968994e-05,3.3992760108958464e-06,-2.019444764300715e-06,-3.827869477390777e-06,1.3339365295905736e-05,6.419494013698568e-06,2.9050966077193152e-06,2.9448565328493714e-06
9.327376886858474e-06,-5.16216323376284e-06,-5.938190042797942e-06,-8.621960745358592e-06,-1.6737777059461223e-05,1.313037728323252e-06,-5.678293224065101e-06,-8.159333106050326e-06,5.4849435855430784e-05,3.644243952294346e-05,-3.1772308375366265e-06,-1.0588460781946196e-05,-1.632368548598606e-05,7.834554935470806e-06,-6.959498250580509e-06,-1.0729175755841425e-05,-1.1691075201269996e-05
2.553324793552747e-05,-3.676290543808136e-05,-1.4956301924939908e-05,-7.559312734883861e-06,-7.054777142911917e-06,-1.0782623121485813e-05,-1.3385236798058031e-05,-8.932822936458251e-06,6.956875185437639e-05,3.9340528473985614e-05,4.282722073867262e-06,-7.104479209374404e-06,-5.747356226493139e-06,-1.0208077299012075e-06,-7.085406480200618e-06,-7.144774741618676e-06,-1.1188445569132455e-05
-1.1978829206782393e-05,-0.00012324935960350558,-4.5111708459444344e-05,-2.7395734377932968e-05,-1.885663050416042e-05,-3.254243347328156e-05,-2.5580029614502564e-05,-1.609361322607583e-05,0.00012738392615574412,0.00013492209109244868,2.641046103235567e-05,-8.079598046606407e-06,-1.3673684406967368e-05,3.820943857135717e-05,8.675454409967642e-06,-5.133419563208008e-06,-7.906333848950453e-06
-3.2737187211751007e-05,-3.872416709782556e-05,-6.203003067639656e-06,3.093799932685215e-06,9.61332864335418e-06,-1.0448105058458168e-05,-3.985284820373636e-06,4.394686698105943e-06,1.503023668192327e-06,1.618625901755877e-05,1.0840515642485116e-05,8.536415407434106e-06,8.659945891054122e-06,8.883655937097501e-06,5.544498435483547e-06,7.613633329128788e-06,7.227978812807123e-06
-8.197260467568412e-05,-0.00013132685126038268,-2.3961496026458917e-05,-4.900001840724144e-06,-2.5538611225783825e-08,-3.9462624954467174e-05,-2.1604330413538264e-05,-4.236374479660299e-06,9.050924563780427e-05,0.00012181738566141576,3.5652263250085525e-05,4.877283345194883e-06,3.4062495615216903e-06,3.153538546030177e-05,1.2798194575225352e-05,4.959870750553819e-06,1.933944531629095e-06
-4.882600478595123e-05,-7.248061774589587e-05,-1.712193056846445e-05,-8.989769014533522e-06,-1.303900944549241e-06,-2.2864879611006472e-05,-1.3599233625427587e-05,-1.7332681991888421e-06,5.118649096402805e-05,8.377043013751972e-05,1.9605176021286752e-05,8.112613727462303e-07,3.0617172797064995e-06,1.600347059138585e-05,4.026383294331026e-06,2.359426787279517e-06,6.0952461353736e-06
-1.6906760720303282e-05,-6.452724483096972e-05,-2.3484122266381746e-05,-1.453826371289324e-05,-5.533976604965574e-06,-1.7453854525228962e-05,-1.658389265912774e-05,-8.30329668133345e-06,7.183973912106012e-05,6.71012639941182e-05,1.6145047993632033e-05,-2.7590663194132503e-06,-3.952918177674292e-06,2.2255156181927305e-05,3.3875917324621696e-06,-5.26154508406762e-07,-6.159253644000273e-06
3.1483505154028535e-06,-4.106802589376457e-05,-4.061515664943727e-05,-2.840260185621446e-05,-1.2914096487293136e-05,-8.856655767885968e-06,-1.5318247164941567e-05,-1.3671430679096375e-05,7.29642788428464e-05,5.905023863306269e-05,1.2406298992573284e-05,1.0287430995958857e-06,-1.2203290680190548e-06,1.6442495507362764e-05,2.1930709408479743e-06,-6.020948148943717e-07,-4.564838718579267e-06
-1.0955936318168824e-05,-2.350694194319658e-05,-1.090471869247267e-05,-2.0046518329763785e-06,3.119052962574642e-06,-7.674251264688792e-06,-5.739135303883813e-06,-2.9485099730663933e-06,1.2623218935914338e-05,1.2805539881810546e-05,1.3233106074039824e-05,4.8694884355882095e-06,4.340841121219796e-06,4.864580660068896e-06,4.291229743103031e-06,3.7766189109333936e-06,-1.8953278413391672e-07
4.717745468951762e-06,-5.150872857484501e-05,-2.8559060865518404e-05,-8.908893505576998e-06,-9.730025340104476e-06,-7.399180788070225e-06,-2.886761194531573e-06,-1.78601112565957e-06,5.4995514801703393e-05,3.900715614690853e-05,6.9730572249682155e-06,-4.978454853699077e-06,-1.0365888556407299e-05,1.4555509551428258e-05,3.5294133340357803e-06,-1.843500285758637e-07,2.528957338654436e-06
-1.906675606733188e-06,-4.57585674666916e-05,-3.1201544970826944e-05,-1.8571572582004592e-05,-8.546553090127418e-06,-1.0829274515344878e-05,-1.3198364513300476e-05,-7.6276783147477545e-06,7.204678149719257e-05,4.8815782974998e-05,7.062200893415138e-06,-2.42720761889359e-06,-3.721585017046891e-06,1.3408984159468673e-05,3.1064198537933407e-06,1.3973326531413477e-06,-2.0484744709392544e-06
2.631733286762028e-05,-2.172096719732508e-05,-4.630363946489524e-06,-4.180445557722123e-06,-5.0242595079907915e-06,-5.0179451136500575e-06,-7.3031053489103215e-06,-4.70018196097044e-06,4.044875458930619e-05,1.8884084056480788e-05,-4.440554675966268e-06,-5.250776155207859e-06,-7.863610193226123e-06,4.930734576191753e-08,-5.6196216178250324e-06,-5.623384367936524e-06,-4.324261226429371e-06
3.629840648500249e-06,-1.9723032892215997e-05,-1.1456852462288225e-05,-9.87888734016451e-06,-4.071496505275718e-06,-5.557788426813204e-06,-7.010285116848536e-06,-4.130690058445907e-06,2.752184605014918e-05,2.887421851482941e-05,4.390965841594152e-06,-1.4102051864028908e-06,-4.200153853162192e-06,6.184026915434515e-06,6.453310561482795e-07,-1.9432272893027402e-06,-1.86361127418877e-06
5.5141754273790866e-08,-3.289856613264419e-05,-1.321106583418441e-05,-1.446332589694066e-05,-3.1817944545764476e-06,-9.749767968969536e-06,-1.5941637684591115e-05,-1.190617240354186e-05,7.023019293228572e-05,5.744983809563564e-05,4.253181032254361e-06,-3.741539330803789e-06,-2.62396497419104e-06,7.911822194728302e-06,-6.959700385777978e-06,-9.779252195585286e-06,-1.5443392385350307e-05
1.4177894627209753e-06,-5.495889945450472e-05,-2.4881182980607264e-05,-1.726046139083337e-05,-1.966618583537638e-06,-1.0627892606862588e-05,-1.0061628927360289e-05,-4.111015186936129e-06,5.682710752807907e-05,3.366082910361001e-05,4.8288898142345715e-06,2.345823304494843e-06,2.6955658540828153e-06,8.231819947468466e-06,4.032139401033419e-06,4.787083526025526e-06,5.040650648879819e-06
1.1664988051052205e-05,-7.261014252435416e-05,-3.631805611803429e-05,-2.0378231965878513e-05,-1.2411067572770662e-05,-1.5015892131486908e-05,-1.5521179648203542e-05,-1.1183766218891833e-05,9.74795148067642e-05,6.953076263016555e-05,4.828717010241235e-06,-7.775440963087021e-06,-8.919628328385443e-06,1.8977067156811245e-05,4.584682756103575e-06,-4.061310391989537e-06,-2.8710142032650765e-06
1.9234608771512285e-05,-2.4069617211353034e-05,-1.7194082829519175e-05,-5.975314707029611e-06,1.310912921326235e-06,-1.3858164948032936e-05,-1.8722196728049312e-05,-8.961272214946803e-06,5.931245686952025e-05,3.4736673114821315e-05,2.2456320039054845e-06,-3.2245470720226876e-06,-2.4941145966295153e-06,7.536491466453299e-07,-7.2120085405913414e-06,-7.270736659847898e-06,-8.611873681729776e-06
