C3,C4,F3,F4,F7,F8,Fp1,Fp2,FT10,FT9,O1,O2,P3,P4,P7,P8,Pz,T7,T8,Cpz
-1.2361944754957221e-05,1.1682312560878927e-05,-1.1978323186667694e-05,1.2860086826549377e-05,-2.33174541790504e-05,2.7757640964409802e-05,-8.962545052781934e-06,8.593813234369918e-06,2.698789285204839e-05,-2.6505869300308404e-05,-7.148824806790799e-06,-2.427724211884197e-06,-5.730697012040764e-06,3.6450088600759045e-06,-9.573388922490267e-06,6.75767078561762e-06,-6.842455377409351e-06,-1.85415674422984e-05,4.0224293115898035e-05,-5.117925070408091e-06
-1.8945488591270987e-05,9.057395800482482e-06,-1.370348536511301e-05,-1.1387619451852515e-06,-2.0360364487714833e-05,2.181040235882392e-05,-4.029362116853008e-06,2.7075446666913194e-06,3.1832092645345256e-05,-2.7681127789946913e-05,-4.757457645609975e-07,3.877790732076392e-06,-7.629578021806083e-06,6.453953574236948e-06,-1.1036187061108649e-05,1.7489061974629294e-05,-1.1856707260449184e-06,-3.402914080652408e-05,5.052016058471054e-05,-3.533484232320916e-06
-1.047926980390912e-05,6.869003755127778e-06,-7.301997584363562e-06,1.694235061222571e-05,-8.596008456152049e-06,3.137147177767474e-05,-4.908764594802051e-07,1.3990460729473853e-05,3.084459422098007e-05,-8.975001719591091e-06,-1.3052439499006141e-05,-1.3012372619414236e-05,-1.122377761930693e-05,-8.05844706519565e-06,-1.1984226148342714e-05,-2.4065338948275894e-06,-1.0528976872592466e-05,-9.62160720519023e-06,2.2399297449737787e-05,-6.685640755677014e-06
-1.4513974974761368e-05,1.6183108527911827e-05,3.0865485314279795e-06,3.783488864428364e-05,-1.5103385521797463e-05,4.278852156858193e-05,1.3355043847695924e-05,2.9800518859701697e-05,3.531928814481944e-05,-2.7068704866906046e-05,-2.193654518123367e-05,-1.255513848263945e-05,-2.214267124145408e-05,-1.8212367649539374e-06,-3.614488105085911e-05,-4.0288477975991555e-07,-9.910439047189357e-06,-4.332161785214339e-05,2.8357075279927813e-05,-1.8035138964478392e-06
-1.0858887435460929e-05,3.865484723064583e-05,-2.374397354287794e-05,1.4333510534925153e-05,-3.489610935503151e-05,2.9190542704782274e-05,-3.004394011441036e-05,-7.95444066170603e-06,3.3513575999677414e-05,-3.447216113272589e-05,-1.1253863249294227e-05,1.6794488146842923e-06,-1.50102969200816e-05,1.3082727718938258e-05,-1.9630048427643487e-05,2.3899551706563216e-05,-4.673590410675388e-06,-3.276072402513819e-05,6.451749686675612e-05,6.426334493880859e-06
-2.7732299713534303e-05,4.203652679279912e-05,-2.8705785553029273e-05,4.183991222816985e-05,-5.224964661465492e-05,7.304579048650339e-05,-2.0979694681955152e-05,2.7734949071600568e-05,5.926889025431592e-05,-4.125713894609362e-05,-2.9694676868530223e-05,-1.4841678876109654e-05,-2.966320880659623e-05,1.1284636912023416e-05,-3.8073115320003126e-05,1.5310617300201557e-05,-1.2452490182113252e-05,-4.065545363118872e-05,6.563825263583567e-05,1.456141944800038e-07
-3.0725767828698736e-05,2.6871889531321358e-05,-1.829700340749696e-05,3.0169423553161323e-05,-2.7100752959086094e-05,5.2021789088030346e-05,1.6122220642955654e-06,2.4970813683466986e-05,5.6178219892899506e-05,-2.2260897821979597e-05,-2.4657607383460345e-05,-8.162865469785174e-06,-3.367200224602129e-05,-1.9440534515524632e-06,-3.495511100481963e-05,2.0988090000173543e-05,-2.4066708192549413e-05,-4.0354269003728405e-05,6.569115066668019e-05,-1.2306559597163869e-05
-2.705913721001707e-05,2.2644081354883383e-05,-1.7363783626933582e-05,2.9713079584325897e-05,-2.1246503820293583e-05,5.213193480813061e-05,-1.1908303349628113e-05,1.3224202433548271e-05,5.8554844372338266e-05,-2.1361052631618804e-05,-2.8738791115756612e-05,-1.9457493181107566e-05,-2.9657281288564263e-05,-6.467601224358077e-06,-3.0055246000415536e-05,1.691659417701885e-05,-2.2326781845549704e-05,-2.591192105683149e-05,7.905138477326545e-05,-1.0682222864488722e-05
-1.2636091582862718e-05,-1.009692368825199e-06,3.6873711906082463e-06,2.2806206288805697e-05,-9.419236448593438e-07,3.3463477848272305e-05,1.761508406161738e-05,2.9444491246977123e-05,2.7998006203233672e-05,-6.196847607498057e-06,-1.4534753972839098e-05,-1.400377061600011e-05,-1.9463564967736602e-05,-1.5836797501833644e-05,-1.8031186300504487e-05,-8.60298860061448e-06,-1.826323432396748e-05,-1.0273544830852188e-05,1.7689778815110913e-05,-1.2910016721434658e-05
-1.848522470027092e-05,6.9867469392193016e-06,-8.003645234566648e-06,2.1451530130889296e-05,-2.8187554562464356e-05,4.865788014285499e-05,-2.1012765500927344e-06,2.1505289168999298e-05,3.842351043203962e-05,-2.9150681257306132e-05,-7.284904086191091e-06,6.516955068036623e-06,-1.4289884802565211e-05,3.0629662433057092e-06,-2.5424731575185433e-05,8.581121647921464e-06,1.318767317570746e-08,-4.608928497873421e-05,1.9572619294194737e-05,4.2453748392290436e-06
-2.8289290185057325e-05,2.5614653168304358e-05,-4.270395129424287e-05,2.4267527805932332e-05,-7.896235911175609e-05,8.741346209717449e-05,-5.031849832448643e-05,5.221778110353625e-06,7.232253483380191e-05,-4.050551797263324e-05,-5.596714345301734e-06,7.752396413707174e-07,-1.2714734566543484e-05,5.8312787132308586e-06,-5.96473637415329e-06,2.0159890027571237e-05,-8.188430001609959e-06,-2.4866749299690127e-05,5.9297706684446894e-05,-2.793087048758025e-06
-6.974261395953363e-06,-4.450293999980204e-08,-5.706513775294297e-06,2.2926350993657252e-05,-1.970420464658673e-05,4.132055073569063e-05,2.1359301172196865e-07,2.3831513317418285e-05,2.4001530846362584e-05,-1.3158178262528963e-05,-8.61619810166303e-06,-8.291557719530829e-06,-5.248237357591279e-06,-1.1423645673858118e-05,-1.0267645848216489e-05,-4.358680598670617e-06,-9.886624866339844e-06,-1.4849121726001613e-05,1.2119432085455628e-05,-5.8835985328187235e-06
-1.2674637673626421e-05,-1.6060066627687775e-06,-1.4779757748328848e-05,3.726536760950694e-06,-1.6752275769249536e-05,3.677733548101969e-05,-5.445319857244613e-06,1.868457366072107e-05,2.35501966017182e-05,-9.441605982374313e-06,-1.0612106962071266e-06,4.282774170860648e-07,-6.688388566544745e-06,-1.3542558008339256e-06,-6.0678622730847565e-06,5.234759555605706e-06,-6.5866079239640385e-06,-9.087624903258984e-06,1.1726322100003017e-05,-8.582449481764343e-06
-1.746803167179678e-05,2.6314572096453048e-05,-1.0804693374666385e-05,3.0545056688424665e-05,-1.5960187283781124e-05,4.500293005094136e-05,-2.3113716451916844e-07,1.9364574654900935e-05,3.292219298600685e-05,-2.483772550476715e-05,-2.1835703364558867e-05,-1.4343702801511427e-05,-2.1467232727445662e-05,-3.609284249250777e-07,-2.1897304122830974e-05,-3.2599546102574095e-06,-1.483147843828192e-05,-2.2191961988937692e-05,3.854800706903916e-05,-3.2072875910671428e-06
-6.134404657132109e-06,-3.834841663774569e-06,-5.9887261159019545e-06,1.2383603234411567e-05,-2.3305735794565408e-05,3.744912191905314e-05,-3.563976804343838e-06,1.680447485341574e-05,3.4646837775653694e-05,-1.6411510841862764e-05,-2.6130853711947566e-06,-4.8777477559269755e-06,-4.675724142089166e-06,-8.542787327314727e-06,-8.442398552688246e-06,1.955880293280643e-06,-9.980889217331423e-06,-1.5044028259580955e-05,1.9082044673268683e-05,-8.906104000061532e-06
-2.3693287403148133e-05,6.194000889081508e-06,-2.0399081222421955e-05,2.2120808296222094e-05,-4.766071333506261e-05,6.984477431615232e-05,-1.1644692676782142e-06,4.102190905541647e-05,4.080325015820563e-05,-3.888275978169986e-05,-8.363198503502645e-06,3.150435986754019e-06,-1.635411535971798e-05,3.6394687867868925e-06,-1.886160339381604e-05,5.3796129577676766e-06,-4.678430059357197e-06,-2.7503930482453143e-05,1.9530556414792954e-05,-4.1232351293274405e-06
-2.1000178094254807e-05,2.254893797726254e-05,-1.2918520951643586e-05,1.5080047546689457e-05,-1.8434938056088868e-05,3.101322408838314e-05,3.390145593584748e-06,1.911825984279858e-05,2.751554529822897e-05,-2.3615494683326688e-05,-1.5068576573185055e-05,3.9716360333841294e-07,-2.056135235761758e-05,1.1705609495038516e-05,-3.21908992191311e-05,1.6154481272678822e-05,-6.765063062630361e-06,-3.852882218779996e-05,4.210974111629184e-05,5.0687958719208837e-08
-3.3694395824568346e-06,3.251253565395018e-05,-3.6557659768732265e-05,2.4425987248832826e-05,-2.509278419893235e-05,3.75612416974036e-05,3.257891512475908e-05,5.417694410425611e-06,4.3018544602091424e-05,-4.39524828834692e-05,-1.6671427147230133e-05,-3.928587830159813e-06,1.1863812687806785e-06,1.2518532457761467e-05,-6.582601599802729e-05,1.752611751726363e-05,9.774495993042365e-06,-8.001700189197436e-05,4.721585264633177e-05,1.1679108865791932e-05
9.246607078239322e-06,5.406693526310846e-05,-7.523158274125308e-05,6.629934068769217e-05,-7.47269150451757e-05,0.00010017625754699111,-0.0005312266293913126,7.720119901932776e-05,0.00010906071838689968,-1.753579272190109e-05,2.040853723883629e-05,1.4627636119257659e-05,7.843984349165112e-06,1.4764678780920804e-05,3.006801853189245e-05,2.9548889870056883e-05,2.325716195628047e-05,3.512983676046133e-05,8.650755080452655e-05,2.0513558411039412e-05
-2.6772183446155395e-05,8.163343409250956e-06,-1.58872016982059e-05,1.3067570080238511e-05,-1.3840717201674124e-05,4.30625987064559e-05,-3.159247512485308e-06,1.4144522083370248e-05,5.489846989803482e-05,-1.0118528280145256e-05,-1.6957392972472007e-05,-5.332707587513141e-06,-2.408559475952643e-05,-6.176360557219596e-06,-2.320625549145916e-05,1.537148864372284e-05,-2.1112023205205332e-05,-2.081511320284335e-05,5.698414861399215e-05,-1.8228815406473586e-05
-4.324201108829584e-05,4.2397072320454754e-05,-3.0523767236445565e-05,4.423940117703751e-05,-4.840152905671857e-05,7.073035521898419e-05,-8.939894769355305e-06,3.039514831471024e-05,7.023603211564478e-05,-4.434849142853636e-05,-2.968846365547506e-05,-1.0179027810863772e-05,-3.889350136887515e-05,1.1403798453102354e-05,-4.911815267405473e-05,2.5729468688950874e-05,-1.558516453314951e-05,-6.107088665885385e-05,8.826458906696644e-05,-3.4049794521706644e-06
-6.359759026963729e-06,7.461851055268198e-06,-1.150149796558253e-05,1.251404296453984e-05,-2.3933233933348674e-05,3.066593906453363e-05,-9.236558980774134e-06,9.24471351027023e-06,2.0794895817743964e-05,-2.328624054825923e-05,-9.918749128701165e-07,3.1212939575198106e-06,-7.609146450704429e-07,5.067809979664162e-06,-8.766040451746449e-06,1.9334406715643127e-06,2.1873474906897172e-06,-2.469027731422102e-05,1.3124285260346369e-05,3.410777026147116e-06
-8.745426612222218e-06,7.0315227276296355e-06,-1.1660250947898021e-05,1.3049321296421112e-05,-2.2836814423499163e-05,4.664691550715361e-05,-8.281653208541684e-06,1.4953935533412732e-05,2.7259344278718345e-05,-2.0901528841932304e-05,-1.1837661986646708e-05,-7.16591830496327e-06,-2.928300091298297e-06,1.5568819833333691e-06,-1.2558305570564698e-05,-1.46169099934923e-06,-6.205161753314314e-07,-1.6160762243089266e-05,1.5275778423529118e-05,-6.148716238385532e-07
-1.888239239633549e-06,-1.708997388050193e-06,-9.637184120947495e-06,7.61606725063757e-06,-1.2037055967084598e-05,3.7710426568082767e-05,-1.1840247680083849e-05,6.889229098305805e-06,2.8977321562706493e-05,-6.117179509601556e-06,-5.047139524094746e-06,-6.033928173110326e-06,-6.027183871992747e-06,-9.097263045987347e-06,-2.973015853058314e-06,-5.710130608349573e-07,-9.018476021083188e-06,-4.130020499815146e-06,1.2882774171885103e-05,-7.948878987917851e-06
-1.6338241948687937e-05,2.8638713956752326e-05,-1.8888339127443032e-05,3.3101035114668775e-05,-3.727821240318008e-05,4.668866495194379e-05,-6.7274231696501374e-06,2.110246737174748e-05,3.7170148971199524e-05,-4.410410110722296e-05,-1.3943929161541746e-05,3.027791706244898e-06,-1.75264424768784e-05,1.0381336096543237e-05,-3.3440645438531647e-05,1.596651009094785e-05,-4.6846536179145915e-06,-5.197484370000893e-05,4.379535323550954e-05,5.0348112381470855e-06
-3.059202754229773e-05,1.6242250239884015e-05,-2.4788483869997435e-05,3.322546399431303e-05,-4.399985027703224e-05,9.078098082682118e-05,-1.6149781231433735e-05,2.4865007617336232e-05,7.894951704656705e-05,-3.4913272088488156e-05,-2.0958884078936535e-05,-9.745359420776367e-06,-2.9461268240993377e-05,-3.2855887184268795e-06,-3.459202434896724e-05,1.4308983281807741e-05,-1.992613510992669e-05,-4.109027486265404e-05,6.318322448350955e-05,-1.2052483270963421e-05
-7.459478865712299e-07,1.5433438420586754e-06,-8.549172434868524e-06,1.0825710432982305e-05,-2.1964969619148178e-05,3.56634864147054e-05,-9.851646609604359e-06,1.1743334425773355e-05,2.47616494561953e-05,-1.8344011095905444e-05,-4.07773563892988e-06,-2.180751380365109e-06,-7.080075192789081e-07,-4.102721050003311e-06,-7.672093033761485e-06,-1.3341682461032178e-06,-2.1683285922335926e-06,-1.2394768646117882e-05,1.2528091701824451e-05,-2.9712959985772613e-06
-3.491577786007838e-06,1.2564188637043117e-05,-7.345772360167757e-06,2.198932770625106e-05,-2.9815004381816834e-05,4.912451367999893e-05,-1.8048621768684825e-05,9.662291859058314e-06,2.9945338610559702e-05,-2.0835374471062096e-05,-1.4644085013060248e-05,-1.0114556062035263e-05,-8.221308689826401e-06,4.129645958528272e-07,-1.2730005437333602e-05,-1.1746866377393417e-06,-2.5087031190196285e-06,-1.648601323722687e-05,1.6861673202583916e-05,4.855414260873658e-06
-1.802187125576893e-05,2.4944624783529434e-06,-1.551033540181379e-05,2.9908235774200875e-05,-3.906816345988773e-05,7.75573880673619e-05,-6.750485368911541e-06,3.93090995203238e-05,4.255915337125771e-05,-2.7261110517429188e-05,-9.974545037039206e-06,-6.041089477548667e-06,-1.5166864614002407e-05,-1.0916651945080957e-05,-1.1237550893383741e-05,-4.524310952547239e-06,-1.559952659135888e-05,-1.9249982869951054e-05,2.074054464173969e-05,-1.3246394928501104e-05
-6.311795459623681e-06,2.6131792765227146e-06,3.015818720086827e-06,1.6434812096122187e-05,-2.1865703160983685e-05,2.5850369638646953e-05,1.5020534192444757e-05,2.337479600100778e-05,1.997163963096682e-06,-2.5893277324939845e-05,-7.1841704993858e-06,-3.3046371754608117e-06,-5.2736804718733765e-06,8.53840560921526e-07,-7.933223969303071e-06,-2.1486470132003888e-06,-2.4408000172115862e-06,-1.220592821482569e-05,3.7131876524654217e-06,1.688164218194288e-06
-1.2752996326526045e-05,1.896655339805875e-05,-1.2394629266054835e-05,2.230603240604978e-05,-3.987833952123765e-05,3.134363942081109e-05,-1.787160726962611e-06,2.2512004306918243e-05,9.767613391886698e-06,-3.3819811505964026e-05,-3.7014107192590018e-06,2.470565050316509e-07,-1.3703113381779986e-06,9.65088588600338e-06,-1.06245388451498e-05,1.6963876987574622e-06,8.139018746078364e-06,-2.541714366088854e-05,7.932392122711462e-06,9.184760301650385e-06
-1.3939706150267739e-05,1.1312926744722063e-05,-5.27719862475351e-06,1.5953134607116226e-05,-1.7678738913673442e-05,2.522322211007122e-05,5.888791747565847e-06,1.8500541045796126e-05,1.2960364983882755e-05,-1.9023109416593798e-05,-7.734494829492178e-06,1.7121988094004337e-06,-1.3246498156149755e-05,4.353309350335621e-06,-1.3564248916964061e-05,1.1117064786958508e-05,-4.386906596209883e-06,-2.736720102802792e-05,1.3597405541077023e-05,1.5991454347386025e-06
-3.9054275475791655e-06,2.9886377888033167e-06,-1.415298766005435e-05,2.207278157584369e-06,-2.179865987272933e-05,1.2930712728120852e-05,-1.1038318461942254e-05,2.5992176233557984e-06,1.1155060406053963e-05,-1.051349136105273e-05,6.378453917932347e-06,8.462402185216433e-06,1.043906195263844e-06,3.213763193343766e-06,6.661412044195458e-08,6.191346415107546e-06,1.8333936964154418e-06,-8.449086635664571e-06,8.737716939322127e-06,2.0494671844062395e-06
