C3,C4,F3,F4,F7,F8,Fp1,Fp2,FT10,FT9,O1,O2,P3,P4,P7,P8,Pz,T7,T8,Cpz
-2.477257316968462e-05,2.936027044597722e-05,-2.0665846363954188e-05,2.5983723389799707e-05,-2.4169188236555783e-05,5.318981857271865e-05,-8.674452146806289e-06,1.6422833141405135e-05,5.383544109349714e-05,-2.5441175239393488e-05,-2.9633289614139358e-05,-1.7210134046763415e-05,-2.7885618692380376e-05,2.2067365534894634e-06,-2.595240221126005e-05,1.0414656571811065e-05,-1.9258905695096473e-05,-2.5852438284346135e-05,7.010054014244815e-05,-1.1997996352874907e-05
-2.9502245524781756e-05,2.1963263861835003e-05,-2.250499619549373e-05,2.1599528281512903e-05,-2.6308758606319316e-05,5.325392157828901e-05,-6.124325409473386e-06,2.3267469046572842e-05,5.4721091146348044e-05,-2.5272744778703782e-05,-1.891259762487607e-05,-4.956769771524705e-06,-2.9161772999941604e-05,7.884013029979542e-06,-3.313344677735586e-05,1.5159134818532038e-05,-1.2070440789102577e-05,-3.46451211044041e-05,4.854624449990297e-05,-3.801450930041028e-06
-8.724144663574407e-06,1.0967439720843686e-05,-1.707912451820448e-05,1.3155414308130275e-05,-3.6242685041543155e-05,3.803120216616662e-05,-3.233357153931138e-05,-4.893834500308003e-06,3.692371137731243e-05,-2.4084062715701293e-05,6.565998091900838e-06,9.023087727655366e-06,-2.918415702879429e-06,3.824619398073992e-06,-4.221023743866681e-06,9.819852721193456e-06,-1.3809485608362593e-06,-2.1582088265859056e-05,2.0541590856737457e-05,4.606978563970188e-06
-1.2154408636888547e-05,3.190717006873456e-05,-7.1424129046704365e-06,2.7512644010130316e-05,-1.6892659914446995e-05,4.0723853544477606e-05,-1.0156447160625248e-05,1.036280184507632e-05,3.7488326142920414e-05,-1.961055704668979e-05,-3.5017623304156587e-05,-2.4017758732952643e-05,-2.6048524887301028e-05,-5.533956937142648e-07,-2.6332582820032258e-05,1.0591520549496636e-05,-1.7448854578105966e-05,-1.588003078722977e-05,5.914036955800839e-05,-6.471429969678866e-06
-2.0861625444013043e-05,7.70217775425408e-06,-2.394040348008275e-05,-2.648652298375964e-06,-2.789433119687601e-05,3.8545861571037676e-05,-1.3877100286663335e-05,9.050780704455974e-06,4.906867570753093e-05,-2.035264640198875e-05,-1.075984982890077e-06,9.61533805821091e-06,-2.1273103811836336e-05,6.068404672987526e-06,-2.6954483473673463e-05,2.6356322450737935e-05,-6.485131962108426e-06,-3.684650073410012e-05,6.271266101975925e-05,-6.91024888510583e-06
-3.100957655988168e-06,1.2597081422427436e-07,-3.838735665340209e-06,8.66696291268454e-06,-1.2152626368333586e-05,2.207837223977549e-05,-3.9784384284757834e-06,8.647598406241741e-06,1.5225571587507147e-05,-1.4827789243554435e-05,-1.1585998436203226e-06,-1.2025998330500443e-06,-4.306877599447034e-06,-1.730920075715403e-06,-4.973827117282781e-06,2.597281650196237e-06,-5.620277306661592e-06,-6.153427477784135e-06,7.666795792005132e-06,-1.9634755972219864e-06
-7.092918167472817e-06,9.418583431397565e-06,4.420181539899204e-06,1.7462176856497535e-05,-1.0278472473146394e-05,2.3303801754082087e-05,1.1768514013965614e-05,2.3244598878591205e-05,1.3960522665001918e-05,-1.5104109479580075e-05,-1.3426492159851477e-05,-1.261363740923116e-05,-1.0135234560948447e-05,-2.679380941117415e-06,-1.801965663617011e-05,-5.670327936968533e-06,-4.484116743697086e-06,-1.7676104789643432e-05,1.0894941283368098e-05,2.7071287149738055e-06
-2.1470046249305597e-05,2.8266737444937462e-05,-3.294483758509159e-05,1.0093938271893421e-05,-3.455734031376778e-05,3.4411257729516365e-05,-2.4889421183615923e-05,-4.0828933833836345e-06,4.5295601012185216e-05,-3.53555619767576e-05,-1.7177948848257074e-05,4.670737325795926e-07,-1.1553787771845236e-05,1.6981785847747233e-05,-2.2102398361312225e-05,3.313912299063304e-05,-7.3429200710961595e-06,-3.136353359423083e-05,7.542054481746163e-05,-1.2353793863439932e-06
-1.0825758181454148e-05,1.4382074141394696e-05,-6.867431693535764e-06,8.735359187994618e-06,-1.0002444469137117e-05,2.3315438738791272e-05,-6.409369234461337e-06,1.5681216609664261e-06,2.6247891582897864e-05,-7.64158357924316e-06,-9.063687684829347e-06,-3.111223122687079e-06,-1.0498079063836485e-05,-1.2912059901282191e-06,-1.1892680049641058e-05,3.048500730074011e-06,-6.341718290059362e-06,-1.4766293588763801e-05,2.63393249042565e-05,-4.92522849526722e-06
-1.4086569990467979e-05,6.6902445041705505e-06,-1.469154494770919e-05,2.178346403525211e-05,-4.001720071755699e-05,6.131480677140644e-05,2.108692569890991e-06,3.12951187879662e-05,3.6901888734064414e-05,-3.343895059515489e-05,-9.800886346056359e-06,-3.75215608983126e-06,-1.5522765181685827e-05,-4.07675315727829e-07,-1.874248027888825e-05,4.637946062757692e-06,-8.36439232898556e-06,-2.9731038011959754e-05,2.700739491956483e-05,-3.1838985705689993e-06
-1.745281974763202e-05,9.004284493130399e-06,-1.0832205305177922e-05,2.4042436052695848e-05,-2.363321436860133e-05,5.575238901656121e-05,-8.836204870021902e-06,1.5915116819087416e-05,3.574340325940284e-05,-1.9276936654932797e-05,-1.2720291124423966e-05,-1.0632420980982715e-05,-1.5687498091665475e-05,-8.332960191204108e-06,-5.698298991774209e-06,2.42981877818238e-06,-1.3667036000697408e-05,-1.2904689356219023e-05,2.662738370418083e-05,-9.840252232606872e-06
-9.167073130811332e-06,1.2039905868732603e-05,-2.0053355456184363e-05,7.880934845161391e-06,-2.3349421098828316e-05,2.5123033992713317e-05,-2.1075782569823787e-05,-5.208317702454224e-06,2.3921624233480543e-05,-1.1267838090134319e-05,-3.550300561983022e-06,4.8315532694687136e-06,-3.323904820717871e-06,7.290938356163679e-06,-8.065183692451683e-06,9.56805070018163e-06,3.3323594834655523e-06,-1.1712781542883022e-05,1.664210321905557e-05,6.143457540019881e-06
-4.95441781822592e-06,-6.011035793562769e-06,-4.690192554335226e-06,8.41080145619344e-06,-5.570524990616832e-06,2.7051679353462532e-05,1.5963225905579748e-06,1.4941659173928201e-05,1.667878427724645e-05,-3.2185516829486005e-06,-7.078982264374645e-06,-4.711934479928459e-06,-6.5178148247468926e-06,-8.719732932149782e-06,-3.5834514164889697e-06,-2.34445224123192e-06,-8.409602287429152e-06,-2.4831942937453277e-06,7.095850207861076e-06,-7.48120942262176e-06
-1.3760731462753029e-05,2.498902631486999e-05,-1.1169233914642973e-05,3.9345432924164925e-05,-2.2550506514562585e-05,6.58978692626988e-05,-2.7957430575042963e-06,3.0036021144042024e-05,3.397132672944281e-05,-2.1984856630297145e-05,-3.546759558048507e-05,-2.6071119691550848e-05,-2.7090145749752992e-05,-7.519316426396472e-06,-2.1672968046004826e-05,-1.5032096598588396e-06,-2.6316731748465827e-05,-9.183072279483895e-06,4.3049470377809484e-05,-1.0203923807239335e-05
-3.2119064599100966e-05,3.951345979658072e-05,-3.0008971407369245e-05,2.129121912730625e-05,-2.84796742562321e-05,3.654552347143181e-05,-2.4977183613827947e-05,2.0436755221453495e-07,4.445783270057291e-05,-2.1694779434255906e-05,-1.692382738838205e-05,2.424723788863048e-06,-2.8211037715664133e-05,1.653665185585851e-05,-2.8136988930782536e-05,2.5837247449089773e-05,-1.2273716720301309e-05,-2.8894166916870745e-05,6.585975461348426e-05,-9.513723853160627e-07
-2.6472171157365665e-05,2.831846825301909e-05,-1.9913046116926125e-05,1.2494945849539363e-05,-2.090063435389311e-05,3.717465710906254e-05,-1.0433570878376486e-05,3.106633812421933e-07,4.657182125811232e-05,-3.0033218308744836e-05,-1.6297007277898956e-05,-4.092059953109128e-06,-2.498622627911118e-05,7.177916984346666e-06,-2.699934293559636e-05,2.72823795057775e-05,-1.9765897832257906e-05,-2.7629952683128067e-05,7.979388601597748e-05,-1.1601609003264457e-05
-4.114274361199932e-06,8.514180308338837e-06,-1.4769938331937738e-05,3.973889761255123e-06,-2.1686261789000127e-05,1.9659764802781865e-05,-2.1820837446284713e-05,-3.071327228099108e-07,1.5780280023136584e-05,-1.5229757991619408e-05,9.568202585796826e-07,1.9116159819532186e-06,2.857093022612389e-06,8.075624236880685e-06,6.529371603392065e-07,2.8095319066778757e-06,3.5870415331373806e-06,-7.144729352148715e-06,1.138825246016495e-05,4.905901903384802e-06
-1.2893152415927034e-05,-5.733512807637453e-06,6.452119123423472e-07,2.4846647647791542e-05,-8.48366653372068e-06,5.252843533298801e-05,1.0262683645123616e-05,3.754609087991412e-05,2.3467120627174154e-05,-1.4604862371925265e-05,-1.2493277608882636e-05,-1.0270994607708417e-05,-1.2896454791189171e-05,-1.6388992207794217e-05,-1.1997493857052177e-05,-7.569370609417092e-06,-1.595330013515195e-05,-9.944410521711688e-06,4.996163625037298e-06,-1.5062865713844076e-05
-2.1134466123839957e-05,2.802429708026466e-05,-1.2918540562623093e-05,3.305953032395337e-05,-1.8944805106002605e-05,4.242038085067179e-05,2.2589301806874573e-07,2.0181403669994324e-05,3.84484555979725e-05,-2.0667422177211847e-05,-3.4548713301774114e-05,-1.7792933704185998e-05,-2.6369238184997812e-05,-7.265853128046729e-07,-3.298288902442437e-05,1.227796201419551e-05,-1.6907468761928612e-05,-2.5771631953830365e-05,6.03725766268326e-05,-6.245807185223384e-06
-3.6202682167640887e-06,3.151979763060808e-05,6.821805982326623e-06,2.956478056148626e-05,-9.713426834423444e-06,3.451646898611216e-05,8.620800144854002e-06,2.0900094114040257e-05,1.949145507751382e-05,-4.0902783439378254e-05,-2.396933213333341e-05,-1.4590592627428123e-05,-1.5115250789676793e-05,6.467864295700565e-06,-3.901309628417948e-05,-2.140339574907557e-06,-2.896582373068668e-06,-4.493622873269487e-05,2.9343510504986625e-05,9.651325399318011e-06
-2.002773089770926e-05,2.7608860818872927e-05,2.60351225733757e-06,2.169524123019073e-05,-1.825369838570623e-05,4.064731865582871e-05,-8.102040737867355e-06,6.5573763663451246e-06,3.569786713342182e-05,-2.8184511393192224e-05,-2.498927779015503e-05,-1.2857881035444052e-05,-2.0422894067451125e-05,3.868880412483122e-06,-2.7197431336389855e-05,1.0934043530141935e-05,-1.2517689697233436e-05,-3.058923880416842e-05,5.920087642152794e-05,-5.671607368640252e-06
-3.711900262715062e-05,1.3389799960350501e-05,-9.778039384400472e-06,1.2461290452847607e-05,-2.867339480872033e-05,3.115116214758018e-05,-1.2507480278145522e-05,1.3782066048406705e-05,3.896317957696738e-05,-2.7577273613133002e-05,-2.929907054749492e-06,1.1234972589591052e-05,-2.2674459160043625e-05,1.23853769764537e-05,-2.2071725425121258e-05,3.05335825032671e-05,-6.2959861679701135e-06,-4.0021153836278245e-05,4.999601333111059e-05,-4.249024641467258e-06
-1.1380856903997483e-05,2.880766442103777e-05,-1.297009384870762e-05,2.1694590941478964e-05,-2.7388058697397355e-05,2.2551776055479422e-05,-1.2232682593094069e-05,-6.7285327531863e-07,1.482399420638103e-05,-3.0366207283805124e-05,-4.509342033998109e-06,-4.6272343752207235e-06,-5.892617991776206e-06,1.5226398545564734e-05,-1.813531525840517e-05,4.091886694368441e-06,9.037972368730607e-06,-2.970306195493322e-05,2.7402935302234255e-05,1.4241104963730322e-05
-1.2908702728964272e-05,2.11866074550926e-05,-2.1802073206345085e-05,1.7705477716845053e-05,-3.160275582558825e-05,2.8100072540837573e-05,-2.1954021576675586e-05,-3.2823409128468484e-06,3.35377571900608e-05,-2.784450748549716e-05,-5.110285201226361e-06,2.2887079467182048e-06,-8.207443897845224e-06,7.641517527190445e-06,-1.226397307618754e-05,1.993745399886393e-05,-4.734351932711434e-06,-2.4955590788522386e-05,4.641811210603919e-05,-2.1496566660061944e-06
-2.1270688250751846e-05,2.0695439161499962e-05,-2.5510151772323297e-05,1.9952492948505096e-05,-3.660639686131617e-05,5.642539781547384e-05,-2.0603338839464413e-05,1.5693053768472964e-05,5.275930834613973e-05,-3.213653417333262e-05,-1.8636790628079325e-05,-1.2557778518385021e-05,-1.4239577041053053e-05,-2.0456952825043118e-06,-2.3589289412484504e-05,1.3636720041176886e-05,-1.0064798743769643e-05,-2.4974830921564717e-05,6.85436389176175e-05,-5.470182259159628e-06
-1.4141353858576622e-05,6.201972155395197e-06,-3.9755619582138024e-05,2.3110045731300488e-05,-6.45761192572536e-05,5.270363044473925e-05,-6.854809362266678e-05,6.233149179024622e-06,4.004169772997557e-05,-2.9530342544603627e-05,1.2723649660983938e-05,2.05982734371446e-05,4.917521096103883e-06,1.4084140957493219e-05,7.164687986005447e-06,2.1715335606131703e-05,4.086936996827717e-06,-1.0846862551261438e-05,1.528930170024978e-05,-1.4719546328478827e-06
-8.964669177657925e-06,9.464012691751122e-06,-6.05199602432549e-07,2.7492717890709173e-05,-8.04416777100414e-06,4.688320586865302e-05,1.0902011126745492e-05,3.2538990581088e-05,4.2361127270851284e-05,-1.3601455066236667e-05,-2.8466632102208678e-05,-1.7858142200566363e-05,-1.7352212125842925e-05,-5.816516249979031e-06,-3.2687697967048734e-05,-1.4317109162220731e-05,-8.155626346706413e-06,-3.0015577976882923e-05,1.75502646015957e-05,-1.3073354239168111e-06
-1.7615994920561207e-05,3.310211832285859e-05,-1.247138061444275e-05,1.4573884982382879e-05,-2.613689412100939e-05,4.110576492166729e-05,-1.53492551362433e-05,2.527297098708914e-06,4.7666573664173484e-05,-3.503134894344839e-05,-2.6815832825377584e-05,-6.083361768105533e-06,-3.2923237085924484e-05,9.982053938983881e-06,-3.428026229812531e-05,3.876202003993967e-05,-2.0808281988138333e-05,-3.49694100805209e-05,8.038312626013067e-05,-5.617578153760405e-06
-2.675811845165299e-05,8.808145139482804e-06,-1.752185607983847e-05,3.1389315608976176e-05,-2.037814829236595e-05,5.3249394113663584e-05,-6.634397323068697e-06,1.8614241753311944e-05,6.0061729527660646e-05,-1.667944491146045e-05,-1.281670733987994e-05,-9.179032986139646e-06,-3.146374365314841e-05,-1.6795668670965824e-05,-2.79442147075315e-05,1.6795623196230736e-05,-2.5115203243331052e-05,-3.163603378197877e-05,7.092691703292076e-05,-1.6922799431995372e-05
-9.40376094149542e-06,6.507480975415092e-06,-1.2466339171623986e-05,1.3756419775745599e-05,-2.6036325834866147e-05,3.94560729546356e-05,-1.1497322248033015e-05,1.6406310805905377e-05,2.9969090064696502e-05,-1.8430778254696634e-05,-9.639327885224702e-06,-2.1818293589603854e-06,-1.100764234251983e-05,-4.933976356369385e-07,-1.1342923698975937e-05,7.315572474908549e-06,-4.042310024487961e-06,-1.7737517282512272e-05,2.2024511054041795e-05,-1.1559822894469107e-06
-4.602198259817669e-06,7.180734883149853e-06,-1.1452452326921048e-05,9.906949344440363e-06,-3.799308933594148e-05,2.7982532174064545e-05,-8.360488664038712e-06,1.1626684226939688e-05,2.044669508904917e-05,-3.080348869843874e-05,2.361252235516531e-06,3.7654192510672146e-06,-1.768844413163606e-07,4.526315024122596e-06,-6.01281658418884e-06,7.057449579406239e-06,4.0038867155089974e-06,-1.858201630966505e-05,1.4301737792266067e-05,4.823777089768555e-06
-2.8415969154593768e-05,8.99567157830461e-06,-2.5296924604845117e-05,4.957387500326149e-05,-6.0403575844247825e-05,0.00011835851546493359,-2.2862617470309488e-06,6.609076990571339e-05,7.25119280104991e-05,-4.8074739424919244e-05,-2.9601919777633157e-05,-2.7054193196818233e-05,-2.800175207084976e-05,-2.0277413568692282e-05,-2.1358245703595458e-05,-5.049533683632035e-06,-3.057009962503798e-05,-2.1218946130829863e-05,5.38380072612199e-05,-2.175919962610351e-05
-1.20224108286493e-05,-6.702507562295068e-06,-1.1564193073354545e-05,5.59234649699647e-06,-2.114229346261709e-05,3.3200220968865324e-05,-4.709708036898519e-06,1.3305939660313015e-05,2.4401413611485623e-05,-1.4386509974428918e-05,3.4683439480431844e-06,4.873332443366962e-06,-5.548456329051987e-06,-4.153734721512592e-06,-6.5959088146883e-07,5.149611524757347e-06,-7.143260575048771e-06,-7.932399512355914e-06,1.4849203580524772e-05,-8.875349521986209e-06
-1.0755473340395838e-05,-2.451462933095172e-06,-1.3220970231486717e-05,9.341137769069974e-06,-2.223721367045073e-05,4.059016646351665e-05,5.57609268980741e-07,2.5681503757368773e-05,2.5734130758792162e-05,-1.9027631424251013e-05,-3.397747150302166e-06,-1.327575660070579e-06,-7.0721685005992185e-06,-3.7799437677676906e-06,-9.091542779060546e-06,3.232317226320447e-06,-7.296244177723565e-06,-1.1549217106221477e-05,1.2688193692156347e-05,-6.6178674842376495e-06
-1.534673083369853e-05,-3.6742088695973507e-06,-1.8789363821269944e-05,3.4729000333300064e-06,-2.7992022296530195e-05,3.988929893239401e-05,-8.053682904574089e-06,1.7571560192664037e-05,3.4085534025507513e-05,-1.4443092823057668e-05,4.73008185508661e-06,7.960781658766791e-06,-1.060363211990989e-05,-3.7330848385863646e-06,2.7417185037847958e-06,9.383286737829621e-06,-9.228630005964078e-06,-1.1330179404467344e-05,1.4561325315298745e-05,-1.1201859024367877e-05
-4.293154802326171e-06,1.1824487955891527e-05,-7.622343900948181e-06,2.4677907958903234e-05,-2.8314553674135823e-05,3.166627448081272e-05,-8.167098940248252e-06,1.4114848568169691e-05,1.7957982890948188e-05,-3.018955703737447e-05,-8.398898899031337e-06,-2.071722519758623e-06,-4.415976945892908e-06,2.9781105013171327e-06,-1.0616799954732414e-05,1.1088773135270458e-06,-2.2504900698550045e-07,-2.2449903553933837e-05,1.5994926798157394e-05,6.4416451550641796e-06
-7.341181287756626e-06,1.011106928672234e-05,-2.1681511498172767e-05,2.5083686068683164e-05,-5.0020218623103574e-05,7.23952734915656e-05,-3.566226951079443e-05,9.048470928973984e-06,5.644977227348136e-05,-3.164775671393727e-05,-9.479300388193224e-06,-6.687408756533841e-06,-6.936290105841181e-06,-2.431294547022844e-06,-1.3638307791552506e-05,1.947862529050326e-06,-3.6510368772724178e-06,-1.638611638554721e-05,3.197299702151213e-05,-1.446437977392634e-06
-8.816912668407895e-06,1.2656495528062806e-05,-1.4187213309924118e-05,1.4051115613256115e-05,-2.715491791605018e-05,3.1175957701634616e-05,-2.5666362489573658e-05,1.3610596170110512e-06,2.330930146854371e-05,-1.8611262930789962e-05,-4.256324700691039e-06,3.946765104956285e-06,-3.3338051252940204e-06,7.228542017401196e-06,-6.3844836404314265e-06,9.94402671494754e-06,-1.1248520195294986e-06,-1.4002194802742451e-05,1.9362654711585492e-05,5.024181461976696e-07
-1.8578991785034304e-05,1.00162351373001e-05,-3.405240477150073e-05,2.2195991505213897e-05,-6.209974981175037e-05,7.563862618553685e-05,-3.388295181139256e-05,1.7161765299533727e-05,5.37798332516104e-05,-4.107413258225279e-05,-4.3245245251455344e-07,4.947406523569953e-06,-4.190239906165516e-06,5.494239871950413e-06,-5.101559224840457e-06,1.273387317723973e-05,-3.031507482376128e-06,-2.5505005567083572e-05,2.6491301468922757e-05,-5.102752851371406e-07
-2.7131613933306653e-05,4.61545951111475e-05,-2.601458709250437e-05,2.9175762392696925e-05,-3.660413312900346e-05,5.169245196157135e-05,-1.930539929162478e-05,9.890672572510084e-06,4.684252598963212e-05,-4.0231772800325416e-05,-2.1069821286801016e-05,-4.878903553162672e-06,-2.5224157070624642e-05,1.4160167211230146e-05,-3.69762783520855e-05,2.712365585466614e-05,-1.277097635465907e-05,-4.6783390644122846e-05,7.108301360858604e-05,8.681884082761826e-07
-4.678773166233441e-06,-4.4809803512180224e-07,4.112324859306682e-06,2.487293750164099e-05,-1.0863735155908216e-05,3.154076239297865e-05,1.2600000218299101e-05,2.3360840714303777e-05,2.1325608486222336e-05,-1.561947738082381e-05,-1.1913794878637418e-05,-1.2935339839259541e-05,-1.162486432804144e-05,-1.2887175216746982e-05,-1.0365169600845547e-05,-4.341524558526544e-06,-1.4293428193923319e-05,-1.0892774753301637e-05,1.1037016435011537e-05,-7.985335741977906e-06
-2.9847939003957435e-05,3.158446452289354e-05,-1.0908657714026049e-05,3.5269742511445656e-05,-2.371158211644797e-05,5.8491698496254685e-05,1.3186727301217616e-06,2.120827616636234e-05,5.626010624837363e-05,-3.6383295082487166e-05,-3.662638755486114e-05,-2.1617724087263923e-05,-2.8015142106596613e-05,8.035581231524702e-07,-3.5554450732888654e-05,9.97228198684752e-06,-1.955984225787688e-05,-4.0330079855266376e-05,7.401649327221094e-05,-6.370190021698363e-06
4.29652318416629e-05,1.680977948126383e-05,-4.600954707711935e-05,2.5203618861269206e-05,-2.321955633988182e-05,3.557618038030341e-05,3.129680408164859e-05,3.0205948860384524e-05,5.1367387641221285e-06,-4.55897416031803e-05,-1.7692918845568784e-05,-8.071796401054598e-06,-1.3662452602147823e-05,-3.5422126529738307e-06,-5.2618616791733075e-05,-5.991856596665457e-06,-5.78686740482226e-06,2.8321213903836906e-05,1.1820789950434119e-05,-5.1507213356671855e-06
5.810045695398003e-05,2.0210962247801945e-05,-0.0003593715082388371,3.080173337366432e-05,-3.492902033030987e-05,8.336037080880487e-05,0.00017514193859824445,3.085956905124476e-05,9.041920566232875e-05,-1.8690625438466668e-05,-2.47508505708538e-05,-9.873183444142342e-06,-3.744271998584736e-05,-4.932404408464208e-06,-2.698329626582563e-05,1.6377813153667375e-05,-2.4188877432607114e-05,-2.2264794097281992e-05,7.759658660688729e-05,-1.9441333279246464e-05
-5.788917292193219e-06,7.123967520783481e-06,-2.3755692488691693e-06,1.5008474292699248e-05,-7.565268901998934e-06,2.856505579984514e-05,8.549960966774961e-06,2.406387557130074e-05,1.9481364006423973e-05,-8.790103493083734e-06,-1.0685194638426765e-05,-1.332195870418218e-05,-1.0426563221699325e-05,-7.998361297723022e-06,-1.3540924555854872e-05,-8.713061106391251e-06,-6.935739065738744e-06,-1.404127397108823e-05,9.762655281519983e-06,-2.3724192033114377e-06
-3.197185554526527e-06,7.689237008889904e-06,-2.8893252306261274e-06,2.754132674454013e-05,-1.6882530417206e-05,4.478087794268504e-05,6.960199243621901e-07,3.261670144638629e-05,2.0963549900443468e-05,-1.5920664054647204e-05,-1.99478781723883e-05,-2.0276756913517602e-05,-7.793775466780062e-06,-4.654413032767479e-06,-1.808604201869457e-05,-1.3819117612001719e-05,-5.476203568832716e-06,-1.220209105667891e-05,5.816796601720853e-06,1.0414737232622429e-06
-2.1274478967825416e-05,8.004909432202112e-06,-4.922785819871933e-06,2.215965105278883e-05,-9.529269163977006e-06,4.769149200001266e-05,6.282508621779925e-06,2.265647617605282e-05,4.7736222768435255e-05,-9.662412594479974e-06,-1.700151369732339e-05,-1.2555919056467246e-05,-2.4982695322250947e-05,-1.165107323686243e-05,-2.5631391508795787e-05,3.706505140144145e-06,-1.9610189156082924e-05,-2.3857943233451806e-05,3.719661799550522e-05,-1.4754720723431092e-05
-1.449469527869951e-05,-6.487398422905244e-07,-1.4170500435284339e-05,7.852157494880885e-06,-1.7439901057514362e-05,3.117959647624957e-05,-8.509648978360929e-06,1.0365851721871877e-05,2.3580478227813728e-05,-5.578714990406297e-06,-3.95171673517325e-06,2.903875611082185e-06,-8.31779300369817e-06,3.7841073208255693e-07,-5.596716619038489e-06,3.1004947231849656e-06,-3.6827932490268722e-06,-4.452791472431272e-06,9.523285370960366e-06,-2.040140316239558e-06
-2.060356200672686e-05,1.4806002354816883e-05,-3.8736292481189594e-05,3.5381320913074887e-06,-5.824506297358312e-05,2.7002145543519873e-05,-9.111473991652019e-05,-5.209040364206885e-05,6.348075839923695e-05,-7.2718760293355444e-06,3.077667861361988e-05,3.273320362495724e-05,6.113341441960074e-07,2.1977890810376266e-05,3.7918339330644812e-06,3.5300167837704066e-05,8.098073976725573e-06,-2.019331350311404e-05,3.8618987673544325e-05,7.5200440505795996e-06
-9.75266038949485e-06,1.2859125263275928e-05,-1.6777389646449592e-05,2.585885340522509e-05,-4.272212163414224e-05,7.324838225031272e-05,-1.7680036762612872e-05,2.283255525981076e-05,5.182930544833653e-05,-3.003456185979303e-05,-2.3246929458764498e-05,-1.3128721775501617e-05,-1.2020761460007634e-05,-2.985274647926417e-06,-2.0909707245664322e-05,5.787460395367816e-07,-5.1994919090248e-06,-2.4541967832192313e-05,3.127986110484926e-05,5.12796361817891e-07
-2.311468870175304e-05,1.0186859526584158e-05,-4.555266241368372e-05,8.17524642116041e-06,-6.0935673900530674e-05,5.610692278423812e-05,-4.198207807348808e-05,3.115716936008539e-06,4.583365898724878e-05,-2.9718707082793117e-05,1.1958624781982508e-05,1.4037719211046351e-05,1.4795386960031465e-07,1.0999349115081714e-05,6.339544370348449e-06,1.734435386424593e-05,3.318470135127427e-06,-1.535681121822563e-05,2.8924448088218924e-05,1.7175307220895775e-07
-2.0986806021028315e-05,3.641172588686459e-05,-8.318826985487249e-06,4.452271241461858e-05,-2.7844429041579133e-05,6.150947319838451e-05,6.894060788908973e-08,2.4314605070685502e-05,5.558054118637301e-05,-3.766971076402115e-05,-3.185335845046211e-05,-2.248591181341908e-05,-3.2989945111694396e-05,-3.44568547916424e-06,-4.549469394987682e-05,1.1714557331288233e-05,-2.05546939469059e-05,-5.242910083325114e-05,7.419929534080438e-05,-4.248688128427602e-06
-1.3040339354120078e-05,1.7038944406522205e-06,-1.4171818293107208e-05,1.753791730152443e-05,-3.080973692703992e-05,4.975887844693716e-05,-4.252381586411502e-06,2.43859603870078e-05,2.2096889210843074e-05,-1.745341603509587e-05,-2.946864697150886e-06,-1.7459751688875258e-07,-7.1804983434731184e-06,-2.5317543190794822e-06,-5.005376891631386e-06,-1.5623959370714147e-06,-5.9449153582136205e-06,-1.649109640311508e-05,9.966933248506393e-06,-3.885283604176948e-06
-2.7200514523428865e-05,3.2696828839107184e-05,-4.513384192250669e-05,3.617044330894714e-05,-4.924338645651005e-05,9.131576871368452e-05,-4.668895235226955e-05,2.523037892387947e-06,8.87175892785308e-05,-2.2942364466871368e-05,-2.892528300435515e-05,-1.9434699424891733e-05,-2.817458880599588e-05,-1.261572811017686e-05,-2.280444232383161e-05,1.512608378106961e-05,-2.8199762709846254e-05,-1.4667785762867425e-05,9.57512493187096e-05,-1.6269650359390653e-05
-4.216309389448725e-05,6.015616418153513e-05,-3.316635775263421e-05,3.523932446114486e-05,-5.3068395573063754e-05,5.405024057836272e-05,-1.6600532035226934e-05,1.604799945198465e-05,5.717593558074441e-05,-5.153887104825117e-05,-2.906458030338399e-05,6.58628403016337e-06,-4.084446391061647e-05,2.5538949557812884e-05,-5.4539466873393394e-05,4.65065077150939e-05,-8.406418146478245e-06,-7.314583126571961e-05,9.170890189125203e-05,9.527703468847903e-06
-3.327392914798111e-05,4.662101673602592e-05,-5.23041662745527e-05,1.8418626581251374e-05,-4.777659160026815e-05,4.8466285079484805e-05,-2.1881292923353612e-05,-6.9636871558032e-07,5.244201838650042e-05,-4.020229789603036e-05,-2.1729749676069332e-05,3.239213583583478e-06,-2.7991806746285874e-05,2.6448992684890982e-05,-3.8520796806551516e-05,4.0608547806186834e-05,-3.990702680312097e-06,-4.0726104998611845e-05,8.949860466600512e-05,3.3505061765026767e-06
9.813806173042394e-06,-4.346235073171556e-06,3.4879085433203727e-06,-1.9832940779451746e-05,-3.6739213101100177e-05,0.00011457033315309673,-3.93743011954939e-05,-3.3529422580613755e-06,3.199415368726477e-05,1.2009400961687788e-05,3.1273739296011627e-06,-1.2906883966934402e-05,-2.7927405426453333e-05,-6.088751433708239e-06,5.378220521379262e-06,-1.4074482805881416e-05,4.551384336082265e-06,-8.073408753261901e-05,5.686723488906864e-05,3.5774392017628998e-06
