Fp1,F7,T7,P7,O1,F3,C3,P3,FT9,Fp2,F8,T8,P8,O2,F4,C4,P4,FT10,TP9,TP10,Cpz
-2.1438419594232982e-05,-6.754577771062031e-05,-1.7679232769296505e-05,-7.4281182378399535e-06,-3.851950026501072e-06,-1.8937772892968496e-05,-3.131768039565941e-06,-4.236062295603915e-06,-5.470985342981294e-05,1.3912366057411418e-05,4.180762334726751e-05,3.147493407595903e-05,1.979949092856259e-05,9.819017918744066e-06,1.794970967239351e-05,1.8004350749833975e-05,1.3066070323475287e-05,2.1785423086839728e-05,-9.782347433429095e-06,1.63781996036505e-05,4.744123202726769e-06
3.0134139592519205e-05,-3.2213398299063556e-05,-3.252445185353281e-05,-1.6818426502140937e-05,-1.0623637990647694e-05,1.4257238944992423e-08,-9.283781423619075e-06,-1.2238986300872057e-05,-3.9385000491165556e-05,5.240383507043589e-05,4.511726729106158e-05,1.0372641796152493e-05,1.9084453697360004e-06,-6.167891086761301e-06,2.4582203423051396e-05,4.9577088248042855e-06,1.4073287957216962e-07,1.0800551535794511e-05,-1.6116698503765292e-05,1.8551057365812085e-06,-6.914620598763577e-06
1.7681778444966767e-05,-5.572787523533407e-05,-5.812346171296667e-05,-1.904625742099597e-05,-5.94397880604447e-06,-4.164973688602913e-06,-7.771088348818012e-06,-1.0443763642342674e-05,-6.151559045974864e-05,6.145054976514075e-05,6.777867747587152e-05,7.349382940446958e-06,5.046056230639806e-06,-1.963899649126688e-06,4.2073160329891834e-05,2.0870494608971057e-05,8.829204944049707e-06,1.5854363027756335e-05,-2.203895473940065e-05,9.653808774601202e-08,-2.903611857618671e-07
7.093149179127067e-08,-6.141386984381825e-05,-2.5736580937518738e-05,-5.473719397741661e-06,2.8927602215844672e-06,-1.9196329049009364e-05,-8.150710982590681e-06,-2.548347424635722e-06,-5.0654311053222045e-05,3.666330820806252e-05,4.824972984351916e-05,1.7165704775834456e-05,9.984606549551245e-06,5.192066396375594e-06,1.713740039122058e-05,7.0033750034781406e-06,7.66812368269143e-06,2.0908140868414193e-05,-7.494857300116564e-06,5.249706646281993e-06,2.4828723326209e-06
-2.945805863419082e-05,-4.8003480515035335e-05,-4.267414624337107e-06,7.379947533081577e-07,3.1618246794096194e-06,-1.4053303857508581e-05,-2.4660514839069947e-06,-6.380813033501909e-07,-2.3540322558801563e-05,3.849510903819464e-06,2.8981119612581097e-05,1.022516607918078e-05,9.511814369034255e-06,5.250130016065668e-06,1.2541809780941549e-05,9.080239578906912e-06,8.529180377081502e-06,1.5653669834136963e-05,1.8970629298564745e-06,8.088225058600074e-06,4.918962531519355e-06
-1.2979636530019434e-05,-5.492976652021753e-05,-1.589903604326537e-05,-6.1188886775198625e-06,2.665695774339838e-06,-1.67606125387465e-05,-4.032973038192722e-06,-1.4499119060928933e-06,-4.470894145924831e-05,1.7422077689843718e-05,3.910090981662506e-05,1.2054931715965722e-05,1.0692778005250148e-05,6.808520538470475e-06,1.2568418071623455e-05,1.160923875431763e-05,9.270970167563064e-06,1.9228968767492916e-05,-4.3068658612810395e-06,1.044843475028756e-05,9.31568797568616e-06
2.1790767277707346e-05,-4.790744810634351e-05,-1.812326900108019e-05,-1.1590641179282102e-05,-1.034455760873243e-05,-1.154795802449371e-05,-4.308369170757942e-06,-9.588369266566588e-06,-4.7091251417441526e-05,5.330043313733768e-05,4.969778774466249e-05,6.384789685398573e-06,2.5318431653431617e-06,-9.339701136923395e-07,2.3367907488136552e-05,7.0000251071178354e-06,3.325774855511554e-06,1.6319877431669738e-05,-1.834156773838913e-05,-6.932373253221158e-07,-3.248565008107107e-06
-2.6110996259376407e-05,-0.00012227971387801517,-3.718584412126802e-05,-8.524774329998763e-06,9.299430658415986e-06,-3.385298350622179e-05,-9.11220831767423e-06,2.4275900614156853e-06,-9.463927017350215e-05,3.5238412692706333e-05,9.08743818399671e-05,3.2701995223760605e-05,2.1766426698377472e-05,1.3366612620302476e-05,3.0424313536059344e-05,2.237412434169528e-05,2.174912015107111e-05,3.7986604993989204e-05,-1.570020140206907e-05,1.4468023437075317e-05,1.472894200560404e-05
-1.7418825336790178e-05,-4.390235153550748e-05,-1.2379398867778946e-05,2.4135403293712443e-06,9.805782383409678e-06,-1.4975486919865943e-05,-7.190334827100742e-06,3.8940574427215324e-06,-2.8255899451323785e-05,-1.2952232282259502e-06,2.4583619961049408e-05,9.4997049018275e-06,1.142994824476773e-05,9.507794715091222e-06,7.124703188310377e-06,6.14206692262087e-06,3.6407973311725073e-06,1.6801032813873462e-05,2.0162160581094213e-06,1.0889192708418705e-05,7.669062142667826e-06
5.958387191640213e-06,-3.173360164510086e-05,-6.85047552906326e-06,-2.4579138653280097e-06,-2.5979004476539558e-06,-5.353068331714894e-06,-2.7498858017338534e-06,-8.967851954366779e-07,-1.9358393274160335e-05,3.788485446420964e-05,3.661816390376771e-05,-1.0162502576349652e-05,-6.866100534352881e-06,-1.7891538846015465e-06,1.0846962368304958e-05,1.6445321762148524e-06,-4.8864826567296404e-06,1.2644793059735093e-05,-5.513222163244791e-06,-4.0981349798130395e-06,-2.840688466676511e-07
-1.021904063236434e-05,-6.368180652316369e-05,-1.3401502201304538e-05,-6.019771717546973e-06,1.8784273834171472e-06,-1.2936037364852382e-05,1.7415436559531372e-07,-9.926225175149739e-08,-5.1980918215122074e-05,2.14641750062583e-05,4.262713036951027e-05,4.513717613008339e-06,9.571070222591516e-06,8.707386996320565e-06,1.7359721823595464e-05,1.2406038877088577e-05,1.0566013315838063e-05,1.660211546550272e-05,-6.2425772284768755e-06,6.064487024559639e-06,1.2646477443922777e-05
5.80366759095341e-07,-5.933722604822833e-05,-6.263881687118555e-06,-3.4255148193551577e-06,-1.5786901030878653e-06,-1.4984583231125725e-05,-9.68056122019334e-06,-5.852357503499661e-06,-3.687055686896201e-05,4.10102006753732e-05,5.393519859353546e-05,-6.1005812312942e-07,3.6983442441851366e-07,1.255979896086501e-06,1.3962774573883507e-05,-1.8047103367280215e-07,-3.2593939067737665e-06,2.8225956612004666e-05,-1.4796664800087456e-06,7.110005753929727e-06,-2.927359275872732e-06
-3.684794864966534e-05,-4.2624438307825585e-05,-3.663471048298561e-06,8.576056700349e-07,4.059577122461633e-06,-1.441948597857845e-05,-9.100185707211494e-07,2.1298296815075446e-07,-1.7142677734227618e-05,-1.5202282156678848e-05,2.591771908555529e-05,2.231942698927014e-05,9.241041652785498e-06,6.434288479795214e-06,5.112308080867933e-06,6.410059995687334e-06,5.719927685277071e-06,2.5559652215179085e-05,2.258439508295851e-06,1.2657445154218294e-05,4.049845074405312e-06
-2.3671717030993022e-05,-4.174257628619671e-05,-1.7809652604228177e-05,-5.913899713050341e-06,-3.665337089842069e-06,-1.1155065294587985e-05,-5.681888524122769e-06,-2.0738861650215767e-06,-2.8107788239140064e-05,7.238284069899237e-06,3.57077560693142e-05,1.3117606613377575e-05,1.0988812391587999e-05,2.259268512716517e-06,1.337927005806705e-05,1.1356770983184106e-05,9.81771938768361e-06,2.7628106181509793e-05,-6.1526075114670675e-06,1.1595780961215496e-05,2.885042249545222e-06
-3.3592206136745517e-06,-3.092809947702335e-05,-4.225450356898364e-05,-1.9545225768524688e-05,-8.73025896908075e-06,-7.552822125944658e-06,-9.206701520270144e-06,-1.6944148228503764e-05,-3.294538691989146e-05,1.6907231156437774e-05,3.7419288673845585e-05,4.149821961618727e-05,1.4158231351757422e-05,1.5172605571933673e-06,2.138706713594729e-05,1.5866273315623403e-05,1.0810993501308985e-05,2.3240505811372714e-05,-2.0652659486586344e-05,1.2746630886795174e-05,-3.4326742479606764e-06
2.5743602236616425e-06,-3.9258968172362074e-05,-1.494823482062202e-05,-1.0430558631924214e-05,-1.301826341659762e-05,-9.29200541577302e-06,-3.980760084232315e-06,-6.535317879752256e-06,-3.0086634069448337e-05,3.054267290281132e-05,5.7718574680620804e-05,3.474857294349931e-06,-1.2808877727366053e-06,-4.312479632062605e-06,2.2391001039068215e-05,5.884641723241657e-06,2.0149127522017807e-06,2.382567799941171e-05,-1.0302721420885064e-05,-2.627384674269706e-07,-4.717132924270118e-06
-4.019221904627557e-06,-3.142570949421497e-05,-6.195041009959823e-06,-8.55002440403041e-07,3.7979170315338706e-06,-1.2198963986520539e-05,-4.809908148217801e-06,1.8406809143556302e-06,-2.3800407802809787e-05,1.2120757673983462e-05,2.3880297590039845e-05,1.3244432238934678e-05,5.477593731484376e-06,-1.967644152500725e-06,5.448287538456498e-06,4.352125984041777e-06,4.718906211564899e-06,6.811744242440909e-06,7.060850748530356e-08,-3.089630808972288e-07,3.817507831627154e-06
-3.631215622590389e-05,-5.667649020324461e-05,-1.2807136045012157e-05,1.8118240063813573e-06,7.6183921464689774e-06,-1.887248117782292e-05,-7.897097020759247e-07,1.8091936908604112e-06,-3.5703367757378146e-05,-1.0548106757823916e-05,3.364539134054212e-05,1.858729109471824e-05,1.4606627701141406e-05,1.1898653383468627e-05,8.335213578902767e-06,1.0401478448329726e-05,1.1441409924373147e-05,2.186477286159061e-05,8.015814305650792e-07,1.7902505533129442e-05,1.0985113021888537e-05
-1.0915634447883349e-05,-2.7281463189865462e-05,-1.918287125590723e-06,4.551247911876999e-07,-2.365344244026346e-06,-6.991500981712306e-06,2.24194127440569e-06,2.3190502815850778e-06,-1.9739469280466437e-05,7.649648978258483e-06,2.2198830265551805e-05,1.4416940757655539e-05,2.8963349905097857e-06,-6.0417021359171486e-06,8.244559467129875e-06,4.0843574424798135e-06,5.139963832334615e-08,1.333095133304596e-05,-6.844412837381242e-06,3.2835121146490565e-06,9.251621690964384e-07
-1.5956720289977966e-05,-9.731445334182354e-05,-2.2340343548421515e-05,-1.0227816915175936e-05,-8.050429187278496e-06,-1.826623474698863e-05,-7.438011095928232e-06,-7.366804993580445e-06,-5.921429146837909e-05,3.830455511888431e-05,8.468079704471165e-05,2.580640466476325e-05,4.041261149723141e-06,1.254095991498616e-06,3.5410095733823255e-05,1.4928079735909705e-05,9.386002602695953e-06,4.272256228432525e-05,-8.699348086338432e-06,3.904789082298521e-06,-5.564193884310953e-06
-1.4692498552903999e-05,-3.330620165797882e-05,-7.011781235632952e-07,-2.649479370120389e-06,-1.2898274235340068e-06,-7.990186986717163e-06,-4.197386033411021e-06,-3.3135538615169935e-06,-1.1298337994958274e-05,2.1533960534725338e-05,3.682541864691302e-05,-1.0500672942725942e-05,1.8124063672075863e-07,6.04234526235814e-06,9.351309017802123e-06,-6.749824024154805e-07,-4.885232556262054e-07,2.0439135823835386e-05,-6.871667892482947e-07,6.360460247378796e-08,-2.6470202101336326e-06
-1.6641658248772728e-05,-3.7427632832987e-05,4.030075615446549e-07,-1.547338797536213e-06,-9.764332844497403e-07,-8.81454025147832e-06,1.0132546037766588e-06,2.6490988602745347e-07,-1.809995501389494e-05,1.0406700994280982e-06,2.6080046154675074e-05,4.182514203421306e-06,2.6543862077232916e-06,6.9767779677931685e-06,1.2126123692723922e-05,6.452133334278187e-06,6.205784643498191e-06,1.184977463708492e-05,-3.547468338638282e-06,1.880950890154054e-06,5.924694391978846e-06
-2.496376237104414e-05,-0.0001256610376003664,-2.9620949305808608e-05,-1.0380141020505107e-05,4.776000650963397e-06,-3.4897233490482904e-05,-9.719288982523722e-06,-5.4370755151467165e-06,-8.68021888891235e-05,5.3612458941643126e-05,9.460365981794894e-05,2.6776651793625206e-05,1.567072308716888e-05,1.491684497523238e-05,3.1391490665555466e-05,1.804638759494992e-05,1.7636543361732038e-05,3.7299807900126325e-05,-1.4124039964258372e-05,1.2849496897615609e-05,1.402564839736442e-05
-3.817839387920685e-05,-6.207990827533649e-05,-1.1381864851500723e-05,5.863082378709805e-06,1.1010157322743908e-05,-2.2658185343971127e-05,-4.009348629097076e-06,2.8007395371787425e-06,-3.063397333846751e-05,9.76824651388597e-07,3.4005021007033065e-05,9.577561286278069e-06,1.3482420854415977e-05,1.2060202436714462e-05,1.0707409728638595e-05,8.919952506403206e-06,7.3834041813825024e-06,2.2483205043499765e-05,6.071684424568957e-06,1.4890656871102692e-05,8.709346047908184e-06
1.8840946722775698e-05,-1.6274654626613483e-05,-8.868529562278127e-06,-7.1019954361872806e-06,-6.072623932595889e-06,-3.0967248676461168e-06,-4.124877158062645e-06,-3.287741037638625e-06,-1.7564626432431396e-05,3.078604231632198e-05,2.987989000757807e-05,1.6726180547266267e-06,-5.984313474982628e-06,-8.349741619895212e-06,1.2791073572770983e-05,-2.2501094463223126e-06,-5.6156839605137066e-06,1.0550761089689331e-05,-6.340130312310066e-06,-3.5297443901072256e-06,-6.059833367544343e-06
-1.774927727637987e-05,-4.4493814357338124e-05,-7.403898052871227e-06,-2.836606199707603e-06,-4.9940808821702376e-08,-1.6211387901421404e-05,-3.4029289963655174e-06,-3.9181215072403575e-06,-2.4890603299354552e-05,1.0664545925465063e-05,2.778992256935453e-05,1.994521221604373e-05,1.0484775600616558e-05,4.3936120164289605e-06,4.935146534990054e-06,5.682608389179222e-06,5.694828814739594e-06,1.984892196560395e-05,-1.7609654605621472e-06,1.1285160553597962e-05,1.9928060055462993e-06
-3.0710705686942674e-05,-7.93977942521451e-05,-1.2936533494212199e-05,2.068043841063627e-06,1.1639651233963377e-05,-2.820744680320786e-05,-6.5816704619692246e-06,4.44324859927292e-06,-5.122008951730095e-05,1.1109701517852955e-05,5.425970880423847e-05,1.3594524261861807e-05,1.7257691411032283e-05,1.7068824945454253e-05,1.2643720765481703e-05,5.412496761891816e-06,8.80384163792769e-06,2.6558064746495802e-05,-4.850948698731372e-06,1.8168046608479926e-05,1.0877626209548907e-05
-3.5508038081388804e-05,-0.00010015215229941532,-7.4106101237703115e-06,-3.5381892757868627e-06,-1.7643005776335485e-06,-3.449942687439034e-05,-1.2127885497648094e-05,-4.915632359825395e-06,-4.83174204646275e-05,2.7713962481357157e-05,8.527529280399904e-05,1.183085782940907e-05,9.742194379214197e-06,8.336837481692783e-06,2.0210264665365685e-05,4.805961850706808e-06,5.329641311391242e-06,5.570244866248686e-05,-4.385893475955527e-06,1.9025843812414678e-05,4.6462477030218e-06
-8.412767419940792e-05,-5.2526155741361436e-05,2.9586226446554065e-07,1.0712760364128826e-05,1.8460851151758106e-05,-2.1045922267148853e-05,9.360155672766268e-07,7.766645694573526e-06,-5.190468982618768e-06,-6.0516069424920715e-05,2.1867032955924515e-05,2.7597943244472845e-05,1.817335214582272e-05,1.72808422576054e-05,-6.226656751096016e-06,2.5286254867751268e-06,1.0674490567907924e-05,3.349818462083931e-05,1.97041313185764e-05,2.5620058295316994e-05,1.4516151168209035e-05
-3.271696141382563e-05,-4.583590543916216e-05,-1.413100108038634e-06,2.171690994146047e-06,2.879467956518056e-06,-9.410314305569045e-06,4.381948315312911e-06,5.408390165939636e-06,-3.5250811833975604e-05,-5.593756213784218e-06,2.4158714950317517e-05,1.684450353423017e-05,8.468081091450586e-06,7.153449928409827e-06,1.2292045084905112e-05,1.3989862907237693e-05,1.123104675571085e-05,1.0709636626415886e-05,-3.8370890251826495e-06,5.093917025078554e-06,9.27518522075843e-06
-3.522973020153586e-05,-8.870363546975568e-05,-3.2796780033095274e-05,-1.1176853149663657e-05,1.01360183180077e-06,-2.6638950203050626e-05,-8.851818392940913e-06,-6.175112730488763e-06,-6.193372337293113e-05,1.6655216313665733e-05,6.762807151972083e-05,3.6635634387494065e-05,1.737406068968994e-05,1.1876972848767764e-05,2.936303030764975e-05,1.5018328838323214e-05,1.3151126495358767e-05,4.8750747737358324e-05,-1.25223397873242e-05,1.8803825128088647e-05,7.758325580198289e-06
-1.4478919183602557e-06,-2.54033748205984e-05,-7.903177504431369e-06,-5.0914794655909645e-06,-3.0801654702372616e-06,-7.306873158086091e-06,-3.6502435705187963e-06,-5.105185891807196e-06,-1.390414331581269e-05,1.712055291136494e-05,2.202196446887683e-05,1.595729986547667e-05,2.5116921733570052e-06,-2.544827168549091e-06,6.241742539714323e-06,1.8999635358341038e-06,2.076605596812442e-06,1.2787054401997011e-05,-6.218040311978257e-06,3.8579646570724435e-06,-2.819438691403775e-06
-1.4694887795485556e-06,-7.38753478799481e-05,-2.600179175260564e-05,-1.4385714621312218e-05,-2.0858784068877867e-06,-1.8414664737065323e-05,-1.5193986314443464e-05,-9.499064503870613e-06,-6.13094553045812e-05,4.80651251564268e-05,6.884941467433237e-05,2.6916606316262914e-05,1.0889765917454497e-05,3.117564460808353e-06,2.724888645389001e-05,6.312538971542381e-06,4.4195744521857705e-06,3.1269983082893305e-05,-1.4262466720538214e-05,8.81420646692277e-06,5.94190851188614e-07
-0.00010408191883470863,-0.00015605494627379812,-1.4104187471275509e-05,-1.9074570332122676e-06,1.3991645005262399e-05,-5.497398160514422e-05,-9.287275361202774e-06,5.172549208509736e-06,-8.73312874318799e-05,-8.774832167546265e-06,0.00010237928290734999,4.770133818965405e-05,3.36800094373757e-05,2.5342716071463656e-05,3.403177970540128e-05,2.834538827301003e-05,2.8532494980026968e-05,6.765767648175824e-05,1.0015859857048781e-06,2.7062309527536854e-05,2.1617105630866718e-05
