,freqs,gc_R3-R4->F7,gctr_R3-R4->F7,gc_F7->R3-R4,gctr_F7->R3-R4,gc_R3-R4->F8,gctr_R3-R4->F8,gc_F8->R3-R4,gctr_F8->R3-R4,gc_R3-R4->T7,gctr_R3-R4->T7,gc_T7->R3-R4,gctr_T7->R3-R4,gc_R3-R4->P7,gctr_R3-R4->P7,gc_P7->R3-R4,gctr_P7->R3-R4,gc_R3-R4->T8,gctr_R3-R4->T8,gc_T8->R3-R4,gctr_T8->R3-R4,gc_R3-R4->P8,gctr_R3-R4->P8,gc_P8->R3-R4,gctr_P8->R3-R4,gc_R3-R4->O1,gctr_R3-R4->O1,gc_O1->R3-R4,gctr_O1->R3-R4,gc_R3-R4->O2,gctr_R3-R4->O2,gc_O2->R3-R4,gctr_O2->R3-R4
0,8.0,0.03690960700112967,0.03414701993019297,0.04623152816230612,0.032431238276146815,0.031382650588447164,0.03236876147252385,0.03100376339198525,0.029570307790680588,0.022061777404521133,0.024376458356241366,0.024252118352448622,0.02373843493466255,0.023378368055527305,0.024987397402077578,0.03118496324099639,0.03228571051801934,0.03356448940966009,0.02555643861721535,0.02797287216579221,0.036498771114266186,0.0425375021036454,0.028811101457276667,0.0368478652173079,0.05428917756786993,0.026019016486976417,0.026144776428018573,0.03073083370022663,0.034384213305045985,0.035292073270147176,0.02690458074769082,0.03255683310753075,0.04323809761574406
1,9.0,0.023241437639174717,0.02523686304192507,0.027601174203217338,0.0242676896920421,0.025544043344513493,0.026585954648675147,0.028674220537150585,0.027088064454386225,0.020545642722018878,0.022618779717820406,0.0228484052905145,0.0212228156729787,0.022395866959570323,0.023369773016277514,0.023534355230351817,0.023693921976572163,0.02836308888900469,0.022125782441254266,0.02329978052341615,0.028606497018773092,0.03199410164628198,0.022637294431100394,0.024013513354466585,0.033740660873501006,0.02262619186167508,0.02102822018374552,0.021285526595786808,0.025008610400679913,0.02617388090665827,0.01919692048366494,0.022040641105128295,0.029621588006358016
2,10.0,0.023093055578463556,0.02485008731198196,0.024051205378936246,0.023205423726025257,0.022585704580863626,0.02820157511578488,0.027436075631191017,0.02344133959329021,0.0230233462936171,0.024880861484760066,0.02396557152545182,0.02237131963483938,0.022620991101866893,0.025885927300272515,0.026571906437554058,0.02293165939952418,0.024694613805325696,0.02760433251294149,0.028752286240477598,0.023802030664331907,0.026376451070975058,0.026346519348025347,0.028516294902561568,0.026922511345819397,0.0215443387395981,0.02299986945537588,0.02359190121979006,0.022296275765655942,0.023556778323781065,0.02170809235150171,0.02393952403688154,0.02483032880006969
3,11.0,0.01952755132425863,0.020657171719790313,0.01983767536118951,0.0188119029918237,0.019420986454969404,0.0223122051665138,0.02114039306695246,0.01943950785472588,0.018516397816508653,0.02045217460238557,0.01906235667816207,0.018055319909501058,0.019024680687132634,0.021462700801421875,0.02099102196563562,0.01823213341234356,0.01959764555927879,0.020351911798481115,0.02050009060995449,0.018745530852306635,0.020178773708155476,0.020983958649366148,0.021135661895953776,0.020224338803796402,0.01743825785090511,0.01952264707700483,0.019211622458189533,0.017226187421879605,0.018532144018920737,0.018677010440852227,0.019165994878040677,0.01834990481125485
4,12.0,0.020585676347147672,0.020745399832356827,0.020138919949773286,0.020291378579171196,0.020335102490615077,0.021470875452691014,0.020855990374103753,0.01958147156529634,0.019902173080571683,0.020313090261213144,0.019459988977470935,0.019912737089801156,0.019743853806207377,0.021815725122532947,0.02193212326617019,0.019910372657935466,0.019593515177239017,0.01999012518526299,0.020483701141202643,0.019102130247008953,0.019415478532258935,0.021384943458860935,0.021845021159434402,0.01972022092056609,0.01793779710445704,0.020534649377962604,0.02074463003431988,0.01793896439683919,0.01830688008214592,0.020306381485737792,0.020577635914983964,0.01798337308981573
5,13.0,0.017387975895616487,0.017066162821496162,0.017642512180088023,0.017822376444647937,0.01679903844049885,0.01776552208336619,0.018388584314103982,0.01680523638904769,0.016883345014523758,0.015924485163457486,0.016266186121232908,0.016923092850179882,0.015901332072269687,0.01711309250401191,0.01740861678944075,0.01753341269264647,0.015330605597348711,0.016381729143721022,0.016921744010825107,0.015772549537543788,0.01505966515589371,0.017741659262835007,0.01802276330343093,0.015987417371179785,0.014273272205184871,0.016673198827414564,0.017272470299532234,0.015341617414863293,0.014399753061219246,0.017014485821258585,0.017507537376018595,0.014697268267493247
6,14.0,0.015481637981012607,0.016410452529758122,0.01759404771614364,0.01681983557303216,0.01497681939623369,0.017430380682131572,0.01837295577278822,0.015905452993528347,0.015350545142487463,0.015440429897421339,0.01622553333970425,0.016288405270105943,0.014387692063127365,0.015926812064827586,0.017670718738486402,0.016852094682077098,0.013978778174034262,0.015509484835724048,0.01680709889622852,0.015334098879993256,0.013534510735914532,0.015939700639676934,0.017502428030325298,0.015403088924933599,0.013094433544356545,0.015310921637377583,0.016857150034502284,0.015028323435654476,0.013252919037268988,0.015253262696079715,0.016982126430099692,0.014479475730805425
7,15.0,0.013122388905924287,0.014148418182047933,0.015516169070014702,0.014442152261062656,0.01329620391485056,0.015409747897752547,0.015998072184486036,0.01433117954314751,0.013364317941903417,0.013233950428394032,0.014022939553387258,0.014400229369770168,0.013289571842044929,0.013767319884292294,0.01576098021717442,0.015069596399581544,0.012958593306385678,0.01351352832188483,0.014458460348544129,0.014165963154945201,0.012307618907606841,0.013712248699515933,0.015038163118742716,0.014290855033148881,0.011913860259686718,0.013090144218144853,0.014554170819566156,0.013987975710600828,0.011918220569537815,0.01281885677556453,0.014642817929039546,0.013769164212943547
8,16.0,0.012770703027404883,0.014101022548870142,0.015358259146837935,0.013616587295110422,0.013196724495202785,0.015073932573504702,0.01511951307854295,0.013811719716326368,0.013180734645653797,0.013283144167781294,0.013983260858631864,0.013621720718836735,0.013228101931065139,0.013475516081058672,0.015069518184720526,0.014147164642013212,0.013145525335638897,0.013165139471311932,0.014030599743567851,0.013735508405068658,0.012318855893857457,0.013014631268289924,0.014385325778318721,0.013666254098772283,0.012165710349565107,0.012651258483863106,0.013744391596700867,0.013639873586203026,0.012095166339079522,0.012175508363090937,0.013703100028032551,0.01356107576852127
9,17.0,0.012295603067133279,0.013387956559458876,0.014683702199089379,0.01269245288129008,0.013208939419810082,0.014170841687346602,0.014208904621345131,0.01334113888337874,0.01302132876270425,0.012271891879948187,0.012734770441707424,0.012625663206551679,0.01292217595128478,0.012766730965330006,0.013293015061410769,0.013334217503529897,0.01309492384495022,0.012162785473369825,0.012961163402331475,0.012859119461763305,0.01232340328264772,0.01201020857802121,0.01314250811331751,0.012890543511353929,0.01221001205516739,0.01193373189466669,0.012191193762334837,0.012926204198919466,0.012216286519800517,0.011420426644202007,0.01235840572418152,0.012943518532193193
