,freqs,gc_R3-R4->F7,gctr_R3-R4->F7,gc_F7->R3-R4,gctr_F7->R3-R4,gc_R3-R4->F8,gctr_R3-R4->F8,gc_F8->R3-R4,gctr_F8->R3-R4,gc_R3-R4->T7,gctr_R3-R4->T7,gc_T7->R3-R4,gctr_T7->R3-R4,gc_R3-R4->P7,gctr_R3-R4->P7,gc_P7->R3-R4,gctr_P7->R3-R4,gc_R3-R4->T8,gctr_R3-R4->T8,gc_T8->R3-R4,gctr_T8->R3-R4,gc_R3-R4->P8,gctr_R3-R4->P8,gc_P8->R3-R4,gctr_P8->R3-R4,gc_R3-R4->O1,gctr_R3-R4->O1,gc_O1->R3-R4,gctr_O1->R3-R4,gc_R3-R4->O2,gctr_R3-R4->O2,gc_O2->R3-R4,gctr_O2->R3-R4
0,8.0,0.026495660378094747,0.024503686643341537,0.019429995300484677,0.021083066677026373,0.03133358373816517,0.02422475877955414,0.01937717104124805,0.02276116810514061,0.028042578479933127,0.02558247406687868,0.021249786227241375,0.023347813608616777,0.031787670193795435,0.025131265524885624,0.023318555895868245,0.027984394760104538,0.04075224518313106,0.025169869078493997,0.021428497915284273,0.03322448284292692,0.04649256287561537,0.025097985976278,0.022309876720920715,0.0390072028960538,0.03496196766456882,0.025305207344426893,0.02308195669843154,0.028315543630108374,0.04207800716973599,0.02468735229085859,0.021541173215628553,0.03292269804703655
1,9.0,0.0230006108979129,0.018963082726811888,0.02384306361049824,0.028066049318465035,0.02343494904237724,0.018837876188887808,0.02244252643788117,0.027876986219696233,0.024358026506153665,0.01985366611817395,0.02486123515128842,0.02911648243120446,0.026047037155457697,0.022186902484359727,0.0271268915565085,0.03211708027776407,0.03039352727410134,0.020188283953483148,0.024017834075630067,0.03661405849757309,0.03453196671883394,0.020600771597282713,0.025708714057217846,0.042726172553325205,0.027207866242882232,0.021019697984947315,0.02578796032073503,0.03286284444502483,0.03061541818250655,0.020310025821771067,0.026006199866598294,0.03789695967372936
2,10.0,0.021803036949207565,0.017609811831878697,0.021145733510585376,0.027190469631808312,0.02068249825903852,0.018523132868300672,0.021790274768518036,0.024917830545793922,0.02423895626779979,0.018123010041251175,0.021549895292829583,0.0284041797268708,0.02456592228383683,0.021034171397521027,0.025548044394802724,0.028210397947120845,0.023894866359534535,0.01952609508148412,0.02398964315067309,0.02673896659854906,0.025001216096702073,0.02193261910000005,0.027388646343800404,0.027926631600762322,0.02318933658219198,0.021374569088314612,0.026211573872618202,0.02673386393389082,0.023031330544767394,0.022503257340147475,0.028289280739048468,0.026138401534074037
3,11.0,0.02035197171059703,0.01655374728709851,0.017020488779900988,0.022047376399770238,0.018690776291819346,0.0172107175567142,0.016933005042462916,0.01947704390519085,0.021316692997585502,0.016411590974094975,0.016343357898773364,0.021785723715083458,0.021456465195515945,0.017331129879500203,0.017516714728420438,0.02072347450872456,0.019539268504885094,0.016192456204817355,0.016928894484206782,0.01949495780880164,0.01921469068414243,0.0163834480909869,0.017793313477605346,0.01952610234359104,0.01984314344884843,0.01717480523819295,0.01805003810658373,0.019690951461584387,0.01781186401076918,0.016323715636653274,0.018487272390208507,0.018530691595033753
4,12.0,0.01973305815927605,0.01859733120520696,0.014325445276613679,0.016796227371252942,0.02041295131936092,0.020051883249944495,0.014867716966382713,0.016073794346323337,0.020601960271330717,0.017318024466680522,0.01329151544126817,0.01708938628267561,0.021529787590979774,0.017888368285352948,0.014266210487316204,0.017577598455325343,0.02124437512784054,0.018770296571795804,0.015233609595851547,0.01753534132787877,0.020619564910354753,0.018283989878343662,0.016244233048293588,0.017684844374140637,0.02040166760301442,0.017745633973330413,0.014567874786742693,0.01672383483570099,0.01842560540084326,0.017387984086210492,0.015673506426281642,0.016141201224725968
5,13.0,0.017163430484112653,0.01551261640930138,0.012831271119307553,0.015272908426099482,0.018370398491809724,0.01672521660312299,0.012882347183641951,0.015186335102526493,0.017083930674159115,0.014802406378701512,0.011985008283014692,0.014767048378291158,0.017012174207984444,0.015036338146373422,0.012313162742972285,0.014690560844625259,0.01821145605961171,0.016125930885174722,0.012621381327665647,0.015991178325790827,0.017248137008905633,0.01586238112958049,0.013399566104238694,0.01565779115249596,0.016879107066941273,0.014943460605344825,0.012562262133361085,0.014518991082515137,0.01580936426399807,0.015576455619503219,0.01352340125911066,0.014346204437038304
6,14.0,0.01585835206987908,0.013908111382431577,0.013216368564717204,0.014940781228369848,0.017059299977227403,0.014197994770814107,0.01317751763016132,0.01572762277189703,0.01603879028488652,0.013413433259655876,0.012772609782804147,0.014786029860136744,0.015561751068363317,0.013476646347863915,0.013179144492700124,0.014650766971550676,0.017232529648917617,0.013986365268830837,0.012739823681672717,0.01649338134979529,0.01598188758694849,0.01402241540458133,0.013202854921477866,0.015314659398924872,0.015583547928062444,0.013520527550961562,0.013118788555150371,0.014456086932069297,0.014874428831552875,0.014495696769391882,0.013683531430370936,0.01405567718984469
7,15.0,0.014278996041869827,0.012505426054784356,0.013826620791955384,0.015279258953437345,0.015186345487182862,0.012188470922419486,0.013088387930921009,0.015931173034319096,0.01468001333635641,0.012323524487504388,0.013177055337193164,0.015054169520302382,0.013869691138239569,0.012396642154299944,0.013373183950107727,0.014632719659003155,0.01501871873765909,0.012176804452454724,0.012612185653872437,0.01631143782481069,0.014050293131655414,0.012035801362668429,0.01241124582966497,0.01493632255188723,0.013909804653366779,0.012382611539224856,0.013134589049284459,0.014475261712247238,0.013219248364978856,0.012358506350651454,0.01288794651565076,0.013963742279144448
8,16.0,0.013378519548527536,0.01203654634230884,0.01459835442584384,0.01480932103880604,0.014068782694358184,0.012251244122155135,0.013972924456536457,0.015590899294887484,0.013852162959756723,0.011834640375782801,0.013650914495374726,0.014835207731018376,0.013020077647330684,0.011727992165419063,0.013179876579856148,0.014271698929704528,0.013505875465474776,0.012203463446260082,0.013643564460563902,0.01584815962208253,0.013060007617753023,0.011841426185227589,0.012830876016254465,0.014662931659344684,0.01283982622909004,0.011613820195568248,0.012663091919276606,0.013771211162070071,0.012376880234722037,0.011770196585299958,0.01276756761067057,0.013696166038325184
9,17.0,0.011962761624296573,0.010727297985450445,0.014423406830235542,0.014144126503961855,0.012744341717117538,0.011409342315937654,0.014287724503043964,0.015168786220512622,0.012315093040323721,0.010176120568475713,0.012874462021216867,0.014147116396725798,0.011622504514369858,0.009780706954727512,0.011825103677151064,0.01353015860242662,0.012222003778706147,0.011065226250309904,0.01390338865070725,0.015674504109265585,0.012195656846057208,0.010442922016141465,0.012383179097433906,0.014837467307082398,0.011729714392890538,0.009766376274122539,0.011311368758343713,0.013288467145368,0.011641490786537723,0.010171925437481138,0.01175265361265646,0.013652012502272484
