,freqs,gc_ab,gc_ba,gc_tr_ab,gc_tr_ba
0,8.0,0.017801406785762024,0.024044296238315742,0.019510244722425185,0.019162260832536065
1,9.0,0.0198758183110718,0.02251015369629146,0.019092197992322407,0.021814555341765258
2,10.0,0.02137831533577627,0.02063249081369308,0.019575216285256068,0.0224352931546331
3,11.0,0.022254997071910025,0.01889400962553509,0.021038884578291197,0.020582086561313315
4,12.0,0.020982064148096467,0.02027913503595424,0.02147487862387345,0.020459677575467003
5,13.0,0.020871743586872948,0.020048937118631618,0.02115536064852393,0.020048770083867826
6,14.0,0.022274440824186125,0.018710735306067348,0.020808892050944695,0.019766174424082766
7,15.0,0.020538850853766118,0.016414572714180422,0.018237851894589558,0.018153517713173754
8,16.0,0.016951438923826497,0.014439441333370948,0.01465402333670236,0.016703772090134406
9,17.0,0.013097656822415975,0.01264552827504786,0.011494299436268944,0.014564743001162738
10,18.0,0.010971157889323593,0.011328516089494237,0.009864389017148466,0.012816272047863432
11,19.0,0.009967915944017062,0.010426271304836431,0.008976380985298679,0.011778786290247562
12,20.0,0.009873496891303847,0.009803549301919798,0.008606908646696183,0.01167224997125995
13,21.0,0.01009671688248037,0.009339553126051366,0.008349457586423215,0.011733289768858929
14,22.0,0.01082836687394272,0.009262959562190103,0.008581631950124008,0.011955547032164008
15,23.0,0.012306886321002021,0.009048308921129887,0.009145033452287614,0.011789383773800682
16,24.0,0.015031372120879318,0.008556539540195182,0.010449094242739874,0.011099493938454927
17,25.0,0.017690305682120825,0.00785035303996856,0.011736723541303586,0.010065162525375333
18,26.0,0.0194942593046147,0.007222072763572199,0.012847902319688374,0.009119902435038746
19,27.0,0.019415868816120556,0.0067071552328118594,0.013166336885215105,0.008297151227056872
20,28.0,0.0181342301056756,0.006323137487079815,0.012921931864174367,0.007647641719860183
21,29.0,0.015854400593097062,0.006117015321416533,0.012130888978502775,0.007134850105646093
22,30.0,0.013169969083148004,0.005958343685799765,0.010921695756500718,0.006669995999650073
23,31.0,0.010655762197491933,0.005921193623003213,0.009640800689968424,0.006302077127726676
24,32.0,0.008479929606391691,0.00582321566317607,0.008293752589850375,0.005944564928974953
25,33.0,0.00698643002575433,0.0057492925016804095,0.007223652874132284,0.005688101618194852
26,34.0,0.005879827059308893,0.005563428946008837,0.006312608996125141,0.005404495334539045
27,35.0,0.005240725716638642,0.005390298205809821,0.005714220487681117,0.005188668525446637
28,36.0,0.004741846435076535,0.00515695312483853,0.005249322008806761,0.004931393429227569
29,37.0,0.004478956601503534,0.004965621252051335,0.0049827976951104455,0.004720660881150031
30,38.0,0.0042490966377090435,0.004723701017340369,0.004734279599046802,0.004480522767868137
31,39.0,0.0041278180158339246,0.004518393227551677,0.00458927307746765,0.004256314800880715
32,40.0,0.003997094323575622,0.004261858799359854,0.004395486024635295,0.004019559441461111
33,41.0,0.003893091636072504,0.004053809824847123,0.004261498071824709,0.003788392445032125
34,42.0,0.003800705113233545,0.003844562875202717,0.0041006426430493,0.003599601288398144
35,43.0,0.0037260571511739974,0.0037146030027117357,0.00401115491256716,0.0034370647425303307
36,44.0,0.003807952226198018,0.0037193234885569367,0.004032958025264492,0.003454349306615519
37,45.0,0.00396827112579893,0.0038552209775644334,0.004183489799058662,0.0035433924132826033
38,46.0,0.005298381643599991,0.00511834548897624,0.005433986998976205,0.004779350656102138
39,47.0,0.0064122834470891794,0.006147420440649463,0.006513369886785818,0.0057111977394741316
