,freqs,gc_ab,gc_ba,gc_tr_ab,gc_tr_ba
0,8.0,0.024557741956674466,0.023696216783390595,0.020846198919877497,0.027393661303179315
1,9.0,0.024248035614329016,0.023013660199286173,0.020584673737497873,0.025675442456340316
2,10.0,0.023273048958889896,0.020752684993402527,0.019697698514516273,0.023313066617674665
3,11.0,0.021392323906465567,0.019198757948258306,0.018947953340402182,0.020920780780298836
4,12.0,0.01920254059312647,0.019237637437790667,0.01945569741048302,0.019309736310561952
5,13.0,0.017793506542960077,0.01689768468941356,0.017143586160240185,0.01815512869465479
6,14.0,0.016576662985994726,0.015443946294504001,0.01529873936326481,0.01736124754654153
7,15.0,0.015436345221777495,0.013885225868193815,0.01321230956088319,0.016090606779975487
8,16.0,0.014326382517750775,0.012616576788225487,0.012023888852866933,0.014660759992347682
9,17.0,0.01350452727330499,0.01133963148446026,0.010888758380981639,0.013757931854239142
10,18.0,0.013151388242614715,0.010485116786068054,0.010192282598922886,0.013361161955610903
11,19.0,0.01274818176999273,0.00990367742377355,0.009755477111488909,0.013116537121409453
12,20.0,0.012353187897223662,0.009788445040500318,0.010075038802191669,0.01275084518619595
13,21.0,0.012390973168733046,0.009888329785983616,0.010564970603513657,0.012496459358032916
14,22.0,0.013591839787420162,0.010266859911735126,0.011650762845433258,0.012560056204824832
15,23.0,0.016624715293310388,0.010684375647484656,0.013600176147293476,0.013127956237441084
16,24.0,0.022724704665398804,0.010955934167238106,0.01757155136193501,0.01357382473420469
17,25.0,0.030171206912003996,0.010746089019306515,0.022477292858497144,0.013293117563692912
18,26.0,0.03687691657577893,0.010386992462314323,0.02710973063819573,0.01251551125240621
19,27.0,0.03962891882372719,0.010048466393467256,0.029321026729257852,0.011723267127167352
20,28.0,0.03888545624414756,0.009710660473865648,0.029427610414996315,0.010988502511914256
21,29.0,0.03480894318623791,0.009501522272986462,0.027223739608881945,0.010471475906406649
22,30.0,0.02880473567381255,0.009235956068231084,0.02366816133128134,0.009971611917480524
23,31.0,0.022490125456044414,0.009067245978949747,0.019512872917900593,0.009544585875199336
24,32.0,0.01665324798893872,0.008742102461354038,0.015404480737831417,0.009007778811509829
25,33.0,0.012368061848739637,0.008444733799111046,0.012163883365790329,0.00839267126148986
26,34.0,0.009313317389909776,0.007920726829270947,0.009664354176369263,0.007687387981021666
27,35.0,0.0074503230200656575,0.00742318587788877,0.00807380133582911,0.006972029833535351
28,36.0,0.006248183495979113,0.0068211644360836425,0.006944132229480783,0.006342557111982074
29,37.0,0.005514762179775677,0.006362434046521226,0.00627933497733533,0.005785886086888542
30,38.0,0.005022589808670601,0.005910624355288071,0.005782365036773987,0.005349400116052405
31,39.0,0.0046867330070152055,0.005605263847257271,0.0054951971320973255,0.004955635518473308
32,40.0,0.0044435881080726325,0.0053080316966082385,0.005259016842352156,0.004660792095908102
33,41.0,0.004250125548572557,0.005099889148005038,0.005114502308263825,0.004390254825196956
34,42.0,0.004118842090366792,0.004911280196397925,0.005008011720270686,0.004231889209193817
35,43.0,0.004022877170834237,0.004788565931548305,0.004949930852117201,0.004110443045194488
36,44.0,0.004090945504431166,0.004800106269584004,0.005046098217093219,0.004225640297984024
37,45.0,0.004252560556747073,0.004933530119683364,0.005243958478004376,0.004433627587326871
38,46.0,0.005722968686612058,0.006256673432172621,0.006728347521354486,0.006128328066827403
39,47.0,0.006898015118554917,0.00731333192966046,0.007975712169682188,0.007459387509636253
