,freqs,gc_L2-L3->Fp1,gctr_L2-L3->Fp1,gc_Fp1->L2-L3,gctr_Fp1->L2-L3,gc_L2-L3->Fp2,gctr_L2-L3->Fp2,gc_Fp2->L2-L3,gctr_Fp2->L2-L3,gc_L2-L3->F7,gctr_L2-L3->F7,gc_F7->L2-L3,gctr_F7->L2-L3,gc_L2-L3->F8,gctr_L2-L3->F8,gc_F8->L2-L3,gctr_F8->L2-L3,gc_L2-L3->T7,gctr_L2-L3->T7,gc_T7->L2-L3,gctr_T7->L2-L3,gc_L2-L3->P7,gctr_L2-L3->P7,gc_P7->L2-L3,gctr_P7->L2-L3,gc_L2-L3->T8,gctr_L2-L3->T8,gc_T8->L2-L3,gctr_T8->L2-L3,gc_L2-L3->P8,gctr_L2-L3->P8,gc_P8->L2-L3,gctr_P8->L2-L3,gc_L2-L3->O1,gctr_L2-L3->O1,gc_O1->L2-L3,gctr_O1->L2-L3,gc_L2-L3->O2,gctr_L2-L3->O2,gc_O2->L2-L3,gctr_O2->L2-L3
0,8.0,0.02379648830569794,0.0246918238158525,0.026310613892588323,0.022904640792033682,0.0239158836358693,0.024800312828586333,0.027042027468721575,0.023490712835752894,0.0233503309592009,0.02374176461002077,0.022925143748561666,0.021745830955124633,0.023753951695812205,0.023998396012827737,0.025930123290056114,0.022674118790046167,0.022143492322039087,0.024057173356432874,0.022028181024135823,0.02240515125081899,0.02175426217746777,0.023889517216906762,0.02243018997801838,0.0247585967139677,0.02326527139821704,0.023071973469031434,0.023915368332487814,0.020698585751543427,0.022320135206323876,0.021094193581415635,0.020873793072334893,0.0215189440396554,0.02309687794588393,0.021346800432116148,0.020192456745587662,0.02143275790488818,0.02448925342227282,0.02172731005401663,0.019018852219097864,0.023085845077313368
1,9.0,0.023370244864251793,0.024284275440479678,0.03286684883942364,0.02978570294465903,0.02372523797018752,0.024011544010373774,0.03376850697323879,0.030496694320930804,0.022210794393474086,0.021931802305497065,0.02892265719152689,0.027980772201675996,0.02310110425329778,0.02306339381349971,0.0322362648419151,0.029231562272440698,0.02121990837480713,0.021678583773963457,0.02713049373604589,0.029422512210306225,0.021799153879543693,0.022440245334454857,0.02665166885816557,0.03096783867474773,0.021393652155956833,0.021492277110849674,0.030438184068761722,0.027365763772139236,0.020780953441770982,0.0208554627560755,0.02633933391479996,0.026010764807103796,0.021216245671470076,0.020705179831410358,0.024530855741882976,0.02506839020391506,0.022252604606970726,0.022681940958793324,0.02522671946073097,0.026178803632542644
2,10.0,0.029084938531852168,0.029381290571622334,0.03299229453638299,0.03206746147624784,0.027441127360021515,0.026328610046854686,0.032056384530566966,0.031583422088278176,0.024874008408144375,0.024159618419984232,0.028835031844001813,0.027839314208846524,0.024518714353988776,0.02437722057828681,0.031064243144457368,0.028592918665702436,0.02231098822576866,0.021557419141290526,0.02557356833901111,0.028551555742050323,0.023584362326885558,0.023358800214391105,0.025723613029509686,0.029653851314376315,0.020830648945453105,0.021514330133728648,0.029149691011351685,0.02567886923589339,0.021336505927067945,0.02247790077291835,0.026626229931452864,0.02472377346751939,0.021048129314226734,0.020769832914311632,0.023386471774295578,0.023308857607953017,0.02339949395474177,0.025597709884710097,0.02714484439614109,0.025564341326582495
3,11.0,0.050035344175293685,0.04219608833447809,0.03201686828603498,0.03918755419341682,0.042679659459010935,0.032992211443360446,0.02737942122580409,0.0338636590269049,0.03725245484146796,0.034167541099865986,0.029214641154126565,0.030057677433647272,0.03139220213596648,0.03247031552015352,0.029876771171160894,0.02698753543275686,0.02948095082815749,0.0248737827908813,0.023511835259949727,0.02966706457239953,0.03444538241461321,0.02881268654497385,0.023304933987696775,0.031125651583790485,0.023601859545086864,0.028644865860056365,0.029587925723546973,0.022612004899793234,0.02500164620007258,0.03385224471121729,0.028121955624577165,0.021027103467347246,0.02334381341910907,0.024727735376112083,0.02116346042292308,0.01926241646031435,0.02849864978672884,0.03977224054115127,0.029021931684894742,0.02261675049182198
4,12.0,0.07318365671426365,0.04927301072729324,0.02948179579656143,0.04799323242231018,0.057454559998755296,0.034519203297006446,0.023210691027959023,0.036569124096426216,0.053921528489103296,0.04515532590923403,0.028625989750658363,0.03486618228172932,0.03613815376376358,0.03984636658867329,0.028741250933912634,0.025746593614437582,0.042981456961424455,0.028943473209466546,0.021391520960673326,0.03350775764502297,0.05321243666374499,0.0339925514419845,0.021532353298653165,0.0364588554086422,0.026937691178963635,0.040189145178660304,0.02909352495406511,0.01956706585600578,0.02941370454789512,0.04790110046264863,0.02878658772922801,0.01876781757321956,0.028063888328358648,0.031127987453190484,0.019769603911799216,0.017278030612595894,0.034267112575641884,0.05649001533186819,0.029379903469335288,0.020059286384525192
5,13.0,0.05642431260425751,0.03589781981032442,0.029411699306205456,0.05551320785124344,0.038878627457017076,0.022963338495823014,0.02502295724670545,0.04082804923851356,0.042953142328355044,0.035494221195868265,0.029565710852753585,0.042275412223875375,0.023941831608916848,0.02783453640333354,0.03236836232984279,0.027877363456270746,0.03638732394163101,0.0228493985635927,0.02270009904290514,0.04144819531401011,0.04546021981671451,0.025416128856600613,0.022020300875573103,0.04618182973020673,0.0196446154235883,0.031169515894828578,0.03209028025890815,0.020388726436288987,0.021570502658734718,0.034576070240379925,0.03206648164056481,0.020362637628941672,0.023046957883643568,0.025080105808294503,0.021110257424531674,0.018587894473615592,0.026795821641686764,0.044994890801995154,0.031176339061667863,0.02026311983702467
6,14.0,0.03842450196112054,0.024067509118417166,0.030881124790328455,0.060394927650332525,0.024867441902573416,0.016147842852270416,0.031288183226718495,0.044965306383538545,0.02999451516943199,0.02473424582884742,0.030736781735879008,0.04849537658648746,0.01664588847890128,0.019873380239521336,0.039391119494908984,0.03149709570696429,0.026727022153085065,0.017616826418818288,0.025950742548255364,0.0478438671222199,0.03358123785106732,0.018403062438508075,0.024661194832364414,0.05510351775650103,0.014808773832654496,0.022432453152384308,0.03683730636127033,0.023127951792716674,0.016228233607348812,0.023141265184914817,0.036991610124698225,0.023973362026034877,0.018228608272791248,0.018977264943517928,0.024510862819326795,0.022247342484308614,0.019994824799383252,0.03135145052359343,0.03469390351969074,0.021725730716910512
7,15.0,0.025898449694232738,0.01671072902732624,0.028762218419175277,0.04946323164257449,0.017858985817521787,0.013324072408015544,0.032724812960424246,0.039320126549661646,0.020902646147418363,0.017447944751831302,0.027955088084375728,0.04186371016360183,0.01335457814477584,0.01617166258443418,0.03918260710283039,0.0300264843222723,0.01969568478834309,0.014431442028613257,0.026525654819644817,0.04203970233347186,0.02448428327725696,0.014449860224721514,0.025689483737368186,0.04943501968508415,0.012321074062222307,0.01763184205200117,0.03547172082666574,0.023241836940909318,0.013144495985137917,0.017454028152119043,0.03585146811330461,0.024131363574548433,0.015344207223889808,0.01567976780694597,0.02441077957890815,0.022783809101936458,0.015753026937713823,0.02324656662788983,0.033813149756470234,0.020755394567210355
8,16.0,0.021505865408922624,0.014213429173133018,0.022756955101673672,0.03290621423493898,0.01588193898785689,0.012685783187824144,0.025221555133661464,0.027790149602572325,0.017874049292127586,0.014724293171640935,0.022027452432615356,0.029105164963554687,0.012776314991361693,0.015026423860818082,0.028572421242015585,0.022997907725178547,0.017063991651838875,0.013353746919268227,0.022068676684730924,0.02893507505893603,0.020448197530988643,0.01337837159021274,0.022165122529582384,0.03373251161160201,0.011933647518241984,0.015900740982218036,0.02616189007799769,0.01925337441758119,0.0124395077514702,0.015619626652260393,0.02661253835865679,0.019672172092381722,0.01386466090607587,0.013870404143065593,0.019432124368711595,0.019053139499240014,0.013954431217086574,0.018841478051760476,0.026054467298548305,0.017086033496263985
9,17.0,0.018803659665279002,0.013580537113871739,0.0175226392955772,0.02029139486676305,0.014920921633361795,0.01270924821652549,0.01755032001894666,0.01811035899670968,0.01631001074919102,0.013923725842994011,0.01683313844770989,0.018710477190841557,0.012839325218773626,0.014398861212398464,0.01846948009525022,0.016302955227560152,0.01541811500493675,0.013201436381739312,0.016964855980559523,0.018385583897710014,0.017221402645435053,0.013285318733265859,0.017640658059927313,0.021173900542091638,0.012060914530739946,0.014909013149581386,0.017549692536991415,0.0148100901578331,0.012232708339265699,0.014726319067575964,0.01806487645853639,0.014906950737533729,0.012444332583945983,0.012138755616892748,0.014596058636766307,0.015001769102074472,0.01255079759090744,0.015597571902674984,0.018889865720908592,0.013764736963939926
