,freqs,gc_R3-R4->Fp1,gctr_R3-R4->Fp1,gc_Fp1->R3-R4,gctr_Fp1->R3-R4,gc_R3-R4->Fp2,gctr_R3-R4->Fp2,gc_Fp2->R3-R4,gctr_Fp2->R3-R4,gc_R3-R4->F7,gctr_R3-R4->F7,gc_F7->R3-R4,gctr_F7->R3-R4,gc_R3-R4->F8,gctr_R3-R4->F8,gc_F8->R3-R4,gctr_F8->R3-R4,gc_R3-R4->T7,gctr_R3-R4->T7,gc_T7->R3-R4,gctr_T7->R3-R4,gc_R3-R4->P7,gctr_R3-R4->P7,gc_P7->R3-R4,gctr_P7->R3-R4,gc_R3-R4->T8,gctr_R3-R4->T8,gc_T8->R3-R4,gctr_T8->R3-R4,gc_R3-R4->P8,gctr_R3-R4->P8,gc_P8->R3-R4,gctr_P8->R3-R4,gc_R3-R4->O1,gctr_R3-R4->O1,gc_O1->R3-R4,gctr_O1->R3-R4,gc_R3-R4->O2,gctr_R3-R4->O2,gc_O2->R3-R4,gctr_O2->R3-R4
0,8.0,0.024922940632599155,0.03287133419709081,0.026849708555904735,0.023432076558572303,0.026049825865335108,0.03575672607835628,0.02897758527555481,0.025476438389805418,0.022849036257094828,0.026522464893018443,0.02418902581297568,0.022047707935318992,0.027389130510426116,0.030585407758669525,0.028198081914862984,0.02623186245850202,0.020599229447927348,0.022858872458292396,0.022505210526554888,0.02055313505469275,0.02153567440060095,0.022851774620147963,0.02393867842920127,0.02216530534028441,0.024371535960344845,0.02593886079083727,0.02547228572620429,0.023822160512199826,0.021221640384500702,0.022799324903138053,0.024143171631998507,0.02226044108278119,0.021653319201357463,0.023279467658275644,0.024684915851371475,0.022349146191560622,0.021035192598984245,0.021749234523050557,0.023286364246450232,0.022098782630641852
1,9.0,0.028526464083195285,0.03456439321304551,0.031505323966479336,0.02748213518096911,0.028641538236410493,0.03837027280449837,0.03514010869330647,0.028982838240617658,0.026954476567991246,0.02948443419363965,0.026690455808668932,0.024529276027618334,0.02854684452196844,0.03431510585042181,0.03263221199680693,0.027814320065525287,0.02399402754433595,0.025269717499227146,0.02309417697514171,0.02172756125457453,0.023345861516189226,0.024666416620476264,0.022762540510998453,0.02184810372488703,0.025188703533153726,0.027550504376424187,0.027067738607362318,0.02476655163068585,0.022342574751357695,0.023959362446679608,0.023913709651865112,0.02216058660412638,0.02294226186656206,0.024586337424961906,0.023594948108292064,0.021849263036382106,0.022260406261672843,0.02307318809265032,0.022889058056303525,0.02185571021123786
2,10.0,0.032652275972134576,0.03424997381570673,0.03589569353228418,0.03446862257307315,0.03239667457890429,0.03954427034526899,0.04233449754543095,0.03612854640983779,0.03010510394320829,0.029870835511268595,0.028667051377531446,0.02860695075883076,0.029811122915275053,0.03743938514327054,0.037541275307350075,0.030839701469808398,0.025656160385005435,0.026204415972164673,0.023106794312032206,0.0224152143925034,0.025235228427711833,0.026738623974550742,0.02357817221968934,0.022456917914254883,0.025546895964889026,0.02941948313394991,0.02780579478460523,0.024545778289522615,0.023089252659988395,0.02539487334756508,0.023959003987943917,0.022002478276223595,0.02469437979416845,0.02617371858847189,0.02392121484008899,0.022516761526967775,0.02334841560004099,0.02455896136156946,0.023214786409390713,0.021988644203106013
3,11.0,0.03215257088419169,0.031359064324228414,0.03907258650503731,0.04031284524366463,0.03239581200782819,0.03772846674988794,0.04892375303900575,0.04343755769764746,0.02848495414732968,0.0270445403035214,0.028340062852368116,0.029818097721482285,0.028656911093839704,0.036874032172725724,0.040753456461595214,0.033317726569107815,0.023749263721848986,0.023560487282398918,0.020282730064954645,0.019975084462869195,0.023679158065198592,0.02627336727044993,0.02341786717546361,0.021439628103480886,0.024136960194432806,0.028598051325904806,0.02723074252128015,0.023260480651811116,0.02159270914956451,0.024048747818510772,0.022173216477908826,0.020001945108308064,0.02343403426149194,0.02597289879982504,0.024619118688016983,0.022548841609433705,0.02209551041137999,0.02355196115959507,0.02227003030395076,0.020913838249718653
4,12.0,0.02966071492883725,0.028893878028504787,0.03775181064172059,0.03920465100761665,0.0310152734564341,0.03484886902047306,0.04649343302200668,0.042891741250315356,0.02513019115209573,0.024578012768038254,0.02788509628236919,0.029054769240405273,0.026796659545331895,0.03366394194520634,0.03854940706689565,0.03327450058779705,0.02058435686974881,0.020685397440047274,0.019853726278709294,0.019590010235134087,0.020536058861743645,0.02416997295739477,0.024195417379042843,0.020908897069657643,0.02216274128699357,0.02620237392299277,0.026822737248156803,0.02284158418122036,0.0193439467650073,0.02132975437927903,0.021407176935996874,0.019277426006980812,0.020741515201292273,0.02445834674083138,0.02591185015106865,0.02244036261256275,0.019834365386743193,0.021461059748152652,0.022417893659649545,0.020601632366439103
5,13.0,0.02561129724889329,0.024295124975579258,0.031505608046338285,0.0341869199589751,0.02674019344870407,0.028658661449184077,0.037157687362502204,0.036574599100771696,0.021277679887087043,0.020401172329723275,0.024547153253678948,0.02644378026039553,0.022565092352872376,0.027100840146404143,0.031703835134662864,0.029303493522487543,0.017143138720580535,0.016926305338058095,0.018497642794917973,0.018685123039406667,0.016676581966156512,0.020562376265069994,0.023313682035982195,0.01932482222631557,0.01869691763375332,0.021626533168183932,0.024015382060381684,0.021120363845249977,0.01633950981924778,0.01770069295513509,0.019156978483965234,0.01767168826971112,0.01708492993872495,0.02126063398239294,0.024982928457014372,0.02062049876508816,0.016698429003624282,0.01843301599466715,0.02082426655853652,0.01900919565880444
6,14.0,0.022499089041313376,0.020074526497190822,0.02482394296174449,0.028499846213147138,0.023153347335174063,0.02285880882127651,0.027759494368757312,0.029559075269775786,0.01863433042585803,0.017206357177493536,0.02112982382852326,0.023536961819341652,0.019352085182939887,0.022019520097462546,0.02538756528614861,0.02466877658234378,0.015201963567413946,0.01483051043607204,0.01717703558782099,0.01756810787647898,0.014559500334176138,0.017625995928644164,0.021653074195354345,0.01821205377056553,0.016436750289421296,0.01858553901805157,0.02120138018354841,0.019347186511589863,0.014508939008162278,0.015291863126755085,0.01716081648799652,0.016337702990285165,0.014815182290146063,0.01827635798041273,0.022671148466981865,0.018713176690706827,0.014688259992905078,0.015994440028797543,0.018790675904588307,0.017345244583844167
7,15.0,0.02029941292165112,0.016883712398449536,0.02002077814279379,0.02350315095148192,0.02045694156855067,0.018391170814480436,0.02164227167467352,0.023903638195753783,0.01672757013180567,0.01487948066402797,0.01790887958269933,0.019976153016929246,0.017002454562416836,0.018006707764208967,0.020522576027566207,0.020375541595631652,0.013800448471726068,0.013331526511410383,0.014918914265100934,0.015347341625100397,0.01329792537891968,0.01563926409944183,0.018799085275660415,0.016174119995948574,0.014889902553373146,0.015956447495219222,0.017837529609633973,0.01721320302099318,0.01336638786237178,0.013578557365941884,0.014817688131070922,0.014649450193805365,0.013417554845045924,0.0162103483226061,0.019443634364984492,0.016199475256037484,0.013467940717537482,0.014345516163552265,0.016171010607176038,0.015252862923593206
8,16.0,0.01882411815162496,0.015366497937998103,0.016832897294668536,0.01936007567206615,0.018839511992154997,0.01621147951542829,0.017829160645871332,0.019522589452695235,0.015332495167723326,0.013808004534811336,0.015442852315016726,0.01669411047445119,0.015578065977909077,0.016056249628335486,0.017136796353899073,0.016790120586495077,0.012948658513007642,0.012585195816761208,0.013123289207704423,0.013432290062341147,0.012842490344131523,0.01440000137556263,0.016120421319670036,0.014358112025355457,0.013871837046562759,0.014533708093623338,0.015146009311008858,0.014971094699061013,0.012668095235383864,0.01278069412784652,0.013059189482127956,0.01313986226067434,0.012966522267138517,0.014959790301234482,0.016465956254217082,0.014092655900284034,0.012948931321771044,0.013473262844056309,0.013969436177049635,0.013489312444225873
9,17.0,0.017321499779455983,0.014206546436873796,0.014671322434345208,0.016584393825549094,0.017234609667825307,0.014721675626848937,0.015433427329861348,0.01661539398052496,0.013987399310368265,0.012916530561602054,0.013572045489894378,0.014275553841691014,0.01430048401775112,0.014457162463781165,0.014643726830003393,0.014331311175030734,0.01210731915855379,0.011934253993888895,0.01170961501140371,0.011953436713796367,0.012305554689640412,0.01340627801943114,0.013969889916791076,0.012764118261547538,0.012961879135220957,0.013090045245175095,0.012882509011978401,0.013163416458718559,0.012039118329727304,0.011991342528239251,0.011616696777599437,0.011848516633990468,0.012469261164648386,0.013901962655077907,0.014115792842705968,0.012461955206418927,0.012313985296843938,0.012676390579550252,0.012286773511169736,0.011985827409582931
