,freqs,gc_L3-L4->F7,gctr_L3-L4->F7,gc_F7->L3-L4,gctr_F7->L3-L4,gc_L3-L4->F8,gctr_L3-L4->F8,gc_F8->L3-L4,gctr_F8->L3-L4,gc_L3-L4->T7,gctr_L3-L4->T7,gc_T7->L3-L4,gctr_T7->L3-L4,gc_L3-L4->P7,gctr_L3-L4->P7,gc_P7->L3-L4,gctr_P7->L3-L4,gc_L3-L4->T8,gctr_L3-L4->T8,gc_T8->L3-L4,gctr_T8->L3-L4,gc_L3-L4->P8,gctr_L3-L4->P8,gc_P8->L3-L4,gctr_P8->L3-L4,gc_L3-L4->O1,gctr_L3-L4->O1,gc_O1->L3-L4,gctr_O1->L3-L4,gc_L3-L4->O2,gctr_L3-L4->O2,gc_O2->L3-L4,gctr_O2->L3-L4
0,8.0,0.026887734507453152,0.028426365068380203,0.02839762927978074,0.026600726841130008,0.031968784090926385,0.029529622258541867,0.028021091393111604,0.029085887562027866,0.03933520348870303,0.034450654696262094,0.03663091653310266,0.04723784357668719,0.04462870647984344,0.03361363485552104,0.059602989370747525,0.07961375435223575,0.030556426393018147,0.025339878455638804,0.029097546398568267,0.03238565533553817,0.026934090916522775,0.02461258163927872,0.032994970224559786,0.035565526248518275,0.037739606954110445,0.03403750142817407,0.04899655224045344,0.05463877259332589,0.029068804779766658,0.02822672049721431,0.035288291725327096,0.03643539358389213
1,9.0,0.024381273158495878,0.02456026671093117,0.027660774734086416,0.028922692623708265,0.02437064821242061,0.023750113424061636,0.02764793432770938,0.028081833943030706,0.031176696790574995,0.025819185625573584,0.028121570666490486,0.03628873008471556,0.03238643242106244,0.024273647556328073,0.02719105991588453,0.037057978837674845,0.024460646180237963,0.02161675571921505,0.02429239645789558,0.026097048461528202,0.022231556615802128,0.019946097741296475,0.02283701562436186,0.024841702035536938,0.02548356136902038,0.0221720023243116,0.025062002086322168,0.028802650363129723,0.02251134184383026,0.02008682604752969,0.024065789706439498,0.026372510333494498
2,10.0,0.024761053423407776,0.02650575935998843,0.025126379441193978,0.026011994707216747,0.02450786467539134,0.026122521845840838,0.025005240947679624,0.024568548737297136,0.028754521760388018,0.030759744243285748,0.030805328362024792,0.02836138782704399,0.02908870361944346,0.031103421937997974,0.033235611133386064,0.029019123639816697,0.02493928091737707,0.025233323867260158,0.025007121613681862,0.023797262168146576,0.02290628813252047,0.02418314350020128,0.024338978860949188,0.02294199124377563,0.024942015732561197,0.027049528950028084,0.027824503916018217,0.025587969068968004,0.02255090859558446,0.024303068600539685,0.02454968045168406,0.023377557781228932
3,11.0,0.01969027792238166,0.020398311259983107,0.019212023482418895,0.01967956964818621,0.020103568239340102,0.020898447496770528,0.019380745783359014,0.019361434101187538,0.020120201761111307,0.020190475812268394,0.019358931800209856,0.019270156246287373,0.021096077033518415,0.020702584468261318,0.020104523531480782,0.01958789636057252,0.02037374938976981,0.019860627141134953,0.01876519805688303,0.018581212333199655,0.0184383825962955,0.019491843408589733,0.018271015120903792,0.017636038825287276,0.019405845469274215,0.01991841666333217,0.019201830718779865,0.018699485913215467,0.017872286330737272,0.019902441428812714,0.018689790410115165,0.01737653819959521
4,12.0,0.0189737464918884,0.019303674163700487,0.01884424637056329,0.018260847403870895,0.018899317293951053,0.01987103344305839,0.01883573225960046,0.018337524703383633,0.018512998062261872,0.018890990514025107,0.018411388569784342,0.018185237281113244,0.01948128588367056,0.01930600636714525,0.019655954104502247,0.01930649236875663,0.019304071580559034,0.01889809308055307,0.018180056351725433,0.018910772678231293,0.017992668919865347,0.01844952185851725,0.01766238244142235,0.018634752036186027,0.018645312504980926,0.018391287329892557,0.018460504920235165,0.0189772265040953,0.017937831344898666,0.018365685977131025,0.01754790405903853,0.01818067443246567
5,13.0,0.015238289337054742,0.01563779141693404,0.01652845661239477,0.015377438711993582,0.01474498306124826,0.015676304225810993,0.01596874209187198,0.015197174270291627,0.014707389117267275,0.01529396041080414,0.015832280106622704,0.015378367127815021,0.015382372097859696,0.015200053060412564,0.01618112030426418,0.016632640499593447,0.01515302016938495,0.01464365476086555,0.015003209083944145,0.01581793011809027,0.014839281801811925,0.014301501953019213,0.01465560107720262,0.016344774816313048,0.015241153769378969,0.014313474732837757,0.015312118050369897,0.016674623826993615,0.014948275421268302,0.014272957203923442,0.0147117523332791,0.016210802560020315
6,14.0,0.01402208497161004,0.01505242180036161,0.01678684927635404,0.015394384280889843,0.01332753189612916,0.014417023484134386,0.015610072617625061,0.014597400703413662,0.013828183002587613,0.015384618839882947,0.01700144003358259,0.015244872250503723,0.01402017701011303,0.014766174626116287,0.017592028039195184,0.016600391138252783,0.01339359853381285,0.013658749546640021,0.01510524925949488,0.014941627845723015,0.013466452652612206,0.013271721986145542,0.015126538831893454,0.015851013629589256,0.014141201331403482,0.01368719018940633,0.016171482729693234,0.016597229546711657,0.014026165707844958,0.013327697239782743,0.015206157089139851,0.016226914198944613
7,15.0,0.01217657788275192,0.013462372001738295,0.01560154052094646,0.01389480880523956,0.011705549031276047,0.012790156759604323,0.014445783250335067,0.01302386269042482,0.011782695795498128,0.013556853160989459,0.015382700455300585,0.013544099281439227,0.012037612156384611,0.012800434444710669,0.016035817182304818,0.01452834701433166,0.0116808484923603,0.01229662811514323,0.014004156438922078,0.012970054136399328,0.011418219114177425,0.011771959787760758,0.014211136719172254,0.013535096962933615,0.012252847403520284,0.012195439894011713,0.015146076740894129,0.014595295421193949,0.01218954232130072,0.01179929925589588,0.014464869951017882,0.014357057085303427
8,16.0,0.01195268923397988,0.013177478681828224,0.015455918875671323,0.013521422763998064,0.011791602880598287,0.012416382604250464,0.013688360313720645,0.012669195701351043,0.011438111881587833,0.013492859293173851,0.015395604435678556,0.012997958668923908,0.012004342307120254,0.013084087865176359,0.01626277222930258,0.013858992163562515,0.011723893427103374,0.012252730058004278,0.013628594413404353,0.01242557545035568,0.01119542821459256,0.011729348676840421,0.013853933399974991,0.012690867218038925,0.01207989006098694,0.012574657011812916,0.015259831377304309,0.01397818700057058,0.012175876157772906,0.011825353100719178,0.014210004728057399,0.013838029567941197
9,17.0,0.011372321872216453,0.01221541300518597,0.014821644546985422,0.012868996509314687,0.011450122005035276,0.011651261123371613,0.01269199635967503,0.01263932372000614,0.01114221270392908,0.01201495849160459,0.014001615887540756,0.012492584668003499,0.011967921261643314,0.01223627354628146,0.014726986173269454,0.013460544334324843,0.011473340088565823,0.011397026076213401,0.012604900189185305,0.011956681594546919,0.010660912478642254,0.011032525803969887,0.012771150459133759,0.011921020455142706,0.011559774804442828,0.012050975753982352,0.014064706427880389,0.013153302914642426,0.011472166318274279,0.011316893115644936,0.013256612276039859,0.01291772687268794
