,freqs,gc_L3-L4->F7,gctr_L3-L4->F7,gc_F7->L3-L4,gctr_F7->L3-L4,gc_L3-L4->F8,gctr_L3-L4->F8,gc_F8->L3-L4,gctr_F8->L3-L4,gc_L3-L4->T7,gctr_L3-L4->T7,gc_T7->L3-L4,gctr_T7->L3-L4,gc_L3-L4->P7,gctr_L3-L4->P7,gc_P7->L3-L4,gctr_P7->L3-L4,gc_L3-L4->T8,gctr_L3-L4->T8,gc_T8->L3-L4,gctr_T8->L3-L4,gc_L3-L4->P8,gctr_L3-L4->P8,gc_P8->L3-L4,gctr_P8->L3-L4,gc_L3-L4->O1,gctr_L3-L4->O1,gc_O1->L3-L4,gctr_O1->L3-L4,gc_L3-L4->O2,gctr_L3-L4->O2,gc_O2->L3-L4,gctr_O2->L3-L4
0,8.0,0.02509940705702556,0.02897469453561647,0.022105107569896913,0.01840159775851029,0.027340606444034077,0.029846301909035474,0.022612207677535242,0.019153779107525835,0.04379825512688034,0.028754621643448754,0.025471986039058068,0.03434337295126272,0.06008504667750937,0.028004713228835857,0.02298597316542085,0.04657701831919565,0.02869976534166223,0.028457462881289933,0.02383764850387867,0.021728102590525017,0.030986796706178356,0.028573103097537,0.023744991971995217,0.024130729019978894,0.0445002680833472,0.02930897387757798,0.022422542520839642,0.032162159098743565,0.033945579735271,0.029183101729652113,0.022811762191602296,0.024700101483492283
1,9.0,0.019865767988734427,0.022557521796388893,0.026441040460449552,0.023385167621100787,0.0210718930712765,0.02245386912198984,0.026434858744627306,0.02421487265032371,0.0317232785437043,0.024599751371992534,0.030390307350403722,0.03895149770281537,0.04123412832122303,0.024869795044343963,0.030513611047641467,0.049756387396152964,0.023791531426478878,0.022865584248910737,0.02603841910901412,0.026647646838685916,0.024360122841004143,0.022418766208801785,0.026276465866839866,0.028182671044277186,0.03010724368667618,0.02381176126827258,0.028145006093629316,0.03482103604183234,0.024721253593021974,0.021842176212324305,0.026349980796380765,0.0286833456168141
2,10.0,0.019036301007702126,0.019451600272332954,0.02286772041916047,0.021613749825544645,0.017972400909599562,0.02066780454622639,0.02383914925980228,0.02178607170644207,0.02304961573629393,0.02321402001806805,0.026947434793758565,0.026002306199021198,0.026108617703406355,0.02735902605192933,0.031562899847828896,0.02945912519703316,0.019454668218509715,0.021514773127015486,0.024123869359326016,0.022249399620328573,0.02023865377923294,0.021710049324575008,0.02452203965406324,0.022666676342363207,0.022528150896882697,0.023923280697430948,0.02779708947831407,0.026126920640417932,0.019921956998315834,0.021093709607554682,0.02429783607634061,0.022890849918852454
3,11.0,0.01710502906535743,0.01662026031403288,0.018838420732534996,0.018962457260840955,0.016132523207161138,0.016422248838319567,0.018754247149521428,0.018503948049637942,0.01807768193124209,0.018039072381270282,0.01956515371995411,0.01953029395270255,0.018991837759640102,0.01997577515391601,0.02216195891183415,0.02073998332441633,0.01692060802151214,0.01620894237169131,0.017855429694712568,0.01879826113096551,0.017756183834029524,0.01590180416773554,0.01776933195414691,0.01951743291992276,0.017909249975520417,0.01802318128452069,0.020520216535808496,0.019725059191061083,0.01707531612338881,0.015433402028230701,0.01749631454535167,0.019147805237410057
4,12.0,0.01872412136754808,0.018060549063389723,0.016841468566807898,0.017250963355806937,0.016566692504282863,0.016914552715878498,0.016369011336183674,0.015947563945036068,0.019520246186514982,0.018378354108657347,0.017221732417170902,0.01751900681437066,0.01940583323405304,0.019782894520285046,0.01965614141043674,0.017551576729480628,0.01732999084949365,0.01596797866127211,0.015640217927334138,0.016517056185036863,0.017985059246948047,0.01546051712928686,0.015428987159305024,0.017006866765908953,0.01778065105623758,0.017688847926990763,0.017681307892160856,0.01628629503119094,0.017115678582524444,0.015214483745513287,0.015375073829426943,0.01628783697921891
5,13.0,0.015149047873277005,0.01512922649990937,0.014564225087767252,0.014150844665852601,0.013758328190841254,0.014444210983740111,0.014223629103461925,0.01355969408750379,0.01528440074945022,0.014721719286552538,0.014137339244507214,0.0141453775790742,0.01468218171933127,0.015274463939877574,0.015112825969591261,0.014055994937096436,0.014099621161347489,0.013587823611488786,0.013463535197914813,0.013557984766012643,0.014283739860251377,0.0132769548065485,0.013040220731396034,0.013659439915386906,0.014084620622214836,0.014557029620793702,0.014518124808317311,0.013516855355194791,0.013969747540203144,0.013296241666051006,0.0132521062266845,0.013608874750154862
6,14.0,0.015207889733242287,0.014088407678734791,0.014272799461365863,0.014603143087793903,0.01426007747947875,0.013659484892434952,0.013979137290745253,0.014013714923540165,0.01515671565717408,0.013550539643727558,0.013636407574594287,0.014486898619468511,0.014240869090447379,0.014935799966921015,0.015063573298686175,0.014080999680095088,0.014200116445012042,0.012835001924651661,0.013176870675954888,0.014194043836564996,0.014321824803306458,0.012697612138129599,0.01272748207629484,0.014223619911734655,0.014071299856176295,0.01438348329355394,0.014253624352147257,0.01405995432922327,0.01399383341562916,0.013008989237315286,0.012711365149398498,0.0140469126626843
7,15.0,0.014385973674022789,0.012223216768503214,0.01409852025662353,0.015209508161572061,0.014190951962348422,0.011746119673587256,0.013232609918959389,0.01468518174957253,0.013965548534620812,0.012089247263446096,0.013229253413360516,0.014820898246322817,0.013816941022551387,0.012723462599877796,0.013722265070787528,0.01472122593229227,0.013972180968295861,0.011146097269759047,0.012456957941932571,0.014722657705876035,0.013936444045118781,0.010946525727478677,0.011873791368737237,0.014492083362173575,0.013671865443761219,0.012218094899321106,0.012856952040449976,0.01431568254183091,0.013106651262507114,0.011172921575315822,0.011610970090209068,0.013756829606668543
8,16.0,0.013968284507219268,0.011578800330790368,0.01428609341106131,0.015786412469891476,0.014685065718079938,0.011665980092917009,0.013256366322956603,0.015175598371519904,0.013309650451273034,0.011428786598750245,0.013159845107296328,0.014974158739530565,0.013577876285100168,0.01239921921001899,0.013827841736364874,0.014843733995412507,0.014536229021312495,0.011091120513923977,0.012870456719582233,0.015368732632088978,0.014441046194331996,0.011211699934772166,0.012396869387337747,0.01486644171535953,0.01359587327841011,0.012376396030857249,0.013225737730231071,0.014271610594136352,0.013137369465779553,0.011658782489686166,0.012297970749310463,0.013677640813439824
9,17.0,0.01280665394234589,0.010373954701123726,0.014240679870440314,0.016145422341079886,0.014175628940969331,0.010226652402126247,0.012422485396580389,0.01573981421221413,0.012428164927289348,0.010214850921125796,0.013008356753653836,0.015778249844579335,0.013348787032445433,0.01117636381878919,0.013169844145247047,0.015753717773817316,0.013991042660938112,0.010021712191475435,0.012341087333216852,0.016118811145343477,0.013962538962248661,0.010726408676819569,0.01235252110653828,0.015305354325008062,0.013183155274933753,0.011877850489544884,0.013133152628605647,0.01453757920911279,0.012762480064191633,0.011396978252069756,0.01250972572188553,0.013856663873188834
10,18.0,0.012111019580722141,0.010131190491499931,0.014173771895083984,0.01620600643873005,0.013714300874825228,0.009735632678017274,0.011830581032675855,0.015776429688953122,0.011795330184043298,0.009834716371219472,0.012997988031244105,0.015695952357748382,0.012626289172236056,0.010915627405096447,0.013070369378988977,0.015352269108024584,0.013124103376527984,0.009646920477069906,0.012074619503660214,0.016137019349404546,0.013068707794093654,0.010757457412091123,0.012604498053288792,0.015176392984621635,0.01261917969987157,0.011959792975831938,0.013427676476877752,0.014293135426794798,0.012295510152975187,0.011464752542427742,0.012802675382836451,0.013741737692459441
