,freqs,gc_ab,gc_ba,gc_tr_ab,gc_tr_ba
0,8.0,0.019801727812394577,0.021486547027055283,0.018346776864542304,0.02381399551128501
1,9.0,0.021692873287487053,0.020845431341960954,0.0182733413552546,0.024649742725413527
2,10.0,0.02407629699651421,0.020967499410334958,0.020536826048846716,0.024308807646000498
3,11.0,0.025013455188980856,0.019053397959252465,0.02371593561374905,0.019970992790547874
4,12.0,0.02170260832379575,0.019687212799906765,0.022543734799668008,0.01784553971574826
5,13.0,0.01807148536825331,0.01785876569992437,0.018627460445680723,0.01616145501521989
6,14.0,0.01630185585684817,0.017017695433257898,0.016289587494823163,0.01635023876489448
7,15.0,0.014478333514106016,0.01559180393987741,0.01428565880143115,0.01582572883502793
8,16.0,0.013019541245330678,0.01464332267674289,0.012800362400944822,0.014845747822167122
9,17.0,0.012003294560132141,0.013354935043448342,0.011352009084146717,0.013958487277503012
10,18.0,0.011348274390375274,0.012265031158353392,0.010347552451697621,0.01325560330046699
11,19.0,0.010733447726127582,0.01134494686684555,0.009297982143049709,0.01283603110926539
12,20.0,0.010376105780956671,0.011187858227984125,0.008926225826082476,0.012600925888296841
13,21.0,0.010328940797455825,0.011468226345660242,0.009107310394417478,0.012448135976468802
14,22.0,0.010588513643579643,0.012390725586372182,0.010115835437285635,0.01240667699523066
15,23.0,0.01152895475556646,0.013397089788403354,0.011742601552597423,0.012719440203083866
16,24.0,0.013944550706844513,0.01415510559945678,0.014988738636415368,0.0129215803874421
17,25.0,0.01790812241358415,0.014029126316720215,0.01944737689160166,0.012774024609554091
18,26.0,0.022618410167110064,0.013455309113684111,0.024475922588244298,0.012232361222417385
19,27.0,0.026075877645727108,0.012789000287292783,0.027676796729395395,0.011805229409908908
20,28.0,0.027635684159526722,0.01208408023858094,0.028889629666421696,0.011249578975326767
21,29.0,0.026928736774673622,0.01155840791024457,0.02759400223877061,0.010968941287288892
22,30.0,0.024270026427497298,0.010874087524793652,0.024554364495314365,0.01045002634550194
23,31.0,0.020733127377455206,0.010279426790199329,0.020618708348122367,0.01007899030681158
24,32.0,0.01662932219998939,0.00940409348787633,0.016446392376539765,0.009292079179023246
25,33.0,0.013319168916299555,0.008575009202520426,0.013044943086146284,0.008559376735242822
26,34.0,0.010507135064599615,0.007592510520591156,0.010372526132039567,0.0075065947384818366
27,35.0,0.00875253679148888,0.006800167364290688,0.008652184964854563,0.0066809591290167124
28,36.0,0.007421199161841632,0.0060728192549291135,0.007457503080509236,0.005864237492889858
29,37.0,0.00668933483725012,0.005562962557136699,0.006721207363310319,0.00536144862093415
30,38.0,0.0060882557393902095,0.005114463113965758,0.006149799196828426,0.004909438581227835
31,39.0,0.005764210375543485,0.0047860244683925295,0.005744339400896286,0.004640540971908719
32,40.0,0.005423083967194536,0.004472033329451631,0.005376582204361129,0.004348871312737338
33,41.0,0.00521201514686738,0.004231717754695942,0.005099684295768609,0.0041462373325679225
34,42.0,0.004972788555808749,0.004023525490088126,0.004874769787578004,0.003939377534756149
35,43.0,0.004823261599777388,0.0038983421996935494,0.004745161776770059,0.0038104777045956297
36,44.0,0.004798233021253713,0.003941573895468062,0.004805427726686899,0.0038394538058454815
37,45.0,0.004918158686270831,0.004132714610312843,0.005023742836150891,0.003993963638729235
38,46.0,0.006321627095119765,0.0056977734749996765,0.006678525612531079,0.005464008951706246
39,47.0,0.007530900282301617,0.007010253231594361,0.008165287661481222,0.006636010316775794
