,freqs,gc_ab,gc_ba,gc_tr_ab,gc_tr_ba
0,8.0,0.02102366503069361,0.028382110627720947,0.020871159186629927,0.02282779713717224
1,9.0,0.02146885704618626,0.026823436007611348,0.021759061552282678,0.023225590601211814
2,10.0,0.02199512742398231,0.02534056470997255,0.022326298518356744,0.02302691972636824
3,11.0,0.023507339966691326,0.02257470240083845,0.022168087047760635,0.021743084402290457
4,12.0,0.021336463693762908,0.021763786550716837,0.01981216955778556,0.021125717437421598
5,13.0,0.016813017343434832,0.018983001232205764,0.01626652406464371,0.018709379076662685
6,14.0,0.014274376350290375,0.0178902673128414,0.014183166168508392,0.017234638524558782
7,15.0,0.012738889472580442,0.016805522635496044,0.01302777430396036,0.015827874974333033
8,16.0,0.011804797169056119,0.015804587232464612,0.01228174326187838,0.014385168075150579
9,17.0,0.010768947498887838,0.014426757845536679,0.011461253261615198,0.012507091086201454
10,18.0,0.010143434235222026,0.013329734512986434,0.010901868646752216,0.0111824515724333
11,19.0,0.009506764430402498,0.01249402529221842,0.010330037111822394,0.01041536291618222
12,20.0,0.009101019879146948,0.012005886291347018,0.009941560593544169,0.010191704805882594
13,21.0,0.008480327422075174,0.011362026876725752,0.00941541042156157,0.009898080914406342
14,22.0,0.008328813111485313,0.011026151365441317,0.009227212455187034,0.009693405410881512
15,23.0,0.008371328769239789,0.011089916551828425,0.009288070795561076,0.009496400379544963
16,24.0,0.00922712246428118,0.011426394517055056,0.01024630936870974,0.009497362660931553
17,25.0,0.01078569030197465,0.011503898572560844,0.012029558246149003,0.009428903510411693
18,26.0,0.012904807434951683,0.011160177808491847,0.014451387247046267,0.00907673382575951
19,27.0,0.014653635856830893,0.010676255896337365,0.016393900892625005,0.008689119095161166
20,28.0,0.015573527551712981,0.010049786731989892,0.017514319624340528,0.00812311006609834
21,29.0,0.015378723581059746,0.00950636568763222,0.017377957338478127,0.007723798854733645
22,30.0,0.01420538839451992,0.008793318367158229,0.016244321944599186,0.007174610570915076
23,31.0,0.012533223544844768,0.008153115156819244,0.014498833852118798,0.006768314239734799
24,32.0,0.010611826044311224,0.007378427111019632,0.012471247805784185,0.006245357193477447
25,33.0,0.009032630761205081,0.006742236517306728,0.010708136971170885,0.0058578788966878684
26,34.0,0.00770020188628419,0.006069927352437016,0.00917613472680779,0.005409652755144273
27,35.0,0.006829145786345698,0.005577926387905827,0.0080962662641331,0.005084445478124707
28,36.0,0.0061542763178652,0.005092887040143553,0.007237525528487395,0.004732028389089689
29,37.0,0.005745078257017506,0.004768251358382503,0.0066885791324136044,0.004475948386098689
30,38.0,0.005401552666863171,0.0044387749665609506,0.006246010523470917,0.004200842408672793
31,39.0,0.005172919443006854,0.004213641524317828,0.005971824558584186,0.0039883781087884035
32,40.0,0.0049516932374782914,0.003974640864137184,0.005731121924581736,0.0037667947701331985
33,41.0,0.004776351941796413,0.003804377892409198,0.005569453417051382,0.0035891184988453926
34,42.0,0.004626890483725543,0.0036555136370039643,0.005433950591209582,0.0034443769118896123
35,43.0,0.004519639521237993,0.0035742441693886965,0.005354999991595783,0.0033500416562158497
36,44.0,0.0045830785901537895,0.003650542661703019,0.005426431190610358,0.003417750684091971
37,45.0,0.004757109235842112,0.0038399766405375676,0.0056032326092713206,0.003588349160702946
38,46.0,0.006291032541193833,0.005274664534859991,0.007069156479591778,0.004982426828390273
39,47.0,0.007649077168912803,0.0064441661113579535,0.00834481859493194,0.006116314954324096
