,freqs,gc_R1-R2->Fp1,gctr_R1-R2->Fp1,gc_Fp1->R1-R2,gctr_Fp1->R1-R2,gc_R1-R2->Fp2,gctr_R1-R2->Fp2,gc_Fp2->R1-R2,gctr_Fp2->R1-R2,gc_R1-R2->F7,gctr_R1-R2->F7,gc_F7->R1-R2,gctr_F7->R1-R2,gc_R1-R2->F8,gctr_R1-R2->F8,gc_F8->R1-R2,gctr_F8->R1-R2,gc_R1-R2->T7,gctr_R1-R2->T7,gc_T7->R1-R2,gctr_T7->R1-R2,gc_R1-R2->P7,gctr_R1-R2->P7,gc_P7->R1-R2,gctr_P7->R1-R2,gc_R1-R2->T8,gctr_R1-R2->T8,gc_T8->R1-R2,gctr_T8->R1-R2,gc_R1-R2->P8,gctr_R1-R2->P8,gc_P8->R1-R2,gctr_P8->R1-R2,gc_R1-R2->O1,gctr_R1-R2->O1,gc_O1->R1-R2,gctr_O1->R1-R2,gc_R1-R2->O2,gctr_R1-R2->O2,gc_O2->R1-R2,gctr_O2->R1-R2
0,8.0,0.02962926571580556,0.022151721993540954,0.027032792941055643,0.04284864195002293,0.024304093993264244,0.021495772129285426,0.02859059485488273,0.033976587986543676,0.03613290901363798,0.021965472738434657,0.02636765121660977,0.048329186178729854,0.023858670546412854,0.026272965514913177,0.03585388961641428,0.03069293273543557,0.04412062193335755,0.023173697955362216,0.026331809260499613,0.053333842977954245,0.04536483293155315,0.025112288916851053,0.029739617248205757,0.05157268618342731,0.03266673557152847,0.020793215424553736,0.025162625584302867,0.042243343089948315,0.039670489116546845,0.0258586574754597,0.02936750055304427,0.04802235931615221,0.044407795786509274,0.027061255345218135,0.03219518114789832,0.05182401488574364,0.04146188946974033,0.028853360272719564,0.032599606743182165,0.05160929989565032
1,9.0,0.03326810548695352,0.026325158824178598,0.027356283620434272,0.035382613306709214,0.029015508031180862,0.024847340940469132,0.026147782287985408,0.029395134921183355,0.03538076938974354,0.027279957900325353,0.028518624600800353,0.0360130729219335,0.026652600571504807,0.029062713925102148,0.02999190211355167,0.0263095638518769,0.04178960823432148,0.027957909391017475,0.02904823490600258,0.04046603077045308,0.042314237273377145,0.029427513298788135,0.03130804840977814,0.04024782810254648,0.034048623579160095,0.024057685761112262,0.024261157777588745,0.03182543044434331,0.04065581878535732,0.028504099083888502,0.028796989588432114,0.03960220782659881,0.043561191626261146,0.03065823161302854,0.03288947448317589,0.04285064602412655,0.042482675481312154,0.03145491702759292,0.03174693086139762,0.04340193112507112
2,10.0,0.046115629271269144,0.033075759767549104,0.03171252387742715,0.04455430235658212,0.04177941856689326,0.02995899187958318,0.028370929734955985,0.037889141242553735,0.042571102792852776,0.03551315687260407,0.03410796687988291,0.03950515598368201,0.0334877759518038,0.035640452515653114,0.03191376058418228,0.02921869151933024,0.048025661563041736,0.03654768594850017,0.034467661682818285,0.04127970797989826,0.046323281425981064,0.03714381222203441,0.03535990203951082,0.038841609883285354,0.03643435633707391,0.02839607343703075,0.02636364469774893,0.02971462821768776,0.045135798995289,0.03655360037490796,0.03356646730486186,0.03802788148440471,0.04893963285712525,0.038582884436676845,0.03712592834939218,0.04157307160567724,0.04776803347031166,0.03997910837740475,0.03677124549516759,0.04182504260153876
3,11.0,0.06757078268105952,0.03916992751305714,0.034421100724687834,0.05837378768937389,0.06529348519637795,0.03746247827641127,0.02940713486587294,0.05162965199301234,0.055932591758405016,0.04564289716443223,0.040316188208529315,0.04596820028129481,0.043596460222709285,0.04478732486394603,0.03166751528574996,0.0310367454154316,0.0589123079362656,0.05292266696599531,0.04215028869948701,0.04322861150894219,0.05365831905854843,0.05608074933976062,0.043005787114220255,0.03798733529081906,0.04466826292119545,0.03526644021660343,0.02802730984899883,0.030322995785629435,0.054105265114891304,0.05252397908619352,0.0396411504786329,0.03787476463405039,0.057413828021598286,0.0585501028955547,0.043522990556127544,0.039510148773191374,0.05658423712585426,0.05997415064291271,0.042966165400008687,0.03939667321521518
4,12.0,0.06828582187126973,0.0364566901007124,0.040302384237756485,0.07452519414232882,0.06952444032879432,0.038086415490117105,0.034710936034168874,0.06906495512267027,0.054954235290376206,0.042480945587782565,0.04679126747267274,0.056541901402442696,0.04351586226750576,0.044012395996884265,0.03518202801454563,0.0378670430868935,0.05289909061446885,0.04944570716807571,0.04967889128647812,0.05123078109364475,0.0473767600929212,0.05487288823406399,0.05045944850350517,0.04357097613205604,0.04254043508229433,0.032972010628391536,0.03516188182607605,0.04013992884115544,0.048855389888523594,0.04971836210711676,0.04862861804365137,0.0456095371982613,0.052129656586124146,0.05969987610100616,0.04933199098407574,0.042941192744865034,0.051679063467416596,0.06018502998255035,0.05000445638070373,0.0431454806932855
5,13.0,0.04830721424671933,0.026456311250224976,0.04470133496563794,0.08001426203584518,0.04898878139712085,0.028270483932641196,0.04024693716592968,0.0761869415150812,0.039301570833749126,0.02991894460988453,0.0487957891489685,0.06140705519488279,0.029927336294610755,0.029064975782372958,0.03588046016301185,0.04143639969749397,0.03566745648454412,0.03292844213523839,0.05265259125105231,0.056616288892651113,0.032238063945925856,0.03662836283178315,0.05338715278086939,0.0488143437545333,0.030055511002342855,0.022976610941004817,0.04169024542497466,0.05073478043081463,0.033646014014308646,0.0322928471017008,0.05466946876253509,0.05627848159627563,0.03640600018688504,0.04134528943962878,0.05069507053681512,0.046572261527286885,0.0362958949151655,0.040392609337056476,0.05310095461309861,0.04910402603623986
6,14.0,0.034556129073091836,0.02033405401351296,0.044844109004843806,0.07351609406734406,0.034724591284989566,0.02198939402855374,0.04362051111573038,0.07213924111361542,0.028648647214483194,0.021700251738283508,0.04400909084443473,0.057546138611143494,0.02191102871757084,0.020784974226502908,0.03548972832060165,0.04043859567376447,0.02594092554882663,0.023287173515467552,0.04699626579040358,0.05369208449257924,0.023955391993720716,0.025586865652626856,0.047227964518751414,0.04733873632016475,0.02307352633023677,0.018290335081238326,0.04232894323311497,0.052860619026453004,0.025665113250411896,0.02400167635459676,0.053405481186011836,0.058995667627510316,0.026792007443752288,0.028660752887417998,0.04504419690255645,0.045299996098788924,0.027193882556520273,0.028412973091442986,0.04982769965247721,0.04998543480571275
7,15.0,0.02801087239504396,0.018000937280228755,0.037090876702423725,0.0550014884481868,0.028016487071169667,0.019721269832103993,0.038583243356040776,0.05557956344799966,0.023785419540592285,0.018235278535854042,0.03338562563164967,0.043888657684836484,0.019038121086879127,0.01810338734573519,0.030411356702156295,0.032605985663293195,0.021704037007130157,0.0190994479446615,0.03454141401965488,0.0411228962891064,0.020578764923918927,0.02058281952795986,0.0346545928826316,0.03754210307707265,0.021042228133341886,0.01680104894673484,0.03385669454876686,0.04363293200206044,0.023426918815872153,0.020751983122639355,0.04146804620177763,0.04951716538957821,0.022504003839680133,0.022256747908787244,0.03348020826906655,0.03665500389775486,0.023921500604606256,0.022844831493489072,0.03809619754724582,0.041965927215438376
8,16.0,0.025108672502152225,0.017597794179451,0.024641508743578625,0.03394440099247618,0.0253782635016027,0.019576934868659083,0.026911231892677353,0.035664248351153074,0.021397239277078258,0.016742102377745382,0.021267393211750255,0.027673178780240084,0.018549338743945504,0.018312698285045254,0.022326801165213316,0.02277351791342331,0.01942932515422453,0.016824616456370282,0.020775288164686656,0.025870386950208296,0.018681286338692635,0.01769574259292793,0.020869511665832296,0.024333436265266944,0.020303547305560266,0.016871198693300723,0.021622864612585935,0.028116620785863737,0.022566538025766192,0.02009775629866924,0.025606642534586777,0.03154179215824087,0.019729534602406812,0.018519040572711063,0.02090328677427825,0.024290643912342366,0.021852186684252088,0.020157816302721156,0.02381344276048673,0.027483554209905104
9,17.0,0.022058448608116354,0.01624930660185147,0.01739773824398764,0.022746483825116227,0.022495183819146655,0.01784860146598284,0.01898933122171713,0.024366863919267803,0.01867808779975767,0.015100552232229876,0.01543739973173817,0.018953339391322654,0.01734305528606007,0.017150482513064735,0.016775816420176337,0.017076159516724088,0.016768906145687126,0.014495771828177404,0.014441345075242525,0.017426457498932017,0.016152697504726584,0.014803828202005076,0.014432774668944878,0.01669018034550909,0.018497351197864716,0.015432179652659894,0.014900380088089128,0.018910806414549255,0.01992243638259903,0.01768265051408219,0.016608218856415984,0.020146464429454416,0.016599327780246486,0.01515074007859406,0.01466033553294322,0.016769502221580617,0.01861776576071827,0.0167695089029029,0.01578379931229445,0.0182400365520326
