,freqs,gc_ab,gc_ba,gc_tr_ab,gc_tr_ba
0,8.0,0.022070150498278793,0.023799338443613084,0.020060565495533884,0.024505655132529537
1,9.0,0.02309834099133943,0.022634741662618592,0.01921387410156602,0.026076221449491045
2,10.0,0.024226492301457247,0.021170186723013625,0.0211151579991436,0.02516869194821777
3,11.0,0.025575084928887513,0.01970801158445672,0.025056037312409254,0.021225374630742522
4,12.0,0.023900262437544218,0.01901154758874457,0.022930752201295843,0.01984157956166853
5,13.0,0.019820565766715082,0.018265132482985738,0.01889073984523029,0.018160409025159283
6,14.0,0.018120630073165323,0.01846999279142789,0.017781090590716843,0.018019425518907395
7,15.0,0.016196779260921643,0.017827673382760582,0.016432745801851008,0.017370946677723806
8,16.0,0.014513672229997646,0.016553204353045803,0.015294840921227801,0.01599126257977219
9,17.0,0.012470088623698743,0.014255997097590744,0.013156823269762795,0.01455502572493325
10,18.0,0.011468147488267305,0.012704730325407898,0.011727196388640192,0.014054561031279444
11,19.0,0.011210633701881183,0.011950724467976702,0.010879133590878694,0.014296420273730404
12,20.0,0.011866853284048195,0.012053921923464392,0.011000102755697938,0.014790224059159786
13,21.0,0.013281259470575325,0.01227981234201026,0.011564743426153445,0.015332779405434802
14,22.0,0.01646237183696854,0.01277648455452635,0.01338413631167775,0.01615934938832968
15,23.0,0.02221132172969483,0.01291658516128503,0.01645116363553938,0.016711024368240426
16,24.0,0.031298216238738324,0.012570748040635614,0.0214842642473828,0.01640327294756224
17,25.0,0.039252656195715156,0.011681274351573134,0.025736446729737458,0.015333907206390607
18,26.0,0.044427287902812015,0.010819007793184197,0.02894226578024827,0.013992430162888878
19,27.0,0.04480753492827302,0.010166797360888125,0.029714199435757798,0.012833334432879488
20,28.0,0.04235692790903522,0.009698810507717393,0.029269471278834714,0.011721460839384632
21,29.0,0.037510042221291694,0.009487410939640407,0.027352487067507515,0.010921522434563567
22,30.0,0.031231445003793823,0.009222395752469829,0.024304529896289038,0.01011038192522223
23,31.0,0.024892653781767925,0.009016731760399577,0.020777593109170094,0.009535221752586717
24,32.0,0.018812239592146025,0.008552620544274234,0.01688340504156733,0.008830959059398699
25,33.0,0.014213952887668661,0.008077194372351415,0.013690961128199465,0.008237599358588126
26,34.0,0.010693148775861193,0.007449989952932377,0.011030013247818184,0.007497585000252135
27,35.0,0.008542973320324828,0.006901130641404997,0.009246570150215181,0.006921862899846379
28,36.0,0.007105042331005288,0.006322079895858671,0.007917571403411311,0.006332344368400714
29,37.0,0.006362845649229994,0.005826190818156503,0.00702359163649793,0.00596810453451883
30,38.0,0.0058244091472071735,0.005342274893154488,0.006309680781541991,0.005594872074412645
31,39.0,0.005517113539289894,0.004931601579761514,0.005774616758728214,0.005346631946011102
32,40.0,0.005192303300891504,0.004568591043145031,0.005327483955546353,0.005052547421217398
33,41.0,0.00493898749584627,0.004267410023981324,0.004981504091187361,0.004810312558969199
34,42.0,0.00469686324515775,0.004035809721924075,0.0047167935019599835,0.0045839454033917695
35,43.0,0.004522312297949325,0.003862105035862868,0.004534630980099033,0.004412500170154663
36,44.0,0.004551594869519026,0.0038435284417827485,0.00451901479411227,0.004445996971364411
37,45.0,0.004700554942436075,0.003933633012550261,0.004627881002826498,0.004581567804124926
38,46.0,0.006274548912946558,0.005104576395397557,0.005876159752487987,0.006145062765494271
39,47.0,0.007621662303773604,0.006025816831550571,0.00693755499279723,0.007409356572248462
