,freqs,gc_L2-L3->Fp1,gctr_L2-L3->Fp1,gc_Fp1->L2-L3,gctr_Fp1->L2-L3,gc_L2-L3->Fp2,gctr_L2-L3->Fp2,gc_Fp2->L2-L3,gctr_Fp2->L2-L3,gc_L2-L3->F7,gctr_L2-L3->F7,gc_F7->L2-L3,gctr_F7->L2-L3,gc_L2-L3->F8,gctr_L2-L3->F8,gc_F8->L2-L3,gctr_F8->L2-L3,gc_L2-L3->T7,gctr_L2-L3->T7,gc_T7->L2-L3,gctr_T7->L2-L3,gc_L2-L3->P7,gctr_L2-L3->P7,gc_P7->L2-L3,gctr_P7->L2-L3,gc_L2-L3->T8,gctr_L2-L3->T8,gc_T8->L2-L3,gctr_T8->L2-L3,gc_L2-L3->P8,gctr_L2-L3->P8,gc_P8->L2-L3,gctr_P8->L2-L3,gc_L2-L3->O1,gctr_L2-L3->O1,gc_O1->L2-L3,gctr_O1->L2-L3,gc_L2-L3->O2,gctr_L2-L3->O2,gc_O2->L2-L3,gctr_O2->L2-L3
0,8.0,0.025702401917257676,0.024692175729421107,0.030829828527441195,0.03645538442513693,0.029799455265109152,0.02985680192950321,0.032648686956386806,0.03519717210003618,0.030191672065733095,0.023932136745507742,0.027893003937859002,0.04080507104024388,0.02864107642051476,0.027559638328840712,0.032547640180844696,0.033820967763248076,0.030378316656467383,0.02172925848977347,0.023997125753177508,0.05089509003274507,0.022323629073578575,0.03037680387995402,0.028286738542168288,0.0682373147330798,0.02594439909286923,0.024548265494220706,0.028744175389926383,0.029113930611047893,0.01981279823843488,0.021528748532661405,0.027048966444433133,0.022364202851067487,0.023851896126009665,0.02687381060298467,0.022870173738195963,0.04063439869123686,0.022051277800133325,0.027594868479225987,0.025664244383064663,0.01910051368523986
1,9.0,0.019255646403251066,0.020488382570019736,0.03241892188980849,0.028245831283876227,0.019847581299179136,0.020870611147708086,0.031045766739525228,0.027286548072848724,0.021885065267568758,0.021131366649090783,0.030770573691630443,0.03135028687248417,0.02004479331130517,0.020170145112043444,0.028363554873297323,0.0269120965471568,0.024238493789593092,0.021599733448468144,0.02749470647262829,0.03428536014807158,0.02215297051359129,0.0276364555846478,0.02914134202973827,0.057379425084693965,0.019902941813151546,0.019750356074469087,0.025848641265895724,0.025522019120694565,0.01833680607702014,0.019009800945344088,0.030828673064126497,0.02737142953956199,0.020266512934993906,0.022252222735676095,0.03310602886258574,0.04689891958433008,0.018088758630696908,0.02046515530298317,0.033973730881776604,0.02716718198180455
2,10.0,0.01677235179879301,0.016576903230281256,0.02806624138090164,0.02645493677222258,0.017937584386415486,0.01638084969290579,0.026876283352752536,0.025718714728969996,0.017974439634903056,0.01713464435607297,0.0262249888801252,0.02788195490042247,0.01791060274281779,0.01643263492229353,0.02515471018947411,0.02535066506646025,0.02102459658089641,0.019751452249777885,0.025929510835767937,0.030838002579070316,0.020241378688994137,0.02063119700662827,0.028449696748929432,0.04503696544719571,0.017832572754835553,0.016926051834790203,0.025143079121027312,0.025351601846246047,0.016878869300395907,0.016458734145049683,0.026406359905139974,0.02558748461102894,0.016621389542568005,0.01772773355966901,0.031476489417106235,0.032501451077839506,0.015253588201893101,0.01686588708833222,0.02754553496390925,0.024098903223016933
3,11.0,0.015736911268898174,0.016306634627204337,0.02138035080414769,0.019797624306984674,0.016156519877867124,0.015289150783290472,0.020087112009578766,0.019266665551612737,0.016524772711963377,0.016778704908567126,0.020307626315952357,0.021117799964087552,0.01615205337318576,0.015218357997466608,0.019177118979427067,0.019244687233848604,0.01905547337653283,0.018422607795666922,0.02228003323050683,0.02712191624302029,0.017977913643903498,0.0172625484442566,0.02403927469577385,0.037614996725948445,0.015621715591774452,0.014970003641878405,0.020936159652701788,0.020962008612592245,0.015611423262797443,0.01518863929603618,0.020936429325313075,0.02041963861855164,0.015402322064258615,0.01616884843382152,0.02332977684468064,0.023647108487945906,0.014958556630068509,0.015680566838256343,0.01952559629159934,0.01933077679124133
4,12.0,0.017214988213612312,0.017699202853112734,0.0175493927700059,0.01649001736328536,0.01796295094222861,0.01607542749494914,0.016021725642323847,0.01622822505321687,0.018364281681728118,0.017989913687084854,0.01709783814256057,0.018059279437938978,0.016767332302749648,0.015811797019053317,0.015884806477894264,0.016323084031732105,0.019501501656321436,0.019018800389826764,0.02216549861772321,0.027948159090612597,0.018289665035298944,0.016849593547089106,0.023377087610346504,0.032376088507162656,0.015000055735422096,0.014984517873264196,0.018276702600284463,0.017808008855591716,0.01601830134588882,0.016123754373194465,0.01748043773831694,0.016850942062142955,0.016218902975275066,0.01649635597818241,0.018776894826607365,0.018175930113025197,0.016254345273557458,0.0168991328807396,0.016654707328974436,0.015708642804170652
5,13.0,0.0165647272695106,0.017425936293853108,0.016716753805200067,0.015553171350661405,0.017164570588306127,0.015043251532998412,0.01495241956231067,0.0152906322455162,0.018371067087197917,0.01679691163783458,0.01586996947320121,0.017270454284842845,0.015676493936709085,0.01486883689597304,0.014913205527810164,0.015106822554197196,0.01885167993765078,0.016650489985222953,0.020783103751599807,0.027834528820150837,0.016758995578714953,0.0164662124403643,0.022206687791922697,0.033489533592343634,0.013652575599734089,0.013796486859292127,0.01641623884813775,0.015934445544173288,0.015056244280206056,0.015407931886746426,0.01669934395306001,0.015589324682262033,0.015308002164443306,0.014828237915261545,0.016367369456737547,0.0182683732189403,0.015602032060698845,0.016634405643093108,0.0167080800794699,0.015036648562522148
6,14.0,0.015507824311853121,0.015248810691530206,0.016483069369071304,0.01638926248014951,0.017312810842546596,0.01371046430394436,0.014987032965878739,0.016469573886234698,0.01865708389099043,0.015428396020391127,0.015850101081365673,0.018940228426945396,0.016158864917301265,0.014418088583305965,0.015358030090410164,0.01599342733618539,0.019612272179867902,0.015977107975454364,0.020064821794631912,0.028225352528490996,0.01577893827337534,0.01683057807829395,0.021728706871063055,0.03239263158512998,0.013960776452019825,0.013642738739134009,0.015946660263766198,0.015792613668593896,0.014805481537874823,0.01502181112416323,0.01690900854040181,0.01557712619471231,0.014351828472605797,0.013434686895914502,0.015389183956722131,0.017959699061793663,0.014713699425449187,0.016477421892452066,0.016673257938799157,0.014550924627908413
7,15.0,0.01343795153694998,0.013580969889372912,0.01681257403917515,0.015630581504058855,0.01579591050223494,0.012268400566434433,0.01509294184140446,0.015928632157796045,0.016976212779486192,0.013975013504675324,0.015774381578670317,0.018691992540496218,0.015349498387591377,0.013224053906639603,0.015075785039480222,0.015530077810526191,0.01879484229142168,0.015550111418192635,0.019039381180353008,0.02556937212483367,0.014682095347133429,0.01765156679371409,0.020915563769718794,0.0312803401538598,0.01351991402919668,0.012957850734579768,0.01511304475349644,0.014935599659937992,0.01388038323528774,0.014065254872462941,0.016496390298696706,0.015221490422690278,0.013042965683171197,0.012016894842828746,0.014110897215618062,0.01787898271209199,0.013324671946842207,0.01508575575992902,0.015872607378425687,0.014173666520537977
8,16.0,0.012501056596251243,0.012396941769779223,0.016547825644797957,0.015093433561993136,0.015306884730856339,0.011609533782112916,0.01487549973334168,0.015635048291588925,0.016545005220420742,0.013387032973877958,0.015527253230712194,0.018447768917900398,0.015183446163660153,0.012805071224569305,0.014907207009633962,0.015410339991548953,0.018596112307481927,0.0154522975970107,0.018200960969184627,0.023379395571696823,0.013693113434289219,0.017248274977430665,0.019397034693639664,0.02800434031389103,0.013364015642411613,0.012843545917317022,0.014808837125536418,0.014319317912928217,0.013636592947616473,0.013889204373658686,0.01602268207318107,0.014794536303600322,0.011789902559789197,0.011188058089381017,0.012930513652510637,0.016400809733653276,0.012657831483616535,0.014440111170192923,0.014831641486528447,0.013633318313290371
9,17.0,0.011072199363418286,0.011606099218179507,0.016564369036447587,0.014124458728043004,0.013684421923002628,0.010698637730455419,0.014293767922155762,0.014611103984308127,0.015078053691389981,0.012634332637701013,0.015207325354746897,0.017209922177425913,0.013963734483846467,0.011837503883335746,0.013935202272154317,0.01454920891935471,0.0172206097322815,0.015438582710787945,0.018113095706390286,0.020650767964677127,0.013024645388534473,0.017456248646426652,0.019275257440267042,0.025912253668956872,0.01239699147696324,0.01213172602631528,0.01398300923096526,0.013390855430531258,0.012809613566869785,0.013652938077246463,0.015656280909299474,0.01402610558098217,0.010388008301213933,0.010334006089612897,0.01209920201949074,0.01531687214914452,0.011928998474942241,0.013504455776742764,0.013997497844489235,0.013440199989449718
