,freqs,gc_ab,gc_ba,gc_tr_ab,gc_tr_ba
0,8.0,0.020453802097618327,0.02684708150233696,0.023203948465700813,0.02498646452505825
1,9.0,0.020376489961560034,0.025911279675141338,0.024065467619259553,0.02277455712637994
2,10.0,0.021724896271713517,0.026096106025334527,0.024274368866994037,0.023513158595916902
3,11.0,0.019990151279858145,0.02280903454375923,0.020981457167139474,0.021411626323743677
4,12.0,0.019067727977851247,0.0212127006500899,0.019448173407812297,0.02071382070074899
5,13.0,0.01628065392094895,0.017885374573351303,0.01615769628916066,0.018048043763257724
6,14.0,0.014622926139486308,0.01664022334909275,0.014390648400683619,0.016901813446225513
7,15.0,0.013186988879812072,0.015271237302658414,0.012896976851197017,0.015577464341956716
8,16.0,0.01264271014385826,0.014268760225110842,0.012276831809222063,0.014357939081911977
9,17.0,0.012075007374553652,0.012873490007163351,0.011640920409342653,0.012896597649252519
10,18.0,0.01152552956586068,0.01204681897954724,0.011531182114534818,0.011474010701174195
11,19.0,0.010720599034958962,0.01173106826343511,0.011257019495917859,0.010485612815396955
12,20.0,0.010210414069723695,0.011779634176251339,0.011082034658472049,0.010017185899482467
13,21.0,0.009643183871569604,0.011498624592851128,0.010463322202865584,0.009734888669795324
14,22.0,0.009211865731838706,0.010803611828656542,0.009926118638589995,0.00927651759187226
15,23.0,0.008660522003908985,0.009882952010302131,0.00928714067800303,0.008625529836747319
16,24.0,0.008210138236774507,0.00890979276515737,0.008770484246800117,0.00789874267199762
17,25.0,0.007677526537739236,0.008095654287318637,0.008217668263301094,0.007218810161810074
18,26.0,0.007300110935353968,0.007391737500955099,0.007823848256727977,0.006649877390834464
19,27.0,0.0069346995341858534,0.0068888653554983175,0.007447380231768345,0.0062582569895815
20,28.0,0.006689672204979899,0.006439970811339371,0.007135346127789618,0.00597306572279161
21,29.0,0.006428208579945561,0.006157022178291923,0.006824862664049548,0.0057981000030215965
22,30.0,0.0062168949493889404,0.005906816123702019,0.006587454827884904,0.005607039156652835
23,31.0,0.00601171266127433,0.005758186872210581,0.006371293643328629,0.005487467921484693
24,32.0,0.005795903945557061,0.005567650404899539,0.006200692192544775,0.00527312662991684
25,33.0,0.005593642936054229,0.0054217400693744675,0.006041651915790344,0.005109368370113794
26,34.0,0.0053435133138190994,0.005192968191664908,0.005841214205465643,0.004846173039663659
27,35.0,0.005120797027857129,0.005025489071940584,0.0056375269436061,0.004656820846992494
28,36.0,0.0048596020117308136,0.004778661459989401,0.005360545253329409,0.004395320608302084
29,37.0,0.004642080370113758,0.004611481308586642,0.005121274481085443,0.004204094173397223
30,38.0,0.004394820420219293,0.0043781721149520085,0.00484125675310414,0.003950990831986927
31,39.0,0.004192731388741273,0.004220798711310285,0.004634269041113343,0.003766176441443642
32,40.0,0.0039681527047702786,0.004024225414889853,0.004416683214313823,0.0035435474959861386
33,41.0,0.0037901644084331193,0.0038904377000819356,0.0042653586968732045,0.003389931091707581
34,42.0,0.0036317894506562834,0.0037692926692223672,0.004143731617434591,0.0032403365774151855
35,43.0,0.0035361887204090345,0.0037104247155826465,0.004084402936146603,0.0031644768907597093
36,44.0,0.003583941581110852,0.003798327219637613,0.004190454467189379,0.0032095698673430205
37,45.0,0.0037424023262176975,0.003990814925858433,0.004401144803785801,0.0033716955499838944
38,46.0,0.005016638854631786,0.005380890468747465,0.005865900801628974,0.004609541314509595
39,47.0,0.0061096457914673,0.006563742187634034,0.007130430576828358,0.0056665220880324305
