,freqs,gc_L1-L2->F7,gctr_L1-L2->F7,gc_F7->L1-L2,gctr_F7->L1-L2,gc_L1-L2->F8,gctr_L1-L2->F8,gc_F8->L1-L2,gctr_F8->L1-L2,gc_L1-L2->T7,gctr_L1-L2->T7,gc_T7->L1-L2,gctr_T7->L1-L2,gc_L1-L2->P7,gctr_L1-L2->P7,gc_P7->L1-L2,gctr_P7->L1-L2,gc_L1-L2->T8,gctr_L1-L2->T8,gc_T8->L1-L2,gctr_T8->L1-L2,gc_L1-L2->P8,gctr_L1-L2->P8,gc_P8->L1-L2,gctr_P8->L1-L2,gc_L1-L2->O1,gctr_L1-L2->O1,gc_O1->L1-L2,gctr_O1->L1-L2,gc_L1-L2->O2,gctr_L1-L2->O2,gc_O2->L1-L2,gctr_O2->L1-L2
0,8.0,0.02908341308732832,0.022450067476855188,0.026797345537738684,0.03604913573386283,0.026826556040429755,0.021956316124638768,0.023512720859785355,0.029378722508789458,0.028598027176281255,0.024572789870196232,0.02682709276783397,0.030818966752398824,0.024049981433064572,0.026181970511997242,0.03186676492426836,0.02696806556758885,0.02334620759532071,0.02199704244859055,0.023951613742133098,0.024795601429342777,0.02143521209854932,0.022423964352324743,0.026110486316806895,0.023968233330424082,0.023721874947595235,0.024527826771720322,0.029095870900331684,0.02665555774856741,0.02195274643178693,0.022603248829036734,0.026512206881141247,0.024519161112888786
1,9.0,0.02751361694125751,0.022018029293007522,0.022390275394520414,0.028274771366867835,0.024382346252795613,0.021308569900503765,0.021868904210496393,0.0250916835499034,0.028136010513467282,0.02303301660428228,0.023635101990371544,0.02914867084643551,0.022680359773545197,0.02341740541531646,0.024665187044026537,0.023863585843862768,0.022735493593951932,0.02190198876423445,0.022381087549442683,0.023164050556281957,0.021185192440994097,0.0220755460791384,0.022742752949484104,0.021786865535227063,0.02143211075876589,0.022656112296166948,0.024398598929752872,0.022951424786582124,0.020547260688828773,0.021957196846598644,0.02348361862650962,0.0218482498974088
2,10.0,0.02570173889761782,0.023210304592664596,0.02295142302746218,0.026231565794858965,0.024283535666947353,0.022307385192855196,0.022108901076114993,0.024466001926054998,0.025351926574054537,0.022880193694375595,0.022911186182454888,0.025496418881587345,0.0225243310812343,0.02260511115604226,0.02273696717257965,0.022752229120579785,0.02304191867900026,0.022269709915893967,0.021989440459297883,0.02269050516864716,0.02212400958489921,0.022230422665314314,0.022011155412143636,0.021890266209306786,0.02207978593524549,0.02252060009855584,0.022735650463885326,0.02230443196227039,0.021564078089713484,0.022283331005556208,0.022284910106878976,0.021591680835287348
3,11.0,0.022662483033013908,0.02068601548614143,0.018710375555798416,0.02030400202897168,0.022802773184277647,0.01993428950823119,0.018590763786144417,0.020853544540982462,0.023403198947979778,0.01982656922405013,0.018363651815173174,0.020903735246904174,0.021743314848434177,0.019936713784547196,0.018514267109008303,0.019587651318571712,0.02189267262629042,0.019644268989817085,0.018188868307026394,0.019626871766880865,0.0210300993972275,0.01966121285655404,0.01816063096050709,0.018819933832509867,0.020999738254444837,0.01988766744976799,0.01867130210464799,0.019124916236187707,0.02042278273322309,0.019619320122436567,0.01817645538529319,0.01845423912193873
4,12.0,0.021130940221664802,0.020612154561470766,0.017980820773812682,0.018694253935215437,0.022527964753380248,0.019561331066383733,0.01774793016893532,0.020375902392443267,0.022119642094589543,0.019801722616307447,0.01752286669003648,0.019400379169892106,0.02146621669475539,0.020355195886492913,0.018146097721196134,0.018847717533512123,0.021565650763414046,0.0192800107959019,0.01755200664218608,0.01934623761713387,0.020898159992116173,0.01956772240434655,0.017757988130253078,0.01852559819363567,0.021143433198099304,0.020363772475516313,0.018150051510179295,0.018574377671154402,0.02058027703643687,0.019833895098346006,0.017617652335229807,0.017933649974268887
5,13.0,0.016489683898993742,0.01585250231610886,0.01744626173805047,0.01825631081119182,0.017528863986965373,0.015599010238753512,0.01762116465030115,0.019865647089081975,0.01709109653532527,0.015668268434804865,0.017128005674783578,0.018922384961908487,0.016823375912445242,0.016495932780061312,0.017595685241117164,0.018210327882553876,0.016966071086879555,0.015598719934091624,0.017185474537577534,0.01875281718027079,0.016633623041728704,0.016112599950936078,0.017021143940607383,0.017565852387940256,0.016776496352765784,0.01680065666165684,0.01721172825691679,0.017459751627956963,0.01664224889806453,0.016490210898714983,0.016702473201693203,0.016854615886412096
6,14.0,0.013627173228758659,0.013218467665564948,0.019839471182984028,0.020625013251714272,0.014133675242912645,0.012850449404894463,0.019365467307998978,0.021375091351514657,0.013838944856153036,0.01323600655537858,0.019321895656588692,0.02064500226795031,0.013664566590039295,0.013785188940622731,0.019202606629242867,0.019489478563472877,0.013840037511242876,0.012958824494752242,0.018727987800034526,0.020023099756542012,0.013777392127924904,0.013391311375577043,0.018262421494834518,0.01870369711427742,0.01379873094830626,0.013896399545883072,0.01830011700544584,0.018490858738566013,0.013875236524586916,0.013730139914349793,0.01776028350266123,0.017897816212220963
7,15.0,0.011689844843826807,0.011146529393450885,0.019079480997509706,0.020152132937236847,0.011727170754852292,0.01083215654978746,0.018486369114706625,0.019992413402692987,0.01195192204398674,0.011168779652832956,0.018532647681207035,0.02010715016171679,0.011679372963458286,0.011545356606074784,0.018097671412334367,0.01885779343116408,0.011596764227888233,0.011024244007851632,0.017883452351245978,0.01886325530644132,0.011708835953697332,0.011351094460591014,0.017314147681349316,0.017801674018794022,0.011658396677126334,0.01164883930991211,0.01739801606526858,0.01777055118899349,0.011764768886602116,0.011613088461191726,0.016990947288067475,0.0171401090771113
8,16.0,0.01115093598502512,0.010969683290460547,0.016310678855218627,0.017177281932543212,0.011035021083334751,0.010424009566129619,0.015609458794329404,0.016760150558597756,0.011279308589122676,0.01086584712891278,0.015744361787008682,0.016936728154837623,0.01107002371005488,0.010951281971140706,0.015330459453379894,0.01619874976312399,0.01100493388139531,0.01055837184883748,0.015320801225262885,0.016086834297599367,0.011218395520999824,0.010826514021938792,0.015068953631152513,0.015571635341851148,0.01105807929780576,0.010989831307122132,0.015144339979483796,0.015613010495017024,0.011196047986582145,0.011024239318447692,0.015017814337966501,0.015158825312790843
9,17.0,0.011249140502395755,0.011051808962567699,0.013333773673009993,0.01416514051858395,0.010963472883041019,0.010437666403196398,0.012994167087551082,0.013798908288049468,0.011345700276293244,0.010759158579961722,0.012896850152820015,0.013972086809439618,0.010989042212868911,0.010649892541104345,0.012628257576396957,0.013463907386512531,0.010996810476343996,0.010528263493356983,0.013036719848560736,0.013535111875961918,0.011073175454350371,0.010721979534996678,0.013030247087667236,0.013252897757895413,0.010835539394276466,0.010621016928661943,0.01276715967951113,0.013177848515553486,0.010970387382514067,0.010763803322144307,0.012953268504163914,0.01297706878336325
