,freqs,gc_R2-R3->F7,gctr_R2-R3->F7,gc_F7->R2-R3,gctr_F7->R2-R3,gc_R2-R3->F8,gctr_R2-R3->F8,gc_F8->R2-R3,gctr_F8->R2-R3,gc_R2-R3->T7,gctr_R2-R3->T7,gc_T7->R2-R3,gctr_T7->R2-R3,gc_R2-R3->P7,gctr_R2-R3->P7,gc_P7->R2-R3,gctr_P7->R2-R3,gc_R2-R3->T8,gctr_R2-R3->T8,gc_T8->R2-R3,gctr_T8->R2-R3,gc_R2-R3->P8,gctr_R2-R3->P8,gc_P8->R2-R3,gctr_P8->R2-R3,gc_R2-R3->O1,gctr_R2-R3->O1,gc_O1->R2-R3,gctr_O1->R2-R3,gc_R2-R3->O2,gctr_R2-R3->O2,gc_O2->R2-R3,gctr_O2->R2-R3
0,8.0,0.019555616114377446,0.02632905942649121,0.036353810895938095,0.02475815658015244,0.023273197572292834,0.03464134660472587,0.04149139429562116,0.025095516696651665,0.020126500484487546,0.026434047725391863,0.03183208645999728,0.022682026192731346,0.022991385247306203,0.02533493537493059,0.028628094534390594,0.02651321638654199,0.027013845315546254,0.03390775103277835,0.0381232035724553,0.031311787351652,0.029230398229758082,0.02981110019260345,0.03392232765488677,0.037508852144305396,0.026277896972783644,0.025961014306761718,0.02903668632012966,0.030584216686431263,0.02894270090113837,0.0269673877091402,0.030430511648325574,0.035524743927830164
1,9.0,0.01949622434145304,0.023792140539081453,0.026695875952722773,0.021697550302162433,0.023438751967631826,0.02889559672506928,0.030917631659676273,0.02497481550194744,0.01965670831571053,0.02379612059673131,0.026601338554337054,0.022014090218998396,0.021007826696668373,0.024960581181496553,0.027765003444500756,0.023509526749861433,0.025656596877358703,0.029586845218542792,0.03075065502870409,0.02785595211568549,0.026396068883638987,0.028003117405931525,0.029397510477079867,0.029135118973528447,0.022846078972279662,0.025805708547287004,0.02915673202049381,0.025840985006243357,0.024775495401186592,0.026764092643996366,0.029598884724195095,0.02820530778136581
2,10.0,0.02045260818433756,0.023370355574350788,0.025673795700869254,0.023539004241631106,0.020817202775246704,0.02632848472231339,0.026524339866006955,0.022836505919253444,0.020089195691626396,0.023312763127973393,0.025022040766300532,0.022658902567164494,0.020153232444675772,0.02454763665181489,0.02576133730154355,0.022207090972844474,0.020725677261732856,0.026755178979279214,0.026732710247200295,0.022359259232828037,0.021255380040516497,0.025920001449072468,0.02638230764153881,0.023056972084905307,0.020747084470658646,0.024969435753035837,0.026105039856753526,0.02300532486804018,0.021350210985207504,0.02500929826091477,0.025913824460060263,0.023544057634966743
3,11.0,0.024775720718488242,0.024518548140781103,0.018726916329136443,0.018457198962021727,0.02570517189807613,0.027504178018533894,0.018674601406373975,0.017658380657617944,0.024367388007406263,0.024943461638577337,0.018398241526712312,0.017892045892176404,0.024746154854430005,0.02673960911965318,0.01926206115089287,0.017601722268087563,0.02430562409123448,0.026765132581529735,0.01816118007440708,0.017005754761553797,0.023777186283500496,0.02618740551722485,0.018092828253470646,0.017162658138845696,0.02460338131231664,0.026808667247715762,0.019402419784725462,0.017935418329763832,0.023825826048860094,0.02606301697923861,0.01860459868100772,0.017683760017637627
4,12.0,0.028271881639531194,0.025184544995311864,0.018353830174168202,0.018912210584240422,0.029402987798452348,0.028540994288163476,0.01795865802774892,0.017594710256921133,0.027912670555654703,0.026298167625116733,0.018215552569962712,0.0180406610371335,0.029027818752413368,0.028558093394606403,0.018599107175452993,0.017592561376247425,0.027771552460502447,0.028006231424371204,0.01762660265581723,0.016788542297494127,0.027195654240904983,0.0274383038985526,0.017341303730755184,0.01673678958644645,0.028983951447337442,0.02821996991041061,0.01805865717714771,0.017487837195482796,0.027461844183883376,0.027325620573035208,0.017250566424414703,0.016963972165782874
5,13.0,0.02291153051074812,0.019364096076772287,0.021406439391326165,0.02360865096157512,0.024861374698539784,0.021038095206208956,0.02038023673672895,0.022876784909410423,0.022785403087740755,0.020233034027496974,0.021232659447694802,0.02251792860618197,0.02432039776729721,0.022089170028776535,0.020950758835644064,0.021707088513022353,0.023964945182182576,0.02097431241940877,0.019737124398749684,0.02139151003149739,0.023912602975608106,0.021083357447998448,0.019049141433196953,0.0201994092894168,0.025103010653306192,0.022412843811217827,0.01990324190222921,0.02088208780018255,0.02396571632893728,0.021838769603441485,0.01902867322033544,0.019669704784161732
6,14.0,0.01740738044231074,0.014715626817146405,0.027765858334762843,0.03170208470681479,0.018604501917245407,0.015160957626907336,0.02541865846862465,0.03070545419628335,0.017276987834620314,0.015209338816296108,0.027034610661931212,0.03012822483767723,0.018201713263578615,0.01647002066577861,0.02606331009321442,0.028675368242389452,0.018071827404217342,0.015317351217338964,0.02406192925713317,0.028552037684349368,0.018183610296459554,0.015799192256561897,0.022817786148946778,0.026129874045037152,0.018946839274343645,0.01707045854335806,0.0242125498128519,0.026821678356526966,0.01817281221626375,0.01659346747232096,0.022704900091014907,0.024595596889369378
7,15.0,0.014539158215707585,0.01219589150325057,0.028663720111148955,0.033735189663352094,0.016089785727026133,0.012173108798506402,0.02612566109751394,0.03466721395550159,0.014679702047818809,0.012548553197129069,0.028097597142224668,0.032714859240912865,0.01535300369937643,0.013550741548997271,0.027237788556754725,0.03161999331493344,0.01572270191247088,0.01232003048773051,0.024679287524040666,0.03266428320691884,0.01558345384364566,0.012842828797500738,0.02333805357885327,0.029344049453359465,0.015816027005588394,0.014165874133226482,0.02537800283467756,0.02954909647282988,0.015208016257310848,0.01365485471170543,0.023431855485334337,0.026871102407785136
8,16.0,0.013049231142235556,0.01140464628064256,0.02427663629635657,0.02764737517257882,0.01433943266796192,0.011241206896085989,0.022403720795006448,0.029315586989119447,0.013234076487084068,0.011688798257497458,0.024111733176383432,0.027291332220941742,0.0136479213543224,0.012470445415816277,0.02367052862133685,0.027078853630493616,0.014027412162174874,0.0114204180313679,0.021377523062225665,0.02816128027532339,0.013828389792004637,0.011848433267840758,0.02043332018022862,0.025768870830500785,0.013964491805701137,0.012930402720165712,0.022261586436520722,0.025868345262785707,0.013422526783849684,0.012338232887270916,0.02041660860759263,0.023714760290290487
9,17.0,0.012750711947699256,0.011171589854104236,0.017918978621786145,0.020387005512552805,0.014474647222434129,0.011041536631662264,0.017255389857581578,0.02293242145450256,0.012889151976487408,0.011416859279421977,0.018141933406020713,0.020561045191357732,0.013239322404991271,0.011949951676860485,0.018269004143422668,0.02116418680892619,0.014041481483265277,0.011189955198982873,0.016889237758627558,0.022640753507366374,0.013614231165571465,0.011480025682231266,0.016480938985447,0.021256731516851604,0.013529458200622818,0.01218657650299604,0.017587735887110063,0.02095572061666499,0.012994439724901597,0.011752222695811663,0.016480881380801574,0.019683228832515606
