,freqs,gc_R2-R3->Fp1,gctr_R2-R3->Fp1,gc_Fp1->R2-R3,gctr_Fp1->R2-R3,gc_R2-R3->Fp2,gctr_R2-R3->Fp2,gc_Fp2->R2-R3,gctr_Fp2->R2-R3,gc_R2-R3->F7,gctr_R2-R3->F7,gc_F7->R2-R3,gctr_F7->R2-R3,gc_R2-R3->F8,gctr_R2-R3->F8,gc_F8->R2-R3,gctr_F8->R2-R3,gc_R2-R3->T7,gctr_R2-R3->T7,gc_T7->R2-R3,gctr_T7->R2-R3,gc_R2-R3->P7,gctr_R2-R3->P7,gc_P7->R2-R3,gctr_P7->R2-R3,gc_R2-R3->T8,gctr_R2-R3->T8,gc_T8->R2-R3,gctr_T8->R2-R3,gc_R2-R3->P8,gctr_R2-R3->P8,gc_P8->R2-R3,gctr_P8->R2-R3,gc_R2-R3->O1,gctr_R2-R3->O1,gc_O1->R2-R3,gctr_O1->R2-R3,gc_R2-R3->O2,gctr_R2-R3->O2,gc_O2->R2-R3,gctr_O2->R2-R3
0,8.0,0.02099748844394225,0.021603534115509918,0.03527163643465872,0.033117110623017226,0.022023862988691113,0.01758413264434845,0.02798494902372503,0.03437204775647856,0.018251160219230657,0.022434020322030627,0.03409291891155708,0.02952725819190906,0.021650944320623082,0.01773714487088157,0.024482448644385164,0.031816560246009394,0.015610032273331976,0.022225334566453578,0.03216906033502915,0.02528380304782705,0.015579606254373154,0.020488294222395072,0.028926409321374382,0.024584418266052895,0.0190468954502216,0.02190571167248532,0.028741737656702078,0.02734657606755697,0.017423476455487103,0.02443210461345597,0.03291576110576085,0.02425463579981853,0.02388773587772846,0.022568407365581345,0.02822314713830854,0.030973467669645826,0.02159453299037532,0.023807317635858145,0.031050826150206334,0.03058425866383576
1,9.0,0.022754046449817534,0.022904184362345884,0.026916168722604286,0.026528459237136065,0.023559519585984266,0.019825610981300812,0.02414700727400408,0.028027699011205554,0.019898410915096067,0.022329237102620136,0.027788177693620627,0.02537453164590255,0.0228773790285798,0.020410000882218178,0.025104486406170072,0.02822356382333629,0.017715679191834314,0.020952709376229416,0.026539249601584596,0.023707222515795278,0.016719772052791626,0.019608021918452248,0.02577664430496583,0.02264284162164397,0.020332038971422606,0.02402617305886912,0.03138458423687782,0.026544947227593277,0.01747302601175813,0.021773695581543618,0.03137784007582963,0.024159949653666003,0.019387448705921195,0.020837821136222304,0.026494692633323498,0.027360682708172938,0.019176755343887835,0.020695065187477994,0.0274699072877441,0.02674700093997217
2,10.0,0.020801663148671996,0.02226464226045205,0.02464016561259792,0.02282321949634944,0.020489597176830496,0.02099946526815725,0.024340254499236606,0.02323791373427427,0.01906421260995686,0.0210826770347794,0.02469389361018763,0.02223363684515523,0.02072481885224588,0.021104337091236592,0.024865016332358,0.02391343550501311,0.01769663589424994,0.019958687504801436,0.02346588822970157,0.020473999262892218,0.016981638610382054,0.021225399469539438,0.025213307730045535,0.020177956589433853,0.019579108101442276,0.02444663512741561,0.02891615916902169,0.02321933592166599,0.01774043175206506,0.021827851233411376,0.02937604697009913,0.023367267653706402,0.01798526940256481,0.019913148391446017,0.024609434035709667,0.025320572409341557,0.018801199315747693,0.019466206715237484,0.027422742396380626,0.026439858124799757
3,11.0,0.021841968601945753,0.023259209142695223,0.01851921115470313,0.016304045444317156,0.02016719070694843,0.021503472925447176,0.018289872866687845,0.01654486582125377,0.020180770069432464,0.021899456097357377,0.018670335813090418,0.016588081475232996,0.019298737615315815,0.020541688254490077,0.018593383154976266,0.017544420150922436,0.019082282708531018,0.020368087745180397,0.017346411732211527,0.015703168765082733,0.018714553625323784,0.02157315541587616,0.01949957829824605,0.015936119947935787,0.019755781027465297,0.021371950189560784,0.020318922835549535,0.018467178603859116,0.019430499334439282,0.021694364563628225,0.025203243225883392,0.020151226229841765,0.019414266439971985,0.01928690724685767,0.020869616810193937,0.019744772210260008,0.01949067762506369,0.019056137703320156,0.02474266441542271,0.021719941318505156
4,12.0,0.022591390893776774,0.022465654251535256,0.016854680413301355,0.016552762495972238,0.020904358108292286,0.02181310494946617,0.017478111352189612,0.016311340952855188,0.021531797776419333,0.021353550602150845,0.016647569336141064,0.016550348298950985,0.019991950219549436,0.021165915590301017,0.0178944202706236,0.016708607678616313,0.019673389150953367,0.02065881783173675,0.016022052451305283,0.015230697368161251,0.018169707770149056,0.020618263731596243,0.01751427922824686,0.015106320508984937,0.019439249102190043,0.0202880100712493,0.017625094182755777,0.016935276236865,0.019644928246000632,0.020148822980411072,0.021535168004828822,0.019121204054745003,0.018975944184008074,0.020218331920659867,0.019386638522690427,0.017221336225674372,0.01895663323671929,0.01864963604289023,0.022111967622349325,0.0193690940481453
5,13.0,0.021065123249863243,0.019573131202347816,0.015103007868470677,0.01642052276523698,0.019857659144980794,0.019315506193007294,0.0158271331128724,0.016517241097279187,0.02008511252197776,0.019350759655142605,0.015203880799576304,0.01634839885055374,0.018726055926004653,0.01905345173563672,0.01664201962655037,0.016692476858027203,0.017450256050021262,0.018992811151671958,0.015209695333298854,0.015093127515139172,0.015561361708639969,0.018621534632898878,0.016486102917167202,0.01428083798577469,0.017001093760530744,0.017525019840226173,0.016544401289752736,0.01616475227223315,0.015766757741944578,0.017407661821244192,0.019468107840856952,0.01758485782352693,0.01603658794661797,0.017614939312896507,0.017250247365592906,0.01451296991403747,0.015384583362562541,0.016709901260162658,0.019203782029794548,0.016821336000888816
6,14.0,0.01970803007369794,0.01738288731301618,0.015529262872587714,0.018287427583714655,0.019092612879799718,0.017969736282523498,0.0172008384171815,0.018774747346947732,0.01860398865970464,0.01759827994939057,0.015760038016682906,0.017547845565696288,0.01755162632435488,0.017741793143618338,0.018223227101121623,0.01820404264465809,0.016485156229452912,0.01724117752655068,0.015753894444306176,0.016083671909561285,0.014408266259604835,0.01669871786369565,0.016832766896066186,0.01502840272181423,0.016060222798287515,0.016678759317103338,0.018106879165778807,0.016917111034221163,0.014153461076596548,0.01675314390826513,0.019571814371984755,0.01707819355672387,0.014568853367315775,0.01527184838886404,0.0161963890775425,0.014361391203254376,0.01405426844511422,0.0160946658171803,0.01867734336477993,0.01594682715427675
7,15.0,0.017821932152274685,0.01573032619928203,0.014627946746149376,0.017367782980872926,0.0176148893761035,0.016411774496811884,0.016442219424646222,0.018164647086047144,0.01644594176461918,0.015523073219156466,0.014975933711012116,0.016811574365689773,0.015712616001210673,0.016031425315195164,0.017763646729845647,0.017513690648205318,0.015369482690490394,0.014982429865309822,0.014856178534971546,0.016075974373915804,0.013858540072916705,0.014456389427094074,0.015620537026950657,0.015482721758121152,0.014693549197339735,0.015337571116329492,0.017529839265398625,0.016294639072692494,0.01320771266656939,0.016203183833699272,0.01844788404110388,0.015906789849465124,0.01410741762457823,0.013238229817326183,0.014349533196239906,0.01486549981227574,0.013485947806805529,0.015290063705483898,0.01706456645132874,0.015218501089781135
8,16.0,0.015184625132328492,0.014222847230539806,0.013840558148793208,0.015265365971101333,0.014976014768966442,0.014898442238671794,0.015483174874310375,0.015818836066432522,0.014083328554330681,0.01384681487877282,0.014049965359824272,0.015171917852141895,0.013601370852873437,0.014615894200870675,0.016654791584754247,0.015465842650797049,0.013546278685838515,0.013138882969878472,0.013556721894151361,0.014641666837172973,0.013022616778770753,0.012843347088959926,0.013916824382811057,0.014669983013421347,0.012681312775524027,0.014180367143700641,0.01609942397592982,0.014213559209008358,0.012346939580399015,0.015026778292726804,0.016314945161479726,0.01438625152207215,0.013529290897967828,0.011709632302156702,0.012448286235612142,0.014788020946128444,0.01253083163276706,0.014002672955748124,0.015257481133986233,0.014215136327861675
9,17.0,0.012969256955936261,0.012612678880842908,0.01225833213867807,0.012936893845564953,0.012937185436279728,0.012868427028149297,0.01316601110619544,0.013331002187590061,0.012223186997731169,0.012238352048055266,0.01243002691876508,0.013289589925766024,0.011846503355802101,0.012678088282088797,0.014148389487795666,0.013145106024258342,0.011687483576880589,0.01164996933713697,0.01235984121915559,0.012759285836034133,0.011630495482346346,0.011255234655203087,0.012392827450054959,0.012876957240722488,0.010902274628695651,0.01243744368172158,0.01387687652690497,0.012001331053457147,0.011089246803639098,0.01310902618368416,0.013988122254104495,0.01239687211462227,0.011898849389843409,0.010458674029409377,0.011118485364883876,0.013041900893516705,0.011155460746808218,0.012213504767197122,0.013025450899281534,0.012403674741923618
