,freqs,gc_L1-L2->Fp1,gctr_L1-L2->Fp1,gc_Fp1->L1-L2,gctr_Fp1->L1-L2,gc_L1-L2->Fp2,gctr_L1-L2->Fp2,gc_Fp2->L1-L2,gctr_Fp2->L1-L2,gc_L1-L2->F7,gctr_L1-L2->F7,gc_F7->L1-L2,gctr_F7->L1-L2,gc_L1-L2->F8,gctr_L1-L2->F8,gc_F8->L1-L2,gctr_F8->L1-L2,gc_L1-L2->T7,gctr_L1-L2->T7,gc_T7->L1-L2,gctr_T7->L1-L2,gc_L1-L2->P7,gctr_L1-L2->P7,gc_P7->L1-L2,gctr_P7->L1-L2,gc_L1-L2->T8,gctr_L1-L2->T8,gc_T8->L1-L2,gctr_T8->L1-L2,gc_L1-L2->P8,gctr_L1-L2->P8,gc_P8->L1-L2,gctr_P8->L1-L2,gc_L1-L2->O1,gctr_L1-L2->O1,gc_O1->L1-L2,gctr_O1->L1-L2,gc_L1-L2->O2,gctr_L1-L2->O2,gc_O2->L1-L2,gctr_O2->L1-L2
0,8.0,0.019532397179875198,0.020658946900419407,0.020574147203463657,0.01926946974663364,0.02171997618733498,0.019936202825078728,0.01911478106352542,0.019663742023170297,0.021973034816926564,0.02114525350211483,0.021694287372047663,0.02322410083192561,0.034840391394183184,0.022181952202418666,0.020638898948416626,0.04005250003563458,0.026120503886887376,0.02554324588951618,0.028477383482342526,0.027108566764441257,0.02699612624399621,0.02736793659221648,0.02589887923387394,0.024571874023311863,0.03039418912520822,0.021926565411637972,0.020231101064354596,0.03731864024094975,0.028823353135629802,0.02172326420368775,0.0206222870737527,0.02838643564711238,0.02547747519384565,0.027447023221533418,0.024960775874226338,0.022251610410374264,0.02328403701898976,0.021342642536339395,0.01866703513939765,0.021515655925983253
1,9.0,0.01991298542891733,0.020237300631963384,0.022131087379383615,0.02212949573189498,0.021410710494553887,0.019577815655927068,0.0212263277945195,0.023325172611594256,0.02093844086569741,0.020401445125888772,0.023222200047130347,0.024984944383803113,0.02954936065129089,0.02162385687560021,0.024519489499932566,0.03735796285051892,0.023554053598657962,0.02017312122023818,0.024220540258135893,0.028468886049213788,0.02396349532603244,0.022318345236982576,0.0276683976598425,0.0287415474529495,0.027368589070435184,0.021840345957529754,0.024086666159716757,0.03566621562268219,0.02427194922245253,0.02121479580011766,0.02464791939153101,0.02828078998008716,0.023441139451687437,0.024762749770844177,0.030628003158891054,0.027704104841140092,0.02004069250501451,0.02074352620192645,0.02428944786529189,0.023883324749056554
2,10.0,0.019582431782279877,0.019052524223461535,0.02033483408090171,0.02127766315064062,0.020116592657125166,0.018586267511457265,0.019604657741670962,0.02094969478979968,0.02000613579740098,0.019241868943262817,0.021398254130993888,0.022935303870430135,0.02278205612580626,0.01900119727482128,0.022508220021678096,0.02697248171336949,0.023158710628531486,0.019409856191900575,0.02349155335229082,0.028843386651121013,0.02286957910404639,0.02057381223312414,0.025717354687004017,0.02778592614672666,0.021498332022506977,0.020004732591934672,0.024235413279272013,0.027357721216775054,0.02008484281781293,0.018723309155994922,0.021936249355968572,0.02284151314847033,0.02151528648395661,0.023096464034172582,0.02738873416798625,0.02504035345810123,0.018137059940434026,0.01968178174896011,0.02353460111411244,0.020846598635278123
3,11.0,0.01734934770912041,0.01685431450062352,0.018106017553511357,0.019436344027224214,0.01647302473244666,0.01653266685456065,0.017561757341190486,0.01774610814551284,0.017602547517718573,0.019130270877586408,0.020436091865596615,0.02007793587365843,0.018572414559942768,0.015777374774417954,0.01884266024086644,0.022490356345228762,0.01848018210827644,0.020677598962077152,0.026560628769328683,0.023429367203190637,0.017643337470933156,0.01899795686403003,0.02570610578289496,0.022578056223622245,0.018959929041096984,0.017071789788129146,0.021449382025160852,0.024355302564538883,0.01732406185388214,0.01620799913701584,0.01918665877840338,0.020444287566524093,0.016688857790261483,0.01979167135677953,0.025510555807494652,0.02047553942239737,0.0163482555320978,0.016638266424623117,0.02031556665340779,0.019505105973000408
4,12.0,0.016664872249865226,0.016530638480705424,0.01714954691416143,0.017266756292209594,0.015372668294208176,0.01661778635983969,0.016833443275196397,0.01559272347616269,0.01660458157203288,0.018358863734106255,0.018629592940172007,0.01729829268220781,0.016803849534211518,0.016520788897339357,0.018603876326354338,0.017978363183677838,0.01736376254835932,0.02131565957089287,0.025985451180247657,0.020781928899461444,0.016131014455638283,0.018629570077518576,0.02354761556949081,0.019648781027164802,0.017707181364570328,0.017226519460104995,0.020292195136656033,0.019887866546673287,0.016453912349035833,0.016432787811242536,0.017501153794502136,0.017733163292227128,0.0150886386086043,0.0192342746081885,0.023514693466550295,0.0176598095734907,0.016038719996793096,0.016505282026397526,0.017828870974643793,0.017310562894413517
5,13.0,0.014988052611519025,0.01505585667589137,0.015354098562950655,0.015304130193534951,0.013681403549160401,0.01505013258797584,0.015230658125236956,0.014068345998539416,0.014293356382487323,0.01631598839260658,0.016416067667812437,0.014535354035301448,0.015520772449286731,0.015001085075444861,0.016507254290349067,0.016427955611143522,0.015106191936843674,0.019663597481906114,0.023380323333831443,0.01700263347318514,0.014280401467259047,0.016693900304194313,0.020313640686763588,0.016888362890995,0.01609694539970829,0.015320010022303194,0.01750374937166858,0.01728995237586521,0.015027020795397219,0.014282956327012772,0.014921931004225049,0.015579725781489358,0.013730862048650165,0.01693934455860248,0.01966684841332989,0.015894096722865823,0.01482668746733141,0.014334286258692033,0.014953600763479681,0.015345490694256725
6,14.0,0.014050081311012798,0.014543326816187077,0.01450579003123552,0.013958821297360459,0.012750014051782884,0.014219502634892658,0.014215249336181485,0.012811166028081236,0.01350066409697591,0.01508182890095726,0.014850231558011531,0.013235438982949186,0.014754009882958238,0.014840667664415405,0.015993032095607294,0.014758298065955229,0.014441601926447082,0.0178564864623772,0.020104135112889117,0.01578941644565378,0.013607674604298948,0.015674145215223995,0.017679307253266562,0.01521227542760395,0.0149431364721854,0.014801646621312845,0.016230008269504194,0.014997000579377157,0.014066664674893281,0.013466062041225925,0.013669153001061725,0.013857815919823033,0.013618469710877193,0.01529906317760771,0.016519421160817976,0.014826675537576715,0.01362603435112721,0.013770012516465284,0.013939707780930748,0.01350143828536111
7,15.0,0.012444399574173658,0.013424959472744314,0.01342143120859418,0.012212396911225266,0.011646116009723095,0.013008049697143925,0.012965945353310564,0.011651205371280404,0.012177728952840599,0.01373521769632338,0.013368171011649879,0.01179051517132914,0.013762132787119656,0.013784478911492586,0.01435485583260394,0.013325793898312722,0.012665553896530856,0.015990272371655588,0.017376251111128924,0.013870909007278638,0.01256695092189867,0.014062387376561323,0.01517534776145442,0.013693991933126317,0.013929735304854451,0.013734887723119498,0.014263351158228143,0.013617543354543571,0.012903999754293873,0.01284305531470364,0.012877553858781084,0.012583353095568421,0.013142466240966993,0.013302275095158083,0.014274290763426217,0.014192753236971221,0.01228064594598257,0.012808302638157498,0.013180515428109635,0.012407594708657686
8,16.0,0.011327351008018297,0.012433057442111086,0.012390322826452008,0.010935101405326874,0.011087730019970727,0.01208380524328887,0.011702915331063426,0.01088191116451187,0.01143454917842314,0.012663014011052432,0.012151234641981692,0.010810243358128411,0.012924901513015967,0.013108593277271626,0.013117452376393194,0.01182814739869078,0.012195302198653253,0.014334786642615789,0.014611467773542648,0.013072839972744112,0.0124093884516191,0.012852706302015113,0.013031143663860918,0.012947809847809149,0.013163951468247254,0.013074806190675881,0.012904119253222867,0.012129941780706989,0.012204627377560662,0.012562626670014296,0.012112042046423969,0.011421292361744084,0.0131541533645644,0.012206698502236569,0.012622541489238493,0.013639014385912833,0.01142148027607829,0.012173827864779644,0.012150796620943238,0.011314287956396068
9,17.0,0.010488628213701747,0.011021187682754856,0.010982003461902727,0.010196232780524731,0.010408757606258576,0.010733996579943233,0.01040896939813115,0.010272510321319714,0.010551459338208447,0.011543528337247626,0.011014004123864453,0.010056867229645617,0.011930030739300929,0.011571866145011852,0.011282234488791842,0.011053632674352977,0.011301780493125484,0.012610954141213264,0.012580163487712764,0.011924246334962436,0.011863923599735636,0.011491295814397447,0.011494893239689472,0.012250432285222962,0.012181168302493817,0.011651233173080557,0.0113579251780996,0.011380410957917994,0.01163058098268268,0.011467347945560764,0.010975221928545754,0.011028869172235625,0.012472116362051934,0.010995252071963299,0.011300487134257166,0.012893604356967615,0.010655641743390497,0.011014543848060287,0.0109572340565529,0.010597637085632923
