# ts,saccadeRate
1.024736179719815709e+03,1.600000000000000089e+00
1.029736179719815709e+03,1.399999999999999911e+00
1.034736179719815709e+03,2.200000000000000178e+00
1.039736179719815709e+03,1.000000000000000000e+00
1.044736179719815709e+03,1.399999999999999911e+00
1.049736179719815709e+03,1.000000000000000000e+00
1.054736179719815709e+03,1.199999999999999956e+00
1.059736179719815709e+03,8.000000000000000444e-01
1.064736179719815709e+03,8.000000000000000444e-01
1.069736179719815709e+03,8.000000000000000444e-01
1.074736179719815709e+03,8.000000000000000444e-01
1.079736179719815709e+03,8.000000000000000444e-01
1.084736179719815709e+03,8.000000000000000444e-01
1.089736179719815709e+03,8.000000000000000444e-01
1.094736179719815709e+03,8.000000000000000444e-01
1.099736179719815709e+03,5.999999999999999778e-01
1.104736179719815709e+03,1.000000000000000000e+00
1.109736179719815709e+03,5.999999999999999778e-01
1.114736179719815709e+03,0.000000000000000000e+00
1.119736179719815709e+03,2.000000000000000111e-01
1.124736179719815709e+03,2.000000000000000111e-01
1.129736179719815709e+03,0.000000000000000000e+00
1.134736179719815709e+03,2.000000000000000111e-01
1.139736179719815709e+03,0.000000000000000000e+00
1.144736179719815709e+03,0.000000000000000000e+00
1.149736179719815709e+03,2.000000000000000111e-01
1.154736179719815709e+03,0.000000000000000000e+00
1.159736179719815709e+03,0.000000000000000000e+00
1.164736179719815709e+03,0.000000000000000000e+00
1.169736179719815709e+03,0.000000000000000000e+00
1.174736179719815709e+03,0.000000000000000000e+00
1.179736179719815709e+03,0.000000000000000000e+00
1.184736179719815709e+03,0.000000000000000000e+00
1.189736179719815709e+03,0.000000000000000000e+00
1.194736179719815709e+03,0.000000000000000000e+00
1.199736179719815709e+03,0.000000000000000000e+00
1.204736179719815709e+03,0.000000000000000000e+00
1.209736179719815709e+03,2.000000000000000111e-01
1.214736179719815709e+03,0.000000000000000000e+00
1.219736179719815709e+03,0.000000000000000000e+00
1.224736179719815709e+03,4.000000000000000222e-01
1.229736179719815709e+03,0.000000000000000000e+00
1.234736179719815709e+03,4.000000000000000222e-01
1.239736179719815709e+03,5.999999999999999778e-01
1.244736179719815709e+03,1.600000000000000089e+00
1.249736179719815709e+03,2.000000000000000000e+00
1.254736179719815709e+03,8.000000000000000444e-01
1.259736179719815709e+03,0.000000000000000000e+00
1.264736179719815709e+03,0.000000000000000000e+00
1.269736179719815709e+03,0.000000000000000000e+00
1.274736179719815709e+03,0.000000000000000000e+00
1.279736179719815709e+03,0.000000000000000000e+00
1.284736179719815709e+03,0.000000000000000000e+00
1.289736179719815709e+03,0.000000000000000000e+00
1.294736179719815709e+03,0.000000000000000000e+00
1.299736179719815709e+03,2.000000000000000111e-01
1.304736179719815709e+03,0.000000000000000000e+00
1.309736179719815709e+03,2.000000000000000111e-01
1.314736179719815709e+03,1.199999999999999956e+00
1.319736179719815709e+03,8.000000000000000444e-01
1.324736179719815709e+03,1.600000000000000089e+00
