# ts,pupil
6.916157865730385765e+02,3.676244330941525362e+00
6.966157865730385765e+02,nan
7.016157865730385765e+02,3.777566865535650464e+00
7.066157865730385765e+02,3.709855192039793081e+00
7.116157865730385765e+02,3.518624522658726050e+00
7.166157865730385765e+02,3.374855140608806092e+00
7.216157865730385765e+02,3.301878458006533013e+00
7.266157865730385765e+02,3.357250304570747801e+00
7.316157865730385765e+02,3.178971596532516486e+00
7.366157865730385765e+02,3.160023698346750010e+00
7.416157865730385765e+02,3.261082134859439208e+00
7.466157865730385765e+02,3.350474567263504788e+00
7.516157865730385765e+02,3.322995634262627007e+00
7.566157865730385765e+02,3.375245081918452517e+00
7.616157865730385765e+02,3.482398174175815431e+00
7.666157865730385765e+02,3.413212862838727713e+00
7.716157865730385765e+02,3.323370618930251208e+00
7.766157865730385765e+02,3.214707536249055142e+00
7.816157865730385765e+02,3.199339429138504887e+00
7.866157865730385765e+02,3.309159622085451335e+00
7.916157865730385765e+02,3.749416380277293293e+00
7.966157865730385765e+02,3.832706794157832331e+00
8.016157865730385765e+02,nan
8.066157865730385765e+02,3.759512991754019762e+00
8.116157865730385765e+02,3.822674038761249893e+00
8.166157865730385765e+02,3.873648942855200339e+00
8.216157865730385765e+02,3.992720438943397454e+00
8.266157865730385765e+02,3.900262012040194737e+00
8.316157865730385765e+02,3.882010478043216750e+00
8.366157865730385765e+02,3.958131984379787749e+00
8.416157865730385765e+02,3.963455865435717929e+00
8.466157865730385765e+02,3.953279877798577147e+00
8.516157865730385765e+02,4.151690994812351043e+00
8.566157865730385765e+02,4.092428754037130467e+00
8.616157865730385765e+02,3.926078305947582781e+00
8.666157865730385765e+02,3.874230063610114794e+00
8.716157865730385765e+02,3.920460633675432405e+00
8.766157865730385765e+02,4.015365449098489137e+00
8.816157865730385765e+02,3.899278263650533205e+00
8.866157865730385765e+02,3.841093369244690248e+00
8.916157865730385765e+02,3.992286542002434935e+00
8.966157865730385765e+02,3.939553572752995780e+00
