# ts,pupil
2.430476556979576344e+03,3.692463845035655279e+00
2.435476556979576344e+03,3.405140991210735546e+00
2.440476556979576344e+03,3.185837330622447450e+00
2.445476556979576344e+03,3.345595428250795589e+00
2.450476556979576344e+03,3.528268314870284250e+00
2.455476556979576344e+03,3.608135344029989255e+00
2.460476556979576344e+03,3.600270950134661696e+00
2.465476556979576344e+03,3.938654271953009101e+00
2.470476556979576344e+03,3.836246775403366893e+00
2.475476556979576344e+03,3.708862439997934857e+00
2.480476556979576344e+03,3.476110104622169406e+00
2.485476556979576344e+03,3.625745390883064356e+00
2.490476556979576344e+03,3.623858692018133265e+00
2.495476556979576344e+03,3.454957452279338259e+00
2.500476556979576344e+03,3.547477833385469292e+00
2.505476556979576344e+03,3.490621055958440966e+00
2.510476556979576344e+03,3.481621977273766433e+00
2.515476556979576344e+03,3.535584113169827347e+00
2.520476556979576344e+03,3.546979821976438352e+00
2.525476556979576344e+03,3.457144931934415855e+00
2.530476556979576344e+03,3.432107976902797120e+00
2.535476556979576344e+03,3.507467792933840478e+00
2.540476556979576344e+03,3.337848398173299813e+00
2.545476556979576344e+03,3.396758727461672844e+00
2.550476556979576344e+03,3.695976501221585941e+00
2.555476556979576344e+03,3.893596173163780261e+00
2.560476556979576344e+03,3.753544292369006108e+00
2.565476556979576344e+03,3.812544054491051604e+00
2.570476556979576344e+03,3.809319761206967137e+00
2.575476556979576344e+03,3.776125684808455230e+00
2.580476556979576344e+03,3.773619388640411021e+00
2.585476556979576344e+03,3.521897262552465158e+00
2.590476556979576344e+03,3.304325280376546381e+00
2.595476556979576344e+03,3.774689985209729759e+00
2.600476556979576344e+03,3.672336257004268134e+00
2.605476556979576344e+03,3.424397183820360180e+00
2.610476556979576344e+03,3.567542898828826470e+00
2.615476556979576344e+03,3.249918061867691499e+00
2.620476556979576344e+03,3.561197834581529609e+00
2.625476556979576344e+03,3.550437907264227366e+00
2.630476556979576344e+03,3.260870304964349486e+00
2.635476556979576344e+03,3.145739048915108249e+00
2.640476556979576344e+03,3.573825344003798588e+00
2.645476556979576344e+03,3.564199734065730318e+00
2.650476556979576344e+03,3.775839149416622131e+00
2.655476556979576344e+03,3.253954620319933433e+00
2.660476556979576344e+03,3.988536409115385428e+00
2.665476556979576344e+03,4.083808877868429832e+00
2.670476556979576344e+03,3.900075789868752363e+00
2.675476556979576344e+03,3.638368595988867416e+00
2.680476556979576344e+03,3.769189116452620780e+00
2.685476556979576344e+03,3.562461258034970601e+00
2.690476556979576344e+03,3.688934251519792262e+00
2.695476556979576344e+03,3.590443441229746568e+00
2.700476556979576344e+03,3.643758980814583825e+00
2.705476556979576344e+03,3.600586811610852589e+00
2.710476556979576344e+03,3.441342556952709852e+00
2.715476556979576344e+03,3.536663873780485634e+00
2.720476556979576344e+03,3.577774453923003417e+00
2.725476556979576344e+03,3.709045040837794183e+00
2.730476556979576344e+03,3.523161647280657061e+00
2.735476556979576344e+03,3.558801211141821685e+00
2.740476556979576344e+03,3.341628274621061934e+00
2.745476556979576344e+03,3.365416128263727380e+00
2.750476556979576344e+03,3.212424427155711193e+00
2.755476556979576344e+03,3.546704245073417194e+00
2.760476556979576344e+03,3.636643450833777713e+00
2.765476556979576344e+03,3.623547169374524923e+00
2.770476556979576344e+03,3.498718487714406411e+00
2.775476556979576344e+03,3.564476738861519944e+00
2.780476556979576344e+03,3.631438508768508377e+00
2.785476556979576344e+03,3.730272246372744238e+00
2.790476556979576344e+03,3.365755318877740265e+00
2.795476556979576344e+03,3.381838348653774862e+00
2.800476556979576344e+03,3.445340757029913714e+00
2.805476556979576344e+03,3.171155502349304989e+00
2.810476556979576344e+03,3.522200398118339404e+00
2.815476556979576344e+03,3.460401264500163609e+00
2.820476556979576344e+03,3.705448168499095640e+00
2.825476556979576344e+03,3.501695989744708637e+00
2.830476556979576344e+03,3.692568815735797205e+00
2.835476556979576344e+03,3.600575641544533134e+00
2.840476556979576344e+03,3.740869976663143692e+00
2.845476556979576344e+03,3.600157747163265753e+00
2.850476556979576344e+03,3.894666880255396535e+00
2.855476556979576344e+03,3.740045287920263917e+00
2.860476556979576344e+03,3.452078772018303710e+00
2.865476556979576344e+03,3.579005833354549804e+00
2.870476556979576344e+03,3.357593837331784847e+00
2.875476556979576344e+03,3.672854113772607398e+00
2.880476556979576344e+03,3.870834627103579617e+00
2.885476556979576344e+03,4.046976711574187036e+00
2.890476556979576344e+03,3.915292301712553602e+00
2.895476556979576344e+03,4.056222482636554716e+00
2.900476556979576344e+03,3.847380122755876375e+00
2.905476556979576344e+03,3.850886370289438698e+00
2.910476556979576344e+03,3.796965596934176013e+00
2.915476556979576344e+03,3.722685419174212029e+00
2.920476556979576344e+03,3.564228137365635707e+00
2.925476556979576344e+03,3.613151852269270492e+00
2.930476556979576344e+03,3.781617350928625942e+00
2.935476556979576344e+03,3.679336637477460759e+00
2.940476556979576344e+03,3.951566184040134821e+00
2.945476556979576344e+03,3.497096229410187718e+00
2.950476556979576344e+03,3.979763043420621038e+00
2.955476556979576344e+03,4.029092803990793392e+00
2.960476556979576344e+03,3.867689679874277697e+00
2.965476556979576344e+03,3.503787843227170740e+00
2.970476556979576344e+03,3.701679815577191945e+00
2.975476556979576344e+03,3.489356427040129827e+00
2.980476556979576344e+03,3.537720141115511030e+00
2.985476556979576344e+03,3.595296668070389057e+00
2.990476556979576344e+03,3.696204911094716383e+00
2.995476556979576344e+03,3.400913214932929751e+00
3.000476556979576344e+03,3.703053457113409941e+00
3.005476556979576344e+03,3.665713192995289305e+00
3.010476556979576344e+03,3.672755915724979836e+00
3.015476556979576344e+03,3.800760745554756515e+00
3.020476556979576344e+03,3.648851652101722021e+00
3.025476556979576344e+03,3.681810210013172657e+00
3.030476556979576344e+03,3.723639553420163395e+00
3.035476556979576344e+03,3.857281755260861811e+00
3.040476556979576344e+03,3.689900112423277090e+00
3.045476556979576344e+03,3.775078279032023865e+00
