# ts,saccadeRate
6.916157865730385765e+02,4.000000000000000222e-01
6.966157865730385765e+02,4.000000000000000222e-01
7.016157865730385765e+02,2.000000000000000111e-01
7.066157865730385765e+02,2.000000000000000111e-01
7.116157865730385765e+02,0.000000000000000000e+00
7.166157865730385765e+02,1.000000000000000000e+00
7.216157865730385765e+02,8.000000000000000444e-01
7.266157865730385765e+02,8.000000000000000444e-01
7.316157865730385765e+02,5.999999999999999778e-01
7.366157865730385765e+02,5.999999999999999778e-01
7.416157865730385765e+02,8.000000000000000444e-01
7.466157865730385765e+02,5.999999999999999778e-01
7.516157865730385765e+02,5.999999999999999778e-01
7.566157865730385765e+02,5.999999999999999778e-01
7.616157865730385765e+02,2.000000000000000111e-01
7.666157865730385765e+02,8.000000000000000444e-01
7.716157865730385765e+02,8.000000000000000444e-01
7.766157865730385765e+02,5.999999999999999778e-01
7.816157865730385765e+02,8.000000000000000444e-01
7.866157865730385765e+02,2.000000000000000111e-01
7.916157865730385765e+02,0.000000000000000000e+00
7.966157865730385765e+02,5.999999999999999778e-01
8.016157865730385765e+02,2.000000000000000111e-01
8.066157865730385765e+02,0.000000000000000000e+00
8.116157865730385765e+02,0.000000000000000000e+00
8.166157865730385765e+02,2.000000000000000111e-01
8.216157865730385765e+02,0.000000000000000000e+00
8.266157865730385765e+02,0.000000000000000000e+00
8.316157865730385765e+02,0.000000000000000000e+00
8.366157865730385765e+02,0.000000000000000000e+00
8.416157865730385765e+02,0.000000000000000000e+00
8.466157865730385765e+02,2.000000000000000111e-01
8.516157865730385765e+02,0.000000000000000000e+00
8.566157865730385765e+02,0.000000000000000000e+00
8.616157865730385765e+02,0.000000000000000000e+00
8.666157865730385765e+02,0.000000000000000000e+00
8.716157865730385765e+02,0.000000000000000000e+00
8.766157865730385765e+02,0.000000000000000000e+00
8.816157865730385765e+02,0.000000000000000000e+00
8.866157865730385765e+02,2.000000000000000111e-01
8.916157865730385765e+02,0.000000000000000000e+00
8.966157865730385765e+02,2.000000000000000111e-01
9.016157865730385765e+02,2.000000000000000111e-01
9.066157865730385765e+02,0.000000000000000000e+00
9.116157865730385765e+02,2.000000000000000111e-01
9.166157865730385765e+02,2.000000000000000111e-01
9.216157865730385765e+02,2.000000000000000111e-01
9.266157865730385765e+02,0.000000000000000000e+00
9.316157865730385765e+02,0.000000000000000000e+00
9.366157865730385765e+02,0.000000000000000000e+00
9.416157865730385765e+02,2.000000000000000111e-01
9.466157865730385765e+02,0.000000000000000000e+00
9.516157865730385765e+02,0.000000000000000000e+00
9.566157865730385765e+02,0.000000000000000000e+00
9.616157865730385765e+02,0.000000000000000000e+00
9.666157865730385765e+02,0.000000000000000000e+00
9.716157865730385765e+02,0.000000000000000000e+00
9.766157865730385765e+02,0.000000000000000000e+00
9.816157865730385765e+02,0.000000000000000000e+00
9.866157865730385765e+02,0.000000000000000000e+00
9.916157865730385765e+02,4.000000000000000222e-01
9.966157865730385765e+02,2.000000000000000111e-01
1.001615786573038577e+03,2.000000000000000111e-01
1.006615786573038577e+03,0.000000000000000000e+00
1.011615786573038577e+03,0.000000000000000000e+00
1.016615786573038577e+03,0.000000000000000000e+00
1.021615786573038577e+03,2.000000000000000111e-01
1.026615786573038577e+03,0.000000000000000000e+00
1.031615786573038577e+03,2.000000000000000111e-01
1.036615786573038577e+03,5.999999999999999778e-01
1.041615786573038577e+03,0.000000000000000000e+00
1.046615786573038577e+03,4.000000000000000222e-01
1.051615786573038577e+03,4.000000000000000222e-01
1.056615786573038577e+03,5.999999999999999778e-01
1.061615786573038577e+03,4.000000000000000222e-01
1.066615786573038577e+03,5.999999999999999778e-01
1.071615786573038577e+03,5.999999999999999778e-01
1.076615786573038577e+03,4.000000000000000222e-01
1.081615786573038577e+03,0.000000000000000000e+00
1.086615786573038577e+03,0.000000000000000000e+00
1.091615786573038577e+03,4.000000000000000222e-01
1.096615786573038577e+03,2.000000000000000111e-01
1.101615786573038577e+03,5.999999999999999778e-01
1.106615786573038577e+03,4.000000000000000222e-01
1.111615786573038577e+03,4.000000000000000222e-01
1.116615786573038577e+03,0.000000000000000000e+00
1.121615786573038577e+03,0.000000000000000000e+00
1.126615786573038577e+03,4.000000000000000222e-01
1.131615786573038577e+03,0.000000000000000000e+00
1.136615786573038577e+03,0.000000000000000000e+00
1.141615786573038577e+03,0.000000000000000000e+00
1.146615786573038577e+03,0.000000000000000000e+00
1.151615786573038577e+03,0.000000000000000000e+00
1.156615786573038577e+03,4.000000000000000222e-01
1.161615786573038577e+03,0.000000000000000000e+00
1.166615786573038577e+03,0.000000000000000000e+00
1.171615786573038577e+03,4.000000000000000222e-01
1.176615786573038577e+03,0.000000000000000000e+00
1.181615786573038577e+03,0.000000000000000000e+00
1.186615786573038577e+03,0.000000000000000000e+00
1.191615786573038577e+03,5.999999999999999778e-01
1.196615786573038577e+03,2.000000000000000111e-01
1.201615786573038577e+03,0.000000000000000000e+00
1.206615786573038577e+03,0.000000000000000000e+00
1.211615786573038577e+03,5.999999999999999778e-01
1.216615786573038577e+03,5.999999999999999778e-01
1.221615786573038577e+03,4.000000000000000222e-01
1.226615786573038577e+03,2.000000000000000111e-01
1.231615786573038577e+03,8.000000000000000444e-01
1.236615786573038577e+03,4.000000000000000222e-01
1.241615786573038577e+03,4.000000000000000222e-01
1.246615786573038577e+03,2.000000000000000111e-01
1.251615786573038577e+03,2.000000000000000111e-01
1.256615786573038577e+03,2.000000000000000111e-01
1.261615786573038577e+03,2.000000000000000111e-01
1.266615786573038577e+03,0.000000000000000000e+00
1.271615786573038577e+03,4.000000000000000222e-01
1.276615786573038577e+03,0.000000000000000000e+00
1.281615786573038577e+03,0.000000000000000000e+00
1.286615786573038577e+03,0.000000000000000000e+00
1.291615786573038577e+03,0.000000000000000000e+00
1.296615786573038577e+03,0.000000000000000000e+00
1.301615786573038577e+03,2.000000000000000111e-01
1.306615786573038577e+03,4.000000000000000222e-01
1.311615786573038577e+03,0.000000000000000000e+00
1.316615786573038577e+03,2.000000000000000111e-01
1.321615786573038577e+03,0.000000000000000000e+00
1.326615786573038577e+03,0.000000000000000000e+00
1.331615786573038577e+03,0.000000000000000000e+00
1.336615786573038577e+03,0.000000000000000000e+00
1.341615786573038577e+03,0.000000000000000000e+00
1.346615786573038577e+03,2.000000000000000111e-01
1.351615786573038577e+03,0.000000000000000000e+00
1.356615786573038577e+03,5.999999999999999778e-01
1.361615786573038577e+03,2.000000000000000111e-01
1.366615786573038577e+03,2.000000000000000111e-01
1.371615786573038577e+03,0.000000000000000000e+00
1.376615786573038577e+03,8.000000000000000444e-01
1.381615786573038577e+03,5.999999999999999778e-01
1.386615786573038577e+03,5.999999999999999778e-01
1.391615786573038577e+03,2.000000000000000111e-01
1.396615786573038577e+03,5.999999999999999778e-01
1.401615786573038577e+03,8.000000000000000444e-01
1.406615786573038577e+03,0.000000000000000000e+00
1.411615786573038577e+03,0.000000000000000000e+00
