# ts,pupil
3.114736179719815482e+03,2.431110807809528929e+00
3.119736179719815482e+03,2.534786245746651456e+00
3.124736179719815482e+03,2.294543458793091961e+00
3.129736179719815482e+03,2.459710704213795118e+00
3.134736179719815482e+03,2.531419286183493433e+00
3.139736179719815482e+03,2.394183143019022797e+00
3.144736179719815482e+03,2.391161559673460335e+00
3.149736179719815482e+03,2.392768066038597485e+00
3.154736179719815482e+03,2.373241824889623430e+00
3.159736179719815482e+03,2.455042567655637775e+00
3.164736179719815482e+03,2.515989908464659752e+00
3.169736179719815482e+03,2.348088980261972658e+00
3.174736179719815482e+03,2.481438026235674332e+00
3.179736179719815482e+03,2.513801884229236894e+00
3.184736179719815482e+03,2.449290272270097546e+00
3.189736179719815482e+03,2.492346216788749569e+00
3.194736179719815482e+03,2.402306426433771680e+00
3.199736179719815482e+03,2.394423737679543862e+00
3.204736179719815482e+03,2.507689149313485633e+00
3.209736179719815482e+03,2.549049620216025325e+00
3.214736179719815482e+03,2.474394124532838024e+00
3.219736179719815482e+03,2.573211193016327947e+00
3.224736179719815482e+03,2.543359359886882221e+00
3.229736179719815482e+03,2.575541933697928609e+00
3.234736179719815482e+03,2.493323021918447235e+00
3.239736179719815482e+03,2.526707150848379158e+00
3.244736179719815482e+03,2.446223575479903101e+00
3.249736179719815482e+03,2.523247754596094516e+00
3.254736179719815482e+03,2.609737286622026975e+00
3.259736179719815482e+03,2.779371139569652094e+00
3.264736179719815482e+03,2.638774498576986094e+00
3.269736179719815482e+03,2.538485006925722764e+00
3.274736179719815482e+03,2.392868561803195959e+00
3.279736179719815482e+03,2.591728362588197498e+00
3.284736179719815482e+03,2.573670316429645499e+00
3.289736179719815482e+03,2.369823094353151305e+00
3.294736179719815482e+03,2.469980593977707972e+00
3.299736179719815482e+03,2.437992951728131352e+00
3.304736179719815482e+03,2.408511891387664861e+00
3.309736179719815482e+03,2.467534994327932107e+00
3.314736179719815482e+03,2.414325826411610532e+00
3.319736179719815482e+03,2.430285630257371654e+00
3.324736179719815482e+03,2.450014186627559098e+00
3.329736179719815482e+03,2.506545898952093676e+00
3.334736179719815482e+03,2.481607067360434016e+00
