,freqs,L1-L2_wake,L1-L2_REM,L1-L2_NREM,L2-L3_wake,L2-L3_REM,L2-L3_NREM,L3-L4_wake,L3-L4_REM,L3-L4_NREM,R1-R2_wake,R1-R2_REM,R1-R2_NREM,R2-R3_wake,R2-R3_REM,R2-R3_NREM,R3-R4_wake,R3-R4_REM,R3-R4_NREM,F7_wake,F7_REM,F7_NREM,F8_wake,F8_REM,F8_NREM,T7_wake,T7_REM,T7_NREM,P7_wake,P7_REM,P7_NREM,T8_wake,T8_REM,T8_NREM,P8_wake,P8_REM,P8_NREM,O1_wake,O1_REM,O1_NREM,O2_wake,O2_REM,O2_NREM
10,5.2,2.878701106276828e-11,2.689777001443147e-11,7.370503731378319e-12,5.209903341443898e-11,1.334242739795256e-10,9.03455873148191e-12,4.865260575895971e-11,3.000420635416536e-11,7.874460776271598e-12,9.194586920793879e-12,2.2576256580928817e-12,8.526680231193533e-12,6.275441875616652e-12,2.2742968903777407e-12,6.302145373761015e-12,1.1502683750874594e-11,5.523976965882736e-12,1.1969246438222471e-11,3.4213201184521625e-11,6.73714941198295e-12,1.8478770521754073e-11,4.607242361815433e-11,8.83607596856904e-12,1.9920553049397488e-11,3.575490664701097e-11,7.886135653312446e-12,2.449209409347945e-11,2.1990695309292157e-11,4.705029729624294e-12,1.2367836202969378e-11,5.728562412465417e-11,1.452394098868779e-11,2.6816466530495328e-11,2.083619371758927e-11,5.521034112102014e-12,1.2081374296475109e-11,1.6891569025804837e-11,1.912912802695584e-11,1.0417724873342646e-11,1.5064295077969413e-11,3.7912828549831965e-12,8.698815950816067e-12
11,5.6000000000000005,2.199992261205573e-11,1.3808827515377862e-11,5.245330081377209e-12,4.093148071107706e-11,7.7790921344609e-11,8.438738460180576e-12,5.310509323915105e-11,2.5096680810424915e-11,6.523793856438443e-12,9.529752247168625e-12,2.1450945997618935e-12,8.363274659372166e-12,6.207559399458117e-12,2.1169012129954007e-12,5.7529097188397604e-12,1.2365534625086667e-11,5.399355136917819e-12,1.2226277028250732e-11,3.456936896977524e-11,5.807241066846338e-12,1.8229498874175347e-11,4.6911946118108914e-11,6.642171737777884e-12,1.9693577944940266e-11,3.997308645951373e-11,6.920323190505464e-12,2.4240249078137103e-11,2.6597317592470307e-11,4.352834981449618e-12,1.242440547600717e-11,5.664672023363619e-11,1.249900796394473e-11,2.5498170329543437e-11,2.259828417380445e-11,4.799087477859191e-12,1.2145856406938131e-11,2.058416617285874e-11,1.4878811212982044e-11,1.0548904374177537e-11,1.7200318301409085e-11,3.4421081258118013e-12,8.645579146781672e-12
12,6.0,1.8960351116030528e-11,1.7621626879575817e-11,8.126451310380842e-12,3.5911806111165065e-11,2.0895086884247413e-11,1.0651373004934634e-11,5.994990961793007e-11,1.8427115933193818e-11,6.322557387223471e-12,9.024327697310366e-12,2.1017037501085496e-12,7.820457483201014e-12,5.677542475778059e-12,1.888020939526743e-12,5.057526847068161e-12,1.126877200492395e-11,4.940201039342748e-12,1.111696239727759e-11,3.0605348555142895e-11,5.345073726014788e-12,1.9567875605938942e-11,4.011910145795321e-11,5.725837870170319e-12,2.1367835684715037e-11,3.277745217003128e-11,6.468320851412525e-12,2.5884956833900557e-11,2.390298087439984e-11,4.0507550892442525e-12,1.2724176511003114e-11,4.535974336409246e-11,1.0976929003469942e-11,2.4837757183411393e-11,1.9313741954370802e-11,4.319570878559111e-12,1.2598044663194829e-11,1.8849747161120483e-11,7.02618450375234e-11,1.0831637327438896e-11,1.5169766728344063e-11,3.184272642490195e-12,9.060398057699733e-12
13,6.4,1.545111416609134e-11,2.659964549402942e-11,8.152613045765982e-12,4.606134680944474e-11,7.860246075197425e-11,8.130866681123021e-12,6.763977580132833e-11,1.742335886832241e-11,3.937055369255154e-12,7.798740882097398e-12,1.5752697735095165e-12,6.827133719133885e-12,4.498734630519345e-12,1.3357590046124041e-12,4.052840788844782e-12,8.708275552586545e-12,2.9773324820891443e-12,8.48711384118255e-12,2.7949182514001904e-11,5.4328494606522424e-12,2.143577605894665e-11,3.0308306742150246e-11,5.146626037114167e-12,2.2919590850407776e-11,2.748864548224843e-11,7.0739579845863075e-12,2.8187526933772035e-11,2.004881767578768e-11,4.058476648421816e-12,1.261266307027992e-11,3.1972211185170756e-11,9.287925154950447e-12,2.4151970475736297e-11,1.605896441237183e-11,4.016478861616145e-12,1.2650024562425052e-11,1.6411737919019683e-11,2.1941172080997208e-10,1.0398151608400418e-11,1.3113004913630434e-11,3.080795016232763e-12,9.140106305614178e-12
14,6.800000000000001,1.6718234577338903e-11,2.2530500007637956e-11,4.806408210111782e-12,5.471502641326953e-11,5.735341962388039e-11,6.100103976913932e-12,7.690201699848532e-11,2.4688784088136272e-11,3.0256610565030254e-12,6.3591966914109914e-12,1.2880900273994682e-12,5.41068028390246e-12,3.29294940890776e-12,8.992464493339845e-13,3.231908239976443e-12,6.0725281441881364e-12,1.7143829550269895e-12,5.796256005980077e-12,2.4159351189452873e-11,5.618537607133888e-12,2.0473131605185844e-11,2.1978198071973872e-11,4.7983874642567546e-12,2.142412115585286e-11,2.8357815562795987e-11,7.709097087400791e-12,2.772152862052823e-11,1.8711600038063797e-11,3.887471651293095e-12,1.2055953790768994e-11,2.3847914187386832e-11,7.896928705666456e-12,2.1526085925259813e-11,1.3285594583053659e-11,3.76696712598642e-12,1.1614479837621007e-11,1.5618919087858636e-11,2.988348839170554e-10,9.919637882144425e-12,1.1438280784525226e-11,2.9495225287277145e-12,8.514158455998621e-12
15,7.2,1.2532351153228088e-11,1.2989964441185226e-11,4.0476563091330094e-12,3.866810881047249e-11,1.745417737072243e-11,5.289280225722781e-12,4.605441561934703e-11,1.136088541592289e-11,2.548828098150772e-12,5.184519912242258e-12,1.126016895900497e-12,4.359465594941864e-12,2.4655242289196266e-12,6.98321609955379e-13,2.6501275982157112e-12,4.453989218326098e-12,1.2226034975128132e-12,4.110384460409226e-12,2.198580233743647e-11,5.828095461306814e-12,1.7735649063676742e-11,1.709455121190466e-11,4.341422750811713e-12,1.8427497904457942e-11,3.2345796155292394e-11,8.433522176549179e-12,2.4566492162813097e-11,1.8184052960629572e-11,3.6337803411282328e-12,1.1036129919744039e-11,2.069754534367277e-11,6.398813010091526e-12,1.8675730863170773e-11,1.1668486888320944e-11,3.2502213024301413e-12,1.019825816394701e-11,1.5463231465537186e-11,1.9811888472476088e-10,9.204330765867619e-12,1.0896541382031215e-11,2.5703374417060937e-12,7.76643716659882e-12
16,7.6000000000000005,9.337421134639852e-12,8.765597462080172e-12,2.8850834648292938e-12,4.9607857412511405e-11,3.754804970345159e-11,3.5367246908280935e-12,3.7005596947896896e-11,7.5564749405514e-12,2.066802082348405e-12,4.449228563445471e-12,9.28929073319982e-13,3.5878869812036493e-12,2.031447884599865e-12,6.244871093895975e-13,2.27052504731028e-12,3.6833743860648735e-12,1.0632282562488575e-12,3.0897860680378236e-12,2.0661419995383058e-11,5.944936313216418e-12,1.458886196962574e-11,1.5478328495906644e-11,4.087912422871298e-12,1.5193495684650248e-11,3.444328275347269e-11,7.982806195694126e-12,2.0155766706502813e-11,1.7350171397191895e-11,3.2435240650674113e-12,9.456129715028359e-12,1.8070602272657743e-11,5.39413367987957e-12,1.5777630808865368e-11,1.0636464875702479e-11,2.8606934826619365e-12,8.777943244496772e-12,1.529038505011317e-11,5.152591946020279e-11,8.224295668750448e-12,1.0532384487502299e-11,2.356092006685367e-12,7.15557069725018e-12
17,8.0,9.884565750857763e-12,6.187905903580962e-12,1.7117011755358104e-12,3.5499922833182506e-11,3.7474418599054105e-11,2.6273702295250977e-12,4.347425770973427e-11,6.756688542207955e-12,1.6476608436500864e-12,3.914099878505004e-12,7.726201421872748e-13,3.2075802876261977e-12,1.7714502082632492e-12,5.256045134493641e-13,1.973207886849028e-12,3.149067384686148e-12,8.438910553381978e-13,2.4831736095888003e-12,1.742779820702563e-11,5.066636456937949e-12,1.1615810301983383e-11,1.3429542760894733e-11,3.714677155773089e-12,1.2315773670513487e-11,3.1148386246292306e-11,6.895977404044327e-12,1.5917209320792965e-11,1.5196886627024323e-11,2.7998014145620836e-12,7.876310879348463e-12,1.6150453687771712e-11,4.517782475203205e-12,1.3058152715454627e-11,9.72571979467898e-12,2.494902256602239e-12,7.50427408235352e-12,1.353967068248595e-11,6.40152407673276e-11,7.063491108021207e-12,9.62597403003332e-12,2.072320530417416e-12,6.474973605786321e-12
18,8.4,1.0284834265908077e-11,4.074866550988665e-12,1.3311594393445508e-12,2.160439726949703e-11,7.677517943303456e-12,1.8569089717142886e-12,2.4649067126585282e-11,4.402539337960456e-12,1.5299610688963032e-12,3.4747095936864426e-12,6.805928065884319e-13,2.9170894566394162e-12,1.535411301014127e-12,4.500725026460135e-13,1.7207470303495386e-12,2.6199204043726922e-12,7.121728255463253e-13,2.1525227783732746e-12,1.3974762426031911e-11,4.154780238384764e-12,9.237581125931076e-12,1.2766628438203786e-11,3.243609496970779e-12,1.0105053184731258e-11,2.5694557003636274e-11,5.837658922063738e-12,1.2676399294312843e-11,1.2295833748181789e-11,2.5021721412410936e-12,6.641527772855131e-12,1.4879832272254703e-11,3.8256802768471255e-12,1.0767264662384383e-11,8.557687494583576e-12,2.178310415995919e-12,6.438407539881859e-12,1.0664076867976615e-11,1.7535058615831088e-10,6.083517094763708e-12,8.158357523657282e-12,1.875397178660302e-12,5.712384560451104e-12
19,8.8,1.274961119424238e-11,4.48879526503809e-12,1.1803069005239667e-12,2.91965378164978e-11,8.423162991045261e-12,1.5536631659900486e-12,1.586517572460914e-11,7.026737898062028e-12,1.508686285780803e-12,3.037880944738088e-12,6.286806363474485e-13,2.53929948377741e-12,1.3410709434650252e-12,4.4921760489103405e-13,1.5182790742103565e-12,2.1204258931697994e-12,7.093352183834421e-13,1.9312936217963105e-12,1.1276877184106635e-11,3.430357861047817e-12,7.379909616676503e-12,1.1659953264367792e-11,2.9629954100970245e-12,8.26396753046341e-12,1.984799352743356e-11,5.019494010617105e-12,9.952301614344733e-12,1.0181618154123451e-11,2.2676369051890337e-12,5.553213178764747e-12,1.3094492912163002e-11,3.3018348410572153e-12,8.803187933490961e-12,7.230049472679159e-12,1.9432664816852717e-12,5.4175529189370005e-12,8.948270597500762e-12,1.8619927479522778e-10,5.2658726610102356e-12,6.80992129376843e-12,1.6457331494830568e-12,4.911092083639621e-12
20,9.200000000000001,1.5636375403762656e-11,3.982415864554356e-12,9.528100620761389e-13,2.4417114190026835e-11,8.317703771362003e-12,1.4002455787505184e-12,1.497202931301535e-11,8.561406053457742e-12,1.1872009022124902e-12,2.508694084853631e-12,5.023080215239292e-13,2.1009553586359777e-12,1.1926903251632151e-12,4.1631021478376776e-13,1.3091320424286412e-12,1.855580809586381e-12,6.067247741994283e-13,1.7114388712715011e-12,9.057534202515898e-12,2.8700688389336985e-12,5.7583962208465755e-12,1.0478908409387654e-11,2.749594239213401e-12,6.6423839602300444e-12,1.6085822581372783e-11,4.1779381335177534e-12,7.698955337057287e-12,8.464849467539944e-12,2.0321708953144075e-12,4.5933415753048496e-12,1.1747798135417717e-11,2.9395593059163827e-12,7.092365353700641e-12,6.431287483629937e-12,1.642036818256455e-12,4.413998825293262e-12,7.650772961053751e-12,9.97271235215053e-11,4.383840474546572e-12,5.6548599559677636e-12,1.4247386329821252e-12,4.062905737530498e-12
21,9.600000000000001,1.3403824382794194e-11,2.556273697309395e-12,9.418779604810652e-13,1.2182259935558731e-11,5.014962517701281e-12,1.3207042609157739e-12,1.0948873839792802e-11,6.461652610665525e-12,9.808489251465216e-13,2.0132492679916154e-12,3.965375367634854e-13,1.6931364298934082e-12,1.0663541438068133e-12,3.8879869103798443e-13,1.1613665546670598e-12,1.6707236122426134e-12,5.015949806068095e-13,1.5655320204687616e-12,7.675748618299214e-12,2.4578006346191426e-12,4.542718464494553e-12,9.061748920664838e-12,2.5551913466834695e-12,5.356216807368388e-12,1.2612653297611395e-11,3.350662055500821e-12,5.9916697357537425e-12,6.837452928882937e-12,1.7220421155981482e-12,3.6366843479374473e-12,1.032188571373755e-11,2.7396069312168485e-12,5.607789008548773e-12,5.739715063721148e-12,1.4764322102419394e-12,3.4558887220786317e-12,6.3731026240754155e-12,2.101302405093326e-11,3.4296792108826696e-12,4.776289448351792e-12,1.266361721035632e-12,3.2005964656999105e-12
22,10.0,1.090753084702033e-11,2.6405449138678893e-12,9.54024953991846e-13,1.2069937213564406e-11,9.319557259969345e-12,1.2823236973922522e-12,1.025348001365852e-11,3.4617834132536506e-12,8.34460502092156e-13,1.6411052895992367e-12,3.421446663665872e-13,1.3819714365966304e-12,9.411687237969157e-13,4.18871429906668e-13,1.067226750614917e-12,1.4894840708598075e-12,5.334436391321517e-13,1.4063715567959084e-12,6.3044705760057806e-12,1.9074516503398994e-12,3.5567002048514528e-12,8.117470010613773e-12,2.2584262702142468e-12,4.2901305847730274e-12,9.873084600922319e-12,2.553524551627624e-12,4.672865167748296e-12,5.473046729479004e-12,1.4500942910821161e-12,2.8716814726724383e-12,8.921641622822929e-12,2.418788822010805e-12,4.41692609280501e-12,4.7928640893209555e-12,1.2570565934669909e-12,2.7168219662632926e-12,5.060496734446692e-12,1.1955189238384647e-11,2.684537674156203e-12,4.031089201932546e-12,1.0753599185913002e-12,2.4545297429362115e-12
23,10.4,7.428910787184071e-12,2.0950950148247222e-12,7.647598179128586e-13,9.082186960594878e-12,7.932356434416034e-12,9.434066723226805e-13,9.80409047640286e-12,2.2738533951517995e-12,6.232872535382674e-13,1.3729758515804692e-12,2.9693992824223953e-13,1.1872922413185347e-12,8.469725866844316e-13,4.1220565017118613e-13,1.0295873030177771e-12,1.3081261240761333e-12,5.011775167057954e-13,1.2638448238016923e-12,4.95553485630379e-12,1.6271268963309758e-12,2.8530028611185027e-12,7.331664303373984e-12,2.036139853886414e-12,3.480668171193467e-12,7.629489478502744e-12,2.0766749821747634e-12,3.779714449951868e-12,4.410803409327376e-12,1.242558416395896e-12,2.319719877339829e-12,7.986075189103571e-12,2.1109823422406025e-12,3.5030992350148124e-12,4.077041275327493e-12,1.0369326462980592e-12,2.1235300002245876e-12,4.078171801606447e-12,3.216766029467595e-11,2.0983390617193636e-12,3.3823760590142832e-12,9.084610125856015e-13,1.8510667869658427e-12
24,10.8,6.608602457665636e-12,1.6424848272021606e-12,6.105733032755647e-13,5.699615945121087e-12,4.235377005647e-12,7.539457348771141e-13,8.615776772592632e-12,1.3792011789108234e-12,5.132680473587643e-13,1.1267533700560172e-12,2.7900962707895754e-13,1.1115630732363578e-12,7.872585694056246e-13,3.601731104041787e-13,1.06795944941563e-12,1.1323750757220152e-12,4.176695644361524e-13,1.1298670374477598e-12,4.1302035032720825e-12,1.379037097761775e-12,2.323561077055741e-12,6.591692497003847e-12,1.8060465066042877e-12,2.9059244421462686e-12,6.221438180457402e-12,1.732777260479199e-12,3.1148536579091616e-12,3.763874582865816e-12,1.0626695202836646e-12,1.885109915125889e-12,7.148419547711012e-12,1.872289350413593e-12,2.89983412590678e-12,3.665979226145102e-12,9.580367782642568e-13,1.7052411746829408e-12,3.4516497339661673e-12,5.1117197830457764e-11,1.675568114171355e-12,2.922772336879029e-12,7.861410951271686e-13,1.4702338849318262e-12
25,11.200000000000001,8.374518036063058e-12,1.522852573148751e-12,5.151564147260302e-13,8.897064550013278e-12,7.115787603773973e-12,5.862305006064273e-13,6.1158460916374845e-12,1.399864941357213e-12,4.378020709260748e-13,9.424928984308572e-13,2.743208888298954e-13,1.0695147039107294e-12,7.558724625059261e-13,3.369085974936318e-13,1.0991182365322874e-12,1.0224781714651927e-12,3.568256066796412e-13,9.743696525917261e-13,3.5985630099305756e-12,1.1922649191014456e-12,1.962983022238829e-12,5.827600292693279e-12,1.5754846334537759e-12,2.4801359019878067e-12,5.18787453526186e-12,1.4804182905157859e-12,2.7041221753102925e-12,3.150115463294271e-12,9.313619049194427e-13,1.6201811960485772e-12,6.370185818436186e-12,1.6273915519494768e-12,2.4780351758249392e-12,3.1767713527319606e-12,8.259072656666654e-13,1.4311748339194403e-12,2.9161088009386197e-12,5.786511702392224e-11,1.4325652605995646e-12,2.5445459956474647e-12,6.751630752820783e-13,1.2058002733814482e-12
26,11.600000000000001,1.2448068763118221e-11,1.2730837009596828e-12,4.240668595336654e-13,7.289877757134716e-12,2.308066741791232e-12,5.280116079894398e-13,6.1394677583481e-12,7.970437214646119e-13,3.405643400254265e-13,8.11073169360891e-13,2.5184797121999526e-13,8.837386627243815e-13,6.967890915944539e-13,3.0974872871054824e-13,9.229008632808528e-13,8.96332218776657e-13,3.146437380741337e-13,8.160076841243664e-13,3.087701739328931e-12,1.0330806542414294e-12,1.7545152916744027e-12,4.917928993577241e-12,1.5091866278731727e-12,2.2028995099096907e-12,4.506587812249302e-12,1.285534294926799e-12,2.4791161019436723e-12,2.7044202234917036e-12,8.34949416564071e-13,1.482114453982406e-12,5.558909459672489e-12,1.4270125255442875e-12,2.231731125865241e-12,2.7573519596464677e-12,7.077204435577508e-13,1.2688385515851863e-12,2.4933470779709735e-12,3.699835075194391e-11,1.2678000892165312e-12,2.1900394034896402e-12,5.768507667813275e-13,1.047936561436695e-12
