,freqs,L1-L2_wake,L1-L2_REM,L1-L2_NREM,L2-L3_wake,L2-L3_REM,L2-L3_NREM,L3-L4_wake,L3-L4_REM,L3-L4_NREM,R1-R2_wake,R1-R2_REM,R1-R2_NREM,R2-R3_wake,R2-R3_REM,R2-R3_NREM,R3-R4_wake,R3-R4_REM,R3-R4_NREM,Fp1_wake,Fp1_REM,Fp1_NREM,Fp2_wake,Fp2_REM,Fp2_NREM,F7_wake,F7_REM,F7_NREM,F8_wake,F8_REM,F8_NREM,T7_wake,T7_REM,T7_NREM,P7_wake,P7_REM,P7_NREM,T8_wake,T8_REM,T8_NREM,P8_wake,P8_REM,P8_NREM,O1_wake,O1_REM,O1_NREM,O2_wake,O2_REM,O2_NREM
0,1.2000000000000002,5.881867530128286e-11,7.306629494788349e-11,7.805627829891292e-11,2.368813301680153e-11,1.5665213453400944e-11,2.377879514254048e-11,8.745577376814812e-11,7.235427768905699e-11,9.96569756304793e-11,2.8580926229278686e-11,3.474822107299598e-11,8.394137069021899e-11,1.281337860259246e-11,1.0260612620584598e-11,2.1515055830694678e-11,3.495599468078103e-11,3.653789597990957e-11,7.016169732580721e-11,1.358004309025996e-10,4.2716607391621955e-11,7.18083837574381e-11,2.0224949315833293e-10,8.704487759404329e-11,1.0554553195080358e-10,3.960120533188357e-11,6.179953416897622e-11,5.287525896068145e-11,4.0641390446137546e-11,5.7126985428395804e-11,4.373281426410188e-11,2.4551927535876193e-11,1.4011638958644288e-10,7.793891172401875e-11,1.2810741674791875e-11,1.6524430432656354e-11,2.0202913494515366e-11,3.294599339687295e-11,3.7497221519867827e-11,6.619355170806426e-11,1.3490427549925667e-11,1.1127237047806812e-11,2.0926937263314235e-11,1.2015060007495766e-11,5.639138384367743e-12,1.3574377636529344e-11,1.2359228501789769e-11,5.473985390194035e-12,1.2652531681653621e-11
1,1.6,1.224461468945147e-11,3.830991244471738e-11,2.9362751529053883e-11,5.821307781847365e-12,6.098225952058902e-12,9.32383535539729e-12,2.166774829840947e-11,3.394525151528218e-11,4.716903600320895e-11,1.4218148508954727e-11,3.774098399149608e-11,5.446699132631212e-11,4.348726734758198e-12,6.612865451911958e-12,1.1403190721202081e-11,1.7518687017733285e-11,3.296097686684418e-11,4.945364109963969e-11,8.861994645427347e-11,3.470683856110202e-11,4.83753159705839e-11,1.0105562186395721e-10,5.2136596689353944e-11,6.515067711730175e-11,2.7039012354051222e-11,3.828195056999785e-11,3.579077539615188e-11,2.7862867662056068e-11,4.0995263956579946e-11,3.1974442086347205e-11,2.0345140562319874e-11,1.3097679340556903e-10,5.5646177887608663e-11,7.465062003209689e-12,1.3771417904985066e-11,1.2414985373859467e-11,2.4107481621727e-11,3.673887277822236e-11,4.352344967308896e-11,8.111105749763157e-12,9.638803727555615e-12,1.2728031630379431e-11,5.9991153958730054e-12,3.790531070558783e-12,7.259023306832532e-12,5.879899825321968e-12,4.013095477893781e-12,6.874666704352363e-12
2,2.0,7.751270965985526e-12,2.483672610196685e-11,2.019617338599199e-11,3.906144555879038e-12,4.580328466579109e-12,6.744749442108344e-12,1.4501371870490615e-11,2.4524664084301793e-11,3.6707273743036806e-11,1.216832775094427e-11,4.8721480024365635e-11,4.7662716145915995e-11,3.308326165747621e-12,9.563821283014379e-12,9.983353357127178e-12,1.5445741995495462e-11,2.131171383657288e-11,3.560620127322165e-11,7.545888430759328e-11,3.193773334485634e-11,3.9335100219886397e-11,8.135509873704661e-11,4.0849854768584424e-11,4.815760854911723e-11,2.6707849998327328e-11,2.999389776373766e-11,3.146905305110284e-11,2.4576066523117073e-11,3.387519108338006e-11,2.5634305731124778e-11,1.863963456675015e-11,3.19355989488192e-11,3.342008208747487e-11,6.134439027795011e-12,5.623097728287694e-12,8.485893355227134e-12,2.216752211155118e-11,3.858459179093437e-11,3.399204214551419e-11,6.681059539354558e-12,8.092409471051614e-12,9.50431732138263e-12,4.402360671438228e-12,2.925337051375258e-12,5.469696319157884e-12,4.648059588028159e-12,3.126856829316465e-12,4.926444176513589e-12
3,2.4000000000000004,5.226410641243456e-12,1.8565703390940183e-11,1.5359648365907893e-11,2.641191521245462e-12,3.5227029501812806e-12,4.992728088366734e-12,1.0702571911170666e-11,1.7814745918553878e-11,2.940764867450784e-11,8.782954101337235e-12,4.61053859764698e-11,4.4083504898913584e-11,2.4247993406344886e-12,1.0761988107851257e-11,9.152189819830768e-12,1.2870426200257197e-11,1.6182002613178294e-11,2.9117074231065e-11,5.890397175473674e-11,3.7316645671060756e-11,3.38273339591466e-11,5.6508864792560226e-11,4.0074566608627355e-11,3.745230522780114e-11,2.4130406942869166e-11,3.124017891910241e-11,2.8022009371246288e-11,1.9826390951654103e-11,2.748811239261775e-11,2.161622848865394e-11,1.5515578568147535e-11,1.9514245387806127e-11,2.4392845843368463e-11,5.607374121326311e-12,4.437033601676357e-12,6.61091772912456e-12,1.9408144588454868e-11,3.2746383222017205e-11,2.8993239594680457e-11,5.344249741482072e-12,6.852000945753907e-12,7.649193874121468e-12,3.838675323894919e-12,2.5435720060266685e-12,4.216830670390461e-12,3.2030596573418173e-12,2.4932955513651454e-12,3.76061062184623e-12
4,2.8000000000000003,3.0497893909370236e-12,8.874177446096785e-12,1.1352981426531544e-11,1.5675010891700596e-12,2.6939080040677574e-12,3.632426904266326e-12,6.874518504516653e-12,1.1359254267696083e-11,2.3324996128717903e-11,5.2139456314042e-12,1.6744114548641127e-11,3.186488799558141e-11,1.4502520969500774e-12,3.7736560192366595e-12,6.645814055062525e-12,9.507764584171285e-12,1.305756038213506e-11,2.3249319210736157e-11,4.485602568562227e-11,2.0879303455135767e-11,2.461348611202884e-11,4.006726637516409e-11,2.198994884255774e-11,2.671063569422558e-11,1.8596485891300793e-11,2.3093771744842386e-11,2.2034759258077955e-11,1.5229672067078848e-11,1.79535990175828e-11,1.7735962430687496e-11,1.2235693099419123e-11,1.9181880901628485e-11,1.8821197183256267e-11,4.349888000304102e-12,4.011520213914949e-12,5.34630284322513e-12,1.6767502858724376e-11,2.237883432115218e-11,2.544570503471808e-11,4.506110517958686e-12,5.144751768191467e-12,6.4979504381841705e-12,2.856665339604917e-12,2.163667247860999e-12,3.4177151142058784e-12,2.618687744506983e-12,2.1260172574282494e-12,3.1110680761810936e-12
5,3.2,2.137722902303899e-12,5.331228740827224e-12,7.55925602343312e-12,1.124967918539746e-12,1.996062170467511e-12,2.5728786352903953e-12,5.2797284061669974e-12,8.402273208368475e-12,1.8469393916726233e-11,3.5700319634501512e-12,8.342423167632066e-12,1.9345636507585748e-11,1.0233851469860555e-12,1.8450351543888697e-12,4.243562194587406e-12,7.295297908963284e-12,1.0835822970501965e-11,1.7651643405805387e-11,3.5594271907198336e-11,1.1589135459780794e-11,1.7400925249304117e-11,3.239694622355331e-11,1.3882636911705115e-11,1.9181831012211573e-11,1.5247965539242964e-11,1.4163500161570724e-11,1.7329889550838062e-11,1.3130050759610234e-11,1.3498913346089224e-11,1.436510496690872e-11,1.018982633490082e-11,1.4583487371753485e-11,1.5913315811484557e-11,3.911203881203575e-12,3.388199845522735e-12,4.627287605266855e-12,1.523315822350617e-11,1.7573790582328244e-11,2.209086477411546e-11,4.122353781134003e-12,4.226576193846383e-12,5.632202255364559e-12,2.484319082974937e-12,1.809490518268921e-12,2.799620220708217e-12,2.515243208486568e-12,1.8007338665081842e-12,2.6554214836092106e-12
6,3.6,1.6022383887352437e-12,4.235999059363268e-12,5.181509443968103e-12,8.417691656744695e-13,1.7758462870667607e-12,1.927733019039139e-12,4.305332067720917e-12,7.526159426457761e-12,1.5367904114818e-11,2.6561241430451694e-12,6.472288262633726e-12,1.36716173789033e-11,7.931632242223938e-13,1.5463680417851133e-12,3.160203051970636e-12,5.658160486524342e-12,1.1140041746332741e-11,1.3936750173833227e-11,2.5943348002552906e-11,8.50972417560917e-12,1.3615037992005082e-11,2.397819789515958e-11,1.0986381808361346e-11,1.4807067596845342e-11,1.2970293047470518e-11,1.0564185890160817e-11,1.4340439916843794e-11,1.1062601710799166e-11,1.1524802127227641e-11,1.243151562073758e-11,8.970869999409326e-12,1.100914306518291e-11,1.3755026136831134e-11,3.5830020475280692e-12,2.893089862839337e-12,4.154330424013141e-12,1.3114114936228618e-11,1.5383801880367324e-11,2.0091539113877608e-11,3.5926403956471278e-12,3.4734343170472664e-12,5.132149009845521e-12,2.2178009849424285e-12,1.5286425709702545e-12,2.4814810062924375e-12,2.2693539717312978e-12,1.4718339407186996e-12,2.4121115044911706e-12
7,4.0,1.229971795327376e-12,3.4372985465280276e-12,3.5663826083936657e-12,6.54268434026107e-13,1.5146632729930205e-12,1.476876417994671e-12,3.5180109186158584e-12,6.214166064256203e-12,1.2584314153416184e-11,2.0419127678018203e-12,5.131605655787238e-12,1.0328516306484175e-11,6.353233112681868e-13,1.3340928505933497e-12,2.5144293008096905e-12,4.320966149119939e-12,9.509872550187678e-12,1.0938643039010358e-11,2.409894871163711e-11,7.582325986639012e-12,1.1062685310230858e-11,2.1184802913693447e-11,8.847392598378128e-12,1.1998768840095322e-11,1.1230979116572661e-11,9.384833242618084e-12,1.2010432758421054e-11,8.70489626894178e-12,9.77324202601204e-12,1.0851669382032828e-11,8.574395106180558e-12,9.630100953587287e-12,1.1855473628831357e-11,3.0217133986309664e-12,2.7315090184221065e-12,3.734243888920718e-12,1.1152898870389341e-11,1.4502187651087881e-11,1.805906090762424e-11,2.9670812564364953e-12,3.1725322242546227e-12,4.604054742009176e-12,1.7520786578728815e-12,1.5071333700819973e-12,2.2757423999164858e-12,1.793278210321409e-12,1.31028892960813e-12,2.2102030723008024e-12
8,4.4,8.911852362663027e-13,2.4754929409601826e-12,2.5438619395504034e-12,5.149600312886276e-13,1.0938443109548242e-12,1.163930471355375e-12,2.785836811943355e-12,5.254915210348002e-12,9.970197365890634e-12,1.5800365938286068e-12,3.995810527436639e-12,7.99603286478871e-12,5.081846564930549e-13,1.0599786732574214e-12,2.0343717869312816e-12,3.26922420319526e-12,6.367995607879013e-12,8.32044728801653e-12,1.9349657215798015e-11,6.543689927722757e-12,9.135547262229499e-12,1.769951070251219e-11,7.44768296737833e-12,1.009729283909602e-11,9.047742526836168e-12,8.042966149798785e-12,1.016743281113645e-11,7.266184674707035e-12,7.752584392629085e-12,9.501797240252744e-12,7.23255908610673e-12,8.318525396199987e-12,1.0195643807554185e-11,2.3670659594411055e-12,2.3739907778734785e-12,3.2079144619577528e-12,9.736938459585369e-12,1.2553430212422137e-11,1.6142561308308513e-11,2.5892551065365292e-12,2.790175142424241e-12,4.0769924008750975e-12,1.4054409930175664e-12,1.2785185473553033e-12,1.921933783905209e-12,1.4712958963792373e-12,1.1820015476760909e-12,1.956043016286872e-12
9,4.800000000000001,6.723581158907576e-13,1.6837022877866604e-12,1.8715293396313082e-12,4.38763213335881e-13,8.665557254705096e-13,9.439062476563075e-13,2.151480370871245e-12,4.254975300228435e-12,7.818849882445442e-12,1.2317885514906153e-12,3.065918123014878e-12,6.3026995723392956e-12,4.141502556768566e-13,8.251135814638532e-13,1.6539959454042919e-12,2.4929522087297603e-12,4.654049125232924e-12,6.304850842233333e-12,1.4915489307872128e-11,5.2351869463260594e-12,7.769531993234744e-12,1.3127373745124748e-11,5.941603349842852e-12,8.614208244349994e-12,6.776454500616299e-12,7.165067773829527e-12,8.71031233630797e-12,5.8688747823814736e-12,6.68453079295635e-12,8.282007292748926e-12,5.419964620430874e-12,7.015253839183991e-12,8.827175559962503e-12,1.8633565932432833e-12,1.9515246449363557e-12,2.753825999807055e-12,8.516029854095453e-12,1.0920142650494351e-11,1.4623038268767376e-11,2.2145996612902387e-12,2.465318043391761e-12,3.707487267224447e-12,1.132870219606937e-12,1.0267375301231444e-12,1.6331188668337454e-12,1.2081776879905352e-12,9.879958508432392e-13,1.7856602337574884e-12
