,freqs,L1-L2_wake,L1-L2_REM,L1-L2_NREM,L2-L3_wake,L2-L3_REM,L2-L3_NREM,L3-L4_wake,L3-L4_REM,L3-L4_NREM,R1-R2_wake,R1-R2_REM,R1-R2_NREM,R2-R3_wake,R2-R3_REM,R2-R3_NREM,R3-R4_wake,R3-R4_REM,R3-R4_NREM,Fp1_wake,Fp1_REM,Fp1_NREM,Fp2_wake,Fp2_REM,Fp2_NREM,F7_wake,F7_REM,F7_NREM,F8_wake,F8_REM,F8_NREM,T7_wake,T7_REM,T7_NREM,P7_wake,P7_REM,P7_NREM,T8_wake,T8_REM,T8_NREM,P8_wake,P8_REM,P8_NREM,O1_wake,O1_REM,O1_NREM,O2_wake,O2_REM,O2_NREM
0,1.2000000000000002,2.0275541105302087e-11,7.93437462229937e-12,1.6104177836919603e-11,1.9335019423376035e-11,1.253452343185693e-11,2.3437090178690595e-11,2.6425806314056796e-11,1.1147809039001871e-11,1.8102409488791136e-11,4.646606473006751e-11,2.3806662858578406e-11,3.3996934890805665e-11,3.3112614392605664e-11,1.993337050937061e-11,3.657885378498565e-11,4.6229499210778015e-11,2.2496404334862262e-11,2.936978272698209e-11,3.5005405793137487e-10,4.549251856491685e-11,2.441727187725755e-09,6.633130217913841e-10,2.1248166463201256e-09,1.7018045112652018e-09,1.166013784662568e-10,1.638946269162616e-11,5.78565321208617e-11,1.2508103666890596e-10,3.329635851578125e-11,5.699768551473989e-11,3.1567636371386885e-11,9.240188111519247e-12,4.131103857085896e-11,9.031377731850772e-11,4.602311624989428e-11,4.5397305207556497e-11,6.074114146874999e-11,2.0471168272013828e-11,5.6362355063443805e-11,7.467303842043435e-11,1.916359161086564e-11,7.093317056133863e-11,5.2355749700424867e-11,3.158350501982635e-11,4.883892883946304e-11,5.621211329286216e-11,2.0198680128194573e-11,6.240380466702225e-11
1,1.6,1.223710937952795e-11,2.2255254417432224e-12,4.422206270765874e-12,1.1805963139482185e-11,5.692000940286517e-12,1.0951451917549502e-11,1.6677192626256595e-11,4.087309996766638e-12,6.333715315150647e-12,3.283887823008533e-11,5.610040373471475e-12,9.754661763326587e-12,2.0461629300830286e-11,5.835547740143812e-12,1.694157584910498e-11,2.7634287972764768e-11,4.748183205637409e-12,8.903194923756455e-12,2.2754746179416102e-10,1.742755416092354e-11,1.1298873394924522e-09,2.5688592462806353e-10,9.028967104333251e-10,1.2532356465410987e-09,5.761614372750594e-11,7.998694235182826e-12,2.8357183452397348e-11,6.364329600246196e-11,1.7325582302620918e-11,3.3819959183916134e-11,1.925855180128604e-11,6.00077631474568e-12,2.6707935910945992e-11,4.70754353701639e-11,8.975443027154005e-12,3.2127416567934484e-11,3.607812881254187e-11,1.1869155881407116e-11,3.327115697914054e-11,4.469063653359936e-11,1.5272769916627302e-11,4.25099181193678e-11,3.693625851383078e-11,1.0714354757368101e-11,3.2737547106240306e-11,4.1994943748928615e-11,1.2476039251464198e-11,3.8654061175033216e-11
2,2.0,5.843676258344683e-12,1.3868879061317459e-12,2.3488080193349607e-12,7.797406187908873e-12,4.491236040440245e-12,6.95548662548635e-12,8.065926621540911e-12,2.2608517527537426e-12,3.189492952745158e-12,9.673234889864266e-12,3.3084296407649752e-12,4.4234422224605095e-12,1.1308031974257592e-11,4.630694556036555e-12,1.1225999804747854e-11,7.164175128895352e-12,3.274472178414782e-12,4.9712593635001466e-12,1.663497637914317e-10,1.1221481157735652e-11,3.416100545862419e-10,1.6053318565283778e-10,4.870484432196312e-10,5.56873134953705e-10,4.1770586306359456e-11,5.586703667071767e-12,1.6659858866711822e-11,4.6698900381174354e-11,1.0773760692765029e-11,2.376326405208486e-11,1.4212355381809994e-11,5.037949350886674e-12,1.6783876501106775e-11,2.472588109873066e-11,7.488911664943635e-12,2.1021651236360865e-11,2.621441683517475e-11,8.981503513127169e-12,2.2577065724808575e-11,3.1076532929256664e-11,1.0600211169395878e-11,2.757388621736014e-11,1.9543148698573278e-11,7.87455460999065e-12,2.105384511558358e-11,3.668620273950666e-11,9.269190499494963e-12,2.457488447608512e-11
3,2.4000000000000004,4.310456020124242e-12,1.4851028260754639e-12,2.8332865794273905e-12,6.836013031055772e-12,3.972847842245634e-12,5.883892930353743e-12,6.298850748107703e-12,2.3241455974386496e-12,3.0150135146862195e-12,7.170340173197434e-12,3.5641376799984938e-12,4.886290031240613e-12,7.944568609564946e-12,3.6086425261060383e-12,8.80238621439093e-12,5.596050088102651e-12,2.6935832216764672e-12,4.3862900057300524e-12,1.265789209167147e-10,7.246537730062533e-12,1.7209398989309718e-10,1.2348354966230136e-10,3.648512653356106e-10,2.72432434292174e-10,3.474706746892996e-11,4.5051622952233566e-12,1.159568899196921e-11,3.613656928721058e-11,8.637642034762481e-12,1.687273205374429e-11,1.376777916241382e-11,4.28913543503571e-12,1.1503787177907453e-11,1.652397559601013e-11,6.634215357038886e-12,1.3963224667194408e-11,2.2704931983467778e-11,7.734895401506156e-12,1.6143538867667186e-11,2.3526265410427123e-11,8.012039361702511e-12,1.847429547438873e-11,1.5792249489989335e-11,5.93661592189818e-12,1.3884657946098028e-11,3.881814445378934e-11,6.899723814653136e-12,1.643961614964263e-11
4,2.8000000000000003,3.747234301854146e-12,1.0405107110037621e-12,1.7786820174099498e-12,5.58351800188774e-12,3.3370001869336932e-12,4.74095573976577e-12,4.934595119116065e-12,1.653693937691134e-12,2.1636700624805017e-12,7.070929488642723e-12,2.3328291766988745e-12,2.811653416295764e-12,6.140614053597289e-12,2.6252561463891844e-12,6.184916942043329e-12,5.971609587815324e-12,1.884165096625524e-12,3.132700021959877e-12,8.92428865707279e-11,5.07293301735944e-12,2.3908560767207246e-10,7.49027513390744e-11,2.701436737126797e-10,3.1522217701691826e-10,2.488586906963455e-11,3.789728434322594e-12,8.406463813074325e-12,2.7836195615170168e-11,7.543009419221094e-12,1.2935515739673014e-11,1.1046849725432242e-11,3.4938933397985593e-12,8.659026536838357e-12,1.1780794759372058e-11,6.009140638094184e-12,9.9540456354928e-12,2.10373698485347e-11,6.709200087958738e-12,1.250093026686083e-11,1.8543190865258726e-11,6.803461808768749e-12,1.3728378708119757e-11,1.2200838842765509e-11,4.5331756458320265e-12,9.955112840267976e-12,5.847448837503428e-11,5.541103736294721e-12,1.1790906018765692e-11
5,3.2,2.4983025408162574e-12,9.151860013333392e-13,1.4912893948851358e-12,4.372338985561572e-12,2.751911669663207e-12,4.274396507446582e-12,3.958234705154103e-12,1.2491968797237865e-12,1.811479446127822e-12,4.4078700876269984e-12,1.8002670475822184e-12,2.0296096381970084e-12,4.82345793925771e-12,2.0591289220948037e-12,4.78407926336436e-12,3.927264746850445e-12,1.5690753061785764e-12,2.580592122844159e-12,6.718532835251514e-11,4.545874235522656e-12,2.7137419538910394e-10,5.5429035715288616e-11,2.1369147870842157e-10,1.849418441444321e-10,1.913438401039654e-11,3.3622986778842822e-12,6.75244831870333e-12,2.2698028616732687e-11,7.832545147350551e-12,1.0728985920959446e-11,7.695215595390748e-12,3.0562725473189547e-12,6.867113828794424e-12,9.070550433117952e-12,5.1848448388143285e-12,7.759035289661633e-12,1.7276994770905548e-11,6.0899485517778336e-12,1.0344114578869562e-11,1.7872676527759667e-11,6.027855640688872e-12,1.0953686119430448e-11,8.839353204740852e-12,3.879866547167312e-12,8.018007360637847e-12,4.954974955350795e-11,4.932442083753282e-12,9.514823287697663e-12
6,3.6,1.863079384313673e-12,8.131779406370597e-13,1.342601506429468e-12,3.717755586357599e-12,2.292054814549751e-12,3.7785097958669926e-12,3.17340652952766e-12,1.0994498199997613e-12,1.6266072415896537e-12,2.8254921526032767e-12,1.532074220990739e-12,1.8023473936528378e-12,4.267529992788371e-12,1.5765057670773274e-12,3.6364828066417444e-12,2.5123839625644164e-12,1.2841286294702586e-12,2.1958024738049435e-12,5.445686933575946e-11,4.028263349583839e-12,1.8715101027633374e-10,4.178023387970656e-11,1.6335311152835927e-10,2.4272404654311137e-10,1.5191435396796714e-11,2.6173250885367975e-12,5.102107361099952e-12,1.8166454473435798e-11,5.5932087731894756e-12,8.356648641793473e-12,7.772336486482215e-12,2.3940196032919245e-12,5.2898038843979254e-12,7.86583875279601e-12,4.301280933097484e-12,5.914752058901146e-12,1.4271735140121272e-11,4.74653096300913e-12,8.150417875347205e-12,1.5070706056461222e-11,4.729314410107477e-12,8.604958925069529e-12,8.188532173678895e-12,3.3749176718755916e-12,6.328341630483017e-12,5.6043741951928557e-11,4.163190145304336e-12,7.515281733307869e-12
7,4.0,1.6287579686096845e-12,6.365444744140566e-13,8.915963558790567e-13,3.0637502444626295e-12,1.804373955919503e-12,3.2543389009506755e-12,2.50633943112774e-12,9.395233576915843e-13,1.3369418196440277e-12,2.539645420654738e-12,1.1425594826309096e-12,1.1747086586862706e-12,4.1808045291422954e-12,1.1817674372630944e-12,2.6734765425615816e-12,2.152423903012045e-12,9.812175073430046e-13,1.7484595371030007e-12,4.2116886358656516e-11,2.8923846130945095e-12,1.0535165858915529e-10,3.374796547344131e-11,1.0545995959366422e-10,1.629503000124991e-10,1.1610708991501986e-11,2.071768633855651e-12,3.804066904766515e-12,1.53272198142578e-11,5.102164992890772e-12,6.416331519705922e-12,6.4999950105688565e-12,1.8028948761534448e-12,3.929636288167277e-12,6.274696523170663e-12,3.4183654321353584e-12,4.378061599976261e-12,1.184556040462481e-11,3.4295697639727153e-12,6.157951028745976e-12,1.2700719400567858e-11,3.5547226042512797e-12,6.434431320898996e-12,7.47752320059779e-12,2.749421160721892e-12,4.7774249092610754e-12,2.6022475031385696e-11,3.4851901226276538e-12,5.696911746886184e-12
8,4.4,1.3727081419379496e-12,5.563004011660652e-13,6.66318479736887e-13,2.6221132697346908e-12,1.404244187534989e-12,2.8879861553996564e-12,1.9891362978102785e-12,7.42351481410456e-13,1.1624519677335843e-12,2.038398085221087e-12,9.47904611919678e-13,8.640741010388453e-13,4.136555176197699e-12,9.547369221113858e-13,2.109060611595031e-12,1.7484094312385801e-12,7.978041067165521e-13,1.4529303827133853e-12,3.131466577288916e-11,2.917811167133321e-12,1.070834128526691e-10,2.6738236900298583e-11,6.417398508604263e-11,9.189208730045078e-11,8.5847848952927e-12,1.709064648951973e-12,2.881032347941835e-12,1.1915495897089136e-11,3.588414619811217e-12,5.119590498309588e-12,5.151237269156598e-12,1.4138919417717005e-12,2.8983140405922555e-12,5.143667537174989e-12,2.754381331639182e-12,3.3274433622330066e-12,9.690095708847186e-12,2.744684108895328e-12,4.902368808385675e-12,1.0482096967909576e-11,2.8643708156446607e-12,5.0131837868249096e-12,6.3978055773565706e-12,2.270536637448523e-12,3.73654293118862e-12,2.1543622031521993e-11,2.7424293061281325e-12,4.51248941515146e-12
9,4.800000000000001,1.235148699790728e-12,5.196318899517518e-13,5.788358628335969e-13,2.493593604347158e-12,1.2194434071999045e-12,2.551204539516113e-12,1.6682635079773965e-12,6.150485042530364e-13,1.0671457133613072e-12,1.6376526437595581e-12,7.999547970197138e-13,7.759285559730036e-13,4.195026050113637e-12,8.338115718679648e-13,1.7993251877703491e-12,1.4173750050621003e-12,7.105081792396121e-13,1.3113722340439844e-12,2.5105925491602842e-11,2.276578283672816e-12,1.4292274513541328e-10,2.5370066699700566e-11,5.844848808292066e-11,1.0686388557762924e-10,6.63213593781797e-12,1.3658138263397517e-12,2.274948704043942e-12,9.462315761583013e-12,3.058028568044875e-12,4.267469258504864e-12,4.977167303156437e-12,1.1413618669270593e-12,2.269780851434324e-12,4.840484406084826e-12,2.2633329158359058e-12,2.6696021167847777e-12,8.414079555131502e-12,2.2081318915066275e-12,4.088191130919559e-12,8.749829922276511e-12,2.3174148103271903e-12,4.121460384141254e-12,5.1627180631483195e-12,1.8574992876043246e-12,3.016945508174448e-12,3.748926667002443e-11,2.1999883167517956e-12,3.69125982796934e-12
