,freqs,L1-L2_wake,L1-L2_REM,L1-L2_NREM,L2-L3_wake,L2-L3_REM,L2-L3_NREM,L3-L4_wake,L3-L4_REM,L3-L4_NREM,R1-R2_wake,R1-R2_REM,R1-R2_NREM,R2-R3_wake,R2-R3_REM,R2-R3_NREM,R3-R4_wake,R3-R4_REM,R3-R4_NREM,Fp1_wake,Fp1_REM,Fp1_NREM,Fp2_wake,Fp2_REM,Fp2_NREM,F7_wake,F7_REM,F7_NREM,F8_wake,F8_REM,F8_NREM,T7_wake,T7_REM,T7_NREM,P7_wake,P7_REM,P7_NREM,T8_wake,T8_REM,T8_NREM,P8_wake,P8_REM,P8_NREM,O1_wake,O1_REM,O1_NREM,O2_wake,O2_REM,O2_NREM
0,1.2000000000000002,9.002828079080302e-11,7.743126298619122e-11,1.2163858482473323e-10,1.0359789924303898e-11,1.5720764157951156e-11,2.05184892667578e-11,7.878158835628325e-12,1.1837638951975387e-11,1.039664393520735e-11,2.573797804259411e-11,1.8201086973957084e-11,3.3552605156656816e-11,3.9018904235535936e-11,2.855587289258803e-11,3.475049965830242e-11,9.461872562849775e-12,7.64012860698051e-12,1.7655897928749742e-11,7.993786836989355e-11,5.506828214409149e-11,1.1897890416768773e-10,3.1380690409616403e-10,6.713899337308546e-11,1.1589233443793825e-10,5.816707621349168e-11,4.597008126874965e-11,7.817631552504769e-11,5.6042749268700567e-11,5.852947010048104e-11,7.687563909336975e-11,2.694266125459223e-11,1.4220975140561557e-11,5.458679059041393e-11,1.2887805830834513e-11,7.151646097330549e-12,2.9017772987360762e-11,1.823492903179256e-11,1.1727207461609782e-11,5.18424168256722e-11,7.377736566449054e-12,3.964607520481928e-12,1.9054804858109576e-11,6.670426219835131e-12,4.5474170054986e-12,1.7056613432172534e-11,6.397455265560438e-12,3.4073201568791068e-12,1.4415503493843384e-11
1,1.6,4.926010575335062e-11,1.9591366872359654e-11,4.1015767375920214e-11,6.55466949375521e-12,6.412849538918266e-12,8.318709717516785e-12,3.775637170276403e-12,1.8231868778978914e-12,2.9043549376489437e-12,1.3846293246143994e-11,6.3626133758616775e-12,1.4668780054930437e-11,2.1760992327594237e-11,7.493052998309842e-12,1.2716962481343042e-11,5.069965600048122e-12,3.806729229989684e-12,7.357867423813009e-12,4.403455629242449e-11,2.996894697922722e-11,7.658753868476251e-11,1.4709869555421687e-10,3.365764696241877e-11,7.453848467056501e-11,3.202370421223176e-11,2.2461002176199645e-11,4.8186542059284136e-11,3.4502885150515925e-11,2.931737069054215e-11,4.838436673578266e-11,1.3933300994283847e-11,8.698173585442998e-12,2.9992534100258375e-11,6.708597494128919e-12,4.823378801941351e-12,1.731375163610871e-11,1.3948262604411782e-11,7.473622374807339e-12,3.259657823661837e-11,5.050795606249151e-12,2.901578607460814e-12,1.3383640429834273e-11,4.961686112075997e-12,3.269531225621755e-12,1.0852918054274042e-11,3.849166557621365e-12,2.39652304210633e-12,9.307700291762656e-12
2,2.0,1.4968149371654526e-11,1.5587181566908112e-11,2.026268546346957e-11,3.911703935424226e-12,4.589900141440625e-12,4.770842724607514e-12,7.881841092905129e-13,1.2527144890106113e-12,1.2426769317324884e-12,4.956463510534551e-12,4.702202017825412e-12,8.464228002388302e-12,5.543283467589238e-12,5.116414895422454e-12,6.589569798922514e-12,1.4605419552710672e-12,3.0190360036295778e-12,4.28645314381573e-12,2.714734394888419e-11,2.0064338449579642e-11,4.845466958144099e-11,1.0908856108898344e-10,2.4163409650124542e-11,4.845780244123146e-11,2.0680655205024256e-11,1.3530553097267021e-11,2.999654988455594e-11,2.3225306674520325e-11,1.8072073508940175e-11,3.1227637331752815e-11,9.28695002360181e-12,6.003920821935447e-12,1.7979870025039175e-11,5.074217558492936e-12,3.952991306342073e-12,1.162121367947789e-11,1.0949179538125727e-11,5.544906270580817e-12,2.1203799818585758e-11,4.374787797909384e-12,2.5249840422788748e-12,1.0346997851658066e-11,3.6378419323539815e-12,2.785489701440459e-12,8.248519401361921e-12,2.998283844810224e-12,2.025140658983029e-12,7.112880510310994e-12
3,2.4000000000000004,1.2322744933194573e-11,1.1846754751726406e-11,1.3798322873957979e-11,2.9917249362250163e-12,2.9284022543196175e-12,3.3324501316329962e-12,6.177197551321776e-13,8.438131878392572e-13,8.383492533644139e-13,4.711884629178577e-12,3.886396631834254e-12,6.1253368459579816e-12,4.392235528636045e-12,3.0836163680162503e-12,4.944456457158581e-12,1.2582460218327228e-12,2.1915144871760558e-12,3.041486956249851e-12,2.0877513733941162e-11,1.5285873887469428e-11,3.169613327504083e-11,9.432066222353664e-11,1.900196946036226e-11,3.346174521209314e-11,1.5600889726221063e-11,1.0356442055936349e-11,2.02034228808459e-11,1.833518415631711e-11,1.4292559823689903e-11,2.230089452686542e-11,7.507238782824712e-12,5.088586257801407e-12,1.2826077432456184e-11,4.682201445116352e-12,3.624811824301873e-12,9.27723351208125e-12,9.496002438570348e-12,5.300708327407358e-12,1.5663314482853316e-11,4.197937541749922e-12,2.249750960319492e-12,8.4710504308134e-12,3.49742163508102e-12,2.55564720886954e-12,6.9594479581444145e-12,2.9898209616576377e-12,1.8507630829241268e-12,5.880772855076234e-12
4,2.8000000000000003,8.837630580362166e-12,7.402885823872139e-12,1.005087209568183e-11,1.9941308792258103e-12,1.822970872903082e-12,2.501730260480109e-12,4.953759742531994e-13,4.364531906039406e-13,5.682591132198347e-13,3.6379046973799785e-12,3.0170848730763013e-12,4.7175311703090336e-12,3.1914598963490576e-12,2.085426373859582e-12,3.779618948912857e-12,9.476555501868922e-13,1.5485128761413106e-12,2.3186233693731334e-12,1.629280600735022e-11,1.2870421797259069e-11,2.3232894953640492e-11,6.878875680796713e-11,1.5454459525874253e-11,2.5242839105033697e-11,1.3684201414019842e-11,8.15432455940468e-12,1.5297360404577126e-11,1.4872221205840314e-11,1.1391243871833833e-11,1.7832579979713526e-11,6.20651588789176e-12,4.29724589593373e-12,1.0204737709194202e-11,4.265897768135901e-12,3.0450136649382476e-12,7.705530892275423e-12,9.386688248262853e-12,5.020517050322936e-12,1.2820039110626885e-11,3.825421947016101e-12,1.910515934548673e-12,6.837289666092011e-12,3.030241775256581e-12,2.2347126025920813e-12,5.930776088441073e-12,2.6403342403392247e-12,1.6527887610712074e-12,4.8245330660960716e-12
5,3.2,5.031125367742256e-12,4.988270308906094e-12,7.836813176777826e-12,1.287208206168014e-12,1.2084740806346723e-12,1.9300265426849418e-12,2.8944631518794414e-13,2.9002760770522507e-13,3.703654153553245e-13,2.1779307138790496e-12,2.3770658183388447e-12,3.932798083975103e-12,1.7215760387741178e-12,1.4091253005316578e-12,2.93326947854418e-12,6.032093159493291e-13,1.1792438796529248e-12,1.834984939033258e-12,1.2212158450728214e-11,9.97545458963779e-12,1.903612606187503e-11,5.7251768247884286e-11,1.1675704333445187e-11,2.0671338153748114e-11,1.119427761939626e-11,7.219822031113303e-12,1.2766589893363225e-11,1.2954614320620029e-11,9.44845700189153e-12,1.4971259519859952e-11,5.255795401111026e-12,3.89255905570274e-12,8.544892775559515e-12,3.5021654757721327e-12,2.6571171135818996e-12,6.384524316727252e-12,9.019130066530959e-12,4.7697130216542766e-12,1.0849060046341893e-11,3.138555450193821e-12,1.6667556457952535e-12,5.603285298833871e-12,2.613808581634715e-12,1.9819729675539297e-12,4.879506932666145e-12,1.921551750885501e-12,1.4731663564971012e-12,3.901811355180415e-12
6,3.6,3.024638314460516e-12,3.314177571058931e-12,6.472598602870031e-12,8.761076046823575e-13,8.560361889343507e-13,1.5972625245342541e-12,1.647973560879932e-13,2.1009031030920263e-13,2.8254754972995445e-13,1.649100012423045e-12,1.9124380557883074e-12,3.5277293492682016e-12,1.0111379666504548e-12,1.0494928848366134e-12,2.2894947415302183e-12,4.469282089666193e-13,9.017940789207557e-13,1.5438364290268313e-12,9.642310246759169e-12,7.683398916709338e-12,1.5054700186224226e-11,4.73743038924532e-11,9.030497121038784e-12,1.6951791807842326e-11,8.70654172528526e-12,5.82833622488531e-12,1.0678248022028232e-11,1.098723459050599e-11,8.069849972195201e-12,1.3013136776614586e-11,5.1001697282996064e-12,3.6176469970538673e-12,7.49131838066147e-12,3.1423617872259227e-12,2.436286222124314e-12,5.400503722569848e-12,8.791493221068014e-12,4.406838072247984e-12,9.481020276690724e-12,2.585882604273776e-12,1.4876733610889327e-12,4.8117289463902286e-12,2.129298033118847e-12,1.7126043513027863e-12,3.96559056985527e-12,1.5900329441803931e-12,1.2638709126220282e-12,3.212211386131499e-12
7,4.0,2.400314446415497e-12,2.36675743436174e-12,5.180595782683719e-12,6.823715652018364e-13,6.738541945354483e-13,1.3378843679519289e-12,1.2991652152108582e-13,1.5580245936153283e-13,2.2646668442806678e-13,1.3588559353215587e-12,1.4588826576822168e-12,3.2167733687980156e-12,7.831319346111911e-13,8.327657503131338e-13,1.831860391333767e-12,3.533477516367869e-13,6.787488850291962e-13,1.3238291430108208e-12,8.364614612026334e-12,5.822230627426589e-12,1.2542715130105245e-11,4.231862402309254e-11,6.767220026730839e-12,1.4188084936277374e-11,7.1540678752074366e-12,4.740488701680825e-12,9.188881075017194e-12,9.688683727219656e-12,6.1267369517540454e-12,1.1250999604787085e-11,4.330651329797265e-12,3.1825922981845875e-12,6.542627330903985e-12,2.7725279869142892e-12,2.188002238036322e-12,4.630812771271327e-12,6.699859394630562e-12,3.475076449614871e-12,7.834773811285663e-12,2.1376111725520116e-12,1.323021982293386e-12,3.982293746841533e-12,1.924300246731117e-12,1.4746765027969969e-12,3.3369668771999316e-12,1.3614173076064394e-12,1.0884860511656082e-12,2.6620605158548406e-12
8,4.4,1.918979540446354e-12,1.7375216817498893e-12,4.101351995778593e-12,5.729303349032849e-13,5.689086694283233e-13,1.1050019666630839e-12,1.016695234948608e-13,1.2574503520557186e-13,1.827195074756786e-13,1.1040270497844021e-12,1.16921523734079e-12,2.874258207168966e-12,6.703931255529535e-13,6.668996503455931e-13,1.5308731109161758e-12,2.826535086837415e-13,5.218452616882316e-13,1.1309090239495339e-12,7.985630289216824e-12,4.939585150515917e-12,1.1334563714795624e-11,3.4009451620806534e-11,5.783693724374949e-12,1.2842166782198356e-11,6.087071775543777e-12,3.978222520027948e-12,8.427099768357629e-12,8.331042730012707e-12,5.138867681259536e-12,9.971325255449795e-12,3.885822833392041e-12,2.625097114793048e-12,5.9094652364484514e-12,2.5238326334178512e-12,1.8820951569289687e-12,4.084073065515798e-12,5.112721644377255e-12,2.9690403483035364e-12,6.751754798365101e-12,1.8000387330685216e-12,1.1464967454789298e-12,3.465648242695554e-12,1.708845309956021e-12,1.2799445420342666e-12,2.842889931590353e-12,1.1502800165269495e-12,9.338915831513464e-13,2.250222651353703e-12
9,4.800000000000001,1.567262227000859e-12,1.3444006696487475e-12,3.0199462780437627e-12,4.812614239855532e-13,4.957411559969705e-13,9.330059913284118e-13,7.797463028563832e-14,1.0854260142738838e-13,1.5137753976877823e-13,9.143384308494172e-13,8.883800072043123e-13,2.273259027843308e-12,5.835468821284824e-13,5.556012954734705e-13,1.2632905375313081e-12,2.396584829858693e-13,3.926962282406574e-13,8.84477228514552e-13,8.026812848876664e-12,4.7374123560080756e-12,1.039634690100902e-11,2.9993192931471026e-11,5.4366546273156304e-12,1.1725455814917283e-11,5.973405499785481e-12,3.4973532508841556e-12,8.048173891896751e-12,7.609216260105536e-12,4.5196656223367225e-12,9.197419547757912e-12,3.5129921958030754e-12,2.3945887122187855e-12,5.78623589405296e-12,2.253198574751656e-12,1.7297330194525236e-12,3.966032908211631e-12,4.560797845039132e-12,2.576543046579576e-12,6.2948530761081516e-12,1.6311278058268982e-12,1.0505719529060993e-12,3.2248998050005144e-12,1.6948359207559624e-12,1.13750786348567e-12,2.5724290361532922e-12,1.0340503303770452e-12,8.100861009636306e-13,2.0178815725279695e-12
